block,block_id,calc_type,date,district,district_id,division,domain,indicator,indicator_id,perc_point,type,year
Dobhi,OTeT1SgY1F7,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,59.256541941795064,coverage,2020.0
Sujanganj,dQvMLUi5rMw,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,62.22201138519925,coverage,2020.0
Sujanganj,dQvMLUi5rMw,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,48.40726988469807,coverage,2020.0
Ramnagar Jaunpur,SiApLfkyuVz,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,53.38789025543993,coverage,2020.0
Ramnagar Jaunpur,SiApLfkyuVz,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,54.773967264224474,coverage,2020.0
MoBadshahpur,Y1OSp1Ck66B,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,84.57229246838922,coverage,2020.0
MoBadshahpur,Y1OSp1Ck66B,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,47.01774254435635,coverage,2020.0
Mahrajganj,FBVobg8QhyC,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,48.21069106669877,coverage,2020.0
Mahrajganj,FBVobg8QhyC,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,58.25892857142857,coverage,2020.0
Jalalpur,OmRJBPDSih0,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,96.80191693290735,coverage,2020.0
Jalalpur,OmRJBPDSih0,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,46.05110336817653,coverage,2020.0
Suithakala,qyXPcuW4JMr,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,74.02520290474156,coverage,2020.0
Suithakala,qyXPcuW4JMr,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,48.834139903211614,coverage,2020.0
Sikrara,pb5hWAn45Rk,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,64.52347209920282,coverage,2020.0
Sikrara,pb5hWAn45Rk,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,33.4245575624886,coverage,2020.0
Dharmapur,K2hjVgS0LFm,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,58.75828688765036,coverage,2020.0
Dharmapur,K2hjVgS0LFm,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,88.61371186952583,coverage,2020.0
Badlapur,HU9Fxw66kJA,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,92.35231811078312,coverage,2020.0
Badlapur,HU9Fxw66kJA,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,44.366952789699575,coverage,2020.0
Jaunpur DHQ,i81wO4m0rn2,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,100.0,coverage,2020.0
Jaunpur DHQ,i81wO4m0rn2,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,58.545918367346935,coverage,2020.0
Barsathi,CqlV6Koe6vJ,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,51.97590361445783,coverage,2020.0
Barsathi,CqlV6Koe6vJ,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,49.421009098428456,coverage,2020.0
Madhiyahoo,B9itA8m0ytx,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,52.440761516233216,coverage,2020.0
Madhiyahoo,B9itA8m0ytx,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,46.516106442577026,coverage,2020.0
Khuthan,yQrRCA2ngHE,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,50.35606894022735,coverage,2020.0
Khuthan,yQrRCA2ngHE,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,50.811933534743204,coverage,2020.0
Baksha,UUtQaeoOtV1,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,70.30799683293745,coverage,2020.0
Baksha,UUtQaeoOtV1,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,43.5677879714577,coverage,2020.0
Machhalishahar,p6cTEKZv0Bb,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,80.27287242535526,coverage,2020.0
Machhalishahar,p6cTEKZv0Bb,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,61.272816970892926,coverage,2020.0
Karnjakala,bU9RuaPWXkH,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,44.371297659957456,coverage,2020.0
Karnjakala,bU9RuaPWXkH,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,46.61274014155713,coverage,2020.0
Muftiganj,sfvcD32u4kK,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,50.5042735042735,coverage,2020.0
Muftiganj,sfvcD32u4kK,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,41.29554655870445,coverage,2020.0
Rampur,MENKSvmhb6i,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,76.90070921985816,coverage,2020.0
Rampur,MENKSvmhb6i,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,44.521337946943476,coverage,2020.0
Kerakat,joT95cJHrTQ,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,63.30303030303031,coverage,2020.0
Kerakat,joT95cJHrTQ,p,2019-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,47.23262588431128,coverage,2020.0
Hamirpur Sumerpur,q73Py9jt80A,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,92.80853432282005,coverage,2020.0
Hamirpur Sumerpur,q73Py9jt80A,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,33.150226892763314,coverage,2020.0
Hamirpur Nauranga,F4fL0v4ObFM,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,73.53291770573567,coverage,2020.0
Hamirpur Nauranga,F4fL0v4ObFM,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,28.916281458654343,coverage,2020.0
Hamirpur DHQ,KZozTRTvHgU,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,100.0,coverage,2020.0
Hamirpur DHQ,KZozTRTvHgU,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,49.75609756097561,coverage,2020.0
Hamirpur Dhagwa,X8nyWuBobaz,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,41.55714285714286,coverage,2020.0
Hamirpur Dhagwa,X8nyWuBobaz,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,41.12149532710279,coverage,2020.0
Hamirpur Gohand,SEb6dTDNGdm,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,30.365480427046265,coverage,2020.0
Hamirpur Gohand,SEb6dTDNGdm,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,36.05716379626237,coverage,2020.0
Hamirpur Muskura,Ye7mS631ryY,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,53.845754853665596,coverage,2020.0
Hamirpur Muskura,Ye7mS631ryY,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,32.49776186213071,coverage,2020.0
Hamirpur Kurara,JcfBKD9Fdaw,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,48.997551789077214,coverage,2020.0
Hamirpur Kurara,JcfBKD9Fdaw,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,43.67726920093096,coverage,2020.0
Hamirpur Moudha,dDqSL7Hp2TV,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,71.93430264863862,coverage,2020.0
Hamirpur Moudha,dDqSL7Hp2TV,p,2019-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,33.02174742464708,coverage,2020.0
Lalganj Mirzapur,udEnBPS78Sf,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,100.0,coverage,2020.0
Lalganj Mirzapur,udEnBPS78Sf,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,69.14508493455862,coverage,2020.0
Manjhwan,BLgq44ZJkKh,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,59.810624315443604,coverage,2020.0
Manjhwan,BLgq44ZJkKh,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,38.31227436823104,coverage,2020.0
Sikhar,moqnzHZCfQg,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,54.00480046269521,coverage,2020.0
Sikhar,moqnzHZCfQg,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,24.568195354377607,coverage,2020.0
Jamalpur,Dga9ieikVr5,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,67.81945487414825,coverage,2020.0
Jamalpur,Dga9ieikVr5,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,54.78372959037525,coverage,2020.0
City,qFq9YH9cPE2,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,68.22838427947599,coverage,2020.0
City,qFq9YH9cPE2,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,63.58817860584645,coverage,2020.0
Mirzapur DHQ,WxMksp7j6w7,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,100.0,coverage,2020.0
Mirzapur DHQ,WxMksp7j6w7,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,30.54589707927677,coverage,2020.0
Marihan Patehara,sh5GrKleZLD,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,96.76607929515421,coverage,2020.0
Marihan Patehara,sh5GrKleZLD,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,51.90017016449234,coverage,2020.0
Pahadi,y74T9TfUPuz,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,76.64382022471911,coverage,2020.0
Pahadi,y74T9TfUPuz,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,46.63002603413364,coverage,2020.0
Rajgarh,fi3XI1IhyQO,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,58.86430790472903,coverage,2020.0
Rajgarh,fi3XI1IhyQO,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,59.918236757909696,coverage,2020.0
Hallia,dzvrdlSVdNw,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,78.57062082450709,coverage,2020.0
Hallia,dzvrdlSVdNw,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,47.19704598858677,coverage,2020.0
Kone,zBM33fSxbqN,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,64.33779527559057,coverage,2020.0
Kone,zBM33fSxbqN,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,41.85901434809732,coverage,2020.0
Naraynpur,cGCEhMelufW,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,71.19184876864378,coverage,2020.0
Naraynpur,cGCEhMelufW,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,78.6033220217896,coverage,2020.0
Chhanve,T5YmZQx2cme,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,68.6207762860561,coverage,2020.0
Chhanve,T5YmZQx2cme,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,38.576317590691296,coverage,2020.0
Prayagraj DHQ,engUwg3VX3b,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,51.13304981773997,coverage,2020.0
Prayagraj DHQ,engUwg3VX3b,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,42.96018180021737,coverage,2020.0
Phulpur,uiUVlKvhhxF,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,83.65629984051036,coverage,2020.0
Phulpur,uiUVlKvhhxF,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,38.551248357424434,coverage,2020.0
Saidabad,UtcpvEmyolV,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,73.30859997104388,coverage,2020.0
Saidabad,UtcpvEmyolV,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,32.65732180137191,coverage,2020.0
Karchhana,INQHpWL0ZBk,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,88.10983198506534,coverage,2020.0
Karchhana,INQHpWL0ZBk,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,37.59012978689314,coverage,2020.0
Koraon,snr8f1gc8vd,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,76.85771322763568,coverage,2020.0
Koraon,snr8f1gc8vd,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,51.07270560190703,coverage,2020.0
Handia,Qk15i4lxQ0C,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,96.62730685017205,coverage,2020.0
Handia,Qk15i4lxQ0C,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,38.35373711340206,coverage,2020.0
Baharia,TcWp3YBgjTX,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,83.47957538296156,coverage,2020.0
Baharia,TcWp3YBgjTX,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,39.316357597564355,coverage,2020.0
Shankargarh,omKjHTDECWY,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,76.60505836575877,coverage,2020.0
Shankargarh,omKjHTDECWY,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,39.35083149669404,coverage,2020.0
Kaundhiyara,UBw5aJTPmZ3,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,83.06575625430342,coverage,2020.0
Kaundhiyara,UBw5aJTPmZ3,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,38.03782505910166,coverage,2020.0
Manda,CGzm91g5LUD,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,70.86068064418109,coverage,2020.0
Manda,CGzm91g5LUD,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,37.49022062275074,coverage,2020.0
Soraon,Gs9FnVq3FME,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,67.56988934187537,coverage,2020.0
Soraon,Gs9FnVq3FME,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,33.41331733653269,coverage,2020.0
Jasra,vAlop9evcWY,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,88.00889532478277,coverage,2020.0
Jasra,vAlop9evcWY,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,41.56369833830421,coverage,2020.0
Uruwa,ZYDAjKxE7WN,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,70.16426642664267,coverage,2020.0
Uruwa,ZYDAjKxE7WN,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,40.711902113459395,coverage,2020.0
Holagarh,SkcYjFliQxI,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,73.32664526484751,coverage,2020.0
Holagarh,SkcYjFliQxI,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,45.413223140495866,coverage,2020.0
Bahadurpur,tqyaSDfRN87,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,64.82278611054038,coverage,2020.0
Bahadurpur,tqyaSDfRN87,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,37.392868479525966,coverage,2020.0
Chaka,hty8pfH1ySe,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,64.69036895894682,coverage,2020.0
Chaka,hty8pfH1ySe,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,40.67796610169492,coverage,2020.0
Dhanupur,ooMZMhdhlnd,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,79.02948596657207,coverage,2020.0
Dhanupur,ooMZMhdhlnd,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,45.33939590776226,coverage,2020.0
Meja,En85jBKx0aq,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,83.40477961688673,coverage,2020.0
Meja,En85jBKx0aq,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,38.09615016280407,coverage,2020.0
Pratappur,rnqodqKeG71,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,88.7624367966074,coverage,2020.0
Pratappur,rnqodqKeG71,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,43.10431715101629,coverage,2020.0
Mauaima,dawiYinsnkV,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,87.12524654832346,coverage,2020.0
Mauaima,dawiYinsnkV,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,45.216331505179774,coverage,2020.0
Kaurihar,V9DOCawlsCk,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,53.587371232354066,coverage,2020.0
Kaurihar,V9DOCawlsCk,p,2019-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,20.247568523430594,coverage,2020.0
Kushinagar Fajilnagar,B3CnhXWWije,p,2019-04-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,100.0,coverage,2020.0
Kushinagar Fajilnagar,B3CnhXWWije,p,2019-04-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,42.11027910142954,coverage,2020.0
Kushinagar Kesya,JTRnaTY9yhN,p,2019-04-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,94.68342953681541,coverage,2020.0
Kushinagar Kesya,JTRnaTY9yhN,p,2019-04-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,40.48723897911833,coverage,2020.0
