block,block_id,calc_type,date,district,district_id,division,domain,indicator,indicator_id,perc_point,quarter,type,year
PP Kamaicha,wDcv6om3WT1,p,2019-04-01,Sultanpur,o4ZQTVcMI7U,Ayodhya Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,70.95099466278491,,coverage,2020
Kurebhar,wzWcav8jSNr,p,2019-04-01,Sultanpur,o4ZQTVcMI7U,Ayodhya Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,40.6685185185185,,coverage,2020
Kurebhar,wzWcav8jSNr,p,2019-04-01,Sultanpur,o4ZQTVcMI7U,Ayodhya Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,48.4237366713027,,coverage,2020
Khair,AN2dWDiHkBb,p,2019-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,44.33174265019171,,coverage,2020
Khair,AN2dWDiHkBb,p,2019-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,31.842451726155602,,coverage,2020
Tappal,ARlYpTrc811,p,2019-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,38.9393921245695,,coverage,2020
Tappal,ARlYpTrc811,p,2019-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,33.5710980876002,,coverage,2020
Aligarh DHQ,Ae6KfBl84FW,p,2019-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,27.8,,coverage,2020
Aligarh DHQ,Ae6KfBl84FW,p,2019-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,7.77438479945712,,coverage,2020
Dhnipur,DeIlv8osqJa,p,2019-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,40.4142595978062,,coverage,2020
Dhnipur,DeIlv8osqJa,p,2019-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,25.617865128869,,coverage,2020
Atrauli,O5BIieG3GQR,p,2019-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,55.7648609077598,,coverage,2020
Atrauli,O5BIieG3GQR,p,2019-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,27.356415734573307,,coverage,2020
Bijoli,Pf9sH55x9lG,p,2019-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,50.4916524701874,,coverage,2020
Bijoli,Pf9sH55x9lG,p,2019-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,38.1952974206001,,coverage,2020
