,index,date,district_id,indicator_id,perc_point,district,map_id,division,div_map_id,type,domain,indicator_ids,indicator,calc_type
799,7,202503,hITp09XOBLZ,indicator_10,16.743827160493826,Kasganj,202,Alligarh Division,201,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
800,50,202503,HJIS3IrQ0Nj,indicator_10,20.982627578718784,Bagpat,139,Meerut Division,140,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
801,51,202503,ogBt4gWCiem,indicator_10,17.209631728045327,Bulandshahar,142,Meerut Division,140,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
802,52,202503,bNmwkrQeP3e,indicator_10,18.143690736688548,Gautam Buddha Nagar,141,Meerut Division,140,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
803,53,202503,M5NHlfAaKYI,indicator_10,18.580517313308302,Ghaziabad,140,Meerut Division,140,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
804,54,202503,CZ8kLjgqvSH,indicator_10,17.461340206185564,Hapur,204,Meerut Division,140,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
805,55,202503,v8YGmR7nOdj,indicator_10,18.949120304327153,Meerut,138,Meerut Division,140,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
806,44,202503,MTIkUw5q5pX,indicator_10,19.734513274336283,Hardoi,155,Lucknow Division,155,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
807,45,202503,d9ZuMopgX29,indicator_10,17.16441875401413,Lakhimpur Kheri,153,Lucknow Division,155,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
808,9,202503,StsLkYw1G0m,indicator_10,24.947589098532493,Amethi,206,Ayodhya Division,176,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
809,46,202503,MfHac5N78aK,indicator_10,17.91453356086462,Lucknow,157,Lucknow Division,155,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
810,47,202503,lLvTDpBDY8u,indicator_10,20.43010752688172,Rae Bareli,158,Lucknow Division,155,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
811,48,202503,XxaOowFtkiJ,indicator_10,17.918263090676884,Sitapur,154,Lucknow Division,155,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
812,49,202503,aT03mfdlNiF,indicator_10,18.73289545703339,Unnav,156,Lucknow Division,155,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
813,64,202503,ibLiLcaKzw2,indicator_10,19.024024024024026,Fatehpur,172,Prayagraj Division,172,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
814,8,202503,jM27ji8tyrM,indicator_10,18.2559087204564,Ambedkar Nagar,178,Ayodhya Division,176,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
815,10,202503,b4XkXzoGqFY,indicator_10,21.272264631043257,Ayodhya,177,Ayodhya Division,176,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
816,11,202503,tzH6nJu9SwS,indicator_10,17.28313518273888,Barabanki,176,Ayodhya Division,176,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
817,12,202503,o4ZQTVcMI7U,indicator_10,20.61051693404635,Sultanpur,179,Ayodhya Division,176,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
818,65,202503,PAj0oVY0Dxu,indicator_10,18.812375249501,Kaushambi,174,Prayagraj Division,172,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
819,66,202503,fz7bJo3egPX,indicator_10,16.919642857142858,Pratapgarh,173,Prayagraj Division,172,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
820,67,202503,tXgaew1Pd2Y,indicator_10,16.145833333333336,Prayagraj,175,Prayagraj Division,172,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
821,0,202503,N5WWbRtsjWp,indicator_10,17.50848896434635,Agra,146,Agra Division,146,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
822,1,202503,eJTsuE56XDF,indicator_10,18.70179948586118,Firozabad,147,Agra Division,146,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
823,2,202503,XBLhrSWGytu,indicator_10,21.860885275519422,Mainpuri,148,Agra Division,146,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
824,3,202503,KP2BUB1npih,indicator_10,20.473174366616988,Mathura,145,Agra Division,146,quality,communicable_diseases,indicator_10,Total case notification rate of TB against expected TB cases,p
825,0,202503,ClbehnmwSec,indicator_11,100.0,Chandauli,196,Varanasi Division,195,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
826,1,202503,dScWdMRN8PL,indicator_11,100.0,Ghazipur,195,Varanasi Division,195,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
827,2,202503,gmw76vAUMqz,indicator_11,100.0,Jaunpur,194,Varanasi Division,195,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
828,3,202503,MVQs2RrS1Nw,indicator_11,100.0,Muzaffarnagar,133,Saharanpur Division,132,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
829,4,202503,LeuBT7KfuuA,indicator_11,100.0,Varanasi,197,Varanasi Division,195,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
830,5,202503,hgquAmZaNBu,indicator_11,100.0,Amroha,137,Moradabad Division,134,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
831,6,202503,uCYjHW7FuGG,indicator_11,100.0,Bijnor,134,Moradabad Division,134,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
832,7,202503,FKYZ3JbWq84,indicator_11,100.0,Saharanpur,132,Saharanpur Division,132,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
833,8,202503,AdiUcz9BXhx,indicator_11,99.58824433582582,Shamli,203,Saharanpur Division,132,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
834,9,202503,YQNQoPjAIpV,indicator_11,100.0,Moradabad,135,Moradabad Division,134,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
835,10,202503,IU006h5U7jj,indicator_11,100.0,Rampur,136,Moradabad Division,134,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
836,11,202503,PeUY1vj02UQ,indicator_11,100.0,Bhadohi,198,Mirzapur Division,200,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
837,12,202503,UAicdMLyuk4,indicator_11,100.0,Mirzapur,199,Mirzapur Division,200,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
838,13,202503,YzHpzrN0eLv,indicator_11,100.0,Sambhal,205,Moradabad Division,134,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
839,14,202503,Bd6E8zkVvVt,indicator_11,100.0,Auraiya,162,Kanpur Nagar Division,161,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
840,15,202503,Pm0jLk6EAiE,indicator_11,100.0,Etawah,161,Kanpur Nagar Division,161,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
841,16,202503,uEEwlAGZXWW,indicator_11,100.0,Farrukhabad,159,Kanpur Nagar Division,161,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
842,17,202503,IhQbDYRiF8w,indicator_11,100.0,Kannauj,160,Kanpur Nagar Division,161,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
843,18,202503,NNk3JP90QZ5,indicator_11,100.0,Sonbhadra,200,Mirzapur Division,200,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
844,19,202503,NL5xiiHZQSC,indicator_11,100.0,Jalaun,165,Jhansi Division,165,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
845,20,202503,k3D0AumUCiC,indicator_11,100.0,Kanpur Dehat,163,Kanpur Nagar Division,161,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
846,21,202503,QVMRMhzVrrS,indicator_11,99.71103317008429,Kanpur Nagar,164,Kanpur Nagar Division,161,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
847,22,202503,Tf9b9qcbghH,indicator_11,100.0,Deoria,190,Gorakhpur Division,188,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
848,23,202503,Mq751wBMqGF,indicator_11,100.0,Jhansi,166,Jhansi Division,165,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
849,24,202503,fagfcadhxej,indicator_11,100.0,Lalitpur,167,Jhansi Division,165,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
850,25,202503,vR85cHdsw1w,indicator_11,100.0,Gorakhpur,188,Gorakhpur Division,188,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
851,26,202503,xUeHwd9FQkg,indicator_11,96.69563839831886,Kushinagar,189,Gorakhpur Division,188,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
852,27,202503,iE0E3nLioFr,indicator_11,100.0,Bahraich,180,Gonda Division,182,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
853,28,202503,AcnMkNGgc3S,indicator_11,100.0,Maharajganj,187,Gorakhpur Division,188,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
854,29,202503,uS0pNSxN3sS,indicator_11,100.0,Balrampur,182,Gonda Division,182,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
855,30,202503,y8WarEkWCul,indicator_11,100.0,Gonda,183,Gonda Division,182,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
856,31,202503,DggJGxqbWHn,indicator_11,100.0,Banda,170,Chitrakoot Division,170,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
857,32,202503,i2fSZZ3QAJJ,indicator_11,99.22657006147372,Chitrakoot,171,Chitrakoot Division,170,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
858,33,202503,VSI7HobT5qL,indicator_11,100.0,Hamirpur,168,Chitrakoot Division,170,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
859,34,202503,oyTwneTbWDx,indicator_11,100.0,Shrawasti,181,Gonda Division,182,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
860,35,202503,J1P16zQEOUT,indicator_11,100.0,Basti,185,Basti Division,185,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
861,36,202503,fe1yBApr2sl,indicator_11,100.0,Sant Kabir Nagar,186,Basti Division,185,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
862,37,202503,cP0p8qfm3il,indicator_11,100.0,Siddharth Nagar,184,Basti Division,185,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
863,38,202503,sUQMxIc3yXj,indicator_11,100.0,Mahoba,169,Chitrakoot Division,170,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
864,39,202503,eA37kyBRRuZ,indicator_11,100.0,Budaun,149,Bareilly Division,150,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
865,40,202503,vVqY3DPcpHf,indicator_11,94.7357298640635,Bareilly,150,Bareilly Division,150,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
866,41,202503,NjckKfm3g0k,indicator_11,92.6766846486823,Azamgarh,191,Azamgarh Division,193,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
867,42,202503,c96jwckSd6j,indicator_11,98.1212584178417,Pilibhit,151,Bareilly Division,150,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
868,43,202503,GaiLSoQq1ue,indicator_11,100.0,Shahjahanpur,152,Bareilly Division,150,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
869,44,202503,oNDvGBE5fLq,indicator_11,100.0,Ballia,193,Azamgarh Division,193,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
870,45,202503,CBSB9v92AwT,indicator_11,100.0,Maunathbhanjan,192,Azamgarh Division,193,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
871,46,202503,frD2HOp3wAs,indicator_11,100.0,Aligarh,143,Alligarh Division,201,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
872,47,202503,ZLcx4iOVyN5,indicator_11,100.0,Etah,201,Alligarh Division,201,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
873,48,202503,m1IAjmqkoFC,indicator_11,100.0,Hathras,144,Alligarh Division,201,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
874,49,202503,hITp09XOBLZ,indicator_11,100.0,Kasganj,202,Alligarh Division,201,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
875,50,202503,HJIS3IrQ0Nj,indicator_11,100.0,Bagpat,139,Meerut Division,140,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
876,51,202503,ogBt4gWCiem,indicator_11,100.0,Bulandshahar,142,Meerut Division,140,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
877,52,202503,bNmwkrQeP3e,indicator_11,100.0,Gautam Buddha Nagar,141,Meerut Division,140,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
878,53,202503,M5NHlfAaKYI,indicator_11,100.0,Ghaziabad,140,Meerut Division,140,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
879,54,202503,CZ8kLjgqvSH,indicator_11,100.0,Hapur,204,Meerut Division,140,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
880,55,202503,v8YGmR7nOdj,indicator_11,96.56693426655677,Meerut,138,Meerut Division,140,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
881,56,202503,MTIkUw5q5pX,indicator_11,100.0,Hardoi,155,Lucknow Division,155,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
882,57,202503,d9ZuMopgX29,indicator_11,100.0,Lakhimpur Kheri,153,Lucknow Division,155,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
883,58,202503,StsLkYw1G0m,indicator_11,100.0,Amethi,206,Ayodhya Division,176,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
884,59,202503,MfHac5N78aK,indicator_11,96.48896382643237,Lucknow,157,Lucknow Division,155,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
885,60,202503,lLvTDpBDY8u,indicator_11,100.0,Rae Bareli,158,Lucknow Division,155,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
886,61,202503,XxaOowFtkiJ,indicator_11,100.0,Sitapur,154,Lucknow Division,155,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
887,62,202503,aT03mfdlNiF,indicator_11,100.0,Unnav,156,Lucknow Division,155,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
888,63,202503,ibLiLcaKzw2,indicator_11,100.0,Fatehpur,172,Prayagraj Division,172,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
889,64,202503,jM27ji8tyrM,indicator_11,100.0,Ambedkar Nagar,178,Ayodhya Division,176,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
890,65,202503,b4XkXzoGqFY,indicator_11,99.4327727996093,Ayodhya,177,Ayodhya Division,176,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
891,66,202503,tzH6nJu9SwS,indicator_11,100.0,Barabanki,176,Ayodhya Division,176,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
892,67,202503,o4ZQTVcMI7U,indicator_11,100.0,Sultanpur,179,Ayodhya Division,176,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
893,68,202503,PAj0oVY0Dxu,indicator_11,100.0,Kaushambi,174,Prayagraj Division,172,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
894,69,202503,fz7bJo3egPX,indicator_11,100.0,Pratapgarh,173,Prayagraj Division,172,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
895,70,202503,tXgaew1Pd2Y,indicator_11,100.0,Prayagraj,175,Prayagraj Division,172,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
896,71,202503,N5WWbRtsjWp,indicator_11,100.0,Agra,146,Agra Division,146,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
897,72,202503,eJTsuE56XDF,indicator_11,100.0,Firozabad,147,Agra Division,146,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
898,73,202503,XBLhrSWGytu,indicator_11,100.0,Mainpuri,148,Agra Division,146,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
899,74,202503,KP2BUB1npih,indicator_11,85.6928310144587,Mathura,145,Agra Division,146,coverage,communicable_diseases,indicator_11,% of PW screened for HIV against estimated pregnancy,p
975,5,202503,ClbehnmwSec,indicator_13,3.8068368333333336,Chandauli,196,Varanasi Division,195,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
976,43,202503,dScWdMRN8PL,indicator_13,4.885434583333334,Ghazipur,195,Varanasi Division,195,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
977,50,202503,gmw76vAUMqz,indicator_13,2.7473111666666665,Jaunpur,194,Varanasi Division,195,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
978,17,202503,MVQs2RrS1Nw,indicator_13,3.420000333333333,Muzaffarnagar,133,Saharanpur Division,132,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
979,14,202503,LeuBT7KfuuA,indicator_13,6.0257404166666655,Varanasi,197,Varanasi Division,195,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
980,52,202503,hgquAmZaNBu,indicator_13,5.589937250000001,Amroha,137,Moradabad Division,134,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
981,67,202503,uCYjHW7FuGG,indicator_13,3.6754678333333337,Bijnor,134,Moradabad Division,134,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
982,7,202503,FKYZ3JbWq84,indicator_13,3.9915829166666668,Saharanpur,132,Saharanpur Division,132,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
983,1,202503,AdiUcz9BXhx,indicator_13,3.383870499999999,Shamli,203,Saharanpur Division,132,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
984,34,202503,YQNQoPjAIpV,indicator_13,5.366329,Moradabad,135,Moradabad Division,134,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
985,10,202503,IU006h5U7jj,indicator_13,3.0184676666666665,Rampur,136,Moradabad Division,134,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
986,25,202503,PeUY1vj02UQ,indicator_13,4.0524685,Bhadohi,198,Mirzapur Division,200,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
987,30,202503,UAicdMLyuk4,indicator_13,2.8590447500000002,Mirzapur,199,Mirzapur Division,200,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
988,35,202503,YzHpzrN0eLv,indicator_13,4.20545775,Sambhal,205,Moradabad Division,134,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
989,2,202503,Bd6E8zkVvVt,indicator_13,6.460150416666665,Auraiya,162,Kanpur Nagar Division,161,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
990,26,202503,Pm0jLk6EAiE,indicator_13,4.7199670000000005,Etawah,161,Kanpur Nagar Division,161,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
991,68,202503,uEEwlAGZXWW,indicator_13,3.8885814999999995,Farrukhabad,159,Kanpur Nagar Division,161,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
992,11,202503,IhQbDYRiF8w,indicator_13,5.5562093333333324,Kannauj,160,Kanpur Nagar Division,161,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
993,22,202503,NNk3JP90QZ5,indicator_13,4.472155416666666,Sonbhadra,200,Mirzapur Division,200,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
994,21,202503,NL5xiiHZQSC,indicator_13,2.3737359999999996,Jalaun,165,Jhansi Division,165,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
995,57,202503,k3D0AumUCiC,indicator_13,2.9765259166666667,Kanpur Dehat,163,Kanpur Nagar Division,161,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
996,27,202503,QVMRMhzVrrS,indicator_13,6.684098250000002,Kanpur Nagar,164,Kanpur Nagar Division,161,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
997,29,202503,Tf9b9qcbghH,indicator_13,5.825813583333333,Deoria,190,Gorakhpur Division,188,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
998,19,202503,Mq751wBMqGF,indicator_13,2.4220125833333332,Jhansi,166,Jhansi Division,165,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
999,46,202503,fagfcadhxej,indicator_13,2.9306946666666662,Lalitpur,167,Jhansi Division,165,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1000,71,202503,vR85cHdsw1w,indicator_13,5.886306,Gorakhpur,188,Gorakhpur Division,188,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1001,73,202503,xUeHwd9FQkg,indicator_13,4.50662275,Kushinagar,189,Gorakhpur Division,188,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1002,54,202503,iE0E3nLioFr,indicator_13,5.6513345,Bahraich,180,Gonda Division,182,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1003,0,202503,AcnMkNGgc3S,indicator_13,2.9735489999999998,Maharajganj,187,Gorakhpur Division,188,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1004,69,202503,uS0pNSxN3sS,indicator_13,4.448753083333332,Balrampur,182,Gonda Division,182,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1005,74,202503,y8WarEkWCul,indicator_13,3.529622666666667,Gonda,183,Gonda Division,182,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1006,6,202503,DggJGxqbWHn,indicator_13,3.4975495833333334,Banda,170,Chitrakoot Division,170,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1007,53,202503,i2fSZZ3QAJJ,indicator_13,2.785701583333333,Chitrakoot,171,Chitrakoot Division,170,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1008,31,202503,VSI7HobT5qL,indicator_13,1.9885106666666668,Hamirpur,168,Chitrakoot Division,170,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1009,63,202503,oyTwneTbWDx,indicator_13,5.034386325,Shrawasti,181,Gonda Division,182,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1010,12,202503,J1P16zQEOUT,indicator_13,3.4435860833333334,Basti,185,Basti Division,185,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1011,47,202503,fe1yBApr2sl,indicator_13,7.202954583333335,Sant Kabir Nagar,186,Basti Division,185,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1012,41,202503,cP0p8qfm3il,indicator_13,6.591716750000001,Siddharth Nagar,184,Basti Division,185,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1013,64,202503,sUQMxIc3yXj,indicator_13,3.509707833333333,Mahoba,169,Chitrakoot Division,170,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1014,44,202503,eA37kyBRRuZ,indicator_13,4.20085865,Budaun,149,Bareilly Division,150,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1015,72,202503,vVqY3DPcpHf,indicator_13,4.805151833333334,Bareilly,150,Bareilly Division,150,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1016,23,202503,NjckKfm3g0k,indicator_13,5.204876166666667,Azamgarh,191,Azamgarh Division,193,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1017,40,202503,c96jwckSd6j,indicator_13,3.3239632500000003,Pilibhit,151,Bareilly Division,150,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1018,8,202503,GaiLSoQq1ue,indicator_13,4.95518525,Shahjahanpur,152,Bareilly Division,150,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1019,61,202503,oNDvGBE5fLq,indicator_13,2.6010412583333338,Ballia,193,Azamgarh Division,193,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1020,3,202503,CBSB9v92AwT,indicator_13,5.4680324166666665,Maunathbhanjan,192,Azamgarh Division,193,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1021,48,202503,frD2HOp3wAs,indicator_13,3.287436166666667,Aligarh,143,Alligarh Division,201,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1022,36,202503,ZLcx4iOVyN5,indicator_13,6.136920333333335,Etah,201,Alligarh Division,201,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1023,59,202503,m1IAjmqkoFC,indicator_13,3.2778697500000002,Hathras,144,Alligarh Division,201,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1024,51,202503,hITp09XOBLZ,indicator_13,2.4067354999999995,Kasganj,202,Alligarh Division,201,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1025,9,202503,HJIS3IrQ0Nj,indicator_13,4.244560783333333,Bagpat,139,Meerut Division,140,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1026,62,202503,ogBt4gWCiem,indicator_13,5.344650250000001,Bulandshahar,142,Meerut Division,140,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1027,39,202503,bNmwkrQeP3e,indicator_13,4.3883012500000005,Gautam Buddha Nagar,141,Meerut Division,140,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
1028,15,202503,M5NHlfAaKYI,indicator_13,7.4197810833333335,Ghaziabad,140,Meerut Division,140,data_quality,data_quality,indicator_13,% of facilities reported outlier for the identified indicators of ranking,n
