,index,date,district_id,indicator_id,perc_point,district,map_id,division,div_map_id,type,domain,indicator_ids,indicator,calc_type
241,40,202503,uEEwlAGZXWW,indicator_32,4.1993539455468385,Farrukhabad,159,Kanpur Nagar Division,161,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
242,41,202503,IhQbDYRiF8w,indicator_32,16.361185983827493,Kannauj,160,Kanpur Nagar Division,161,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
243,58,202503,NNk3JP90QZ5,indicator_32,40.28108623153883,Sonbhadra,200,Mirzapur Division,200,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
244,35,202503,NL5xiiHZQSC,indicator_32,19.65480803099683,Jalaun,165,Jhansi Division,165,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
245,42,202503,k3D0AumUCiC,indicator_32,15.898111550285462,Kanpur Dehat,163,Kanpur Nagar Division,161,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
246,43,202503,QVMRMhzVrrS,indicator_32,45.49293071460559,Kanpur Nagar,164,Kanpur Nagar Division,161,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
247,31,202503,Tf9b9qcbghH,indicator_32,28.77164056059357,Deoria,190,Gorakhpur Division,188,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
248,36,202503,Mq751wBMqGF,indicator_32,36.270795585570745,Jhansi,166,Jhansi Division,165,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
249,37,202503,fagfcadhxej,indicator_32,9.006622516556291,Lalitpur,167,Jhansi Division,165,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
250,32,202503,vR85cHdsw1w,indicator_32,51.757489974050486,Gorakhpur,188,Gorakhpur Division,188,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
251,33,202503,xUeHwd9FQkg,indicator_32,27.445805843543823,Kushinagar,189,Gorakhpur Division,188,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
252,27,202503,iE0E3nLioFr,indicator_32,25.248105858499624,Bahraich,180,Gonda Division,182,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
253,34,202503,AcnMkNGgc3S,indicator_32,29.640427599611275,Maharajganj,187,Gorakhpur Division,188,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
254,28,202503,uS0pNSxN3sS,indicator_32,37.09175738724728,Balrampur,182,Gonda Division,182,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
255,29,202503,y8WarEkWCul,indicator_32,33.72470474480282,Gonda,183,Gonda Division,182,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
256,23,202503,DggJGxqbWHn,indicator_32,19.741235392320533,Banda,170,Chitrakoot Division,170,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
257,24,202503,i2fSZZ3QAJJ,indicator_32,6.280788177339902,Chitrakoot,171,Chitrakoot Division,170,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
258,25,202503,VSI7HobT5qL,indicator_32,13.99644760213144,Hamirpur,168,Chitrakoot Division,170,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
259,30,202503,oyTwneTbWDx,indicator_32,24.57547169811321,Shrawasti,181,Gonda Division,182,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
260,20,202503,J1P16zQEOUT,indicator_32,57.39227340267459,Basti,185,Basti Division,185,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
261,21,202503,fe1yBApr2sl,indicator_32,56.75190668461193,Sant Kabir Nagar,186,Basti Division,185,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
262,22,202503,cP0p8qfm3il,indicator_32,25.056689342403626,Siddharth Nagar,184,Basti Division,185,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
263,26,202503,sUQMxIc3yXj,indicator_32,14.522594752186588,Mahoba,169,Chitrakoot Division,170,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
264,16,202503,eA37kyBRRuZ,indicator_32,18.156332453825858,Budaun,149,Bareilly Division,150,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
265,17,202503,vVqY3DPcpHf,indicator_32,32.97669086740543,Bareilly,150,Bareilly Division,150,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
266,13,202503,NjckKfm3g0k,indicator_32,37.72486772486772,Azamgarh,191,Azamgarh Division,193,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
267,18,202503,c96jwckSd6j,indicator_32,45.891217329879915,Pilibhit,151,Bareilly Division,150,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
268,19,202503,GaiLSoQq1ue,indicator_32,17.89701716380603,Shahjahanpur,152,Bareilly Division,150,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
269,14,202503,oNDvGBE5fLq,indicator_32,16.15551425030979,Ballia,193,Azamgarh Division,193,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
270,15,202503,CBSB9v92AwT,indicator_32,25.01015022330491,Maunathbhanjan,192,Azamgarh Division,193,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
271,4,202503,frD2HOp3wAs,indicator_32,26.7813478615246,Aligarh,143,Alligarh Division,201,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
272,5,202503,ZLcx4iOVyN5,indicator_32,20.958083832335326,Etah,201,Alligarh Division,201,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
273,6,202503,m1IAjmqkoFC,indicator_32,7.421875,Hathras,144,Alligarh Division,201,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
274,7,202503,hITp09XOBLZ,indicator_32,28.61975642760487,Kasganj,202,Alligarh Division,201,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
275,50,202503,HJIS3IrQ0Nj,indicator_32,28.838174273858918,Bagpat,139,Meerut Division,140,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
276,51,202503,ogBt4gWCiem,indicator_32,9.450692041522492,Bulandshahar,142,Meerut Division,140,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
277,52,202503,bNmwkrQeP3e,indicator_32,26.125127067738656,Gautam Buddha Nagar,141,Meerut Division,140,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
278,53,202503,M5NHlfAaKYI,indicator_32,31.27413127413127,Ghaziabad,140,Meerut Division,140,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
279,54,202503,CZ8kLjgqvSH,indicator_32,3.3076574535568644,Hapur,204,Meerut Division,140,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
280,55,202503,v8YGmR7nOdj,indicator_32,46.2190897144905,Meerut,138,Meerut Division,140,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
281,44,202503,MTIkUw5q5pX,indicator_32,21.455497382198953,Hardoi,155,Lucknow Division,155,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
282,45,202503,d9ZuMopgX29,indicator_32,13.497696426347902,Lakhimpur Kheri,153,Lucknow Division,155,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
283,9,202503,StsLkYw1G0m,indicator_32,33.33333333333333,Amethi,206,Ayodhya Division,176,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
284,46,202503,MfHac5N78aK,indicator_32,58.67578291058524,Lucknow,157,Lucknow Division,155,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
285,47,202503,lLvTDpBDY8u,indicator_32,41.02695763799743,Rae Bareli,158,Lucknow Division,155,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
286,48,202503,XxaOowFtkiJ,indicator_32,13.958608542492293,Sitapur,154,Lucknow Division,155,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
287,49,202503,aT03mfdlNiF,indicator_32,29.956753160345972,Unnav,156,Lucknow Division,155,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
288,64,202503,ibLiLcaKzw2,indicator_32,19.96307408262174,Fatehpur,172,Prayagraj Division,172,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
289,8,202503,jM27ji8tyrM,indicator_32,46.03372891942536,Ambedkar Nagar,178,Ayodhya Division,176,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
290,10,202503,b4XkXzoGqFY,indicator_32,49.307075127644055,Ayodhya,177,Ayodhya Division,176,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
291,11,202503,tzH6nJu9SwS,indicator_32,57.69105160026127,Barabanki,176,Ayodhya Division,176,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
292,12,202503,o4ZQTVcMI7U,indicator_32,31.780011827321115,Sultanpur,179,Ayodhya Division,176,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
293,65,202503,PAj0oVY0Dxu,indicator_32,16.560509554140125,Kaushambi,174,Prayagraj Division,172,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
294,66,202503,fz7bJo3egPX,indicator_32,50.87837837837837,Pratapgarh,173,Prayagraj Division,172,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
295,67,202503,tXgaew1Pd2Y,indicator_32,55.157953592395856,Prayagraj,175,Prayagraj Division,172,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
296,0,202503,N5WWbRtsjWp,indicator_32,35.60379454747458,Agra,146,Agra Division,146,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
297,1,202503,eJTsuE56XDF,indicator_32,7.271180030257186,Firozabad,147,Agra Division,146,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
298,2,202503,XBLhrSWGytu,indicator_32,18.469542597008452,Mainpuri,148,Agra Division,146,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
299,3,202503,KP2BUB1npih,indicator_32,13.26710816777042,Mathura,145,Agra Division,146,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
375,0,202503,ClbehnmwSec,indicator_5,96.72082876033943,Chandauli,196,Varanasi Division,195,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
376,1,202503,dScWdMRN8PL,indicator_5,100.0,Ghazipur,195,Varanasi Division,195,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
377,2,202503,gmw76vAUMqz,indicator_5,100.0,Jaunpur,194,Varanasi Division,195,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
378,3,202503,MVQs2RrS1Nw,indicator_5,100.0,Muzaffarnagar,133,Saharanpur Division,132,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
379,4,202503,LeuBT7KfuuA,indicator_5,89.95496450804026,Varanasi,197,Varanasi Division,195,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
380,5,202503,hgquAmZaNBu,indicator_5,99.22172332691896,Amroha,137,Moradabad Division,134,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
381,6,202503,uCYjHW7FuGG,indicator_5,89.5906107464679,Bijnor,134,Moradabad Division,134,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
382,7,202503,FKYZ3JbWq84,indicator_5,86.782838906216,Saharanpur,132,Saharanpur Division,132,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
383,8,202503,AdiUcz9BXhx,indicator_5,95.84649200373917,Shamli,203,Saharanpur Division,132,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
384,9,202503,YQNQoPjAIpV,indicator_5,100.0,Moradabad,135,Moradabad Division,134,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
385,10,202503,IU006h5U7jj,indicator_5,100.0,Rampur,136,Moradabad Division,134,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
386,11,202503,PeUY1vj02UQ,indicator_5,70.39951977589541,Bhadohi,198,Mirzapur Division,200,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
387,12,202503,UAicdMLyuk4,indicator_5,85.09702069202369,Mirzapur,199,Mirzapur Division,200,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
388,13,202503,YzHpzrN0eLv,indicator_5,100.0,Sambhal,205,Moradabad Division,134,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
389,14,202503,Bd6E8zkVvVt,indicator_5,94.64026355875164,Auraiya,162,Kanpur Nagar Division,161,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
390,15,202503,Pm0jLk6EAiE,indicator_5,100.0,Etawah,161,Kanpur Nagar Division,161,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
391,16,202503,uEEwlAGZXWW,indicator_5,100.0,Farrukhabad,159,Kanpur Nagar Division,161,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
392,17,202503,IhQbDYRiF8w,indicator_5,85.70506365068299,Kannauj,160,Kanpur Nagar Division,161,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
393,18,202503,NNk3JP90QZ5,indicator_5,87.90994623655915,Sonbhadra,200,Mirzapur Division,200,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
394,19,202503,NL5xiiHZQSC,indicator_5,79.56311052995923,Jalaun,165,Jhansi Division,165,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
395,20,202503,k3D0AumUCiC,indicator_5,88.39380687861956,Kanpur Dehat,163,Kanpur Nagar Division,161,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
396,21,202503,QVMRMhzVrrS,indicator_5,88.08692736989488,Kanpur Nagar,164,Kanpur Nagar Division,161,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
397,22,202503,Tf9b9qcbghH,indicator_5,100.0,Deoria,190,Gorakhpur Division,188,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
398,23,202503,Mq751wBMqGF,indicator_5,71.30488559059988,Jhansi,166,Jhansi Division,165,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
399,24,202503,fagfcadhxej,indicator_5,96.85373057660203,Lalitpur,167,Jhansi Division,165,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
400,25,202503,vR85cHdsw1w,indicator_5,100.0,Gorakhpur,188,Gorakhpur Division,188,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
401,26,202503,xUeHwd9FQkg,indicator_5,87.82793525276097,Kushinagar,189,Gorakhpur Division,188,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
402,27,202503,iE0E3nLioFr,indicator_5,88.95495665284584,Bahraich,180,Gonda Division,182,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
403,28,202503,AcnMkNGgc3S,indicator_5,100.0,Maharajganj,187,Gorakhpur Division,188,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
404,29,202503,uS0pNSxN3sS,indicator_5,96.40088227913304,Balrampur,182,Gonda Division,182,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
405,30,202503,y8WarEkWCul,indicator_5,82.08964773412792,Gonda,183,Gonda Division,182,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
406,31,202503,DggJGxqbWHn,indicator_5,89.92864366782784,Banda,170,Chitrakoot Division,170,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
407,32,202503,i2fSZZ3QAJJ,indicator_5,85.24483569249237,Chitrakoot,171,Chitrakoot Division,170,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
408,33,202503,VSI7HobT5qL,indicator_5,97.3939464765689,Hamirpur,168,Chitrakoot Division,170,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
409,34,202503,oyTwneTbWDx,indicator_5,100.0,Shrawasti,181,Gonda Division,182,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
410,35,202503,J1P16zQEOUT,indicator_5,100.0,Basti,185,Basti Division,185,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
411,36,202503,fe1yBApr2sl,indicator_5,100.0,Sant Kabir Nagar,186,Basti Division,185,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
412,37,202503,cP0p8qfm3il,indicator_5,90.72658523979217,Siddharth Nagar,184,Basti Division,185,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
413,38,202503,sUQMxIc3yXj,indicator_5,89.25986458090124,Mahoba,169,Chitrakoot Division,170,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
414,39,202503,eA37kyBRRuZ,indicator_5,85.78087357285011,Budaun,149,Bareilly Division,150,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
415,40,202503,vVqY3DPcpHf,indicator_5,93.03795003602235,Bareilly,150,Bareilly Division,150,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
416,41,202503,NjckKfm3g0k,indicator_5,88.35793453939951,Azamgarh,191,Azamgarh Division,193,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
417,42,202503,c96jwckSd6j,indicator_5,95.34041807777648,Pilibhit,151,Bareilly Division,150,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
418,43,202503,GaiLSoQq1ue,indicator_5,100.0,Shahjahanpur,152,Bareilly Division,150,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
419,44,202503,oNDvGBE5fLq,indicator_5,100.0,Ballia,193,Azamgarh Division,193,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
420,45,202503,CBSB9v92AwT,indicator_5,100.0,Maunathbhanjan,192,Azamgarh Division,193,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
421,46,202503,frD2HOp3wAs,indicator_5,89.30366843524838,Aligarh,143,Alligarh Division,201,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
422,47,202503,ZLcx4iOVyN5,indicator_5,100.0,Etah,201,Alligarh Division,201,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
423,48,202503,m1IAjmqkoFC,indicator_5,96.05300493729074,Hathras,144,Alligarh Division,201,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
424,49,202503,hITp09XOBLZ,indicator_5,100.0,Kasganj,202,Alligarh Division,201,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
425,50,202503,HJIS3IrQ0Nj,indicator_5,90.58065965332635,Bagpat,139,Meerut Division,140,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
426,51,202503,ogBt4gWCiem,indicator_5,65.39986656428202,Bulandshahar,142,Meerut Division,140,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
427,52,202503,bNmwkrQeP3e,indicator_5,38.95327599375685,Gautam Buddha Nagar,141,Meerut Division,140,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
428,53,202503,M5NHlfAaKYI,indicator_5,63.100974938988884,Ghaziabad,140,Meerut Division,140,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
429,54,202503,CZ8kLjgqvSH,indicator_5,76.26962727993656,Hapur,204,Meerut Division,140,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
430,55,202503,v8YGmR7nOdj,indicator_5,99.3694614860259,Meerut,138,Meerut Division,140,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
431,56,202503,MTIkUw5q5pX,indicator_5,100.0,Hardoi,155,Lucknow Division,155,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
432,57,202503,d9ZuMopgX29,indicator_5,100.0,Lakhimpur Kheri,153,Lucknow Division,155,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
433,58,202503,StsLkYw1G0m,indicator_5,100.0,Amethi,206,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
434,59,202503,MfHac5N78aK,indicator_5,49.25801495787821,Lucknow,157,Lucknow Division,155,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
435,60,202503,lLvTDpBDY8u,indicator_5,100.0,Rae Bareli,158,Lucknow Division,155,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
436,61,202503,XxaOowFtkiJ,indicator_5,95.824111822947,Sitapur,154,Lucknow Division,155,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
437,62,202503,aT03mfdlNiF,indicator_5,100.0,Unnav,156,Lucknow Division,155,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
438,63,202503,ibLiLcaKzw2,indicator_5,76.18082648384531,Fatehpur,172,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
439,64,202503,jM27ji8tyrM,indicator_5,93.31270995963942,Ambedkar Nagar,178,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
440,65,202503,b4XkXzoGqFY,indicator_5,100.0,Ayodhya,177,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
441,66,202503,tzH6nJu9SwS,indicator_5,100.0,Barabanki,176,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
442,67,202503,o4ZQTVcMI7U,indicator_5,100.0,Sultanpur,179,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
443,68,202503,PAj0oVY0Dxu,indicator_5,73.73373159803712,Kaushambi,174,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
444,69,202503,fz7bJo3egPX,indicator_5,86.78868552412645,Pratapgarh,173,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
445,70,202503,tXgaew1Pd2Y,indicator_5,96.4515449649487,Prayagraj,175,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
446,71,202503,N5WWbRtsjWp,indicator_5,95.62431811323383,Agra,146,Agra Division,146,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
447,72,202503,eJTsuE56XDF,indicator_5,100.0,Firozabad,147,Agra Division,146,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
448,73,202503,XBLhrSWGytu,indicator_5,96.6420567402466,Mainpuri,148,Agra Division,146,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
449,74,202503,KP2BUB1npih,indicator_5,100.0,Mathura,145,Agra Division,146,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
450,0,202503,ClbehnmwSec,indicator_6,0.8908015663709742,Chandauli,196,Varanasi Division,195,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
451,1,202503,dScWdMRN8PL,indicator_6,0.9323345771603798,Ghazipur,195,Varanasi Division,195,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
452,2,202503,gmw76vAUMqz,indicator_6,0.9424248755179497,Jaunpur,194,Varanasi Division,195,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
453,3,202503,MVQs2RrS1Nw,indicator_6,1.0251410775127767,Muzaffarnagar,133,Saharanpur Division,132,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
454,4,202503,LeuBT7KfuuA,indicator_6,1.0424047577846793,Varanasi,197,Varanasi Division,195,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
455,5,202503,hgquAmZaNBu,indicator_6,1.1750456280073005,Amroha,137,Moradabad Division,134,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
456,6,202503,uCYjHW7FuGG,indicator_6,0.8668930360070598,Bijnor,134,Moradabad Division,134,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
457,7,202503,FKYZ3JbWq84,indicator_6,1.0556990802934794,Saharanpur,132,Saharanpur Division,132,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
458,8,202503,AdiUcz9BXhx,indicator_6,1.0015911307293537,Shamli,203,Saharanpur Division,132,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
459,9,202503,YQNQoPjAIpV,indicator_6,1.0221053706350827,Moradabad,135,Moradabad Division,134,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
460,10,202503,IU006h5U7jj,indicator_6,0.9763322839558695,Rampur,136,Moradabad Division,134,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
461,11,202503,PeUY1vj02UQ,indicator_6,0.8719593394886364,Bhadohi,198,Mirzapur Division,200,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
462,12,202503,UAicdMLyuk4,indicator_6,1.0136845881810261,Mirzapur,199,Mirzapur Division,200,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
463,13,202503,YzHpzrN0eLv,indicator_6,0.8750896828813316,Sambhal,205,Moradabad Division,134,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
