,index,district_id,perc_point,date,indicator_id,district,map_id,division,div_map_id,type,domain,indicator_ids,indicator,calc_type
20,20,aT03mfdlNiF,100.0,202503,indicator_1,Unnav,156,Lucknow Division,155,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,p
21,21,HJIS3IrQ0Nj,100.0,202503,indicator_1,Bagpat,139,Meerut Division,140,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,p
22,22,ogBt4gWCiem,100.0,202503,indicator_1,Bulandshahar,142,Meerut Division,140,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,p
23,23,bNmwkrQeP3e,100.0,202503,indicator_1,Gautam Buddha Nagar,141,Meerut Division,140,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,p
24,24,M5NHlfAaKYI,100.0,202503,indicator_1,Ghaziabad,140,Meerut Division,140,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,p
25,25,CZ8kLjgqvSH,100.0,202503,indicator_1,Hapur,204,Meerut Division,140,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,p
26,26,frD2HOp3wAs,100.0,202503,indicator_1,Aligarh,143,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,p
27,27,v8YGmR7nOdj,93.21277835168745,202503,indicator_1,Meerut,138,Meerut Division,140,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,p
28,28,ZLcx4iOVyN5,100.0,202503,indicator_1,Etah,201,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,p
29,29,m1IAjmqkoFC,100.0,202503,indicator_1,Hathras,144,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,p
30,30,hITp09XOBLZ,100.0,202503,indicator_1,Kasganj,202,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,p
