,index,district_id,perc_point,date,indicator_id,district,map_id,division,div_map_id,type,domain,indicator_ids,indicator,calc_type
254,6,m1IAjmqkoFC,8.06282722513089,202503,indicator_32,Hathras,144,Alligarh Division,201,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
255,7,hITp09XOBLZ,35.82887700534759,202503,indicator_32,Kasganj,202,Alligarh Division,201,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
256,14,oNDvGBE5fLq,18.409236690186017,202503,indicator_32,Ballia,193,Azamgarh Division,193,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
257,15,CBSB9v92AwT,25.671140939597315,202503,indicator_32,Maunathbhanjan,192,Azamgarh Division,193,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
258,16,eA37kyBRRuZ,20.70063694267516,202503,indicator_32,Budaun,149,Bareilly Division,150,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
259,17,vVqY3DPcpHf,30.955882352941178,202503,indicator_32,Bareilly,150,Bareilly Division,150,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
260,18,c96jwckSd6j,51.678376268540205,202503,indicator_32,Pilibhit,151,Bareilly Division,150,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
261,19,GaiLSoQq1ue,21.5235792019347,202503,indicator_32,Shahjahanpur,152,Bareilly Division,150,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
262,20,J1P16zQEOUT,59.21610169491526,202503,indicator_32,Basti,185,Basti Division,185,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
263,21,fe1yBApr2sl,60.24464831804281,202503,indicator_32,Sant Kabir Nagar,186,Basti Division,185,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
264,22,cP0p8qfm3il,18.82640586797066,202503,indicator_32,Siddharth Nagar,184,Basti Division,185,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
265,23,DggJGxqbWHn,23.626373626373624,202503,indicator_32,Banda,170,Chitrakoot Division,170,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
266,24,i2fSZZ3QAJJ,6.22568093385214,202503,indicator_32,Chitrakoot,171,Chitrakoot Division,170,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
267,25,VSI7HobT5qL,16.830294530154276,202503,indicator_32,Hamirpur,168,Chitrakoot Division,170,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
268,26,sUQMxIc3yXj,17.98010711553175,202503,indicator_32,Mahoba,169,Chitrakoot Division,170,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
269,28,uS0pNSxN3sS,36.35724331926863,202503,indicator_32,Balrampur,182,Gonda Division,182,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
270,29,y8WarEkWCul,35.50453817405233,202503,indicator_32,Gonda,183,Gonda Division,182,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
271,30,oyTwneTbWDx,24.291497975708502,202503,indicator_32,Shrawasti,181,Gonda Division,182,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
272,31,Tf9b9qcbghH,29.423076923076923,202503,indicator_32,Deoria,190,Gorakhpur Division,188,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
273,32,vR85cHdsw1w,60.93251533742331,202503,indicator_32,Gorakhpur,188,Gorakhpur Division,188,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
274,33,xUeHwd9FQkg,32.48366013071895,202503,indicator_32,Kushinagar,189,Gorakhpur Division,188,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
275,34,AcnMkNGgc3S,47.712418300653596,202503,indicator_32,Maharajganj,187,Gorakhpur Division,188,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
276,35,NL5xiiHZQSC,21.462423832092078,202503,indicator_32,Jalaun,165,Jhansi Division,165,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
277,36,Mq751wBMqGF,36.107554417413574,202503,indicator_32,Jhansi,166,Jhansi Division,165,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
278,37,fagfcadhxej,9.36087798579729,202503,indicator_32,Lalitpur,167,Jhansi Division,165,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
279,38,Bd6E8zkVvVt,7.026143790849673,202503,indicator_32,Auraiya,162,Kanpur Nagar Division,161,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
280,39,Pm0jLk6EAiE,32.9727713539724,202503,indicator_32,Etawah,161,Kanpur Nagar Division,161,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
281,40,uEEwlAGZXWW,4.7309833024118735,202503,indicator_32,Farrukhabad,159,Kanpur Nagar Division,161,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
282,41,IhQbDYRiF8w,12.43124312431243,202503,indicator_32,Kannauj,160,Kanpur Nagar Division,161,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
283,42,k3D0AumUCiC,18.363636363636363,202503,indicator_32,Kanpur Dehat,163,Kanpur Nagar Division,161,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
284,43,QVMRMhzVrrS,45.81316553727009,202503,indicator_32,Kanpur Nagar,164,Kanpur Nagar Division,161,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
285,56,PeUY1vj02UQ,6.165703275529865,202503,indicator_32,Bhadohi,198,Mirzapur Division,200,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
286,57,UAicdMLyuk4,53.148788927335644,202503,indicator_32,Mirzapur,199,Mirzapur Division,200,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
287,58,NNk3JP90QZ5,42.523364485981304,202503,indicator_32,Sonbhadra,200,Mirzapur Division,200,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
288,59,hgquAmZaNBu,39.346811819595644,202503,indicator_32,Amroha,137,Moradabad Division,134,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
289,60,uCYjHW7FuGG,43.463497453310694,202503,indicator_32,Bijnor,134,Moradabad Division,134,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
290,61,YQNQoPjAIpV,38.93557422969188,202503,indicator_32,Moradabad,135,Moradabad Division,134,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
291,62,IU006h5U7jj,20.946915351506455,202503,indicator_32,Rampur,136,Moradabad Division,134,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
292,63,YzHpzrN0eLv,3.187250996015936,202503,indicator_32,Sambhal,205,Moradabad Division,134,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
293,68,MVQs2RrS1Nw,44.33912585571353,202503,indicator_32,Muzaffarnagar,133,Saharanpur Division,132,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
294,69,FKYZ3JbWq84,53.945249597423505,202503,indicator_32,Saharanpur,132,Saharanpur Division,132,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
295,70,AdiUcz9BXhx,32.19512195121951,202503,indicator_32,Shamli,203,Saharanpur Division,132,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
296,71,ClbehnmwSec,54.469507101086045,202503,indicator_32,Chandauli,196,Varanasi Division,195,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
297,72,dScWdMRN8PL,34.69945355191257,202503,indicator_32,Ghazipur,195,Varanasi Division,195,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
298,73,gmw76vAUMqz,40.987983978638184,202503,indicator_32,Jaunpur,194,Varanasi Division,195,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
299,74,LeuBT7KfuuA,66.0149511213341,202503,indicator_32,Varanasi,197,Varanasi Division,195,quality,delivery_care,indicator_32,% of C-section delivery against reported delivery (30% to DH),p
375,0,N5WWbRtsjWp,100.0,202503,indicator_5,Agra,146,Agra Division,146,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
376,1,eJTsuE56XDF,100.0,202503,indicator_5,Firozabad,147,Agra Division,146,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
377,2,XBLhrSWGytu,100.0,202503,indicator_5,Mainpuri,148,Agra Division,146,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
378,3,KP2BUB1npih,100.0,202503,indicator_5,Mathura,145,Agra Division,146,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
379,4,ibLiLcaKzw2,72.08426100359651,202503,indicator_5,Fatehpur,172,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
380,5,PAj0oVY0Dxu,98.55478672155557,202503,indicator_5,Kaushambi,174,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
381,6,fz7bJo3egPX,100.0,202503,indicator_5,Pratapgarh,173,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
382,7,tXgaew1Pd2Y,97.00107556361642,202503,indicator_5,Prayagraj,175,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
383,8,jM27ji8tyrM,94.31414971873647,202503,indicator_5,Ambedkar Nagar,178,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
384,9,NjckKfm3g0k,100.0,202503,indicator_5,Azamgarh,191,Azamgarh Division,193,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
385,10,StsLkYw1G0m,100.0,202503,indicator_5,Amethi,206,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
386,11,b4XkXzoGqFY,100.0,202503,indicator_5,Ayodhya,177,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
387,12,tzH6nJu9SwS,100.0,202503,indicator_5,Barabanki,176,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
388,13,o4ZQTVcMI7U,100.0,202503,indicator_5,Sultanpur,179,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
389,14,MTIkUw5q5pX,100.0,202503,indicator_5,Hardoi,155,Lucknow Division,155,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
390,15,d9ZuMopgX29,94.80109739368999,202503,indicator_5,Lakhimpur Kheri,153,Lucknow Division,155,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
391,16,MfHac5N78aK,67.59814716379375,202503,indicator_5,Lucknow,157,Lucknow Division,155,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
392,17,iE0E3nLioFr,87.13395345923767,202503,indicator_5,Bahraich,180,Gonda Division,182,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
393,18,lLvTDpBDY8u,100.0,202503,indicator_5,Rae Bareli,158,Lucknow Division,155,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
394,19,XxaOowFtkiJ,99.29904818121449,202503,indicator_5,Sitapur,154,Lucknow Division,155,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
395,20,aT03mfdlNiF,100.0,202503,indicator_5,Unnav,156,Lucknow Division,155,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
396,21,HJIS3IrQ0Nj,100.0,202503,indicator_5,Bagpat,139,Meerut Division,140,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
397,22,ogBt4gWCiem,77.0059712632954,202503,indicator_5,Bulandshahar,142,Meerut Division,140,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
398,23,bNmwkrQeP3e,46.67756703727927,202503,indicator_5,Gautam Buddha Nagar,141,Meerut Division,140,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
399,24,M5NHlfAaKYI,92.17754966257961,202503,indicator_5,Ghaziabad,140,Meerut Division,140,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
400,25,CZ8kLjgqvSH,100.0,202503,indicator_5,Hapur,204,Meerut Division,140,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
401,26,frD2HOp3wAs,91.71837592221625,202503,indicator_5,Aligarh,143,Alligarh Division,201,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
402,27,v8YGmR7nOdj,100.0,202503,indicator_5,Meerut,138,Meerut Division,140,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
403,28,ZLcx4iOVyN5,100.0,202503,indicator_5,Etah,201,Alligarh Division,201,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
404,29,m1IAjmqkoFC,95.10502118453078,202503,indicator_5,Hathras,144,Alligarh Division,201,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
405,30,hITp09XOBLZ,100.0,202503,indicator_5,Kasganj,202,Alligarh Division,201,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
406,31,oNDvGBE5fLq,100.0,202503,indicator_5,Ballia,193,Azamgarh Division,193,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
407,32,CBSB9v92AwT,100.0,202503,indicator_5,Maunathbhanjan,192,Azamgarh Division,193,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
408,33,eA37kyBRRuZ,85.28864059590316,202503,indicator_5,Budaun,149,Bareilly Division,150,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
409,34,vVqY3DPcpHf,100.0,202503,indicator_5,Bareilly,150,Bareilly Division,150,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
410,35,c96jwckSd6j,100.0,202503,indicator_5,Pilibhit,151,Bareilly Division,150,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
411,36,GaiLSoQq1ue,100.0,202503,indicator_5,Shahjahanpur,152,Bareilly Division,150,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
412,37,J1P16zQEOUT,100.0,202503,indicator_5,Basti,185,Basti Division,185,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
413,38,fe1yBApr2sl,100.0,202503,indicator_5,Sant Kabir Nagar,186,Basti Division,185,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
414,39,cP0p8qfm3il,76.07184639735738,202503,indicator_5,Siddharth Nagar,184,Basti Division,185,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
415,40,DggJGxqbWHn,90.62639821029083,202503,indicator_5,Banda,170,Chitrakoot Division,170,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
416,41,i2fSZZ3QAJJ,100.0,202503,indicator_5,Chitrakoot,171,Chitrakoot Division,170,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
417,42,VSI7HobT5qL,100.0,202503,indicator_5,Hamirpur,168,Chitrakoot Division,170,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
418,43,sUQMxIc3yXj,99.02470741222366,202503,indicator_5,Mahoba,169,Chitrakoot Division,170,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
419,44,uS0pNSxN3sS,98.98903530831909,202503,indicator_5,Balrampur,182,Gonda Division,182,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
420,45,y8WarEkWCul,86.57218974321023,202503,indicator_5,Gonda,183,Gonda Division,182,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
421,46,oyTwneTbWDx,100.0,202503,indicator_5,Shrawasti,181,Gonda Division,182,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
422,47,Tf9b9qcbghH,100.0,202503,indicator_5,Deoria,190,Gorakhpur Division,188,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
423,48,vR85cHdsw1w,100.0,202503,indicator_5,Gorakhpur,188,Gorakhpur Division,188,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
424,49,xUeHwd9FQkg,97.98252503436089,202503,indicator_5,Kushinagar,189,Gorakhpur Division,188,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
425,50,AcnMkNGgc3S,100.0,202503,indicator_5,Maharajganj,187,Gorakhpur Division,188,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
426,51,NL5xiiHZQSC,91.49068322981367,202503,indicator_5,Jalaun,165,Jhansi Division,165,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
427,52,Mq751wBMqGF,72.749703908409,202503,indicator_5,Jhansi,166,Jhansi Division,165,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
428,53,fagfcadhxej,92.4496644295302,202503,indicator_5,Lalitpur,167,Jhansi Division,165,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
429,54,Bd6E8zkVvVt,100.0,202503,indicator_5,Auraiya,162,Kanpur Nagar Division,161,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
430,55,Pm0jLk6EAiE,100.0,202503,indicator_5,Etawah,161,Kanpur Nagar Division,161,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
431,56,uEEwlAGZXWW,100.0,202503,indicator_5,Farrukhabad,159,Kanpur Nagar Division,161,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
432,57,IhQbDYRiF8w,100.0,202503,indicator_5,Kannauj,160,Kanpur Nagar Division,161,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
433,58,k3D0AumUCiC,100.0,202503,indicator_5,Kanpur Dehat,163,Kanpur Nagar Division,161,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
434,59,QVMRMhzVrrS,100.0,202503,indicator_5,Kanpur Nagar,164,Kanpur Nagar Division,161,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
435,60,PeUY1vj02UQ,77.7919428862825,202503,indicator_5,Bhadohi,198,Mirzapur Division,200,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
436,61,UAicdMLyuk4,91.11580315088517,202503,indicator_5,Mirzapur,199,Mirzapur Division,200,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
437,62,NNk3JP90QZ5,89.47967764540995,202503,indicator_5,Sonbhadra,200,Mirzapur Division,200,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
438,63,hgquAmZaNBu,100.0,202503,indicator_5,Amroha,137,Moradabad Division,134,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
439,64,uCYjHW7FuGG,97.8771377520633,202503,indicator_5,Bijnor,134,Moradabad Division,134,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
440,65,YQNQoPjAIpV,100.0,202503,indicator_5,Moradabad,135,Moradabad Division,134,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
441,66,IU006h5U7jj,100.0,202503,indicator_5,Rampur,136,Moradabad Division,134,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
442,67,YzHpzrN0eLv,100.0,202503,indicator_5,Sambhal,205,Moradabad Division,134,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
443,68,MVQs2RrS1Nw,100.0,202503,indicator_5,Muzaffarnagar,133,Saharanpur Division,132,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
444,69,FKYZ3JbWq84,100.0,202503,indicator_5,Saharanpur,132,Saharanpur Division,132,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
445,70,AdiUcz9BXhx,100.0,202503,indicator_5,Shamli,203,Saharanpur Division,132,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
446,71,ClbehnmwSec,100.0,202503,indicator_5,Chandauli,196,Varanasi Division,195,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
447,72,dScWdMRN8PL,100.0,202503,indicator_5,Ghazipur,195,Varanasi Division,195,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
448,73,gmw76vAUMqz,100.0,202503,indicator_5,Jaunpur,194,Varanasi Division,195,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
449,74,LeuBT7KfuuA,62.73099519316361,202503,indicator_5,Varanasi,197,Varanasi Division,195,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p
450,0,N5WWbRtsjWp,1.0235920852359208,202503,indicator_6,Agra,146,Agra Division,146,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
451,1,eJTsuE56XDF,0.9698892621624985,202503,indicator_6,Firozabad,147,Agra Division,146,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
452,2,XBLhrSWGytu,1.090090855056466,202503,indicator_6,Mainpuri,148,Agra Division,146,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
453,3,KP2BUB1npih,1.2320425116051796,202503,indicator_6,Mathura,145,Agra Division,146,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
454,4,ibLiLcaKzw2,1.0123996678660394,202503,indicator_6,Fatehpur,172,Prayagraj Division,172,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
455,5,PAj0oVY0Dxu,0.967362115265441,202503,indicator_6,Kaushambi,174,Prayagraj Division,172,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
456,6,fz7bJo3egPX,0.9743982691787614,202503,indicator_6,Pratapgarh,173,Prayagraj Division,172,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
457,7,tXgaew1Pd2Y,1.0071000565291124,202503,indicator_6,Prayagraj,175,Prayagraj Division,172,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
458,8,jM27ji8tyrM,1.0383394237105374,202503,indicator_6,Ambedkar Nagar,178,Ayodhya Division,176,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
459,9,NjckKfm3g0k,1.0361496723275316,202503,indicator_6,Azamgarh,191,Azamgarh Division,193,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
460,10,StsLkYw1G0m,1.10452858203415,202503,indicator_6,Amethi,206,Ayodhya Division,176,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
461,11,b4XkXzoGqFY,1.0716005503324926,202503,indicator_6,Ayodhya,177,Ayodhya Division,176,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
462,12,tzH6nJu9SwS,1.1510192498699332,202503,indicator_6,Barabanki,176,Ayodhya Division,176,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
463,13,o4ZQTVcMI7U,1.2674952919020717,202503,indicator_6,Sultanpur,179,Ayodhya Division,176,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
464,14,MTIkUw5q5pX,1.2235247723524771,202503,indicator_6,Hardoi,155,Lucknow Division,155,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
465,15,d9ZuMopgX29,1.0140849749194432,202503,indicator_6,Lakhimpur Kheri,153,Lucknow Division,155,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
466,16,MfHac5N78aK,1.0793423581857593,202503,indicator_6,Lucknow,157,Lucknow Division,155,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
467,17,iE0E3nLioFr,1.0253110644641172,202503,indicator_6,Bahraich,180,Gonda Division,182,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
468,18,lLvTDpBDY8u,1.0294833342764982,202503,indicator_6,Rae Bareli,158,Lucknow Division,155,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
469,19,XxaOowFtkiJ,1.2244320074621893,202503,indicator_6,Sitapur,154,Lucknow Division,155,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
470,20,aT03mfdlNiF,1.3031512036786583,202503,indicator_6,Unnav,156,Lucknow Division,155,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
471,21,HJIS3IrQ0Nj,0.9804501743633097,202503,indicator_6,Bagpat,139,Meerut Division,140,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
472,22,ogBt4gWCiem,0.8895804372551498,202503,indicator_6,Bulandshahar,142,Meerut Division,140,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
473,23,bNmwkrQeP3e,0.9866206064593958,202503,indicator_6,Gautam Buddha Nagar,141,Meerut Division,140,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
474,24,M5NHlfAaKYI,1.1799722387467777,202503,indicator_6,Ghaziabad,140,Meerut Division,140,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
475,25,CZ8kLjgqvSH,0.8320119318627835,202503,indicator_6,Hapur,204,Meerut Division,140,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
476,26,frD2HOp3wAs,0.9415614773258532,202503,indicator_6,Aligarh,143,Alligarh Division,201,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
477,27,v8YGmR7nOdj,0.8999529956249774,202503,indicator_6,Meerut,138,Meerut Division,140,quality,immunization,indicator_6,Ratio of Pentavalent 3 to BCG,p
