,block_id,perc_point,date,indicator_id,uid_district,district,block,0,map_id,division,div_map_id,type,domain,indicator_ids,indicator,calc_type,indicator_index
3408,OC6qHC6pCm8,100.0,202503,indicator_5,aT03mfdlNiF,Unnav,Sikandarpur Sarausi,33,286.0,Lucknow Division,155,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3409,O3U9QEmpjTV,100.0,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Khajuha,33,423.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3410,janjc2a7UuX,100.0,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Amauli,31,422.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3411,gAuwshptXMU,87.39397484644633,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Bahua,30,427.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.8739397484644633
3412,Cge552Satby,82.87271311794473,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Devmai,29,420.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.8287271311794473
3413,niYGeZzm6Zu,100.0,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Asothar,32,428.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3414,QiCjYBLbYGE,100.0,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Malwan,39,421.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3415,w25YwsZC9ZT,100.0,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Bhitaura,35,425.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3416,w0PTR0Qc2H7,100.0,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Dhata,34,432.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3417,sGcpaNGqN8u,100.0,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Telyani,30,424.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3418,LWEb9Onpgzi,100.0,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Haswa,35,426.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3419,OA8wf7skznm,100.0,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Hathgaon,32,429.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3420,uEEKeL3UnB2,100.0,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Airaya,33,430.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3421,X3gyut5H2FR,100.0,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Vijayipur,33,431.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3422,HHTQ2caXrBL,0.8389107912349867,202503,indicator_5,ibLiLcaKzw2,Fatehpur,Fatehpur (Urban),17,,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.008389107912349867
3423,HHlxYUknESU,100.0,202503,indicator_5,jM27ji8tyrM,Ambedkar Nagar,Akbarpur,61,512.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3424,M1F33pLSfxi,100.0,202503,indicator_5,jM27ji8tyrM,Ambedkar Nagar,Ramnagar,42,506.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3425,ABuWCL4zW6t,100.0,202503,indicator_5,jM27ji8tyrM,Ambedkar Nagar,Baskhari,38,505.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3426,RiDtZZsck6S,100.0,202503,indicator_5,jM27ji8tyrM,Ambedkar Nagar,Bhiti,31,510.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3427,KZ9A7NuGOta,77.9335509890532,202503,indicator_5,jM27ji8tyrM,Ambedkar Nagar,Bhiyaon,37,509.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.779335509890532
3428,oB6hTaKvzgv,100.0,202503,indicator_5,jM27ji8tyrM,Ambedkar Nagar,Jahangirganj,43,507.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3429,zvRpdDBNAj1,97.56926738058813,202503,indicator_5,jM27ji8tyrM,Ambedkar Nagar,Jalalpur,62,508.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.9756926738058813
3430,UKkd5HV5vPT,100.0,202503,indicator_5,jM27ji8tyrM,Ambedkar Nagar,Katehari,41,511.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3431,c228prMIirC,78.66593164277839,202503,indicator_5,jM27ji8tyrM,Ambedkar Nagar,Tanda,56,504.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.7866593164277839
3432,dgOT0Nq7Zja,0.0,202503,indicator_5,jM27ji8tyrM,Ambedkar Nagar,Ambedkar Nagar  (Urban),3,,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.0
3433,pw5oJhc8fpc,100.0,202503,indicator_5,b4XkXzoGqFY,Ayodhya,Bikapur,30,500.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3434,QSXk2hR3eYG,100.0,202503,indicator_5,b4XkXzoGqFY,Ayodhya,Mavai,32,493.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3435,a2rjHSkns9X,100.0,202503,indicator_5,b4XkXzoGqFY,Ayodhya,Maya Bazar,33,503.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3436,t25KkXmkJth,100.0,202503,indicator_5,b4XkXzoGqFY,Ayodhya,Tarun,38,501.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3437,XEfvLa6Zzxn,100.0,202503,indicator_5,b4XkXzoGqFY,Ayodhya,Harringtonganj,28,499.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3438,pYWjwOoijbJ,100.0,202503,indicator_5,b4XkXzoGqFY,Ayodhya,Amaniganj,33,497.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3439,aAl7bU1AYg2,100.0,202503,indicator_5,b4XkXzoGqFY,Ayodhya,Masodha,36,496.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3440,qQSBi5m4QpM,100.0,202503,indicator_5,b4XkXzoGqFY,Ayodhya,Milkipur,33,498.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3441,JOYvKXzcb8E,100.0,202503,indicator_5,b4XkXzoGqFY,Ayodhya,Pura Bazar,34,502.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3442,AAOPzLEjW4T,100.0,202503,indicator_5,b4XkXzoGqFY,Ayodhya,Rudauli,46,494.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3443,bMK9VNDswXt,24.797598471754753,202503,indicator_5,b4XkXzoGqFY,Ayodhya,Ayodhya (Urban),80,,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.24797598471754753
3444,CUsMlPeoyMI,100.0,202503,indicator_5,b4XkXzoGqFY,Ayodhya,Sohawal,36,495.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3445,YsCQwRlNGrw,100.0,202503,indicator_5,tzH6nJu9SwS,Barabanki,Masauli,37,485.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3446,rFyFe7T2XXz,100.0,202503,indicator_5,tzH6nJu9SwS,Barabanki,Haidargarh,42,492.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3447,LsCBHm1wj5S,100.0,202503,indicator_5,tzH6nJu9SwS,Barabanki,Dewa,45,482.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3448,iRCOLiyhze6,100.0,202503,indicator_5,tzH6nJu9SwS,Barabanki,Fatehpur,50,479.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3449,QvnprpIbIJp,100.0,202503,indicator_5,tzH6nJu9SwS,Barabanki,Nindaura,48,478.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3450,zrtAHVhGVAe,82.94250477679347,202503,indicator_5,tzH6nJu9SwS,Barabanki,Banki,100,483.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.8294250477679347
3451,zM7L5Up3Rp4,100.0,202503,indicator_5,tzH6nJu9SwS,Barabanki,Harakh,40,484.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3452,IdkC83lgdBj,100.0,202503,indicator_5,tzH6nJu9SwS,Barabanki,Siddhaur,43,490.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3453,Rf7c1xtIt4m,100.0,202503,indicator_5,tzH6nJu9SwS,Barabanki,Dariyabad,35,487.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3454,gDpxx6NrC99,100.0,202503,indicator_5,tzH6nJu9SwS,Barabanki,Trivediganj,36,491.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3455,sCFJS0l4C5z,100.0,202503,indicator_5,tzH6nJu9SwS,Barabanki,Bani Kodar,46,489.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3456,KNS89BltpLw,100.0,202503,indicator_5,tzH6nJu9SwS,Barabanki,Ramnagar,34,481.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3457,ZfE3mnPPu5Y,91.85004074979625,202503,indicator_5,tzH6nJu9SwS,Barabanki,Sirauli Gauspur,38,486.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.9185004074979625
3458,HLaiapcp8KF,100.0,202503,indicator_5,tzH6nJu9SwS,Barabanki,Suratganj,48,480.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3459,ctD8xxTsymJ,100.0,202503,indicator_5,tzH6nJu9SwS,Barabanki,Puredalai,27,488.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3460,jqG1GfySEy7,3.6286368094148416,202503,indicator_5,tzH6nJu9SwS,Barabanki,Barabanki (Urban),6,,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.03628636809414842
3461,bUb6dbgNp7o,100.0,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Akhand Nagar,35,535.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3462,VPN370bubCz,73.0374023838882,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Waldi Rai,35,516.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.7303740238388821
3463,vXwJYqDZIzf,100.0,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Bhadayeea,29,530.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3464,LNiRZH5vfaY,100.0,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Dhanpatganj,31,524.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3465,AGFzimgfzIo,100.0,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Dostpur,25,533.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3466,C2FFe2TBScZ,100.0,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Dubey Pur,44,527.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3467,BKeRkKcuOgW,100.0,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Jai Singh Pur,37,528.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3468,f8FnEAgiGOz,100.0,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Kadipur,12,534.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3469,Tt3G0qCamwa,96.02272727272727,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Karaundi Kala,18,,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.9602272727272727
3470,wzWcav8jSNr,100.0,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Kurebhar,37,525.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3471,Sz7oQppp6s9,100.0,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Kurwar,38,526.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3472,O0G9BMkbU7f,100.0,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Lambhua,34,531.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3473,hcBv6xoPmri,100.0,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Motigarpur,21,529.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3474,wDcv6om3WT1,100.0,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Pratap Pur Kamaicha,33,532.0,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3475,L7J6pfX9JCH,7.964874441534432,202503,indicator_5,o4ZQTVcMI7U,Sultanpur,Sultanpur (Urban),18,,Ayodhya Division,176,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.07964874441534432
3476,gO0bpL7Tygs,90.5093937633159,202503,indicator_5,PAj0oVY0Dxu,Kaushambi,Muratganj,40,455.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.905093937633159
3477,QGh6NT0LgVl,100.0,202503,indicator_5,PAj0oVY0Dxu,Kaushambi,Chail,22,456.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3478,ppVmu0WT8Jb,99.23245614035088,202503,indicator_5,PAj0oVY0Dxu,Kaushambi,Manjhanpur,34,453.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.9923245614035088
3479,UBoDZuuvpRs,68.64899806076276,202503,indicator_5,PAj0oVY0Dxu,Kaushambi,Kara,50,450.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.6864899806076277
3480,JyfWW9uiTL5,78.4444957304408,202503,indicator_5,PAj0oVY0Dxu,Kaushambi,Kaushambi,33,454.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.7844449573044081
3481,CUfl7clOb3K,74.86704746897774,202503,indicator_5,PAj0oVY0Dxu,Kaushambi,Newada,36,457.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.7486704746897774
3482,EXoRpuAixOF,98.4595906309348,202503,indicator_5,PAj0oVY0Dxu,Kaushambi,Sarsawan,38,452.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.984595906309348
3483,HtBQrKnRi8A,66.96296296296296,202503,indicator_5,PAj0oVY0Dxu,Kaushambi,Sirathu,59,451.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.6696296296296296
3484,qaNCPibFPR2,5.099394987035436,202503,indicator_5,PAj0oVY0Dxu,Kaushambi,Kaushambi (Urban),15,,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.050993949870354355
3485,loZ8Meaktfa,100.0,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Lakshamanpur,30,435.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3486,iobObmzVNqo,100.0,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Aspur Deosara,32,446.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3487,QGFqwtIZDnf,62.66195524146055,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Patti,32,445.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.6266195524146054
3488,klR8OoJpYaw,100.0,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Vihar,43,440.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3489,VmevjLb8Eme,100.0,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Baba Belkharnath,29,449.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3490,ZFpgvZ5wO0j,100.0,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Sandwa Chandrika,31,441.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3491,ZjQLMtbMM7E,100.0,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Mandhata,40,443.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3492,dRG9GGcp4gQ,100.0,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Rampur Sangramgarh,32,436.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3493,b29DRuniQju,70.4191616766467,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Gaura,32,448.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.7041916167664669
3494,qmMPEkTsow1,90.18485915492957,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Kalakankar,29,437.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.9018485915492956
3495,es3YNWUdqOh,100.0,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Magraura,32,444.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3496,XnEGHve0wKr,82.24486387172206,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Kunda,50,439.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.8224486387172206
3497,lZg8HzmVg9D,86.95481335952849,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Lalganj Ajhara,31,434.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.8695481335952848
3498,yepP1LEwWeE,100.0,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Babaganj,36,438.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3499,GMBAMYjK1nv,100.0,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Shivgarh,34,447.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3500,EgafD8LSM5T,100.0,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Sangipur,37,433.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3501,dlErcN5wTNz,100.0,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Pratapgarh (Sadar),35,442.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3502,l7DJJezKzTw,0.02379394444113973,202503,indicator_5,fz7bJo3egPX,Pratapgarh,Pratapgarh (Urban),15,,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.0002379394444113973
3503,xDTc9JFJJPU,100.0,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,BHAGWATPUR,29,,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3504,engUwg3VX3b,55.14109302444251,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Prayagraj (Urban),132,,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.5514109302444251
3505,V9DOCawlsCk,100.0,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Kaurihar,72,458.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3506,tqyaSDfRN87,98.10271183073408,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Bahadurpur,67,464.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.9810271183073408
3507,TcWp3YBgjTX,100.0,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Bahria,56,462.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3508,hty8pfH1ySe,100.0,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Chaka,37,467.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3509,ooMZMhdhlnd,100.0,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Dhanupur,43,471.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3510,Qk15i4lxQ0C,100.0,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Handia,51,473.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3511,dawiYinsnkV,100.0,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Mauaima,45,460.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3512,SkcYjFliQxI,100.0,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Holagarh,37,459.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3513,vAlop9evcWY,100.0,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Jasra,41,465.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3514,INQHpWL0ZBk,100.0,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Karchhana,49,469.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3515,UBw5aJTPmZ3,100.0,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Kaudhiyara,31,468.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3516,snr8f1gc8vd,98.13577586206897,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Koraon,66,477.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.9813577586206896
3517,CGzm91g5LUD,100.0,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Manda,42,476.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,1.0
3518,En85jBKx0aq,97.9887745556595,202503,indicator_5,tXgaew1Pd2Y,Prayagraj,Meja,44,474.0,Prayagraj Division,172,coverage,post_natal_care,indicator_5,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),p,0.9798877455565951
