,block_id,date,indicator_id,perc_point,uid_district,district,block,0,map_id,division,div_map_id,type,domain,indicator_ids,indicator,calc_type
13431,aKYlZcPC3HU,202503,indicator_14,43.50577171428572,MfHac5N78aK,Lucknow,Chinhat,36,297.0,Lucknow Division,155,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13432,c8dGu0p6B0M,202503,indicator_14,215.6762515416666,MfHac5N78aK,Lucknow,Malihabad,49,295.0,Lucknow Division,155,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13433,ciUK1Y4Eaxf,202503,indicator_14,55.23599048148148,MfHac5N78aK,Lucknow,Sarojaninagar,62,299.0,Lucknow Division,155,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13434,iK1PfQ9wLbz,202503,indicator_14,62.245344277777775,MfHac5N78aK,Lucknow,Kakori,39,298.0,Lucknow Division,155,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13435,ksTeBOfYw9L,202503,indicator_14,54.191472154761904,MfHac5N78aK,Lucknow,Mal,41,294.0,Lucknow Division,155,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13436,qnglbY5alFS,202503,indicator_14,68.89421536904761,MfHac5N78aK,Lucknow,Gosaiganj,47,300.0,Lucknow Division,155,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13437,Aq89pvDpWBA,202503,indicator_14,29.884739903846157,ClbehnmwSec,Chandauli,Shahabganj,26,771.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13438,F1Ddi7jawvX,202503,indicator_14,286.35728124999997,ClbehnmwSec,Chandauli,Dhanapur,45,765.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13439,FyHWyWYiq51,202503,indicator_14,26.838580112318837,ClbehnmwSec,Chandauli,Niyamatabad,47,767.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13440,J2ufTjaikuE,202503,indicator_14,111.81826766666667,ClbehnmwSec,Chandauli,Sakaldiha,50,766.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13441,P0KHYXl7qFF,202503,indicator_14,77.85259180952379,ClbehnmwSec,Chandauli,Chahniya,42,764.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13442,QglkJx8TDdn,202503,indicator_14,56.48874969696968,ClbehnmwSec,Chandauli,Chandauli,47,768.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13443,UuA1Z7kFP5w,202503,indicator_14,52.91481560416667,ClbehnmwSec,Chandauli,Naugarh,17,772.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13444,VpPC8KPVwrC,202503,indicator_14,15.742808114583333,ClbehnmwSec,Chandauli,Chakia,37,770.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13445,kneJKc3fNtp,202503,indicator_14,46.95383629545454,ClbehnmwSec,Chandauli,Barhani,49,769.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13446,kqqVceYxMn2,202503,indicator_14,80.83951299999998,ClbehnmwSec,Chandauli,Chandauli (Urban),29,,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13447,E5A2kSTc3PM,202503,indicator_14,140.97222222222223,Tf9b9qcbghH,Deoria,Barhaj,27,672.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13448,EmKRIMSIXim,202503,indicator_14,475.22008366666665,Tf9b9qcbghH,Deoria,Bankata,34,677.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13449,KsXL0whELQG,202503,indicator_14,112.05342999999999,Tf9b9qcbghH,Deoria,Desai Deoria,26,665.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13450,LPTjBQ9rRWx,202503,indicator_14,139.20431987499998,Tf9b9qcbghH,Deoria,Baitalpur,40,664.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13451,MJ1dhXmXROA,202503,indicator_14,296.06258025000005,Tf9b9qcbghH,Deoria,Deoria Sadar,56,669.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13452,NVFxlXHdSmv,202503,indicator_14,475.0787726666667,Tf9b9qcbghH,Deoria,Lar,30,676.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13453,S0dqgoK82zn,202503,indicator_14,205.40297725000002,Tf9b9qcbghH,Deoria,Rampur Karkhana,30,668.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13454,ULhLz5tR5rr,202503,indicator_14,362.69683691666665,Tf9b9qcbghH,Deoria,Bhagalpur,27,673.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13455,YRYbXgGEgwG,202503,indicator_14,607.37869,Tf9b9qcbghH,Deoria,Salempur,37,675.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13456,rMbW2gza9HD,202503,indicator_14,246.22917570833332,Tf9b9qcbghH,Deoria,Bhaluani,35,671.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13457,rz3th45E7Sa,202503,indicator_14,149.6984575,Tf9b9qcbghH,Deoria,Tarkulwa,23,666.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13458,tbaPfFzYkRT,202503,indicator_14,136.5559367083333,Tf9b9qcbghH,Deoria,Rudrapur,39,670.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13459,uwDViZiXmha,202503,indicator_14,447.30989825,Tf9b9qcbghH,Deoria,Pathar Dewa,34,667.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13460,x6V2gbPDLjh,202503,indicator_14,315.5558891666667,Tf9b9qcbghH,Deoria,Gauri Bazar,47,663.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13461,B0QTEnRTAZg,202503,indicator_14,117.13120765277777,cP0p8qfm3il,Siddharth Nagar,Itwa,36,592.0,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13462,N5oPV77d3Vf,202503,indicator_14,201.3102196666666,cP0p8qfm3il,Siddharth Nagar,Birdpur,31,584.0,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13463,OHdFJxcZU3t,202503,indicator_14,154.97268283333332,cP0p8qfm3il,Siddharth Nagar,Mithwal,42,589.0,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13464,RtFh5dTx40I,202503,indicator_14,176.9494635625,cP0p8qfm3il,Siddharth Nagar,Khesraha,37,590.0,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13465,SCLwreLwByy,202503,indicator_14,96.92367013333333,cP0p8qfm3il,Siddharth Nagar,Jogia Khas,26,583.0,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13466,VQaZwzfLvV1,202503,indicator_14,89.43530375,cP0p8qfm3il,Siddharth Nagar,Naugarh,37,585.0,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13467,WhN8Tp15uxY,202503,indicator_14,196.37305760416666,cP0p8qfm3il,Siddharth Nagar,Khuniyaon,43,593.0,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13468,WvXTe5mm0Jg,202503,indicator_14,97.70620135,cP0p8qfm3il,Siddharth Nagar,Uska Bazar,21,586.0,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13469,dMZKc4fIqCl,202503,indicator_14,279.0009332083333,cP0p8qfm3il,Siddharth Nagar,Bansi,35,588.0,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13470,fhrJdvxaNc3,202503,indicator_14,87.94855319444444,cP0p8qfm3il,Siddharth Nagar,Shoharatgarh,28,582.0,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13471,fvt1qfVGM3G,202503,indicator_14,195.97371561111115,cP0p8qfm3il,Siddharth Nagar,Barhni Bazar,28,581.0,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13472,nH12F0E43cT,202503,indicator_14,163.60917523809522,cP0p8qfm3il,Siddharth Nagar,Domariyaganj,56,594.0,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13473,pWd385fXS6s,202503,indicator_14,257.9557305,cP0p8qfm3il,Siddharth Nagar,Bhanwapur,41,591.0,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13474,rvgyhTDiBPh,202503,indicator_14,184.59419020833332,cP0p8qfm3il,Siddharth Nagar,Lotan,20,,Basti Division,185,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13475,B1rNgGH3FaM,202503,indicator_14,73.00966415833332,YQNQoPjAIpV,Moradabad,Bilari,51,44.0,Moradabad Division,134,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13476,ETOgxiqqzTT,202503,indicator_14,98.08327268333332,YQNQoPjAIpV,Moradabad,Moradabad,33,41.0,Moradabad Division,134,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13477,FPqrFlrWiLm,202503,indicator_14,94.23180154761903,YQNQoPjAIpV,Moradabad,Munda Pandey,45,42.0,Moradabad Division,134,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13478,MIhBWjsHb4j,202503,indicator_14,49.824842694444435,YQNQoPjAIpV,Moradabad,Chhajlet,45,39.0,Moradabad Division,134,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13479,WHjh3bRw6D7,202503,indicator_14,74.40695588235293,YQNQoPjAIpV,Moradabad,Moradabad (Urban),176,,Moradabad Division,134,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13480,aO4ZhXYOBeK,202503,indicator_14,65.992161475,YQNQoPjAIpV,Moradabad,Thakurdwara,40,37.0,Moradabad Division,134,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13481,f4VnN0yydmT,202503,indicator_14,138.51783075,YQNQoPjAIpV,Moradabad,Bhagatpur Tanda,45,40.0,Moradabad Division,134,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13482,gmAXrJ45VMf,202503,indicator_14,80.8375126388889,YQNQoPjAIpV,Moradabad,Kundarki Dingpur,62,43.0,Moradabad Division,134,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13483,yslHqhvvXn0,202503,indicator_14,116.97704502777778,YQNQoPjAIpV,Moradabad,Dilari,48,38.0,Moradabad Division,134,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13484,B3CnhXWWije,202503,indicator_14,157.15039441666664,xUeHwd9FQkg,Kushinagar,Fazilnagar,54,659.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13485,BYiQDRJhWWk,202503,indicator_14,76.27575019791666,xUeHwd9FQkg,Kushinagar,Hata,48,657.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13486,BhMAwU8XZey,202503,indicator_14,55.56752864166666,xUeHwd9FQkg,Kushinagar,Motichak,40,655.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13487,CApqqM6FvRV,202503,indicator_14,64.4864685625,xUeHwd9FQkg,Kushinagar,Tamkuhi Raj,71,660.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13488,IiY5fP1UuFV,202503,indicator_14,11.315101613636365,xUeHwd9FQkg,Kushinagar,Kushinagar (Urban),11,,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13489,JTRnaTY9yhN,202503,indicator_14,53.137215856060614,xUeHwd9FQkg,Kushinagar,Kasiya,84,658.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13490,OHnlTAIgKxY,202503,indicator_14,92.79796572916666,xUeHwd9FQkg,Kushinagar,Khadda,51,649.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13491,SgYEydzGGbJ,202503,indicator_14,107.79527973333333,xUeHwd9FQkg,Kushinagar,Sukrauli,42,656.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13492,XZ4UCP8boX8,202503,indicator_14,65.41591839393939,xUeHwd9FQkg,Kushinagar,Ramkola,53,654.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13493,YIfO8FmqA6j,202503,indicator_14,53.46992241666666,xUeHwd9FQkg,Kushinagar,Kaptanganj,59,653.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13494,lgWV1VzPmhE,202503,indicator_14,90.00364327083334,xUeHwd9FQkg,Kushinagar,Vishunpura,49,651.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13495,p7wG9B3Zqol,202503,indicator_14,57.96530794444444,xUeHwd9FQkg,Kushinagar,Sevarhi,63,662.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13496,vgRr0JIJR7M,202503,indicator_14,53.11791215277777,xUeHwd9FQkg,Kushinagar,Nebua Naurangiya,48,650.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13497,vvIR3mOcYGz,202503,indicator_14,91.89136013888888,xUeHwd9FQkg,Kushinagar,Padrauna,126,652.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13498,xm14yPwUttg,202503,indicator_14,52.91452916666666,xUeHwd9FQkg,Kushinagar,Dudhahi,63,661.0,Gorakhpur Division,188,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13499,B6BzDe4ryaa,202503,indicator_14,42.43083884523811,c96jwckSd6j,Pilibhit,Marori,43,204.0,Bareilly Division,150,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13500,BwBmhT0ClWR,202503,indicator_14,29.377592249999992,c96jwckSd6j,Pilibhit,Lalaurikhera,28,205.0,Bareilly Division,150,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13501,Ez4mS8TGHyp,202503,indicator_14,15.938382738095239,c96jwckSd6j,Pilibhit,Pilibhit (Urban),39,,Bareilly Division,150,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13502,GHjV9QTEXyn,202503,indicator_14,52.77872115833335,c96jwckSd6j,Pilibhit,Bilsanda,39,207.0,Bareilly Division,150,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13503,WQzG2MmpgAg,202503,indicator_14,66.78084786231884,c96jwckSd6j,Pilibhit,Puranpur,116,209.0,Bareilly Division,150,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13504,aP18Pdo2sLv,202503,indicator_14,44.20831576515151,c96jwckSd6j,Pilibhit,Barkhera,35,206.0,Bareilly Division,150,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13505,cCWLrzUi4yN,202503,indicator_14,34.48279994907407,c96jwckSd6j,Pilibhit,Bisalpur,40,208.0,Bareilly Division,150,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13506,uIkxxtBPd1K,202503,indicator_14,53.82367012500001,c96jwckSd6j,Pilibhit,Amariya,52,203.0,Bareilly Division,150,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13507,B9itA8m0ytx,202503,indicator_14,259.59737087499997,gmw76vAUMqz,Jaunpur,Mariahu,39,736.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13508,CqlV6Koe6vJ,202503,indicator_14,86.7013133,gmw76vAUMqz,Jaunpur,Barsathi,35,738.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13509,EcaeGqA47MY,202503,indicator_14,99.14909253125,gmw76vAUMqz,Jaunpur,Shahganj,60,743.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13510,FBVobg8QhyC,202503,indicator_14,60.245398319444455,gmw76vAUMqz,Jaunpur,Mahrajganj,32,731.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13511,HU9Fxw66kJA,202503,indicator_14,71.61404413095238,gmw76vAUMqz,Jaunpur,Badlapur,41,730.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13512,K2hjVgS0LFm,202503,indicator_14,43.35312839285714,gmw76vAUMqz,Jaunpur,Dharampur,23,742.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13513,MENKSvmhb6i,202503,indicator_14,156.09485494444445,gmw76vAUMqz,Jaunpur,Rampur,40,739.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13514,OTeT1SgY1F7,202503,indicator_14,91.64235377083337,gmw76vAUMqz,Jaunpur,Dobhi,30,747.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13515,OmRJBPDSih0,202503,indicator_14,53.20564470238095,gmw76vAUMqz,Jaunpur,Jalalpur,32,745.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13516,SiApLfkyuVz,202503,indicator_14,115.01389270833333,gmw76vAUMqz,Jaunpur,Ramnagar,39,737.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13517,UUtQaeoOtV1,202503,indicator_14,62.81617884523809,gmw76vAUMqz,Jaunpur,Baksha,38,732.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13518,Y1OSp1Ck66B,202503,indicator_14,80.20443940277778,gmw76vAUMqz,Jaunpur,Mogra Badshahpur,35,734.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13519,bU9RuaPWXkH,202503,indicator_14,75.99195458333334,gmw76vAUMqz,Jaunpur,Karanjakala,45,741.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13520,dQvMLUi5rMw,202503,indicator_14,114.6792505625,gmw76vAUMqz,Jaunpur,Sujanganj,37,733.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13521,i81wO4m0rn2,202503,indicator_14,14.494350475806453,gmw76vAUMqz,Jaunpur,Jaunpur (Urban),60,,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13522,joT95cJHrTQ,202503,indicator_14,145.01625577777776,gmw76vAUMqz,Jaunpur,Kerakat,35,746.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13523,p6cTEKZv0Bb,202503,indicator_14,138.32995875,gmw76vAUMqz,Jaunpur,Machhlishahr,42,735.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13524,pb5hWAn45Rk,202503,indicator_14,399.00681333333335,gmw76vAUMqz,Jaunpur,Sikrara,34,740.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13525,qyXPcuW4JMr,202503,indicator_14,101.89363114583334,gmw76vAUMqz,Jaunpur,Suithakala,34,727.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13526,sfvcD32u4kK,202503,indicator_14,46.39826201388889,gmw76vAUMqz,Jaunpur,Muftiganj,26,744.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13527,yQrRCA2ngHE,202503,indicator_14,94.95029693333332,gmw76vAUMqz,Jaunpur,Khuthan,38,729.0,Varanasi Division,195,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13528,BEiGzI07UOM,202503,indicator_14,242.52007070833335,KP2BUB1npih,Mathura,Chhata,34,128.0,Agra Division,146,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13529,CGmxoB5JV9G,202503,indicator_14,55.97609358333333,KP2BUB1npih,Mathura,Raya,33,132.0,Agra Division,146,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13530,EWInJymroFJ,202503,indicator_14,48.08335688541666,KP2BUB1npih,Mathura,Mat,30,131.0,Agra Division,146,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13531,K2r1bjs4mb5,202503,indicator_14,52.02873466666667,KP2BUB1npih,Mathura,Mathura (Urban),106,,Agra Division,146,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13532,RiVugbfNzS2,202503,indicator_14,74.29306275,KP2BUB1npih,Mathura,Nandgaon,26,127.0,Agra Division,146,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13533,bztOHPUBTjU,202503,indicator_14,91.02829972222219,KP2BUB1npih,Mathura,Govardhan,34,134.0,Agra Division,146,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13534,gucZ0cBoa0r,202503,indicator_14,43.28473963095239,KP2BUB1npih,Mathura,Mathura,47,135.0,Agra Division,146,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13535,j3WnhnsAIht,202503,indicator_14,68.48507277083333,KP2BUB1npih,Mathura,Baldeo,35,133.0,Agra Division,146,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13536,r2eMDAoHzuI,202503,indicator_14,44.139120733333336,KP2BUB1npih,Mathura,Nohjhil,32,130.0,Agra Division,146,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13537,sbVBq9HPEgp,202503,indicator_14,65.80300425000003,KP2BUB1npih,Mathura,Chaumuha,25,129.0,Agra Division,146,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13538,txI2jZXppyQ,202503,indicator_14,75.80577926666666,KP2BUB1npih,Mathura,Farah,29,136.0,Agra Division,146,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13539,BFS0IOjIJM6,202503,indicator_14,153.33041547916667,ogBt4gWCiem,Bulandshahar,Pahasu,37,105.0,Meerut Division,140,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13540,BWEaFP6tBWO,202503,indicator_14,67.79599781944445,ogBt4gWCiem,Bulandshahar,Araniya,28,107.0,Meerut Division,140,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13541,FXjd8I3tis1,202503,indicator_14,46.082739027777784,ogBt4gWCiem,Bulandshahar,Gulaothi,23,93.0,Meerut Division,140,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13542,IjocfjQxUOy,202503,indicator_14,170.64133861111108,ogBt4gWCiem,Bulandshahar,Sikandrabad,55,92.0,Meerut Division,140,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13543,JZJD7vQ6YIE,202503,indicator_14,122.44592488095239,ogBt4gWCiem,Bulandshahar,Bulandshahar (Urban),19,,Meerut Division,140,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13544,RyFHMa78ezE,202503,indicator_14,101.04334490277778,ogBt4gWCiem,Bulandshahar,Danpur,34,102.0,Meerut Division,140,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13545,VhF9wHMOsI2,202503,indicator_14,75.54994047916666,ogBt4gWCiem,Bulandshahar,Jahangirabad,30,100.0,Meerut Division,140,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13546,YDOGtOLeFg1,202503,indicator_14,45.96141321527778,ogBt4gWCiem,Bulandshahar,Dibai,37,103.0,Meerut Division,140,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13547,a3X4KgFjlsz,202503,indicator_14,137.98292202083334,ogBt4gWCiem,Bulandshahar,Shikarpur,29,104.0,Meerut Division,140,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13548,a5WBFfhetVT,202503,indicator_14,72.22293214285715,ogBt4gWCiem,Bulandshahar,Khurja,47,106.0,Meerut Division,140,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13549,cp2Je1Z1Zo6,202503,indicator_14,103.20067197222221,ogBt4gWCiem,Bulandshahar,Bhawan Bahadur Nagar,23,97.0,Meerut Division,140,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13550,jJP9OWvYMuH,202503,indicator_14,42.04964781818182,ogBt4gWCiem,Bulandshahar,Syana,23,98.0,Meerut Division,140,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
13551,mQeabczYlwZ,202503,indicator_14,80.81876447916667,ogBt4gWCiem,Bulandshahar,Agoto,24,,Meerut Division,140,availability,delivery_care,indicator_14,Est Delivery load as per available SBA trained staff Nurse / ANM,n
