,block_id,perc_point,date,indicator_id,uid_district,district,block,0,map_id,division,div_map_id,type,domain,indicator_ids,indicator,calc_type
5988,pkRX2naWpN3,100.0,202503,indicator_10,MTIkUw5q5pX,Hardoi,Bharkhani,37,262.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
5989,NvR1ROHQCYV,100.0,202503,indicator_10,MTIkUw5q5pX,Hardoi,Shahabad,41,259.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
5990,dBCX7zX8Feb,96.61972917691081,202503,indicator_10,MTIkUw5q5pX,Hardoi,Sursa,36,271.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
5991,DSmdrNpxWTp,100.0,202503,indicator_10,MTIkUw5q5pX,Hardoi,Tadiyawan,34,270.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
5992,jvwEe3kpMPg,100.0,202503,indicator_10,MTIkUw5q5pX,Hardoi,Tondarpur,33,260.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
5993,kBVkJI1qaWb,100.0,202503,indicator_10,MTIkUw5q5pX,Hardoi,Hardoi (Urban),48,,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
5994,dCxTVCyf17s,99.96864448149175,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Bankeyganj,39,229.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
5995,qoqWCWNVx1j,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Behjam,36,234.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
5996,Jmwf6ICjPJQ,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Bijua,44,230.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
5997,gEphd9O9pPr,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Dhaurehra,33,238.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
5998,lbRa62r2r1d,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Kumbhigola,49,228.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
5999,qbwnjNH34Cw,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Isanagar,40,239.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6000,PDw9OZ2oKqK,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Lakhimpur,59,235.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6001,yl4FsPXJXvw,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Ramia Behar,45,227.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6002,SiLZVlguB9v,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Mohammadi,46,231.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6003,kKTBu6UpSYl,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Phoolbehar,46,236.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6004,dQnnkXYAcff,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Palia,47,225.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6005,Owih8es2MY7,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Mitauli,47,232.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6006,UbmM3fTe8D0,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Nakaha,38,237.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6007,K3Wk4SSTOVC,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Nighasan,57,226.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6008,el8CoMxhsji,100.0,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Pasgawan,50,233.0,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6009,LDw1OZ2okqK,91.83306193482956,202503,indicator_10,d9ZuMopgX29,Lakhimpur Kheri,Lakhimpur Kheri (Urban),14,,Lucknow Division,155,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6010,l02BWTHnGkg,96.55052170388986,202503,indicator_10,StsLkYw1G0m,Amethi,Bhadar,23,523.0,Ayodhya Division,176,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6011,HZYH9FeKSbz,99.67751030732819,202503,indicator_10,StsLkYw1G0m,Amethi,Shukul Bazar,29,513.0,Ayodhya Division,176,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6012,myKgoGwviVc,98.52439960736952,202503,indicator_10,StsLkYw1G0m,Amethi,Amethi,23,520.0,Ayodhya Division,176,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6013,J7htJUPglZb,97.74393106962856,202503,indicator_10,StsLkYw1G0m,Amethi,Bhetua,21,522.0,Ayodhya Division,176,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6014,WM5EPg47DVT,100.0,202503,indicator_10,StsLkYw1G0m,Amethi,Gauriganj,41,519.0,Ayodhya Division,176,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6015,j4mknIwFS2j,94.20507787109949,202503,indicator_10,StsLkYw1G0m,Amethi,Bahadurpur,24,307.0,Ayodhya Division,176,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6016,btuo0MWP5ET,100.0,202503,indicator_10,StsLkYw1G0m,Amethi,Jagdishpur,37,514.0,Ayodhya Division,176,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6017,R35oHPkysFc,90.85731970625045,202503,indicator_10,StsLkYw1G0m,Amethi,Jamo,31,517.0,Ayodhya Division,176,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6018,rpRvuw2Iiug,100.0,202503,indicator_10,StsLkYw1G0m,Amethi,Musafir Khana,24,515.0,Ayodhya Division,176,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6019,KwM7Z0rplba,100.0,202503,indicator_10,StsLkYw1G0m,Amethi,Sangrampur,16,521.0,Ayodhya Division,176,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6020,scpjZUfh7zI,95.39489371930233,202503,indicator_10,StsLkYw1G0m,Amethi,Shahgarh,14,518.0,Ayodhya Division,176,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6021,vlnVnG5JxVJ,100.0,202503,indicator_10,StsLkYw1G0m,Amethi,Singhpur,36,305.0,Ayodhya Division,176,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
6022,vRgViyJ0IS6,100.0,202503,indicator_10,StsLkYw1G0m,Amethi,Tiloi,28,306.0,Ayodhya Division,176,coverage,communicable_diseases,indicator_10,% of PW screened for HIV against estimated pregnancy,p
