date,division,division_id,subindicator_id,value
201710,Gorakhpur Division,BVzTwy4XqVX,aRueVYr35yM,14862.0
201710,Alligarh Division,ewmZucZw6qh,IEPIolCiRdh,3760.0
201710,Bareilly Division,KdUYmr64aLB,vWSHWWYkYvt,1308.0
201710,Lucknow Division,R2NAbaekmwn,BpKWMLTSnyC,24521.0
201710,Agra Division,XJMggNJYBFG,vWSHWWYkYvt,159.0
201710,Gonda Division,K7kAZbm3Vf3,aRueVYr35yM,15553.0
201710,Moradabad Division,wUoXnBEvyKP,IEPIolCiRdh,6609.0
201710,Varanasi Division,DKN52YzYUsX,HOrR1amEU6x,2809.0
201710,Basti Division,gHvNAu4JzV7,aRueVYr35yM,8518.0
201710,Agra Division,XJMggNJYBFG,cyLwa0q6QNd,0.0
201710,Varanasi Division,DKN52YzYUsX,qYpFbVo8WsL,25908.0
201710,Mirzapur Division,B5Cr0KNsqMm,BpKWMLTSnyC,8975.0
201710,Moradabad Division,wUoXnBEvyKP,cyLwa0q6QNd,0.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,BpKWMLTSnyC,23239.0
201710,Gorakhpur Division,BVzTwy4XqVX,HOrR1amEU6x,2398.0
201710,Basti Division,gHvNAu4JzV7,HOrR1amEU6x,3122.0
201710,Meerut Division,UizVoYdewpy,BpKWMLTSnyC,26335.0
201710,Gonda Division,K7kAZbm3Vf3,HOrR1amEU6x,4987.0
201710,Chitrakoot Division,XGXEkQWtunf,IEPIolCiRdh,6983.0
201710,Alligarh Division,ewmZucZw6qh,vWSHWWYkYvt,317.0
201710,Gonda Division,K7kAZbm3Vf3,BpKWMLTSnyC,9232.0
201710,Azamgarh Division,PQpO0hxWAzu,BpKWMLTSnyC,3003.0
201710,Agra Division,XJMggNJYBFG,IEPIolCiRdh,2193.0
201710,Gorakhpur Division,BVzTwy4XqVX,BpKWMLTSnyC,2404.0
201710,Moradabad Division,wUoXnBEvyKP,vWSHWWYkYvt,988.0
201710,Prayagraj Division,jazfyzr02kh,BpKWMLTSnyC,18383.0
201710,Alligarh Division,ewmZucZw6qh,cyLwa0q6QNd,0.0
201710,Bareilly Division,KdUYmr64aLB,cyLwa0q6QNd,2.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,vWSHWWYkYvt,1864.0
201710,Gorakhpur Division,BVzTwy4XqVX,qYpFbVo8WsL,30520.0
201710,Jhansi Division,dScoJEvslIF,BpKWMLTSnyC,10935.0
201710,Meerut Division,UizVoYdewpy,vWSHWWYkYvt,3007.0
201710,Basti Division,gHvNAu4JzV7,qYpFbVo8WsL,16797.0
201710,Lucknow Division,R2NAbaekmwn,HOrR1amEU6x,5869.0
201710,Lucknow Division,R2NAbaekmwn,qYpFbVo8WsL,54452.0
201710,Jhansi Division,dScoJEvslIF,aRueVYr35yM,6304.0
201710,Jhansi Division,dScoJEvslIF,cyLwa0q6QNd,0.0
201710,Prayagraj Division,jazfyzr02kh,cyLwa0q6QNd,102.0
201710,Chitrakoot Division,XGXEkQWtunf,qYpFbVo8WsL,11393.0
201710,Meerut Division,UizVoYdewpy,cyLwa0q6QNd,0.0
201710,Ayodhya Division,pbjtM6RrgzH,HOrR1amEU6x,1707.0
201710,Basti Division,gHvNAu4JzV7,BpKWMLTSnyC,9119.0
201710,Prayagraj Division,jazfyzr02kh,aRueVYr35yM,16182.0
201710,Chitrakoot Division,XGXEkQWtunf,cyLwa0q6QNd,0.0
201710,Saharanpur Division,NWr84AQOxJz,HOrR1amEU6x,2633.0
201710,Prayagraj Division,jazfyzr02kh,vWSHWWYkYvt,242.0
201710,Bareilly Division,KdUYmr64aLB,BpKWMLTSnyC,8219.0
201710,Ayodhya Division,pbjtM6RrgzH,aRueVYr35yM,16839.0
201710,Jhansi Division,dScoJEvslIF,IEPIolCiRdh,5762.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,qYpFbVo8WsL,31412.0
201710,Varanasi Division,DKN52YzYUsX,IEPIolCiRdh,7781.0
201710,Saharanpur Division,NWr84AQOxJz,aRueVYr35yM,7364.0
201710,Ayodhya Division,pbjtM6RrgzH,IEPIolCiRdh,10604.0
201710,Varanasi Division,DKN52YzYUsX,aRueVYr35yM,13835.0
201710,Jhansi Division,dScoJEvslIF,vWSHWWYkYvt,1455.0
201710,Chitrakoot Division,XGXEkQWtunf,vWSHWWYkYvt,1853.0
201710,Alligarh Division,ewmZucZw6qh,HOrR1amEU6x,3785.0
201710,Azamgarh Division,PQpO0hxWAzu,HOrR1amEU6x,2064.0
201710,Prayagraj Division,jazfyzr02kh,IEPIolCiRdh,5001.0
201710,Meerut Division,UizVoYdewpy,aRueVYr35yM,11806.0
201710,Chitrakoot Division,XGXEkQWtunf,BpKWMLTSnyC,32039.0
201710,Basti Division,gHvNAu4JzV7,cyLwa0q6QNd,0.0
201710,Mirzapur Division,B5Cr0KNsqMm,qYpFbVo8WsL,14013.0
201710,Meerut Division,UizVoYdewpy,IEPIolCiRdh,11972.0
201710,Bareilly Division,KdUYmr64aLB,qYpFbVo8WsL,27961.0
201710,Agra Division,XJMggNJYBFG,qYpFbVo8WsL,27067.0
201710,Gorakhpur Division,BVzTwy4XqVX,cyLwa0q6QNd,0.0
201710,Agra Division,XJMggNJYBFG,HOrR1amEU6x,2980.0
201710,Moradabad Division,wUoXnBEvyKP,aRueVYr35yM,12135.0
201710,Basti Division,gHvNAu4JzV7,vWSHWWYkYvt,65.0
201710,Gonda Division,K7kAZbm3Vf3,IEPIolCiRdh,20336.0
201710,Gorakhpur Division,BVzTwy4XqVX,IEPIolCiRdh,15087.0
201710,Varanasi Division,DKN52YzYUsX,vWSHWWYkYvt,1018.0
201710,Gonda Division,K7kAZbm3Vf3,cyLwa0q6QNd,0.0
201710,Alligarh Division,ewmZucZw6qh,aRueVYr35yM,8711.0
201710,Moradabad Division,wUoXnBEvyKP,qYpFbVo8WsL,30623.0
201710,Lucknow Division,R2NAbaekmwn,IEPIolCiRdh,26707.0
201710,Bareilly Division,KdUYmr64aLB,HOrR1amEU6x,5250.0
201710,Saharanpur Division,NWr84AQOxJz,IEPIolCiRdh,2654.0
201710,Jhansi Division,dScoJEvslIF,HOrR1amEU6x,449.0
201710,Moradabad Division,wUoXnBEvyKP,BpKWMLTSnyC,19624.0
201710,Meerut Division,UizVoYdewpy,HOrR1amEU6x,4553.0
201710,Basti Division,gHvNAu4JzV7,IEPIolCiRdh,7330.0
201710,Gonda Division,K7kAZbm3Vf3,vWSHWWYkYvt,368.0
201710,Saharanpur Division,NWr84AQOxJz,cyLwa0q6QNd,0.0
201710,Ayodhya Division,pbjtM6RrgzH,cyLwa0q6QNd,15.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,HOrR1amEU6x,2095.0
201710,Agra Division,XJMggNJYBFG,aRueVYr35yM,11609.0
201710,Azamgarh Division,PQpO0hxWAzu,qYpFbVo8WsL,22284.0
201710,Prayagraj Division,jazfyzr02kh,HOrR1amEU6x,2739.0
201710,Moradabad Division,wUoXnBEvyKP,HOrR1amEU6x,8278.0
201710,Varanasi Division,DKN52YzYUsX,BpKWMLTSnyC,5976.0
201710,Saharanpur Division,NWr84AQOxJz,vWSHWWYkYvt,699.0
201710,Ayodhya Division,pbjtM6RrgzH,vWSHWWYkYvt,326.0
201710,Saharanpur Division,NWr84AQOxJz,qYpFbVo8WsL,15897.0
201710,Azamgarh Division,PQpO0hxWAzu,aRueVYr35yM,13821.0
201710,Agra Division,XJMggNJYBFG,BpKWMLTSnyC,14525.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,aRueVYr35yM,14088.0
201710,Azamgarh Division,PQpO0hxWAzu,IEPIolCiRdh,9156.0
201710,Chitrakoot Division,XGXEkQWtunf,HOrR1amEU6x,402.0
201710,Azamgarh Division,PQpO0hxWAzu,cyLwa0q6QNd,0.0
201710,Ayodhya Division,pbjtM6RrgzH,qYpFbVo8WsL,27444.0
201710,Meerut Division,UizVoYdewpy,qYpFbVo8WsL,31694.0
201710,Prayagraj Division,jazfyzr02kh,qYpFbVo8WsL,30615.0
201710,Chitrakoot Division,XGXEkQWtunf,aRueVYr35yM,8563.0
201710,Jhansi Division,dScoJEvslIF,qYpFbVo8WsL,11527.0
201710,Mirzapur Division,B5Cr0KNsqMm,HOrR1amEU6x,2294.0
201710,Alligarh Division,ewmZucZw6qh,Jzcnqae4P4R,287.0
201710,Lucknow Division,R2NAbaekmwn,aRueVYr35yM,29521.0
201710,Lucknow Division,R2NAbaekmwn,vWSHWWYkYvt,5297.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,cyLwa0q6QNd,0.0
201710,Alligarh Division,ewmZucZw6qh,qYpFbVo8WsL,19755.0
201710,Bareilly Division,KdUYmr64aLB,IEPIolCiRdh,12968.0
201710,Gonda Division,K7kAZbm3Vf3,qYpFbVo8WsL,33247.0
201710,Alligarh Division,ewmZucZw6qh,BpKWMLTSnyC,7283.0
201710,Bareilly Division,KdUYmr64aLB,aRueVYr35yM,14327.0
201710,Gorakhpur Division,BVzTwy4XqVX,vWSHWWYkYvt,4697.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,IEPIolCiRdh,5564.0
201710,Lucknow Division,R2NAbaekmwn,cyLwa0q6QNd,0.0
201710,Mirzapur Division,B5Cr0KNsqMm,aRueVYr35yM,8004.0
201710,Azamgarh Division,PQpO0hxWAzu,vWSHWWYkYvt,222.0
201710,Ayodhya Division,pbjtM6RrgzH,BpKWMLTSnyC,26460.0
201710,Saharanpur Division,NWr84AQOxJz,BpKWMLTSnyC,8771.0
201710,Prayagraj Division,jazfyzr02kh,Xg1j0efNUrP.Ti9FJqkSK6J,36.0
201710,Azamgarh Division,PQpO0hxWAzu,PJcjOAHVupY.Ti9FJqkSK6J,17.0
201710,Jhansi Division,dScoJEvslIF,qflIECaldR1.Ti9FJqkSK6J,199.0
201710,Saharanpur Division,NWr84AQOxJz,sNqvJFIliYY.Ti9FJqkSK6J,27060.0
201710,Bareilly Division,KdUYmr64aLB,KFyojgVb8Go.mrHdT99cCnv,2.0
201710,Lucknow Division,R2NAbaekmwn,sNqvJFIliYY.Ti9FJqkSK6J,87587.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,Xg1j0efNUrP.Ti9FJqkSK6J,71.0
201710,Saharanpur Division,NWr84AQOxJz,KFyojgVb8Go.PWn0jSvveTs,0.0
201710,Lucknow Division,R2NAbaekmwn,KFyojgVb8Go.PWn0jSvveTs,6.0
201710,Gonda Division,K7kAZbm3Vf3,K2tTwUh9NJy.svtwwOpurbg,3211.0
201710,Azamgarh Division,PQpO0hxWAzu,A89WukjS845.Ti9FJqkSK6J,444.0
201710,Ayodhya Division,pbjtM6RrgzH,NeNWp698eve.uBLH63dNSeY,120.0
201710,Saharanpur Division,NWr84AQOxJz,Xg1j0efNUrP.Ti9FJqkSK6J,117.0
201710,Prayagraj Division,jazfyzr02kh,VGmj8dWOIBw.Ti9FJqkSK6J,930.0
201710,Lucknow Division,R2NAbaekmwn,Xg1j0efNUrP.Ti9FJqkSK6J,187.0
201710,Gonda Division,K7kAZbm3Vf3,Tm1DMF0QpSX.Ti9FJqkSK6J,1.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,VGmj8dWOIBw.Ti9FJqkSK6J,762.0
201710,Agra Division,XJMggNJYBFG,uULzcMXOegs.Ti9FJqkSK6J,2.0
201710,Gorakhpur Division,BVzTwy4XqVX,xFbpDV663ak.QLxp2ax8CRL,3193.0
201710,Bareilly Division,KdUYmr64aLB,n3L9KZq55UM.Ti9FJqkSK6J,9.0
201710,Alligarh Division,ewmZucZw6qh,KFyojgVb8Go.v3ourGcXDlN,0.0
201710,Gonda Division,K7kAZbm3Vf3,ExMplulIRYb.Ti9FJqkSK6J,605.0
201710,Alligarh Division,ewmZucZw6qh,uYJ0kOlfdTG.Ti9FJqkSK6J,178312.0
201710,Varanasi Division,DKN52YzYUsX,NeNWp698eve.JD3TbSsgoKa,4.0
201710,Jhansi Division,dScoJEvslIF,aknlXIekL1Z.iRNhRMvoSCx,4079.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,KFyojgVb8Go.PWn0jSvveTs,0.0
201710,Gonda Division,K7kAZbm3Vf3,aRueVYr35yM.Ti9FJqkSK6J,15553.0
201710,Alligarh Division,ewmZucZw6qh,DFDP0iJG63H.Ti9FJqkSK6J,289.0
201710,Agra Division,XJMggNJYBFG,aknlXIekL1Z.wb51FJHqHxp,7798.0
201710,Saharanpur Division,NWr84AQOxJz,ozzIeiddUyN.Ti9FJqkSK6J,7618.0
201710,Bareilly Division,KdUYmr64aLB,KFyojgVb8Go.bg50uiDLvlP,0.0
201710,Varanasi Division,DKN52YzYUsX,aSvhWxQO8Ck.Ti9FJqkSK6J,0.0
201710,Agra Division,XJMggNJYBFG,hhsaXegbkhg.Ti9FJqkSK6J,0.0
201710,Jhansi Division,dScoJEvslIF,bOFAAIzcaGZ.Ti9FJqkSK6J,989.0
201710,Basti Division,gHvNAu4JzV7,SBtoYIVEDFS.Ti9FJqkSK6J,18098.0
201710,Varanasi Division,DKN52YzYUsX,xFbpDV663ak.svtwwOpurbg,5462.0
201710,Gonda Division,K7kAZbm3Vf3,WuvZWqTxZPX.Ti9FJqkSK6J,112.0
201710,Jhansi Division,dScoJEvslIF,n3L9KZq55UM.Ti9FJqkSK6J,10.0
201710,Meerut Division,UizVoYdewpy,uULzcMXOegs.Ti9FJqkSK6J,11.0
201710,Azamgarh Division,PQpO0hxWAzu,ExMplulIRYb.Ti9FJqkSK6J,151.0
201710,Ayodhya Division,pbjtM6RrgzH,aknlXIekL1Z.wb51FJHqHxp,8868.0
201710,Ayodhya Division,pbjtM6RrgzH,uULzcMXOegs.Ti9FJqkSK6J,17.0
201710,Moradabad Division,wUoXnBEvyKP,KFyojgVb8Go.bg50uiDLvlP,0.0
201710,Prayagraj Division,jazfyzr02kh,uYJ0kOlfdTG.Ti9FJqkSK6J,170909.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,sNqvJFIliYY.Ti9FJqkSK6J,44619.0
201710,Prayagraj Division,jazfyzr02kh,sNqvJFIliYY.Ti9FJqkSK6J,36393.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,uYJ0kOlfdTG.Ti9FJqkSK6J,348612.0
201710,Gonda Division,K7kAZbm3Vf3,KFyojgVb8Go.zJCowC71NtF,2.0
201710,Chitrakoot Division,XGXEkQWtunf,NeNWp698eve.e4vOZhidnTl,9.0
201710,Lucknow Division,R2NAbaekmwn,VGmj8dWOIBw.Ti9FJqkSK6J,2329.0
201710,Gorakhpur Division,BVzTwy4XqVX,bOFAAIzcaGZ.Ti9FJqkSK6J,23.0
201710,Gonda Division,K7kAZbm3Vf3,KFyojgVb8Go.hbUkGAlIwu8,0.0
201710,Prayagraj Division,jazfyzr02kh,KFyojgVb8Go.PWn0jSvveTs,0.0
201710,Moradabad Division,wUoXnBEvyKP,n3L9KZq55UM.Ti9FJqkSK6J,4.0
201710,Gorakhpur Division,BVzTwy4XqVX,xFbpDV663ak.svtwwOpurbg,5342.0
201710,Azamgarh Division,PQpO0hxWAzu,iOt7o3TvNG4.Ti9FJqkSK6J,4325.0
201710,Lucknow Division,R2NAbaekmwn,uYJ0kOlfdTG.Ti9FJqkSK6J,250901.0
201710,Gorakhpur Division,BVzTwy4XqVX,jhdL4rNP5pA.Ti9FJqkSK6J,531.0
201710,Gonda Division,K7kAZbm3Vf3,PJcjOAHVupY.Ti9FJqkSK6J,22.0
201710,Basti Division,gHvNAu4JzV7,sNqvJFIliYY.Ti9FJqkSK6J,18366.0
201710,Moradabad Division,wUoXnBEvyKP,qflIECaldR1.Ti9FJqkSK6J,733.0
201710,Gorakhpur Division,BVzTwy4XqVX,qflIECaldR1.Ti9FJqkSK6J,120.0
201710,Moradabad Division,wUoXnBEvyKP,NeNWp698eve.e4vOZhidnTl,40.0
201710,Jhansi Division,dScoJEvslIF,xFbpDV663ak.QLxp2ax8CRL,1680.0
201710,Gorakhpur Division,BVzTwy4XqVX,NeNWp698eve.JD3TbSsgoKa,409.0
201710,Chitrakoot Division,XGXEkQWtunf,n3L9KZq55UM.Ti9FJqkSK6J,5.0
201710,Jhansi Division,dScoJEvslIF,xFbpDV663ak.svtwwOpurbg,2613.0
201710,Azamgarh Division,PQpO0hxWAzu,K2tTwUh9NJy.svtwwOpurbg,1657.0
201710,Basti Division,gHvNAu4JzV7,KFyojgVb8Go.PWn0jSvveTs,1.0
201710,Chitrakoot Division,XGXEkQWtunf,aknlXIekL1Z.iRNhRMvoSCx,4612.0
201710,Varanasi Division,DKN52YzYUsX,xFbpDV663ak.QLxp2ax8CRL,1426.0
201710,Prayagraj Division,jazfyzr02kh,ozzIeiddUyN.Ti9FJqkSK6J,4491.0
201710,Basti Division,gHvNAu4JzV7,SCutWcJX88a.Ti9FJqkSK6J,42.0
201710,Chitrakoot Division,XGXEkQWtunf,PZLXbWgoqhN.Ti9FJqkSK6J,5946.0
201710,Bareilly Division,KdUYmr64aLB,NeNWp698eve.e4vOZhidnTl,31.0
201710,Ayodhya Division,pbjtM6RrgzH,NeNWp698eve.gZiING8oxqo,2.0
201710,Gorakhpur Division,BVzTwy4XqVX,aSvhWxQO8Ck.Ti9FJqkSK6J,5.0
201710,Saharanpur Division,NWr84AQOxJz,uYJ0kOlfdTG.Ti9FJqkSK6J,77288.0
201710,Chitrakoot Division,XGXEkQWtunf,KFyojgVb8Go.mrHdT99cCnv,0.0
201710,Mirzapur Division,B5Cr0KNsqMm,NeNWp698eve.e4vOZhidnTl,6.0
201710,Azamgarh Division,PQpO0hxWAzu,KFyojgVb8Go.hbUkGAlIwu8,0.0
201710,Moradabad Division,wUoXnBEvyKP,KFyojgVb8Go.mrHdT99cCnv,6.0
201710,Basti Division,gHvNAu4JzV7,ozzIeiddUyN.Ti9FJqkSK6J,10491.0
201710,Moradabad Division,wUoXnBEvyKP,aknlXIekL1Z.iRNhRMvoSCx,11369.0
201710,Meerut Division,UizVoYdewpy,aknlXIekL1Z.wb51FJHqHxp,7943.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,DFDP0iJG63H.Ti9FJqkSK6J,1469.0
201710,Alligarh Division,ewmZucZw6qh,OHdD3HES2X5.gBzmANHnG0n,4185.0
201710,Gonda Division,K7kAZbm3Vf3,vuzSex7ZCxC.Ti9FJqkSK6J,17.0
201710,Mirzapur Division,B5Cr0KNsqMm,PZLXbWgoqhN.Ti9FJqkSK6J,2374.0
201710,Azamgarh Division,PQpO0hxWAzu,Gqxz6YlkZDc.Ti9FJqkSK6J,1568.0
201710,Saharanpur Division,NWr84AQOxJz,OHdD3HES2X5.gBzmANHnG0n,1761.0
201710,Meerut Division,UizVoYdewpy,NeNWp698eve.gZiING8oxqo,0.0
201710,Bareilly Division,KdUYmr64aLB,aknlXIekL1Z.iRNhRMvoSCx,9963.0
201710,Jhansi Division,dScoJEvslIF,byP0VKnxVhr.Ti9FJqkSK6J,13.0
201710,Alligarh Division,ewmZucZw6qh,WuvZWqTxZPX.Ti9FJqkSK6J,61.0
201710,Alligarh Division,ewmZucZw6qh,Tm1DMF0QpSX.Ti9FJqkSK6J,1.0
201710,Varanasi Division,DKN52YzYUsX,byP0VKnxVhr.Ti9FJqkSK6J,11.0
201710,Basti Division,gHvNAu4JzV7,Xg1j0efNUrP.Ti9FJqkSK6J,4.0
201710,Bareilly Division,KdUYmr64aLB,qflIECaldR1.Ti9FJqkSK6J,401.0
201710,Gonda Division,K7kAZbm3Vf3,A89WukjS845.Ti9FJqkSK6J,2271.0
201710,Saharanpur Division,NWr84AQOxJz,SBtoYIVEDFS.Ti9FJqkSK6J,28669.0
201710,Mirzapur Division,B5Cr0KNsqMm,NeNWp698eve.uBLH63dNSeY,109.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,KFyojgVb8Go.v3ourGcXDlN,1.0
201710,Alligarh Division,ewmZucZw6qh,ozzIeiddUyN.Ti9FJqkSK6J,2911.0
201710,Prayagraj Division,jazfyzr02kh,SCutWcJX88a.Ti9FJqkSK6J,43.0
201710,Bareilly Division,KdUYmr64aLB,NeNWp698eve.gZiING8oxqo,118.0
201710,Jhansi Division,dScoJEvslIF,NeNWp698eve.JD3TbSsgoKa,786.0
201710,Azamgarh Division,PQpO0hxWAzu,jhdL4rNP5pA.Ti9FJqkSK6J,153.0
201710,Saharanpur Division,NWr84AQOxJz,DFDP0iJG63H.Ti9FJqkSK6J,880.0
201710,Meerut Division,UizVoYdewpy,SCutWcJX88a.Ti9FJqkSK6J,21.0
201710,Agra Division,XJMggNJYBFG,NeNWp698eve.gZiING8oxqo,15.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,SCutWcJX88a.Ti9FJqkSK6J,15.0
201710,Jhansi Division,dScoJEvslIF,jhdL4rNP5pA.Ti9FJqkSK6J,14.0
201710,Alligarh Division,ewmZucZw6qh,K2tTwUh9NJy.svtwwOpurbg,813.0
201710,Jhansi Division,dScoJEvslIF,aSvhWxQO8Ck.Ti9FJqkSK6J,2.0
201710,Saharanpur Division,NWr84AQOxJz,KFyojgVb8Go.v3ourGcXDlN,0.0
201710,Chitrakoot Division,XGXEkQWtunf,qflIECaldR1.Ti9FJqkSK6J,217.0
201710,Moradabad Division,wUoXnBEvyKP,xFbpDV663ak.svtwwOpurbg,4437.0
201710,Chitrakoot Division,XGXEkQWtunf,NeNWp698eve.uBLH63dNSeY,18.0
201710,Mirzapur Division,B5Cr0KNsqMm,hhsaXegbkhg.Ti9FJqkSK6J,0.0
201710,Meerut Division,UizVoYdewpy,NeNWp698eve.e4vOZhidnTl,16.0
201710,Agra Division,XJMggNJYBFG,SBtoYIVEDFS.Ti9FJqkSK6J,30450.0
201710,Alligarh Division,ewmZucZw6qh,KFyojgVb8Go.hbUkGAlIwu8,1.0
201710,Gorakhpur Division,BVzTwy4XqVX,n3L9KZq55UM.Ti9FJqkSK6J,0.0
201710,Meerut Division,UizVoYdewpy,SBtoYIVEDFS.Ti9FJqkSK6J,45603.0
201710,Gorakhpur Division,BVzTwy4XqVX,aknlXIekL1Z.iRNhRMvoSCx,10026.0
201710,Basti Division,gHvNAu4JzV7,VGmj8dWOIBw.Ti9FJqkSK6J,192.0
201710,Azamgarh Division,PQpO0hxWAzu,WuvZWqTxZPX.Ti9FJqkSK6J,71.0
201710,Alligarh Division,ewmZucZw6qh,sNqvJFIliYY.Ti9FJqkSK6J,26564.0
201710,Prayagraj Division,jazfyzr02kh,OHdD3HES2X5.gBzmANHnG0n,5405.0
201710,Moradabad Division,wUoXnBEvyKP,bOFAAIzcaGZ.Ti9FJqkSK6J,0.0
201710,Chitrakoot Division,XGXEkQWtunf,byP0VKnxVhr.Ti9FJqkSK6J,21.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,WuvZWqTxZPX.Ti9FJqkSK6J,57.0
201710,Prayagraj Division,jazfyzr02kh,KFyojgVb8Go.zJCowC71NtF,22.0
201710,Gorakhpur Division,BVzTwy4XqVX,KFyojgVb8Go.mrHdT99cCnv,0.0
201710,Gonda Division,K7kAZbm3Vf3,OHdD3HES2X5.gBzmANHnG0n,2942.0
201710,Prayagraj Division,jazfyzr02kh,SBtoYIVEDFS.Ti9FJqkSK6J,35967.0
201710,Alligarh Division,ewmZucZw6qh,vuzSex7ZCxC.Ti9FJqkSK6J,43.0
201710,Gonda Division,K7kAZbm3Vf3,uYJ0kOlfdTG.Ti9FJqkSK6J,57593.0
201710,Gonda Division,K7kAZbm3Vf3,NeNWp698eve.JD3TbSsgoKa,28.0
201710,Ayodhya Division,pbjtM6RrgzH,SCutWcJX88a.Ti9FJqkSK6J,1.0
201710,Varanasi Division,DKN52YzYUsX,bOFAAIzcaGZ.Ti9FJqkSK6J,262.0
201710,Alligarh Division,ewmZucZw6qh,Xg1j0efNUrP.Ti9FJqkSK6J,18.0
201710,Ayodhya Division,pbjtM6RrgzH,NeNWp698eve.e4vOZhidnTl,0.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,KFyojgVb8Go.zJCowC71NtF,12.0
201710,Lucknow Division,R2NAbaekmwn,WuvZWqTxZPX.Ti9FJqkSK6J,172.0
201710,Varanasi Division,DKN52YzYUsX,ExMplulIRYb.Ti9FJqkSK6J,115.0
201710,Ayodhya Division,pbjtM6RrgzH,hhsaXegbkhg.Ti9FJqkSK6J,1.0
201710,Gonda Division,K7kAZbm3Vf3,aSvhWxQO8Ck.Ti9FJqkSK6J,0.0
201710,Saharanpur Division,NWr84AQOxJz,aRueVYr35yM.Ti9FJqkSK6J,7364.0
201710,Azamgarh Division,PQpO0hxWAzu,xFbpDV663ak.QLxp2ax8CRL,808.0
201710,Varanasi Division,DKN52YzYUsX,K2tTwUh9NJy.svtwwOpurbg,254.0
201710,Mirzapur Division,B5Cr0KNsqMm,SBtoYIVEDFS.Ti9FJqkSK6J,15429.0
201710,Bareilly Division,KdUYmr64aLB,bOFAAIzcaGZ.Ti9FJqkSK6J,21.0
201710,Mirzapur Division,B5Cr0KNsqMm,uULzcMXOegs.Ti9FJqkSK6J,16.0
201710,Mirzapur Division,B5Cr0KNsqMm,aknlXIekL1Z.wb51FJHqHxp,5158.0
201710,Agra Division,XJMggNJYBFG,KFyojgVb8Go.PWn0jSvveTs,0.0
201710,Azamgarh Division,PQpO0hxWAzu,byP0VKnxVhr.Ti9FJqkSK6J,0.0
201710,Bareilly Division,KdUYmr64aLB,NeNWp698eve.JD3TbSsgoKa,8.0
201710,Prayagraj Division,jazfyzr02kh,hhsaXegbkhg.Ti9FJqkSK6J,0.0
201710,Agra Division,XJMggNJYBFG,NeNWp698eve.uBLH63dNSeY,0.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,vuzSex7ZCxC.Ti9FJqkSK6J,2.0
201710,Varanasi Division,DKN52YzYUsX,KFyojgVb8Go.hbUkGAlIwu8,2.0
201710,Basti Division,gHvNAu4JzV7,KFyojgVb8Go.v3ourGcXDlN,2.0
201710,Lucknow Division,R2NAbaekmwn,KFyojgVb8Go.zJCowC71NtF,51.0
201710,Jhansi Division,dScoJEvslIF,PZLXbWgoqhN.Ti9FJqkSK6J,5882.0
201710,Bareilly Division,KdUYmr64aLB,aSvhWxQO8Ck.Ti9FJqkSK6J,5.0
201710,Ayodhya Division,pbjtM6RrgzH,PZLXbWgoqhN.Ti9FJqkSK6J,8498.0
201710,Gorakhpur Division,BVzTwy4XqVX,A89WukjS845.Ti9FJqkSK6J,2799.0
201710,Basti Division,gHvNAu4JzV7,DFDP0iJG63H.Ti9FJqkSK6J,309.0
201710,Gorakhpur Division,BVzTwy4XqVX,PJcjOAHVupY.Ti9FJqkSK6J,32.0
201710,Meerut Division,UizVoYdewpy,hhsaXegbkhg.Ti9FJqkSK6J,1.0
201710,Azamgarh Division,PQpO0hxWAzu,vuzSex7ZCxC.Ti9FJqkSK6J,5.0
201710,Alligarh Division,ewmZucZw6qh,KFyojgVb8Go.zJCowC71NtF,2.0
201710,Kanpur Nagar Division,qTT8nTiU0SH,ozzIeiddUyN.Ti9FJqkSK6J,5916.0
201710,Moradabad Division,wUoXnBEvyKP,uULzcMXOegs.Ti9FJqkSK6J,25.0
201710,Lucknow Division,R2NAbaekmwn,ozzIeiddUyN.Ti9FJqkSK6J,29106.0
201710,Saharanpur Division,NWr84AQOxJz,VGmj8dWOIBw.Ti9FJqkSK6J,1139.0
201710,Varanasi Division,DKN52YzYUsX,jhdL4rNP5pA.Ti9FJqkSK6J,512.0
201710,Moradabad Division,wUoXnBEvyKP,NeNWp698eve.gZiING8oxqo,0.0
201710,Agra Division,XJMggNJYBFG,VGmj8dWOIBw.Ti9FJqkSK6J,1611.0
201710,Prayagraj Division,jazfyzr02kh,K2tTwUh9NJy.svtwwOpurbg,1211.0
