calc_type,composite_index,composite_rank,date,district,district_id,div_map_id,division,domain,domain_index,domain_rank,indicator,indicator_id,indicator_ids,indicator_index,indicator_rank,map_id,perc_point,quarter,type,type_index,type_rank,value,year
p,0.302971399,68.0,2018-10-01,Lakhimpur Kheri,d9ZuMopgX29,155,Lucknow Division,family_planning,0.09439685099999999,47.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.064203316,24.0,153,2.231208825,3,coverage,0.251316737,40.0,,2019
p,0.302971399,68.0,2018-10-01,Lakhimpur Kheri,d9ZuMopgX29,155,Lucknow Division,family_planning,0.09439685099999999,47.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.124590386,52.0,153,4.183516548,3,coverage,0.251316737,40.0,,2019
p,0.302971399,68.0,2018-10-01,Lakhimpur Kheri,d9ZuMopgX29,155,Lucknow Division,finance,0.188624055,66.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.188624055,66.0,153,2004.851005,3,coverage,0.251316737,40.0,,2019
p,0.39902507299999995,27.0,2018-10-01,Meerut,v8YGmR7nOdj,140,Meerut Division,ante_natal,0.192942522,68.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.192942522,68.0,138,40.59520398,3,coverage,0.23984417,44.0,,2019
p,0.39902507299999995,27.0,2018-10-01,Meerut,v8YGmR7nOdj,140,Meerut Division,delivery_care,0.6232178589999999,5.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.555212658,11.0,138,53.11665643,3,coverage,0.23984417,44.0,,2019
p,0.39902507299999995,27.0,2018-10-01,Meerut,v8YGmR7nOdj,140,Meerut Division,delivery_care,0.6232178589999999,5.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.286119473,7.0,138,6.939531057000001,3,quality,0.47687506,9.0,,2019
p,0.39902507299999995,27.0,2018-10-01,Meerut,v8YGmR7nOdj,140,Meerut Division,delivery_care,0.6232178589999999,5.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.361548556,7.0,138,10.84645669,3,quality,0.47687506,9.0,,2019
n,0.39902507299999995,27.0,2018-10-01,Meerut,v8YGmR7nOdj,140,Meerut Division,delivery_care,0.6232178589999999,5.0,Still birth ratio,indicator_4,indicator_4,0.666772889,33.0,138,12.31468197,3,quality,0.47687506,9.0,,2019
p,0.39902507299999995,27.0,2018-10-01,Meerut,v8YGmR7nOdj,140,Meerut Division,post_natal_care,0.421296815,28.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.421296815,28.0,138,43.89654339,3,coverage,0.23984417,44.0,,2019
p,0.39902507299999995,27.0,2018-10-01,Meerut,v8YGmR7nOdj,140,Meerut Division,immunization,0.08901629,66.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.0,1.0,138,0.0,3,coverage,0.23984417,44.0,,2019
p,0.39902507299999995,27.0,2018-10-01,Meerut,v8YGmR7nOdj,140,Meerut Division,immunization,0.08901629,66.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.178032579,66.0,138,0.717715063,3,quality,0.47687506,9.0,,2019
p,0.39902507299999995,27.0,2018-10-01,Meerut,v8YGmR7nOdj,140,Meerut Division,communicable_diseases,0.284972113,24.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.154917482,61.0,138,21.37407571,3,coverage,0.23984417,44.0,,2019
p,0.39902507299999995,27.0,2018-10-01,Meerut,v8YGmR7nOdj,140,Meerut Division,communicable_diseases,0.284972113,24.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.415026744,10.0,138,32.49143983,3,quality,0.47687506,9.0,,2019
p,0.39902507299999995,27.0,2018-10-01,Meerut,v8YGmR7nOdj,140,Meerut Division,family_planning,0.08876719,51.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.041015007,39.0,138,1.4969819359999998,3,coverage,0.23984417,44.0,,2019
p,0.39902507299999995,27.0,2018-10-01,Meerut,v8YGmR7nOdj,140,Meerut Division,family_planning,0.08876719,51.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.136519373,49.0,138,4.446739629,3,coverage,0.23984417,44.0,,2019
p,0.39902507299999995,27.0,2018-10-01,Meerut,v8YGmR7nOdj,140,Meerut Division,finance,0.416849505,25.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.416849505,25.0,138,2311.5019199999997,3,coverage,0.23984417,44.0,,2019
p,0.40567158200000003,21.0,2018-10-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,ante_natal,0.558811037,17.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.558811037,17.0,152,67.07659453,3,coverage,0.299875525,16.0,,2019
p,0.40567158200000003,21.0,2018-10-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,delivery_care,0.310409378,57.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.24989936100000001,50.0,152,32.3077825,3,coverage,0.299875525,16.0,,2019
p,0.40567158200000003,21.0,2018-10-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,delivery_care,0.310409378,57.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.000637677,58.0,152,0.015466195,3,quality,0.305355861,58.0,,2019
p,0.40567158200000003,21.0,2018-10-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,delivery_care,0.310409378,57.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.10613437199999999,35.0,152,3.184031159,3,quality,0.305355861,58.0,,2019
n,0.40567158200000003,21.0,2018-10-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,delivery_care,0.310409378,57.0,Still birth ratio,indicator_4,indicator_4,0.574556724,53.0,152,15.33816425,3,quality,0.305355861,58.0,,2019
p,0.40567158200000003,21.0,2018-10-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,post_natal_care,0.9478214070000001,2.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.9478214070000001,2.0,152,94.94144921,3,coverage,0.299875525,16.0,,2019
p,0.40567158200000003,21.0,2018-10-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,immunization,0.105915132,63.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.0,1.0,152,0.0,3,coverage,0.299875525,16.0,,2019
p,0.40567158200000003,21.0,2018-10-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,immunization,0.105915132,63.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.211830265,63.0,152,0.7357972540000001,3,quality,0.305355861,58.0,,2019
p,0.40567158200000003,21.0,2018-10-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,communicable_diseases,0.27638761300000003,30.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.224510817,45.0,152,27.84899402,3,coverage,0.299875525,16.0,,2019
p,0.40567158200000003,21.0,2018-10-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,communicable_diseases,0.27638761300000003,30.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.328264408,18.0,152,28.41470607,3,quality,0.305355861,58.0,,2019
p,0.40567158200000003,21.0,2018-10-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,family_planning,0.149865955,24.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.051152023,35.0,152,1.817957031,3,coverage,0.299875525,16.0,,2019
p,0.40567158200000003,21.0,2018-10-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,family_planning,0.149865955,24.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.248579888,22.0,152,6.919448787,3,coverage,0.299875525,16.0,,2019
p,0.40567158200000003,21.0,2018-10-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,finance,0.118229667,73.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.118229667,73.0,152,1910.2668850000002,3,coverage,0.299875525,16.0,,2019
p,0.24202028,74.0,2018-10-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,ante_natal,0.291307033,55.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.291307033,55.0,181,47.71478089,3,coverage,0.213140757,57.0,,2019
p,0.24202028,74.0,2018-10-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,delivery_care,0.15165472300000002,75.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.196125904,63.0,181,28.64280915,3,coverage,0.213140757,57.0,,2019
p,0.24202028,74.0,2018-10-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,delivery_care,0.15165472300000002,75.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.0,60.0,181,0.0,3,quality,0.07750839799999999,75.0,,2019
p,0.24202028,74.0,2018-10-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,delivery_care,0.15165472300000002,75.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.00618238,66.0,181,0.185471406,3,quality,0.07750839799999999,75.0,,2019
n,0.24202028,74.0,2018-10-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,delivery_care,0.15165472300000002,75.0,Still birth ratio,indicator_4,indicator_4,0.252655885,73.0,181,25.89229524,3,quality,0.07750839799999999,75.0,,2019
p,0.24202028,74.0,2018-10-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,post_natal_care,0.270926491,46.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.270926491,46.0,181,29.31861269,3,coverage,0.213140757,57.0,,2019
p,0.24202028,74.0,2018-10-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,immunization,0.0,75.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.0,1.0,181,0.0,3,coverage,0.213140757,57.0,,2019
p,0.24202028,74.0,2018-10-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,immunization,0.0,75.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.0,75.0,181,0.622465368,3,quality,0.07750839799999999,75.0,,2019
p,0.24202028,74.0,2018-10-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,communicable_diseases,0.253261891,37.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.455328454,10.0,181,49.32411591,3,coverage,0.213140757,57.0,,2019
p,0.24202028,74.0,2018-10-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,communicable_diseases,0.253261891,37.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.051195328,74.0,181,15.3959593,3,quality,0.07750839799999999,75.0,,2019
p,0.24202028,74.0,2018-10-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,family_planning,0.094479828,46.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.029514372999999997,55.0,181,1.132829688,3,coverage,0.213140757,57.0,,2019
p,0.24202028,74.0,2018-10-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,family_planning,0.094479828,46.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.15944528300000002,44.0,181,4.952619047,3,coverage,0.213140757,57.0,,2019
p,0.24202028,74.0,2018-10-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,finance,0.302478521,43.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.302478521,43.0,181,2157.829457,3,coverage,0.213140757,57.0,,2019
p,0.439092913,14.0,2018-10-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,ante_natal,0.7507564659999999,7.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.7507564659999999,7.0,165,80.96951417,3,coverage,0.314691685,11.0,,2019
p,0.439092913,14.0,2018-10-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,delivery_care,0.343149744,47.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.192050594,64.0,165,28.36505313,3,coverage,0.314691685,11.0,,2019
p,0.439092913,14.0,2018-10-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,delivery_care,0.343149744,47.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.149090565,15.0,165,3.616037008,3,quality,0.439256232,17.0,,2019
p,0.439092913,14.0,2018-10-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,delivery_care,0.343149744,47.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.013880126000000001,63.0,165,0.416403785,3,quality,0.439256232,17.0,,2019
n,0.439092913,14.0,2018-10-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,delivery_care,0.343149744,47.0,Still birth ratio,indicator_4,indicator_4,0.6744279470000001,31.0,165,12.06369632,3,quality,0.439256232,17.0,,2019
p,0.439092913,14.0,2018-10-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,post_natal_care,0.37680283,32.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.37680283,32.0,165,39.582991299999996,3,coverage,0.314691685,11.0,,2019
p,0.439092913,14.0,2018-10-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,immunization,0.347865274,8.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.0,1.0,165,0.0,3,coverage,0.314691685,11.0,,2019
p,0.439092913,14.0,2018-10-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,immunization,0.347865274,8.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.695730547,8.0,165,0.9946900609999999,3,quality,0.439256232,17.0,,2019
p,0.439092913,14.0,2018-10-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,communicable_diseases,0.268623386,36.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.31335102800000003,28.0,165,36.11462917,3,coverage,0.314691685,11.0,,2019
p,0.439092913,14.0,2018-10-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,communicable_diseases,0.268623386,36.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.223895743,34.0,165,23.51069721,3,quality,0.439256232,17.0,,2019
p,0.439092913,14.0,2018-10-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,family_planning,0.24980065899999998,7.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.119317616,13.0,165,3.9763296689999996,3,coverage,0.314691685,11.0,,2019
p,0.439092913,14.0,2018-10-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,family_planning,0.24980065899999998,7.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.38028370100000003,9.0,165,9.82560377,3,coverage,0.314691685,11.0,,2019
p,0.439092913,14.0,2018-10-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,finance,0.384971247,26.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.384971247,26.0,165,2268.669287,3,coverage,0.314691685,11.0,,2019
p,0.478628879,6.0,2018-10-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,ante_natal,0.468081937,26.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.468081937,26.0,139,60.50966506,3,coverage,0.34049146799999996,9.0,,2019
p,0.478628879,6.0,2018-10-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,delivery_care,0.5388458620000001,10.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.6846849620000001,4.0,139,61.94094568,3,coverage,0.34049146799999996,9.0,,2019
p,0.478628879,6.0,2018-10-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,delivery_care,0.5388458620000001,10.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.0006901310000000001,57.0,139,0.016738403,3,quality,0.418438263,20.0,,2019
p,0.478628879,6.0,2018-10-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,delivery_care,0.5388458620000001,10.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.181818182,29.0,139,5.454545455,3,quality,0.418438263,20.0,,2019
n,0.478628879,6.0,2018-10-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,delivery_care,0.5388458620000001,10.0,Still birth ratio,indicator_4,indicator_4,0.749344311,18.0,139,9.607420904,3,quality,0.418438263,20.0,,2019
p,0.478628879,6.0,2018-10-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,post_natal_care,0.368539558,34.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.368539558,34.0,139,38.781893,3,coverage,0.34049146799999996,9.0,,2019
p,0.478628879,6.0,2018-10-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,immunization,0.20271135399999998,35.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.0,1.0,139,0.0,3,coverage,0.34049146799999996,9.0,,2019
p,0.478628879,6.0,2018-10-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,immunization,0.20271135399999998,35.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.405422709,35.0,139,0.839371675,3,quality,0.418438263,20.0,,2019
p,0.478628879,6.0,2018-10-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,communicable_diseases,0.490620126,6.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.6447625339999999,3.0,139,66.94893868,3,coverage,0.34049146799999996,9.0,,2019
p,0.478628879,6.0,2018-10-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,communicable_diseases,0.490620126,6.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.336477719,17.0,139,28.80062791,3,quality,0.418438263,20.0,,2019
p,0.478628879,6.0,2018-10-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,family_planning,0.094931635,45.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.015544235,68.0,139,0.690483898,3,coverage,0.34049146799999996,9.0,,2019
p,0.478628879,6.0,2018-10-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,family_planning,0.094931635,45.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.174319035,37.0,139,5.2808208510000005,3,coverage,0.34049146799999996,9.0,,2019
p,0.478628879,6.0,2018-10-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,finance,0.367999484,28.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.367999484,28.0,139,2245.865491,3,coverage,0.34049146799999996,9.0,,2019
p,0.40001337600000003,26.0,2018-10-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,ante_natal,0.666641461,11.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.666641461,11.0,132,74.88130978,3,coverage,0.273187078,29.0,,2019
p,0.40001337600000003,26.0,2018-10-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,delivery_care,0.40653313799999996,34.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.36990192299999997,31.0,132,40.48665389,3,coverage,0.273187078,29.0,,2019
p,0.40001337600000003,26.0,2018-10-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,delivery_care,0.40653313799999996,34.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.001364599,55.0,132,0.033096927000000005,3,quality,0.44954039700000004,15.0,,2019
p,0.40001337600000003,26.0,2018-10-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,delivery_care,0.40653313799999996,34.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.271394375,15.0,132,8.141831239,3,quality,0.44954039700000004,15.0,,2019
n,0.40001337600000003,26.0,2018-10-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,delivery_care,0.40653313799999996,34.0,Still birth ratio,indicator_4,indicator_4,0.576938519,51.0,132,15.26007258,3,quality,0.44954039700000004,15.0,,2019
p,0.40001337600000003,26.0,2018-10-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,post_natal_care,0.485011849,22.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.485011849,22.0,132,50.0735159,3,coverage,0.273187078,29.0,,2019
p,0.40001337600000003,26.0,2018-10-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,immunization,0.293088755,14.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.0,1.0,132,0.0,3,coverage,0.273187078,29.0,,2019
p,0.40001337600000003,26.0,2018-10-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,immunization,0.293088755,14.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.58617751,14.0,132,0.9360777929999999,3,quality,0.44954039700000004,15.0,,2019
p,0.40001337600000003,26.0,2018-10-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,communicable_diseases,0.361667113,11.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.36104764,22.0,132,40.55229069,3,coverage,0.273187078,29.0,,2019
p,0.40001337600000003,26.0,2018-10-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,communicable_diseases,0.361667113,11.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.362286586,13.0,132,30.01331863,3,quality,0.44954039700000004,15.0,,2019
p,0.40001337600000003,26.0,2018-10-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,family_planning,0.019023077,74.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.016442543,66.0,132,0.718927642,3,coverage,0.273187078,29.0,,2019
p,0.40001337600000003,26.0,2018-10-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,family_planning,0.019023077,74.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.02160361,73.0,132,1.9110270480000002,3,coverage,0.273187078,29.0,,2019
p,0.40001337600000003,26.0,2018-10-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,finance,0.264847599,51.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.264847599,51.0,132,2107.2673640000007,3,coverage,0.273187078,29.0,,2019
p,0.330998676,58.0,2018-10-01,Mainpuri,XBLhrSWGytu,146,Agra Division,ante_natal,0.275608015,57.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.275608015,57.0,148,46.57849339,3,coverage,0.192591068,67.0,,2019
p,0.330998676,58.0,2018-10-01,Mainpuri,XBLhrSWGytu,146,Agra Division,delivery_care,0.36135005299999995,43.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.205232583,62.0,148,29.2634822,3,coverage,0.192591068,67.0,,2019
p,0.330998676,58.0,2018-10-01,Mainpuri,XBLhrSWGytu,146,Agra Division,delivery_care,0.36135005299999995,43.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.0,60.0,148,0.0,3,quality,0.397229171,32.0,,2019
p,0.330998676,58.0,2018-10-01,Mainpuri,XBLhrSWGytu,146,Agra Division,delivery_care,0.36135005299999995,43.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.002683363,67.0,148,0.080500894,3,quality,0.397229171,32.0,,2019
n,0.330998676,58.0,2018-10-01,Mainpuri,XBLhrSWGytu,146,Agra Division,delivery_care,0.36135005299999995,43.0,Still birth ratio,indicator_4,indicator_4,0.8761342129999999,4.0,148,5.45037292,3,quality,0.397229171,32.0,,2019
p,0.330998676,58.0,2018-10-01,Mainpuri,XBLhrSWGytu,146,Agra Division,post_natal_care,0.306617313,43.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.306617313,43.0,148,32.77872582,3,coverage,0.192591068,67.0,,2019
p,0.330998676,58.0,2018-10-01,Mainpuri,XBLhrSWGytu,146,Agra Division,immunization,0.27312083600000003,17.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.0,1.0,148,0.0,3,coverage,0.192591068,67.0,,2019
p,0.330998676,58.0,2018-10-01,Mainpuri,XBLhrSWGytu,146,Agra Division,immunization,0.27312083600000003,17.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.5462416729999999,17.0,148,0.9147116120000001,3,quality,0.397229171,32.0,,2019
p,0.330998676,58.0,2018-10-01,Mainpuri,XBLhrSWGytu,146,Agra Division,communicable_diseases,0.16316401,58.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.162470586,57.0,148,22.07681154,3,coverage,0.192591068,67.0,,2019
p,0.330998676,58.0,2018-10-01,Mainpuri,XBLhrSWGytu,146,Agra Division,communicable_diseases,0.16316401,58.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.163857435,43.0,148,20.68965517,3,quality,0.397229171,32.0,,2019
p,0.330998676,58.0,2018-10-01,Mainpuri,XBLhrSWGytu,146,Agra Division,family_planning,0.18809492100000005,14.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.016344401,67.0,148,0.715820098,3,coverage,0.192591068,67.0,,2019
p,0.330998676,58.0,2018-10-01,Mainpuri,XBLhrSWGytu,146,Agra Division,family_planning,0.18809492100000005,14.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.35984544,10.0,148,9.374616416,3,coverage,0.192591068,67.0,,2019
p,0.330998676,58.0,2018-10-01,Mainpuri,XBLhrSWGytu,146,Agra Division,finance,0.214610202,62.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.214610202,62.0,148,2039.766812,3,coverage,0.192591068,67.0,,2019
p,0.376876683,40.0,2018-10-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,ante_natal,0.275815733,56.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.275815733,56.0,143,46.59352787,3,coverage,0.288202196,20.0,,2019
p,0.376876683,40.0,2018-10-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,delivery_care,0.40690550600000003,33.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.42048974899999997,22.0,143,43.93450792,3,coverage,0.288202196,20.0,,2019
p,0.376876683,40.0,2018-10-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,delivery_care,0.40690550600000003,33.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.005481321,49.0,143,0.132943755,3,quality,0.373301682,38.0,,2019
p,0.376876683,40.0,2018-10-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,delivery_care,0.40690550600000003,33.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.10155929400000001,37.0,143,3.046778826,3,quality,0.373301682,38.0,,2019
n,0.376876683,40.0,2018-10-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,delivery_care,0.40690550600000003,33.0,Still birth ratio,indicator_4,indicator_4,0.693186154,26.0,143,11.44867285,3,quality,0.373301682,38.0,,2019
p,0.376876683,40.0,2018-10-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,post_natal_care,0.599279945,14.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.599279945,14.0,143,61.15144895,3,coverage,0.288202196,20.0,,2019
p,0.376876683,40.0,2018-10-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,immunization,0.150053739,54.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.0,1.0,143,0.0,3,coverage,0.288202196,20.0,,2019
