block_id,date,indicator_id,perc_point
OFvD8TPE8bU,201710,indicator_16,1.383399209
Cea63kQpiOw,201710,indicator_16,1.83423913
pNfKKA9YCVD,201710,indicator_16,2.386541471
LNX0N5jnA5h,201710,indicator_16,2.313974592
KV5wZ2pPQe1,201710,indicator_16,0.930680359
jkV9lhxAuuK,201710,indicator_16,0.189393939
dbHdyWgjMbk,201710,indicator_16,0.703463203
HWAP9AgN3Ym,201710,indicator_16,1.746724891
oER6x75izaS,201710,indicator_16,1.029850746
qnglbY5alFS,201710,indicator_16,1.519756839
omXlDQQZhm0,201710,indicator_16,1.720505618
ZawkcSeJU8n,201710,indicator_16,0.589225589
WtDIWivefft,201710,indicator_16,5.181818182
h9b0ymhftGb,201710,indicator_16,0.579777365
tob7bPRXBV3,201710,indicator_16,3.172866521
rFyFe7T2XXz,201710,indicator_16,1.116333725
K98xeQTVavi,201710,indicator_16,0.863636364
dzvrdlSVdNw,201710,indicator_16,4.166666667
X8nyWuBobaz,201710,indicator_16,0.473484848
KZozTRTvHgU,201710,indicator_16,0.730994152
SEb6dTDNGdm,201710,indicator_16,0.220959596
JcfBKD9Fdaw,201710,indicator_16,0.353470437
dDqSL7Hp2TV,201710,indicator_16,0.233887734
Ye7mS631ryY,201710,indicator_16,1.822600243
F4fL0v4ObFM,201710,indicator_16,1.508295626
q73Py9jt80A,201710,indicator_16,0.712830957
Qk15i4lxQ0C,201710,indicator_16,2.036199095
MoftawJk2Oh,201710,indicator_16,0.85443038
Mt3m2kDHXcq,201710,indicator_16,3.598484848
zM7L5Up3Rp4,201710,indicator_16,0.862068966
kBVkJI1qaWb,201710,indicator_16,1.939203354
miFaxMESSJ2,201710,indicator_16,1.509831461
XEfvLa6Zzxn,201710,indicator_16,0.757575758
ruw57rtPpxr,201710,indicator_16,1.018808777
TY7glMGf9aG,201710,indicator_16,1.409090909
rWNzTUgiIT6,201710,indicator_16,0.996143959
wjAvKvlMzv0,201710,indicator_16,0.200534759
NZZfSO3tDC5,201710,indicator_16,0.890410959
