date,district,district_id,indicator_id,perc_point
201802,Sant Kabir Nagar,fe1yBApr2sl,indicator_13,2.702702703
201802,Shahjahanpur,GaiLSoQq1ue,indicator_13,2.110817942
201802,Shamli,AdiUcz9BXhx,indicator_13,1.226993865
201802,Shrawasti,oyTwneTbWDx,indicator_13,2.205882353
201802,Siddharth Nagar,cP0p8qfm3il,indicator_13,7.744107744
201802,Sitapur,XxaOowFtkiJ,indicator_13,2.490421456
201802,Sonbhadra,NNk3JP90QZ5,indicator_13,3.524229075
201802,Sultanpur,o4ZQTVcMI7U,indicator_13,2.670623145
201802,Unnav,aT03mfdlNiF,indicator_13,1.813471503
201802,Varanasi,LeuBT7KfuuA,indicator_13,3.485254692
201803,Agra,N5WWbRtsjWp,indicator_13,1.877934272
201803,Aligarh,frD2HOp3wAs,indicator_13,2.073732719
201803,Ambedkar Nagar,jM27ji8tyrM,indicator_13,1.869158879
201803,Amethi,StsLkYw1G0m,indicator_13,2.448979592
201803,Amroha,hgquAmZaNBu,indicator_13,0.966183575
201803,Auraiya,Bd6E8zkVvVt,indicator_13,2.717391304
201803,Ayodhya,b4XkXzoGqFY,indicator_13,6.005221932
201803,Azamgarh,NjckKfm3g0k,indicator_13,1.751313485
201803,Bagpat,HJIS3IrQ0Nj,indicator_13,1.19047619
201803,Bahraich,iE0E3nLioFr,indicator_13,4.761904762
201803,Ballia,oNDvGBE5fLq,indicator_13,4.5
201803,Balrampur,uS0pNSxN3sS,indicator_13,0.784313725
201803,Banda,DggJGxqbWHn,indicator_13,1.607717042
201803,Barabanki,tzH6nJu9SwS,indicator_13,2.78372591
201803,Bareilly,vVqY3DPcpHf,indicator_13,1.293103448
201803,Basti,J1P16zQEOUT,indicator_13,1.807228916
201803,Bhadohi,PeUY1vj02UQ,indicator_13,3.243243243
201803,Bijnor,uCYjHW7FuGG,indicator_13,6.133333333
201803,Budaun,eA37kyBRRuZ,indicator_13,1.955307263
201803,Bulandshahar,ogBt4gWCiem,indicator_13,2.040816327
201803,Chandauli,ClbehnmwSec,indicator_13,4.827586207
