date,district,district_id,indicator_id,perc_point
201710,Agra,N5WWbRtsjWp,indicator_14,71.46794701
201710,Aligarh,frD2HOp3wAs,indicator_14,55.45260157
201710,Ambedkar Nagar,jM27ji8tyrM,indicator_14,73.0799373
201710,Amethi,StsLkYw1G0m,indicator_14,39.27165354
201710,Amroha,hgquAmZaNBu,indicator_14,75.60118387
201710,Auraiya,Bd6E8zkVvVt,indicator_14,82.33570532
201710,Ayodhya,b4XkXzoGqFY,indicator_14,62.08324254
201710,Azamgarh,NjckKfm3g0k,indicator_14,53.62391211
201710,Bagpat,HJIS3IrQ0Nj,indicator_14,85.44896641
201710,Bahraich,iE0E3nLioFr,indicator_14,58.36687143
201710,Ballia,oNDvGBE5fLq,indicator_14,64.04856763
201710,Balrampur,uS0pNSxN3sS,indicator_14,76.9579288
201710,Banda,DggJGxqbWHn,indicator_14,78.81260198
201710,Barabanki,tzH6nJu9SwS,indicator_14,60.78502635
201710,Bareilly,vVqY3DPcpHf,indicator_14,61.15275695
201710,Basti,J1P16zQEOUT,indicator_14,74.21585577
201710,Bhadohi,PeUY1vj02UQ,indicator_14,74.47643979
201710,Bijnor,uCYjHW7FuGG,indicator_14,75.85647679
201710,Budaun,eA37kyBRRuZ,indicator_14,55.60193322
201710,Bulandshahar,ogBt4gWCiem,indicator_14,69.43476578
201710,Chandauli,ClbehnmwSec,indicator_14,61.47780374
201710,Chitrakoot,i2fSZZ3QAJJ,indicator_14,28.07287657
201710,Deoria,Tf9b9qcbghH,indicator_14,42.72827503
201710,Etah,ZLcx4iOVyN5,indicator_14,69.17279412
201710,Etawah,Pm0jLk6EAiE,indicator_14,80.85470085
201710,Farrukhabad,uEEwlAGZXWW,indicator_14,78.03425168
201710,Fatehpur,ibLiLcaKzw2,indicator_14,69.45597308
201710,Firozabad,eJTsuE56XDF,indicator_14,66.97049282
201710,Gautam Buddha Nagar,bNmwkrQeP3e,indicator_14,40.09009009
201710,Ghaziabad,M5NHlfAaKYI,indicator_14,68.39232259
201710,Ghazipur,dScWdMRN8PL,indicator_14,49.4021215
201710,Gonda,y8WarEkWCul,indicator_14,67.54227374
201710,Gorakhpur,vR85cHdsw1w,indicator_14,59.13916232
201710,Hamirpur,VSI7HobT5qL,indicator_14,70.93453434
201710,Hapur,CZ8kLjgqvSH,indicator_14,65.9432746
201710,Hardoi,MTIkUw5q5pX,indicator_14,73.32724556
201710,Hathras,m1IAjmqkoFC,indicator_14,65.13382432
201710,Jalaun,NL5xiiHZQSC,indicator_14,70.333714
201710,Jaunpur,gmw76vAUMqz,indicator_14,61.16932104
201710,Jhansi,Mq751wBMqGF,indicator_14,39.36050258
201710,Kannauj,IhQbDYRiF8w,indicator_14,79.39743821
201710,Kanpur Dehat,k3D0AumUCiC,indicator_14,81.10051357
201710,Kanpur Nagar,QVMRMhzVrrS,indicator_14,43.04693237
201710,Kasganj,hITp09XOBLZ,indicator_14,84.14561369
201710,Kaushambi,PAj0oVY0Dxu,indicator_14,70.50594097
201710,Kushinagar,xUeHwd9FQkg,indicator_14,57.45199337
201710,Lakhimpur Kheri,d9ZuMopgX29,indicator_14,65.75293699
201710,Lalitpur,fagfcadhxej,indicator_14,72.68239166
201710,Lucknow,MfHac5N78aK,indicator_14,78.30075788
201710,Maharajganj,AcnMkNGgc3S,indicator_14,66.86292982
201710,Mahoba,sUQMxIc3yXj,indicator_14,70.16587678
201710,Mainpuri,XBLhrSWGytu,indicator_14,43.67834916
201710,Mathura,KP2BUB1npih,indicator_14,62.4152359
201710,Maunathbhanjan,CBSB9v92AwT,indicator_14,68.80706026
201710,Meerut,v8YGmR7nOdj,indicator_14,55.95238095
201710,Mirzapur,UAicdMLyuk4,indicator_14,74.80553724
201710,Moradabad,YQNQoPjAIpV,indicator_14,63.46282652
201710,Muzaffarnagar,MVQs2RrS1Nw,indicator_14,72.62146893
201710,Pilibhit,c96jwckSd6j,indicator_14,64.33322248
201710,Pratapgarh,fz7bJo3egPX,indicator_14,78.61763704
201710,Prayagraj,tXgaew1Pd2Y,indicator_14,79.71655765
201710,Rae Bareli,lLvTDpBDY8u,indicator_14,60.66038691
201710,Rampur,IU006h5U7jj,indicator_14,66.796875
201710,Saharanpur,FKYZ3JbWq84,indicator_14,62.78613473
201710,Sambhal,YzHpzrN0eLv,indicator_14,52.82438048
201710,Sant Kabir Nagar,fe1yBApr2sl,indicator_14,70.4744186
201710,Shahjahanpur,GaiLSoQq1ue,indicator_14,65.56090414
201710,Shamli,AdiUcz9BXhx,indicator_14,75.96108211
201710,Shrawasti,oyTwneTbWDx,indicator_14,52.82674772
201710,Siddharth Nagar,cP0p8qfm3il,indicator_14,77.42257742
201710,Sitapur,XxaOowFtkiJ,indicator_14,72.69487413
201710,Sonbhadra,NNk3JP90QZ5,indicator_14,75.09706045
201710,Sultanpur,o4ZQTVcMI7U,indicator_14,56.42985075
201710,Unnav,aT03mfdlNiF,indicator_14,71.55276992
201710,Varanasi,LeuBT7KfuuA,indicator_14,67.61052632
201711,Agra,N5WWbRtsjWp,indicator_14,69.60078243
201711,Aligarh,frD2HOp3wAs,indicator_14,58.91838917
201711,Ambedkar Nagar,jM27ji8tyrM,indicator_14,73.95506792
201711,Amethi,StsLkYw1G0m,indicator_14,41.63385827
201711,Amroha,hgquAmZaNBu,indicator_14,76.61857196
201711,Auraiya,Bd6E8zkVvVt,indicator_14,83.1100879
201711,Ayodhya,b4XkXzoGqFY,indicator_14,62.25757246
201711,Azamgarh,NjckKfm3g0k,indicator_14,42.93765159
