calc_type,composite_index,composite_rank,date,district,district_id,div_map_id,division,domain,domain_index,domain_rank,indicator,indicator_id,indicator_ids,indicator_index,indicator_rank,map_id,perc_point,type,type_index,type_rank,value,year
p,0.5215437632508306,34.0,2020-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,post_natal_care,0.6994723673573502,27.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.6994723673573502,27.0,171,78.60410830999065,coverage,4.578239596846693,17.0,78.60410830999065,2021
p,0.5215437632508306,34.0,2020-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,immunization,0.8038578211760489,11.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.8191750606109289,13.0,171,93.51240854970592,coverage,4.578239596846693,17.0,93.51240854970592,2021
p,0.5215437632508306,34.0,2020-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,immunization,0.8038578211760489,11.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.7885405817411688,7.0,171,1.0917383056867256,quality,2.0133403228259894,22.0,1.0917383056867256,2021
p,0.5215437632508306,34.0,2020-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,communicable_diseases,0.5942282748783658,27.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.5217894311126641,35.0,171,70.79092029500565,coverage,4.578239596846693,17.0,70.79092029500565,2021
p,0.5215437632508306,34.0,2020-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,communicable_diseases,0.5942282748783658,27.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.6666671186440677,14.0,171,16.333333333333332,quality,2.0133403228259894,22.0,16.333333333333332,2021
p,0.5215437632508306,34.0,2020-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,family_planning,0.36472318925742897,6.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.2792154781185566,8.0,171,19.4459329114188,coverage,4.578239596846693,17.0,19.4459329114188,2021
p,0.5215437632508306,34.0,2020-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,family_planning,0.36472318925742897,6.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.4502309003963014,5.0,171,80.95124716609101,coverage,4.578239596846693,17.0,80.95124716609101,2021
p,0.5215437632508306,34.0,2020-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,finance,0.441873996076395,13.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.441873996076395,13.0,171,5002.037489812551,coverage,4.578239596846693,17.0,5002.037489812551,2021
p,0.5818223545118437,15.0,2020-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,ante_natal,0.809477825318312,11.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.809477825318312,11.0,190,89.00566009207785,coverage,4.696217623932942,13.0,89.00566009207785,2021
p,0.5818223545118437,15.0,2020-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,delivery_care,0.7109821001791121,16.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.5489080177241348,33.0,190,69.3253940914367,coverage,4.696217623932942,13.0,69.3253940914367,2021
n,0.5818223545118437,15.0,2020-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,delivery_care,0.7109821001791121,16.0,Still birth ratio,indicator_4,indicator_4,0.9837393684259156,2.0,190,3.070465233782891,quality,2.4148629367241914,5.0,3.070465233782891,2021
p,0.5818223545118437,15.0,2020-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,delivery_care,0.7109821001791121,16.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.3001494571936427,35.0,190,0.42003522876112187,quality,2.4148629367241914,5.0,6.823613426431682,2021
p,0.5818223545118437,15.0,2020-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,delivery_care,0.7109821001791121,16.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.3001494571936427,35.0,190,21.765295887662987,quality,2.4148629367241914,5.0,6.823613426431682,2021
p,0.5818223545118437,15.0,2020-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,post_natal_care,0.8633009686668008,13.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.8633009686668008,13.0,190,90.26779120836409,coverage,4.696217623932942,13.0,90.26779120836409,2021
p,0.5818223545118437,15.0,2020-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,immunization,0.7521143694631185,16.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,1.0,1.0,190,100.0,coverage,4.696217623932942,13.0,100.0,2021
p,0.5818223545118437,15.0,2020-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,immunization,0.7521143694631185,16.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.5042287389262371,48.0,190,0.932628241646645,quality,2.4148629367241914,5.0,0.932628241646645,2021
p,0.5818223545118437,15.0,2020-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,communicable_diseases,0.7781014914053104,7.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.9294576106322252,7.0,190,95.69127407949549,coverage,4.696217623932942,13.0,95.69127407949549,2021
p,0.5818223545118437,15.0,2020-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,communicable_diseases,0.7781014914053104,7.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.6267453721783957,17.0,190,15.97542242703533,quality,2.4148629367241914,5.0,15.97542242703533,2021
p,0.5818223545118437,15.0,2020-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,family_planning,0.08167523969626647,55.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.1191589261984126,29.0,190,8.520410731385585,coverage,4.696217623932942,13.0,8.520410731385585,2021
p,0.5818223545118437,15.0,2020-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,family_planning,0.08167523969626647,55.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.044191553194120325,71.0,190,16.345366993422967,coverage,4.696217623932942,13.0,16.345366993422967,2021
p,0.5818223545118437,15.0,2020-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,finance,0.38172272219893616,25.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.38172272219893616,25.0,190,4751.131221719456,coverage,4.696217623932942,13.0,4751.131221719456,2021
p,0.5089741212384621,40.0,2020-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,ante_natal,0.2875118660333751,56.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.2875118660333751,56.0,201,58.88490807814011,coverage,3.4603976747877447,47.0,58.88490807814011,2021
p,0.5089741212384621,40.0,2020-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,delivery_care,0.4662020730516387,47.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.5586272338399689,31.0,201,69.76791941685207,coverage,3.4603976747877447,47.0,69.76791941685207,2021
n,0.5089741212384621,40.0,2020-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,delivery_care,0.4662020730516387,47.0,Still birth ratio,indicator_4,indicator_4,0.8006798355979106,17.0,201,6.976438067658286,quality,1.7836204522814678,40.0,6.976438067658286,2021
p,0.5089741212384621,40.0,2020-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,delivery_care,0.4662020730516387,47.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.01964957485851844,71.0,201,0.0,quality,1.7836204522814678,40.0,0.609951845906902,2021
p,0.5089741212384621,40.0,2020-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,delivery_care,0.4662020730516387,47.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.01964957485851844,71.0,201,2.033172819689673,quality,1.7836204522814678,40.0,0.609951845906902,2021
p,0.5089741212384621,40.0,2020-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,post_natal_care,1.0,1.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,1.0,1.0,201,100.0,coverage,3.4603976747877447,47.0,100.0,2021
p,0.5089741212384621,40.0,2020-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,immunization,0.6124004129269376,43.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.6110848564539966,29.0,201,86.04660082462364,coverage,3.4603976747877447,47.0,86.04660082462364,2021
p,0.5089741212384621,40.0,2020-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,immunization,0.6124004129269376,43.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.6137159693998787,26.0,201,0.9939008220631133,quality,1.7836204522814678,40.0,0.9939008220631133,2021
p,0.5089741212384621,40.0,2020-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,communicable_diseases,0.35361168515026226,61.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.35764829787536395,44.0,201,60.76518737414681,coverage,3.4603976747877447,47.0,60.76518737414681,2021
p,0.5089741212384621,40.0,2020-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,communicable_diseases,0.35361168515026226,61.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.34957507242516056,38.0,201,13.490504256712509,quality,1.7836204522814678,40.0,13.490504256712509,2021
p,0.5089741212384621,40.0,2020-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,family_planning,0.12735195494573787,40.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.08206380360258764,43.0,201,5.988283306236865,coverage,3.4603976747877447,47.0,5.988283306236865,2021
p,0.5089741212384621,40.0,2020-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,family_planning,0.12735195494573787,40.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.1726401062888881,36.0,201,36.783119853519615,coverage,3.4603976747877447,47.0,36.783119853519615,2021
p,0.5089741212384621,40.0,2020-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,finance,0.3908215106935644,22.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.3908215106935644,22.0,201,4789.084583605132,coverage,3.4603976747877447,47.0,4789.084583605132,2021
p,0.5406998757156083,30.0,2020-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,ante_natal,0.36389107414588856,53.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.36389107414588856,53.0,161,63.2924736399435,coverage,4.387752082446575,23.0,63.2924736399435,2021
p,0.5406998757156083,30.0,2020-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,delivery_care,0.7159984867249037,15.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.6883540466581866,16.0,161,75.67450687959557,coverage,4.387752082446575,23.0,75.67450687959557,2021
n,0.5406998757156083,30.0,2020-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,delivery_care,0.7159984867249037,15.0,Still birth ratio,indicator_4,indicator_4,0.8002538408465042,18.0,161,6.985527591162808,quality,1.8697667693050208,32.0,6.985527591162808,2021
p,0.5406998757156083,30.0,2020-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,delivery_care,0.7159984867249037,15.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.3296937863350101,31.0,161,0.7409122482056031,quality,1.8697667693050208,32.0,7.47808237443917,2021
p,0.5406998757156083,30.0,2020-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,delivery_care,0.7159984867249037,15.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.3296937863350101,31.0,161,23.198146002317497,quality,1.8697667693050208,32.0,7.47808237443917,2021
p,0.5406998757156083,30.0,2020-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,post_natal_care,0.3839627419051487,62.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.3839627419051487,62.0,161,56.14158227213476,coverage,4.387752082446575,23.0,56.14158227213476,2021
p,0.5406998757156083,30.0,2020-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,immunization,0.7625017749387737,13.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.9313267806353966,6.0,161,97.53615960099752,coverage,4.387752082446575,23.0,97.53615960099752,2021
p,0.5406998757156083,30.0,2020-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,immunization,0.7625017749387737,13.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.5936767692421506,28.0,161,0.9826862402544914,quality,1.8697667693050208,32.0,0.9826862402544914,2021
p,0.5406998757156083,30.0,2020-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,communicable_diseases,0.5730711864406779,29.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,1.0,1.0,161,100.0,coverage,4.387752082446575,23.0,100.0,2021
p,0.5406998757156083,30.0,2020-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,communicable_diseases,0.5730711864406779,29.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.14614237288135587,64.0,161,11.666666666666664,quality,1.8697667693050208,32.0,11.666666666666664,2021
p,0.5406998757156083,30.0,2020-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,family_planning,0.30519718632231746,8.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.1264429619730423,26.0,161,9.017621832469267,coverage,4.387752082446575,23.0,9.017621832469267,2021
p,0.5406998757156083,30.0,2020-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,family_planning,0.30519718632231746,8.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.4839514106715926,4.0,161,86.31659725153952,coverage,4.387752082446575,23.0,86.31659725153952,2021
p,0.5406998757156083,30.0,2020-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,finance,0.4098230664573198,19.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.4098230664573198,19.0,161,4868.344907407407,coverage,4.387752082446575,23.0,4868.344907407407,2021
p,0.4542869485502553,63.0,2020-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,ante_natal,0.28469944648083945,57.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.28469944648083945,57.0,159,58.72261360204606,coverage,2.6364365170355812,67.0,58.72261360204606,2021
p,0.4542869485502553,63.0,2020-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,delivery_care,0.3110961032552129,70.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.2916240512819232,67.0,159,57.61100585095818,coverage,2.6364365170355812,67.0,57.61100585095818,2021
n,0.4542869485502553,63.0,2020-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,delivery_care,0.3110961032552129,70.0,Still birth ratio,indicator_4,indicator_4,0.5621954589572769,42.0,159,12.065020356007247,quality,1.3465195898646,66.0,12.065020356007247,2021
p,0.4542869485502553,63.0,2020-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,delivery_care,0.3110961032552129,70.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.03973439976321922,63.0,159,0.038229222417616025,quality,1.3465195898646,66.0,1.054872905491528,2021
p,0.4542869485502553,63.0,2020-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,delivery_care,0.3110961032552129,70.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.03973439976321922,63.0,159,3.4270414993306564,quality,1.3465195898646,66.0,1.054872905491528,2021
p,0.4542869485502553,63.0,2020-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,post_natal_care,0.5197355787159119,45.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.5197355787159119,45.0,159,65.80785117827108,coverage,2.6364365170355812,67.0,65.80785117827108,2021
p,0.4542869485502553,63.0,2020-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,immunization,0.5714593442140441,47.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.6385366961776152,25.0,159,87.03151098849541,coverage,2.6364365170355812,67.0,87.03151098849541,2021
p,0.4542869485502553,63.0,2020-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,immunization,0.5714593442140441,47.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.504381992250473,47.0,159,0.9327140071427008,quality,1.3465195898646,66.0,0.9327140071427008,2021
p,0.4542869485502553,63.0,2020-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,communicable_diseases,0.2960137222659324,66.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.35181970563823384,45.0,159,60.409177226528435,coverage,2.6364365170355812,67.0,60.409177226528435,2021
p,0.4542869485502553,63.0,2020-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,communicable_diseases,0.2960137222659324,66.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.2402077388936309,53.0,159,12.509992006394885,quality,1.3465195898646,66.0,12.509992006394885,2021
p,0.4542869485502553,63.0,2020-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,family_planning,0.0942737570356337,49.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.0205049928841068,74.0,159,1.7862550617649642,coverage,2.6364365170355812,67.0,1.7862550617649642,2021
p,0.4542869485502553,63.0,2020-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,family_planning,0.0942737570356337,49.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.16804252118716062,37.0,159,36.05158722198392,coverage,2.6364365170355812,67.0,36.05158722198392,2021
p,0.4542869485502553,63.0,2020-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,finance,0.3614735246697895,33.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.3614735246697895,33.0,159,4666.666666666667,coverage,2.6364365170355812,67.0,4666.666666666667,2021
p,0.4954991636798735,43.0,2020-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,ante_natal,0.5149323345009874,45.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.5149323345009874,45.0,172,72.00851396039094,coverage,3.188697511704381,56.0,72.00851396039094,2021
p,0.4954991636798735,43.0,2020-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,delivery_care,0.4454858979175691,50.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.5561414146317989,32.0,172,69.65473766012305,coverage,3.188697511704381,56.0,69.65473766012305,2021
n,0.4954991636798735,43.0,2020-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,delivery_care,0.4454858979175691,50.0,Still birth ratio,indicator_4,indicator_4,0.3950439117439218,61.0,172,15.631561756334285,quality,1.829975538354112,34.0,15.631561756334285,2021
p,0.4954991636798735,43.0,2020-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,delivery_care,0.4454858979175691,50.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.19263618368849336,42.0,172,0.5792372017132368,quality,1.829975538354112,34.0,4.441968587888569,2021
p,0.4954991636798735,43.0,2020-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,delivery_care,0.4454858979175691,50.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.19263618368849336,42.0,172,13.455008488964346,quality,1.829975538354112,34.0,4.441968587888569,2021
p,0.4954991636798735,43.0,2020-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,post_natal_care,0.5542899485603517,42.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.5542899485603517,42.0,172,68.2679296346414,coverage,3.188697511704381,56.0,68.2679296346414,2021
p,0.4954991636798735,43.0,2020-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,immunization,0.5084511350699659,60.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.5809899918729523,30.0,172,84.96686488325746,coverage,3.188697511704381,56.0,84.96686488325746,2021
p,0.4954991636798735,43.0,2020-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,immunization,0.5084511350699659,60.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.4359122782669795,59.0,172,0.8943961500008473,quality,1.829975538354112,34.0,0.8943961500008473,2021
p,0.4954991636798735,43.0,2020-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,communicable_diseases,0.6662459579884303,17.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.5261087513221436,34.0,172,71.05474417611231,coverage,3.188697511704381,56.0,71.05474417611231,2021
p,0.4954991636798735,43.0,2020-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,communicable_diseases,0.6662459579884303,17.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.8063831646547172,5.0,172,17.585931254996005,quality,1.829975538354112,34.0,17.585931254996005,2021
p,0.4954991636798735,43.0,2020-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,family_planning,0.07852215392890052,58.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.02305209813198886,73.0,172,1.9601214517800305,coverage,3.188697511704381,56.0,1.9601214517800305,2021
p,0.4954991636798735,43.0,2020-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,family_planning,0.07852215392890052,58.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.1339922097258122,47.0,172,30.633761690364885,coverage,3.188697511704381,56.0,30.633761690364885,2021
p,0.4954991636798735,43.0,2020-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,finance,0.2991907629583455,60.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.2991907629583455,60.0,172,4406.869420487215,coverage,3.188697511704381,56.0,4406.869420487215,2021
p,0.6020782371954927,7.0,2020-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,1.0,1.0,147,100.0,coverage,5.714901911610989,2.0,100.0,2021
p,0.6020782371954927,7.0,2020-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,delivery_care,0.4816084768914368,44.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.4626253336129656,41.0,147,65.3968598959884,coverage,5.714901911610989,2.0,65.3968598959884,2021
n,0.6020782371954927,7.0,2020-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,delivery_care,0.4816084768914368,44.0,Still birth ratio,indicator_4,indicator_4,0.8186342508458653,13.0,147,6.593341611968541,quality,1.8038576900817047,37.0,6.593341611968541,2021
p,0.6020782371954927,7.0,2020-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,delivery_care,0.4816084768914368,44.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.08178292310773991,55.0,147,0.10950785879927853,quality,1.8038576900817047,37.0,1.9863360200160884,2021
p,0.6020782371954927,7.0,2020-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,delivery_care,0.4816084768914368,44.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.08178292310773991,55.0,147,6.365601729521979,quality,1.8038576900817047,37.0,1.9863360200160884,2021
p,0.6020782371954927,7.0,2020-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,post_natal_care,0.7651517417450869,23.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.7651517417450869,23.0,147,83.28011353556856,coverage,5.714901911610989,2.0,83.28011353556856,2021
p,0.6020782371954927,7.0,2020-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,immunization,0.9517202580640498,2.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,1.0,1.0,147,100.0,coverage,5.714901911610989,2.0,100.0,2021
p,0.6020782371954927,7.0,2020-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,immunization,0.9517202580640498,2.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.9034405161280996,2.0,147,1.1560400095394414,quality,1.8038576900817047,37.0,1.1560400095394414,2021
p,0.6020782371954927,7.0,2020-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,communicable_diseases,0.5,43.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,1.0,1.0,147,100.0,coverage,5.714901911610989,2.0,100.0,2021
p,0.6020782371954927,7.0,2020-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,communicable_diseases,0.5,43.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.0,75.0,147,10.35645472061657,quality,1.8038576900817047,37.0,10.35645472061657,2021
p,0.6020782371954927,7.0,2020-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,family_planning,0.5546385672287599,3.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.10927713445751992,33.0,147,7.845875802647037,coverage,5.714901911610989,2.0,7.845875802647037,2021
p,0.6020782371954927,7.0,2020-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,family_planning,0.5546385672287599,3.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,1.0,1.0,147,168.4263079363625,coverage,5.714901911610989,2.0,168.4263079363625,2021
p,0.6020782371954927,7.0,2020-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,finance,0.3778477017954168,26.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.3778477017954168,26.0,147,4734.9675256652,coverage,5.714901911610989,2.0,4734.9675256652,2021
p,0.6169319686998025,4.0,2020-04-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,ante_natal,0.7447049827034629,16.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.7447049827034629,16.0,141,85.26785555725252,coverage,4.668554257873035,14.0,85.26785555725252,2021
p,0.6169319686998025,4.0,2020-04-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,delivery_care,0.7658371511872161,11.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.9010432976581696,4.0,141,85.35845452407506,coverage,4.668554257873035,14.0,85.35845452407506,2021
n,0.6169319686998025,4.0,2020-04-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,delivery_care,0.7658371511872161,11.0,Still birth ratio,indicator_4,indicator_4,0.6225970612044373,35.0,141,10.77622094821229,quality,1.713095392715492,48.0,10.77622094821229,2021
p,0.6169319686998025,4.0,2020-04-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,delivery_care,0.7658371511872161,11.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.38693554734952057,23.0,141,1.5073329712112982,quality,1.713095392715492,48.0,8.746107616576344,2021
