calc_type,composite_index,composite_rank,date,district,district_id,div_map_id,division,domain,domain_index,domain_rank,indicator,indicator_id,indicator_ids,indicator_index,indicator_rank,map_id,perc_point,type,type_index,type_rank,value,year
n,0.365158377,66.0,2018-04-01,Sambhal,YzHpzrN0eLv,134,Moradabad Division,data_quality,0.721441398,28.0,% of facilities reported outlier for the identified indicators of ranking,indicator_13,indicator_13,0.77741871,34.0,205,2.34375,data_quality,0.721441398,28.0,,2019
p,0.365158377,66.0,2018-04-01,Sambhal,YzHpzrN0eLv,134,Moradabad Division,data_quality,0.721441398,28.0,% of facilities reported non blank value (including zero) for the identified indicators of ranking,indicator_14,indicator_14,0.6654640860000001,39.0,205,71.90754707,data_quality,0.721441398,28.0,,2019
n,0.5327658710000001,11.0,2018-04-01,Mahoba,sUQMxIc3yXj,170,Chitrakoot Division,data_quality,0.692782593,33.0,% of facilities reported outlier for the identified indicators of ranking,indicator_13,indicator_13,0.949007987,6.0,169,1.129943503,data_quality,0.692782593,33.0,,2019
p,0.5327658710000001,11.0,2018-04-01,Mahoba,sUQMxIc3yXj,170,Chitrakoot Division,data_quality,0.692782593,33.0,% of facilities reported non blank value (including zero) for the identified indicators of ranking,indicator_14,indicator_14,0.436557199,59.0,169,62.80015798,data_quality,0.692782593,33.0,,2019
n,0.443149685,47.0,2018-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,data_quality,0.8471991,8.0,% of facilities reported outlier for the identified indicators of ranking,indicator_13,indicator_13,0.8517154490000001,21.0,160,1.818181818,data_quality,0.8471991,8.0,,2019
p,0.443149685,47.0,2018-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,data_quality,0.8471991,8.0,% of facilities reported non blank value (including zero) for the identified indicators of ranking,indicator_14,indicator_14,0.8426827509999999,12.0,160,78.95844609,data_quality,0.8471991,8.0,,2019
n,0.3866383,63.0,2018-04-01,Chandauli,ClbehnmwSec,195,Varanasi Division,data_quality,0.34745658700000004,71.0,% of facilities reported outlier for the identified indicators of ranking,indicator_13,indicator_13,0.426292184,65.0,196,4.827586207,data_quality,0.34745658700000004,71.0,,2019
p,0.3866383,63.0,2018-04-01,Chandauli,ClbehnmwSec,195,Varanasi Division,data_quality,0.34745658700000004,71.0,% of facilities reported non blank value (including zero) for the identified indicators of ranking,indicator_14,indicator_14,0.268620989,69.0,196,56.11857477,data_quality,0.34745658700000004,71.0,,2019
n,0.353331086,69.0,2018-04-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,data_quality,0.426167244,66.0,% of facilities reported outlier for the identified indicators of ranking,indicator_13,indicator_13,0.444018154,63.0,199,4.702194357,data_quality,0.426167244,66.0,,2019
p,0.353331086,69.0,2018-04-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,data_quality,0.426167244,66.0,% of facilities reported non blank value (including zero) for the identified indicators of ranking,indicator_14,indicator_14,0.408316334,63.0,199,61.6765546,data_quality,0.426167244,66.0,,2019
n,0.55728792,8.0,2018-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,data_quality,0.628359201,45.0,% of facilities reported outlier for the identified indicators of ranking,indicator_13,indicator_13,0.591352796,52.0,167,3.659962879,data_quality,0.628359201,45.0,,2019
p,0.55728792,8.0,2018-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,data_quality,0.628359201,45.0,% of facilities reported non blank value (including zero) for the identified indicators of ranking,indicator_14,indicator_14,0.665365606,40.0,167,71.90362892,data_quality,0.628359201,45.0,,2019
n,0.412522863,53.0,2018-04-01,Pratapgarh,fz7bJo3egPX,172,Prayagraj Division,data_quality,0.67564678,38.0,% of facilities reported outlier for the identified indicators of ranking,indicator_13,indicator_13,0.515084868,59.0,173,4.1994750660000015,data_quality,0.67564678,38.0,,2019
p,0.412522863,53.0,2018-04-01,Pratapgarh,fz7bJo3egPX,172,Prayagraj Division,data_quality,0.67564678,38.0,% of facilities reported non blank value (including zero) for the identified indicators of ranking,indicator_14,indicator_14,0.836208692,13.0,173,78.70086634,data_quality,0.67564678,38.0,,2019
n,0.415451523,52.0,2018-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,data_quality,0.30233413600000003,72.0,% of facilities reported outlier for the identified indicators of ranking,indicator_13,indicator_13,0.478119229,61.0,147,4.4609665430000005,data_quality,0.30233413600000003,72.0,,2019
p,0.415451523,52.0,2018-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,data_quality,0.30233413600000003,72.0,% of facilities reported non blank value (including zero) for the identified indicators of ranking,indicator_14,indicator_14,0.126549043,72.0,147,50.46603842,data_quality,0.30233413600000003,72.0,,2019
n,0.38549932,64.0,2018-04-01,Ayodhya,b4XkXzoGqFY,176,Ayodhya Division,data_quality,0.539294949,59.0,% of facilities reported outlier for the identified indicators of ranking,indicator_13,indicator_13,0.259816175,68.0,177,6.005221932,data_quality,0.539294949,59.0,,2019
p,0.38549932,64.0,2018-04-01,Ayodhya,b4XkXzoGqFY,176,Ayodhya Division,data_quality,0.539294949,59.0,% of facilities reported non blank value (including zero) for the identified indicators of ranking,indicator_14,indicator_14,0.818773724,16.0,177,78.00719111,data_quality,0.539294949,59.0,,2019
p,0.585971874,13.0,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,1.0,1.0,142,100.0,coverage,4.961381611,19.0,100.0,2020
p,0.585971874,13.0,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,delivery_care,0.501411522,43.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.479318794,35.0,142,71.40658105,coverage,4.961381611,19.0,71.40658105,2020
n,0.585971874,13.0,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,delivery_care,0.501411522,43.0,Still birth ratio,indicator_4,indicator_4,0.907125379,7.0,142,5.965407695,quality,1.5616526030000002,37.0,5.965407695,2020
p,0.585971874,13.0,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,delivery_care,0.501411522,43.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.058895197,65.0,142,0.0,quality,1.5616526030000002,37.0,1.38028169,2020
p,0.585971874,13.0,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,delivery_care,0.501411522,43.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.058895197,65.0,142,4.600938967,quality,1.5616526030000002,37.0,1.38028169,2020
p,0.585971874,13.0,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,post_natal_care,0.6519734420000001,29.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.6519734420000001,29.0,142,73.22316739,coverage,4.961381611,19.0,73.22316739,2020
p,0.585971874,13.0,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,immunization,0.797816014,33.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,1.0,1.0,142,100.0,coverage,4.961381611,19.0,100.0,2020
p,0.585971874,13.0,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,immunization,0.797816014,33.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.5956320270000001,38.0,142,0.994890069,quality,1.5616526030000002,37.0,0.994890069,2020
p,0.585971874,13.0,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,communicable_diseases,0.464824533,4.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.929649067,4.0,142,95.31417723,coverage,4.961381611,19.0,95.31417723,2020
p,0.585971874,13.0,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,communicable_diseases,0.464824533,4.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.0,1.0,142,100.0,quality,1.5616526030000002,37.0,100.0,2020
p,0.585971874,13.0,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,family_planning,0.189665337,32.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.136358199,33.0,142,8.489841358,coverage,4.961381611,19.0,8.489841358,2020
p,0.585971874,13.0,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,family_planning,0.189665337,32.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.242972476,31.0,142,34.1227425,coverage,4.961381611,19.0,34.1227425,2020
p,0.585971874,13.0,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,finance,0.521109633,24.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.521109633,24.0,142,24905.50595,coverage,4.961381611,19.0,24905.50595,2020
p,0.534400048,38.0,2019-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,ante_natal,0.34196831,51.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.34196831,51.0,201,68.62044317,coverage,4.193456049,41.0,68.62044317,2020
p,0.534400048,38.0,2019-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,delivery_care,0.41770857,61.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.442675018,41.0,201,69.3942733,coverage,4.193456049,41.0,69.3942733,2020
n,0.534400048,38.0,2019-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,delivery_care,0.41770857,61.0,Still birth ratio,indicator_4,indicator_4,0.731506752,39.0,201,10.63164478,quality,1.346325084,58.0,10.63164478,2020
p,0.534400048,38.0,2019-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,delivery_care,0.41770857,61.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.03947197,68.0,201,0.0,quality,1.346325084,58.0,0.925074385,2020
p,0.534400048,38.0,2019-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,delivery_care,0.41770857,61.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.03947197,68.0,201,3.083581282,quality,1.346325084,58.0,0.925074385,2020
p,0.534400048,38.0,2019-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,post_natal_care,0.90057813,8.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.90057813,8.0,201,92.35057576,coverage,4.193456049,41.0,92.35057576,2020
p,0.534400048,38.0,2019-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,immunization,0.787673181,42.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,1.0,1.0,201,100.0,coverage,4.193456049,41.0,100.0,2020
p,0.534400048,38.0,2019-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,immunization,0.787673181,42.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.575346362,47.0,201,0.980942121,quality,1.346325084,58.0,0.980942121,2020
p,0.534400048,38.0,2019-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,communicable_diseases,0.34077195200000004,24.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.681543905,24.0,201,78.7887843,coverage,4.193456049,41.0,78.7887843,2020
p,0.534400048,38.0,2019-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,communicable_diseases,0.34077195200000004,24.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.0,1.0,201,100.0,quality,1.346325084,58.0,100.0,2020
p,0.534400048,38.0,2019-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,family_planning,0.146342428,47.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.103438493,43.0,201,6.5717000410000015,coverage,4.193456049,41.0,6.5717000410000015,2020
p,0.534400048,38.0,2019-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,family_planning,0.146342428,47.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.189246362,49.0,201,27.40227854,coverage,4.193456049,41.0,27.40227854,2020
p,0.534400048,38.0,2019-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,finance,0.5340058320000001,20.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.5340058320000001,20.0,201,25027.21533000001,coverage,4.193456049,41.0,25027.21533000001,2020
p,0.594559615,9.0,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,ante_natal,0.690469908,29.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.690469908,29.0,197,85.2394387,coverage,5.042893913,15.0,85.2394387,2020
p,0.594559615,9.0,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,delivery_care,0.8151721270000001,11.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.551058581,27.0,197,75.34620045,coverage,5.042893913,15.0,75.34620045,2020
n,0.594559615,9.0,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,delivery_care,0.8151721270000001,11.0,Still birth ratio,indicator_4,indicator_4,0.739148013,35.0,197,10.42861428,quality,1.978925161,8.0,10.42861428,2020
p,0.594559615,9.0,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,delivery_care,0.8151721270000001,11.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.577654893,10.0,197,1.451938982,quality,1.978925161,8.0,13.53805599,2020
p,0.594559615,9.0,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,delivery_care,0.8151721270000001,11.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.577654893,10.0,197,41.73899566,quality,1.978925161,8.0,13.53805599,2020
p,0.594559615,9.0,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,post_natal_care,0.859946835,13.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.859946835,13.0,197,89.22444259,coverage,5.042893913,15.0,89.22444259,2020
p,0.594559615,9.0,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,immunization,0.831061127,19.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,1.0,1.0,197,100.0,coverage,5.042893913,15.0,100.0,2020
p,0.594559615,9.0,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,immunization,0.831061127,19.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.662122255,25.0,197,1.040607188,quality,1.978925161,8.0,1.040607188,2020
p,0.594559615,9.0,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,communicable_diseases,0.384636874,21.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.769273749,21.0,197,84.63215384,coverage,5.042893913,15.0,84.63215384,2020
p,0.594559615,9.0,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,communicable_diseases,0.384636874,21.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.0,1.0,197,100.0,quality,1.978925161,8.0,100.0,2020
p,0.594559615,9.0,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,family_planning,0.322449424,13.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.346658414,8.0,197,20.74346009,coverage,5.042893913,15.0,20.74346009,2020
p,0.594559615,9.0,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,family_planning,0.322449424,13.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.298240434,16.0,197,41.03607196,coverage,5.042893913,15.0,41.03607196,2020
p,0.594559615,9.0,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,finance,0.527245992,22.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.527245992,22.0,197,24963.41856,coverage,5.042893913,15.0,24963.41856,2020
p,0.578411894,16.0,2019-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,ante_natal,0.7283412579999999,26.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.7283412579999999,26.0,136,87.04540973,coverage,4.199142261,40.0,87.04540973,2020
p,0.578411894,16.0,2019-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,delivery_care,0.574348851,37.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.310570866,67.0,136,62.13972036,coverage,4.199142261,40.0,62.13972036,2020
n,0.578411894,16.0,2019-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,delivery_care,0.574348851,37.0,Still birth ratio,indicator_4,indicator_4,0.813445799,20.0,136,8.454500899,quality,1.721957728,23.0,8.454500899,2020
p,0.578411894,16.0,2019-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,delivery_care,0.574348851,37.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.299514944,33.0,136,3.20654726,quality,1.721957728,23.0,7.019502696,2020
p,0.578411894,16.0,2019-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,delivery_care,0.574348851,37.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.299514944,33.0,136,15.91639871,quality,1.721957728,23.0,7.019502696,2020
p,0.578411894,16.0,2019-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,post_natal_care,0.6819219559999999,27.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.6819219559999999,27.0,136,75.52737752,coverage,4.199142261,40.0,75.52737752,2020
p,0.578411894,16.0,2019-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,immunization,0.804498492,28.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,1.0,1.0,136,100.0,coverage,4.199142261,40.0,100.0,2020
p,0.578411894,16.0,2019-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,immunization,0.804498492,28.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.608996985,34.0,136,1.0040795,quality,1.721957728,23.0,1.0040795,2020
p,0.578411894,16.0,2019-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,communicable_diseases,0.423686291,13.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.847372583,13.0,136,89.83403641,coverage,4.199142261,40.0,89.83403641,2020
p,0.578411894,16.0,2019-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,communicable_diseases,0.423686291,13.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.0,1.0,136,100.0,quality,1.721957728,23.0,100.0,2020
p,0.578411894,16.0,2019-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,family_planning,0.104407794,70.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.061229868,62.0,136,4.1123188530000006,coverage,4.199142261,40.0,4.1123188530000006,2020
p,0.578411894,16.0,2019-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,family_planning,0.104407794,70.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.14758572,64.0,136,22.19105394,coverage,4.199142261,40.0,22.19105394,2020
p,0.578411894,16.0,2019-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,finance,0.422120011,43.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.422120011,43.0,136,23971.2799,coverage,4.199142261,40.0,23971.2799,2020
p,0.487176753,54.0,2019-04-01,Basti,J1P16zQEOUT,185,Basti Division,ante_natal,0.733666446,24.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.733666446,24.0,185,87.29935194,coverage,3.633096286,57.0,87.29935194,2020
p,0.487176753,54.0,2019-04-01,Basti,J1P16zQEOUT,185,Basti Division,delivery_care,0.6326576620000001,28.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.271768934,70.0,185,60.00889661,coverage,3.633096286,57.0,60.00889661,2020
n,0.487176753,54.0,2019-04-01,Basti,J1P16zQEOUT,185,Basti Division,delivery_care,0.6326576620000001,28.0,Still birth ratio,indicator_4,indicator_4,0.7564668259999999,29.0,185,9.968448489,quality,1.681002984,28.0,9.968448489,2020
p,0.487176753,54.0,2019-04-01,Basti,J1P16zQEOUT,185,Basti Division,delivery_care,0.6326576620000001,28.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.434868614,18.0,185,1.957953102,quality,1.681002984,28.0,10.19168314,2020
p,0.487176753,54.0,2019-04-01,Basti,J1P16zQEOUT,185,Basti Division,delivery_care,0.6326576620000001,28.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.434868614,18.0,185,29.40371991,quality,1.681002984,28.0,10.19168314,2020
p,0.487176753,54.0,2019-04-01,Basti,J1P16zQEOUT,185,Basti Division,post_natal_care,0.762928823,18.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.762928823,18.0,185,81.75996895,coverage,3.633096286,57.0,81.75996895,2020
p,0.487176753,54.0,2019-04-01,Basti,J1P16zQEOUT,185,Basti Division,immunization,0.4878006170000001,71.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,0.48593369,12.0,185,76.62910875,coverage,3.633096286,57.0,76.62910875,2020
p,0.487176753,54.0,2019-04-01,Basti,J1P16zQEOUT,185,Basti Division,immunization,0.4878006170000001,71.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.489667545,64.0,185,0.922031379,quality,1.681002984,28.0,0.922031379,2020
p,0.487176753,54.0,2019-04-01,Basti,J1P16zQEOUT,185,Basti Division,communicable_diseases,0.408966118,14.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.817932236,14.0,185,87.87312073,coverage,3.633096286,57.0,87.87312073,2020
p,0.487176753,54.0,2019-04-01,Basti,J1P16zQEOUT,185,Basti Division,communicable_diseases,0.408966118,14.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.0,1.0,185,100.0,quality,1.681002984,28.0,100.0,2020
p,0.487176753,54.0,2019-04-01,Basti,J1P16zQEOUT,185,Basti Division,family_planning,0.17311222399999998,38.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.071011786,59.0,185,4.682284451,coverage,3.633096286,57.0,4.682284451,2020
p,0.487176753,54.0,2019-04-01,Basti,J1P16zQEOUT,185,Basti Division,family_planning,0.17311222399999998,38.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.275212663,25.0,185,38.15558614,coverage,3.633096286,57.0,38.15558614,2020
p,0.487176753,54.0,2019-04-01,Basti,J1P16zQEOUT,185,Basti Division,finance,0.214641709,66.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.214641709,66.0,185,22013.17933000001,coverage,3.633096286,57.0,22013.17933000001,2020
p,0.5580869860000001,27.0,2019-04-01,Agra,N5WWbRtsjWp,146,Agra Division,ante_natal,0.638680271,35.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.638680271,35.0,146,82.76974631,coverage,4.676341612,28.0,82.76974631,2020
p,0.5580869860000001,27.0,2019-04-01,Agra,N5WWbRtsjWp,146,Agra Division,delivery_care,0.835855135,9.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.821913012,7.0,146,90.22028107,coverage,4.676341612,28.0,90.22028107,2020
n,0.5580869860000001,27.0,2019-04-01,Agra,N5WWbRtsjWp,146,Agra Division,delivery_care,0.835855135,9.0,Still birth ratio,indicator_4,indicator_4,0.842764409,14.0,146,7.675497042000001,quality,1.868845119,13.0,7.675497042000001,2020
p,0.5580869860000001,27.0,2019-04-01,Agra,N5WWbRtsjWp,146,Agra Division,delivery_care,0.835855135,9.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.421443991,20.0,146,0.66791479,quality,1.868845119,13.0,9.877060529,2020
p,0.5580869860000001,27.0,2019-04-01,Agra,N5WWbRtsjWp,146,Agra Division,delivery_care,0.835855135,9.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.421443991,20.0,146,31.36506725,quality,1.868845119,13.0,9.877060529,2020
p,0.5580869860000001,27.0,2019-04-01,Agra,N5WWbRtsjWp,146,Agra Division,post_natal_care,0.5075618279999999,47.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),indicator_5,indicator_5,0.5075618279999999,47.0,146,62.11227499,coverage,4.676341612,28.0,62.11227499,2020
p,0.5580869860000001,27.0,2019-04-01,Agra,N5WWbRtsjWp,146,Agra Division,immunization,0.802318359,31.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,indicator_7,1.0,1.0,146,100.0,coverage,4.676341612,28.0,100.0,2020
p,0.5580869860000001,27.0,2019-04-01,Agra,N5WWbRtsjWp,146,Agra Division,immunization,0.802318359,31.0,Ratio of Pentavalent 3 to BCG,indicator_6,indicator_6,0.6046367189999999,37.0,146,1.001081483,quality,1.868845119,13.0,1.001081483,2020
p,0.5580869860000001,27.0,2019-04-01,Agra,N5WWbRtsjWp,146,Agra Division,communicable_diseases,0.26212597,37.0,% of PW screened for HIV against estimated pregnancy,indicator_11,indicator_11,0.524251941,37.0,146,68.31213199,coverage,4.676341612,28.0,68.31213199,2020
p,0.5580869860000001,27.0,2019-04-01,Agra,N5WWbRtsjWp,146,Agra Division,communicable_diseases,0.26212597,37.0,Total case notification rate of TB against expected TB cases,indicator_10,indicator_10,0.0,1.0,146,100.0,quality,1.868845119,13.0,100.0,2020
p,0.5580869860000001,27.0,2019-04-01,Agra,N5WWbRtsjWp,146,Agra Division,family_planning,0.351005683,11.0,Permanent Method accepted per 1000 EC,indicator_8,indicator_8,0.236058762,16.0,146,14.29912068,coverage,4.676341612,28.0,14.29912068,2020
p,0.5580869860000001,27.0,2019-04-01,Agra,N5WWbRtsjWp,146,Agra Division,family_planning,0.351005683,11.0,Reversible Method accepted per 1000 EC,indicator_9,indicator_9,0.465952604,10.0,146,62.01476424,coverage,4.676341612,28.0,62.01476424,2020
p,0.5580869860000001,27.0,2019-04-01,Agra,N5WWbRtsjWp,146,Agra Division,finance,0.481923193,33.0,Per ASHA expenditure of ASHA incentive fund,indicator_12,indicator_12,0.481923193,33.0,146,24535.67937,coverage,4.676341612,28.0,24535.67937,2020
p,0.496195816,50.0,2019-04-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,ante_natal,0.603412162,36.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,indicator_1,indicator_1,0.603412162,36.0,179,81.08791598,coverage,4.803026251,23.0,81.08791598,2020
p,0.496195816,50.0,2019-04-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,delivery_care,0.507303828,42.0,% of pregnant women delivered in institution against estimated delivery,indicator_2,indicator_2,0.7562137859999999,12.0,179,86.61238152,coverage,4.803026251,23.0,86.61238152,2020
n,0.496195816,50.0,2019-04-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,delivery_care,0.507303828,42.0,Still birth ratio,indicator_4,indicator_4,0.108365896,74.0,179,27.188675300000003,quality,0.977986917,74.0,27.188675300000003,2020
p,0.496195816,50.0,2019-04-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,delivery_care,0.507303828,42.0,% of C-section delivery against reported delivery (70% weightage to CHC),indicator_31,indicator_31,0.3286659,27.0,179,1.807160662,quality,0.977986917,74.0,7.70269136,2020
p,0.496195816,50.0,2019-04-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,delivery_care,0.507303828,42.0,% of C-section delivery against reported delivery (30% to DH),indicator_32,indicator_32,0.3286659,27.0,179,21.45892966,quality,0.977986917,74.0,7.70269136,2020
