block_id,date,indicator_id,perc_point
iobObmzVNqo,201710,indicator_15,80.75471698
DPIQ2VWtvGl,201710,indicator_15,22.29402262
eV15qufBx79,201710,indicator_15,82.85714286
iqYgALY5y5A,201710,indicator_15,76
TNFp3ouQZzy,201710,indicator_15,81.99718706
PskcWzXXxHt,201710,indicator_15,78.27669903
RjTiJ3wL4Ir,201710,indicator_15,78.07133421
CUTzCqh1nRn,201710,indicator_15,94.65020576
xiUPA06ix22,201710,indicator_15,84.70588235
tZd8rrGLhlU,201710,indicator_15,50.61391542
vKblzOJTuGM,201710,indicator_15,32.30769231
JGBdoOZp18V,201710,indicator_15,82.24299065
PlRYdgqkTLD,201710,indicator_15,81.94444444
hO5EeDRnO8S,201710,indicator_15,76.57784011
NWLheaE7Ac4,201710,indicator_15,81.05263158
sGuuKBoA9Rh,201710,indicator_15,14.11149826
mqJOhnNW2ce,201710,indicator_15,80.60200669
CSr734nIeVU,201710,indicator_15,60.37735849
JNhW47eyrRv,201710,indicator_15,73.26057299
HHlxYUknESU,201710,indicator_15,74.03189066
bUb6dbgNp7o,201710,indicator_15,81.87919463
WFVLpMb2xKo,201710,indicator_15,80.66860465
uHgTlwfqKI8,201710,indicator_15,73.42747112
qSjbxzH099H,201710,indicator_15,36.55913978
Ae6KfBl84FW,201710,indicator_15,8.550855086
pYWjwOoijbJ,201710,indicator_15,85.02994012
ayWFJQ6ulBH,201710,indicator_15,87.44525547
uIkxxtBPd1K,201710,indicator_15,81.1533052
dgOT0Nq7Zja,201710,indicator_15,83.63636364
Ygt5E2MGGWd,201710,indicator_15,100
A8jhC64rvlS,201710,indicator_15,70.15706806
Xkw9hBGJS6I,201710,indicator_15,85.72984749
O5BIieG3GQR,201710,indicator_15,85.90522479
iT6mwbFSnli,201710,indicator_15,80.37383178
JUDfktiXVjn,201710,indicator_15,82.53275109
guhyL5WpMTF,201710,indicator_15,84.63855422
baHOn9wfzJ1,201710,indicator_15,86.08608609
UqkEQavyage,201710,indicator_15,83.94366197
Uqr9pGSBzRf,201710,indicator_15,84.46455505
lMDCwvmApOX,201710,indicator_15,109.0909091
ogSTp4HnpXK,201710,indicator_15,68.33073323
