block,block_id,calc_type,date,district,district_id,division,domain,indicator,indicator_id,perc_point,quarter,type,year
Unnav Auras,wk2JVEOAFPl,p,2019-10-01,Unnav,aT03mfdlNiF,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2020
Ramia Behar,yl4FsPXJXvw,p,2017-10-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2018
Ramia Behar,yl4FsPXJXvw,p,2018-01-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,27.90697674418605,4,ANC,2018
Ramia Behar,yl4FsPXJXvw,p,2018-04-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,22.222222222222207,1,ANC,2019
Ramia Behar,yl4FsPXJXvw,p,2018-07-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,30.555555555555557,2,ANC,2019
Ramia Behar,yl4FsPXJXvw,p,2018-10-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,34.04255319148936,3,ANC,2019
Ramia Behar,yl4FsPXJXvw,p,2019-01-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,59.57446808510638,4,ANC,2019
Ramia Behar,yl4FsPXJXvw,p,2019-04-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,46.153846153846146,1,ANC,2020
Ramia Behar,yl4FsPXJXvw,p,2019-07-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,58.41584158415842,2,ANC,2020
Ramia Behar,yl4FsPXJXvw,p,2019-10-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,39.16666666666666,3,ANC,2020
Behedi,fO0hzktt79F,p,2017-10-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,3,ANC,2018
Behedi,fO0hzktt79F,p,2018-04-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,1,ANC,2019
Behedi,fO0hzktt79F,p,2018-07-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,2,ANC,2019
Behedi,fO0hzktt79F,p,2018-10-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,3,ANC,2019
Behedi,fO0hzktt79F,p,2019-01-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ANC,% of severe anaemic PW treated,indicator_4,50.0,4,ANC,2019
Behedi,fO0hzktt79F,p,2019-04-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,1,ANC,2020
Behedi,fO0hzktt79F,p,2019-07-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ANC,% of severe anaemic PW treated,indicator_4,88.88888888888891,2,ANC,2020
Behedi,fO0hzktt79F,p,2019-10-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ANC,% of severe anaemic PW treated,indicator_4,81.81818181818183,3,ANC,2020
Manjhwan,BLgq44ZJkKh,p,2017-10-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2018
Manjhwan,BLgq44ZJkKh,p,2018-01-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2018
Manjhwan,BLgq44ZJkKh,p,2018-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2019
Manjhwan,BLgq44ZJkKh,p,2018-07-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2019
Manjhwan,BLgq44ZJkKh,p,2018-10-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2019
Manjhwan,BLgq44ZJkKh,p,2019-01-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2019
Manjhwan,BLgq44ZJkKh,p,2019-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2020
Manjhwan,BLgq44ZJkKh,p,2019-07-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ANC,% of severe anaemic PW treated,indicator_4,16.0,2,ANC,2020
Manjhwan,BLgq44ZJkKh,p,2019-10-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ANC,% of severe anaemic PW treated,indicator_4,27.27272727272727,3,ANC,2020
Rae Bareli Lalganj,sd2I8M3xhLQ,p,2017-10-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,18.0,3,ANC,2018
Rae Bareli Lalganj,sd2I8M3xhLQ,p,2018-01-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,38.095238095238095,4,ANC,2018
Rae Bareli Lalganj,sd2I8M3xhLQ,p,2018-04-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,23.684210526315788,1,ANC,2019
Rae Bareli Lalganj,sd2I8M3xhLQ,p,2018-07-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,16.216216216216218,2,ANC,2019
Rae Bareli Lalganj,sd2I8M3xhLQ,p,2018-10-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,27.90697674418605,3,ANC,2019
Rae Bareli Lalganj,sd2I8M3xhLQ,p,2019-01-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2019
Rae Bareli Lalganj,sd2I8M3xhLQ,p,2019-04-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,46.153846153846146,1,ANC,2020
Rae Bareli Lalganj,sd2I8M3xhLQ,p,2019-07-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,33.33333333333333,2,ANC,2020
Rae Bareli Lalganj,sd2I8M3xhLQ,p,2019-10-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ANC,% of severe anaemic PW treated,indicator_4,41.17647058823529,3,ANC,2020
Ghazipur Birona,zv6Gc6aGnXd,p,2017-10-01,Ghazipur,dScWdMRN8PL,Varanasi Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2018
Ghazipur Birona,zv6Gc6aGnXd,p,2018-01-01,Ghazipur,dScWdMRN8PL,Varanasi Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2018
Ghazipur Birona,zv6Gc6aGnXd,p,2018-04-01,Ghazipur,dScWdMRN8PL,Varanasi Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2019
Ghazipur Birona,zv6Gc6aGnXd,p,2018-07-01,Ghazipur,dScWdMRN8PL,Varanasi Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2019
Ghazipur Birona,zv6Gc6aGnXd,p,2018-10-01,Ghazipur,dScWdMRN8PL,Varanasi Division,ANC,% of severe anaemic PW treated,indicator_4,25.0,3,ANC,2019
Ghazipur Birona,zv6Gc6aGnXd,p,2019-01-01,Ghazipur,dScWdMRN8PL,Varanasi Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2019
Ghazipur Birona,zv6Gc6aGnXd,p,2019-04-01,Ghazipur,dScWdMRN8PL,Varanasi Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2020
Ghazipur Birona,zv6Gc6aGnXd,p,2019-07-01,Ghazipur,dScWdMRN8PL,Varanasi Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2020
Ghazipur Birona,zv6Gc6aGnXd,p,2019-10-01,Ghazipur,dScWdMRN8PL,Varanasi Division,ANC,% of severe anaemic PW treated,indicator_4,10.526315789473683,3,ANC,2020
Deoria Goribazar,x6V2gbPDLjh,p,2019-07-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2020
Lalitpur Bar,qMddUgnDzYX,p,2017-10-01,Lalitpur,fagfcadhxej,Jhansi Division,ANC,% of severe anaemic PW treated,indicator_4,4.166666666666666,3,ANC,2018
Lalitpur Bar,qMddUgnDzYX,p,2018-01-01,Lalitpur,fagfcadhxej,Jhansi Division,ANC,% of severe anaemic PW treated,indicator_4,4.615384615384616,4,ANC,2018
Lalitpur Bar,qMddUgnDzYX,p,2018-04-01,Lalitpur,fagfcadhxej,Jhansi Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2019
Lalitpur Bar,qMddUgnDzYX,p,2018-07-01,Lalitpur,fagfcadhxej,Jhansi Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2019
Lalitpur Bar,qMddUgnDzYX,p,2018-10-01,Lalitpur,fagfcadhxej,Jhansi Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2019
Lalitpur Bar,qMddUgnDzYX,p,2019-01-01,Lalitpur,fagfcadhxej,Jhansi Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2019
Lalitpur Bar,qMddUgnDzYX,p,2019-04-01,Lalitpur,fagfcadhxej,Jhansi Division,ANC,% of severe anaemic PW treated,indicator_4,28.22580645161291,1,ANC,2020
Lalitpur Bar,qMddUgnDzYX,p,2019-07-01,Lalitpur,fagfcadhxej,Jhansi Division,ANC,% of severe anaemic PW treated,indicator_4,18.072289156626507,2,ANC,2020
Lalitpur Bar,qMddUgnDzYX,p,2019-10-01,Lalitpur,fagfcadhxej,Jhansi Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2020
Awagarh,vXfCZfdMkdf,p,2017-10-01,Etah,ZLcx4iOVyN5,Alligarh Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2018
Awagarh,vXfCZfdMkdf,p,2018-01-01,Etah,ZLcx4iOVyN5,Alligarh Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2018
Awagarh,vXfCZfdMkdf,p,2018-04-01,Etah,ZLcx4iOVyN5,Alligarh Division,ANC,% of severe anaemic PW treated,indicator_4,8.888888888888891,1,ANC,2019
Awagarh,vXfCZfdMkdf,p,2018-07-01,Etah,ZLcx4iOVyN5,Alligarh Division,ANC,% of severe anaemic PW treated,indicator_4,9.090909090909092,2,ANC,2019
Awagarh,vXfCZfdMkdf,p,2018-10-01,Etah,ZLcx4iOVyN5,Alligarh Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2019
Awagarh,vXfCZfdMkdf,p,2019-01-01,Etah,ZLcx4iOVyN5,Alligarh Division,ANC,% of severe anaemic PW treated,indicator_4,6.25,4,ANC,2019
Awagarh,vXfCZfdMkdf,p,2019-04-01,Etah,ZLcx4iOVyN5,Alligarh Division,ANC,% of severe anaemic PW treated,indicator_4,22.72727272727273,1,ANC,2020
Awagarh,vXfCZfdMkdf,p,2019-07-01,Etah,ZLcx4iOVyN5,Alligarh Division,ANC,% of severe anaemic PW treated,indicator_4,24.390243902439018,2,ANC,2020
Awagarh,vXfCZfdMkdf,p,2019-10-01,Etah,ZLcx4iOVyN5,Alligarh Division,ANC,% of severe anaemic PW treated,indicator_4,36.36363636363637,3,ANC,2020
Sohawal,CUsMlPeoyMI,p,2017-10-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,75.0,3,ANC,2018
Sohawal,CUsMlPeoyMI,p,2018-01-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,60.0,4,ANC,2018
Sohawal,CUsMlPeoyMI,p,2018-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,1,ANC,2019
Sohawal,CUsMlPeoyMI,p,2018-07-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,66.66666666666666,2,ANC,2019
Sohawal,CUsMlPeoyMI,p,2018-10-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,33.33333333333333,3,ANC,2019
Sohawal,CUsMlPeoyMI,p,2019-01-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,25.0,4,ANC,2019
Sohawal,CUsMlPeoyMI,p,2019-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,48.0,1,ANC,2020
Sohawal,CUsMlPeoyMI,p,2019-07-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,8.333333333333332,2,ANC,2020
Sohawal,CUsMlPeoyMI,p,2019-10-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,11.111111111111107,3,ANC,2020
Barhalganj,h0bQr9x9gzJ,p,2017-10-01,Gorakhpur,vR85cHdsw1w,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,7.4074074074074066,3,ANC,2018
Barhalganj,h0bQr9x9gzJ,p,2018-01-01,Gorakhpur,vR85cHdsw1w,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,2.455357142857143,4,ANC,2018
Barhalganj,h0bQr9x9gzJ,p,2018-04-01,Gorakhpur,vR85cHdsw1w,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,42.857142857142854,1,ANC,2019
Barhalganj,h0bQr9x9gzJ,p,2018-07-01,Gorakhpur,vR85cHdsw1w,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,2,ANC,2019
Barhalganj,h0bQr9x9gzJ,p,2019-01-01,Gorakhpur,vR85cHdsw1w,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2019
Barhalganj,h0bQr9x9gzJ,p,2019-04-01,Gorakhpur,vR85cHdsw1w,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2020
Barhalganj,h0bQr9x9gzJ,p,2019-07-01,Gorakhpur,vR85cHdsw1w,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,26.79245283018868,2,ANC,2020
Barhalganj,h0bQr9x9gzJ,p,2019-10-01,Gorakhpur,vR85cHdsw1w,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,75.0,3,ANC,2020
Bikapur,pw5oJhc8fpc,p,2017-10-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2018
Bikapur,pw5oJhc8fpc,p,2018-01-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2018
Bikapur,pw5oJhc8fpc,p,2018-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2019
Bikapur,pw5oJhc8fpc,p,2018-07-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2019
Bikapur,pw5oJhc8fpc,p,2018-10-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2019
Bikapur,pw5oJhc8fpc,p,2019-01-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,20.0,4,ANC,2019
Bikapur,pw5oJhc8fpc,p,2019-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2020
Bikapur,pw5oJhc8fpc,p,2019-07-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2020
Bikapur,pw5oJhc8fpc,p,2019-10-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2020
Harington Ganj,XEfvLa6Zzxn,p,2017-10-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,20.0,3,ANC,2018
Harington Ganj,XEfvLa6Zzxn,p,2018-01-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2018
Harington Ganj,XEfvLa6Zzxn,p,2018-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,6.666666666666668,1,ANC,2019
Harington Ganj,XEfvLa6Zzxn,p,2018-07-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2019
Harington Ganj,XEfvLa6Zzxn,p,2018-10-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2019
Harington Ganj,XEfvLa6Zzxn,p,2019-01-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2019
Harington Ganj,XEfvLa6Zzxn,p,2019-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,3.8461538461538463,1,ANC,2020
Harington Ganj,XEfvLa6Zzxn,p,2019-07-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,57.14285714285714,2,ANC,2020
Harington Ganj,XEfvLa6Zzxn,p,2019-10-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ANC,% of severe anaemic PW treated,indicator_4,5.5555555555555545,3,ANC,2020
Haisar Bazar,K98xeQTVavi,p,2017-10-01,Sant Kabir Nagar,fe1yBApr2sl,Basti Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2018
Haisar Bazar,K98xeQTVavi,p,2018-01-01,Sant Kabir Nagar,fe1yBApr2sl,Basti Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2018
Haisar Bazar,K98xeQTVavi,p,2018-04-01,Sant Kabir Nagar,fe1yBApr2sl,Basti Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2019
Haisar Bazar,K98xeQTVavi,p,2018-07-01,Sant Kabir Nagar,fe1yBApr2sl,Basti Division,ANC,% of severe anaemic PW treated,indicator_4,13.636363636363635,2,ANC,2019
Haisar Bazar,K98xeQTVavi,p,2018-10-01,Sant Kabir Nagar,fe1yBApr2sl,Basti Division,ANC,% of severe anaemic PW treated,indicator_4,23.809523809523807,3,ANC,2019
Haisar Bazar,K98xeQTVavi,p,2019-01-01,Sant Kabir Nagar,fe1yBApr2sl,Basti Division,ANC,% of severe anaemic PW treated,indicator_4,19.047619047619047,4,ANC,2019
Haisar Bazar,K98xeQTVavi,p,2019-04-01,Sant Kabir Nagar,fe1yBApr2sl,Basti Division,ANC,% of severe anaemic PW treated,indicator_4,20.833333333333336,1,ANC,2020
Haisar Bazar,K98xeQTVavi,p,2019-07-01,Sant Kabir Nagar,fe1yBApr2sl,Basti Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,2,ANC,2020
Haisar Bazar,K98xeQTVavi,p,2019-10-01,Sant Kabir Nagar,fe1yBApr2sl,Basti Division,ANC,% of severe anaemic PW treated,indicator_4,57.89473684210528,3,ANC,2020
Bilsi,FBjTmOT2uLU,p,2018-07-01,Budaun,eA37kyBRRuZ,Bareilly Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2019
Bilsi,FBjTmOT2uLU,p,2019-01-01,Budaun,eA37kyBRRuZ,Bareilly Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2019
Bilsi,FBjTmOT2uLU,p,2019-04-01,Budaun,eA37kyBRRuZ,Bareilly Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2020
Bilsi,FBjTmOT2uLU,p,2019-07-01,Budaun,eA37kyBRRuZ,Bareilly Division,ANC,% of severe anaemic PW treated,indicator_4,50.0,2,ANC,2020
Bilsi,FBjTmOT2uLU,p,2019-10-01,Budaun,eA37kyBRRuZ,Bareilly Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,3,ANC,2020
Fakharpur,C9qOAPWGoUS,p,2017-10-01,Bahraich,iE0E3nLioFr,Gonda Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2018
Fakharpur,C9qOAPWGoUS,p,2018-01-01,Bahraich,iE0E3nLioFr,Gonda Division,ANC,% of severe anaemic PW treated,indicator_4,3.418803418803419,4,ANC,2018
Fakharpur,C9qOAPWGoUS,p,2018-04-01,Bahraich,iE0E3nLioFr,Gonda Division,ANC,% of severe anaemic PW treated,indicator_4,15.492957746478872,1,ANC,2019
Fakharpur,C9qOAPWGoUS,p,2018-07-01,Bahraich,iE0E3nLioFr,Gonda Division,ANC,% of severe anaemic PW treated,indicator_4,12.658227848101266,2,ANC,2019
Fakharpur,C9qOAPWGoUS,p,2018-10-01,Bahraich,iE0E3nLioFr,Gonda Division,ANC,% of severe anaemic PW treated,indicator_4,16.346153846153847,3,ANC,2019
Fakharpur,C9qOAPWGoUS,p,2019-01-01,Bahraich,iE0E3nLioFr,Gonda Division,ANC,% of severe anaemic PW treated,indicator_4,77.83251231527095,4,ANC,2019
Fakharpur,C9qOAPWGoUS,p,2019-04-01,Bahraich,iE0E3nLioFr,Gonda Division,ANC,% of severe anaemic PW treated,indicator_4,99.01960784313728,1,ANC,2020
Fakharpur,C9qOAPWGoUS,p,2019-07-01,Bahraich,iE0E3nLioFr,Gonda Division,ANC,% of severe anaemic PW treated,indicator_4,59.22330097087379,2,ANC,2020
Fakharpur,C9qOAPWGoUS,p,2019-10-01,Bahraich,iE0E3nLioFr,Gonda Division,ANC,% of severe anaemic PW treated,indicator_4,68.4729064039409,3,ANC,2020
Mathura Faraha,txI2jZXppyQ,p,2017-10-01,Mathura,KP2BUB1npih,Agra Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2018
Mathura Faraha,txI2jZXppyQ,p,2018-01-01,Mathura,KP2BUB1npih,Agra Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2018
Mathura Faraha,txI2jZXppyQ,p,2018-04-01,Mathura,KP2BUB1npih,Agra Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2019
Mathura Faraha,txI2jZXppyQ,p,2018-07-01,Mathura,KP2BUB1npih,Agra Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2019
Mathura Faraha,txI2jZXppyQ,p,2018-10-01,Mathura,KP2BUB1npih,Agra Division,ANC,% of severe anaemic PW treated,indicator_4,20.0,3,ANC,2019
Mathura Faraha,txI2jZXppyQ,p,2019-01-01,Mathura,KP2BUB1npih,Agra Division,ANC,% of severe anaemic PW treated,indicator_4,25.0,4,ANC,2019
Mathura Faraha,txI2jZXppyQ,p,2019-04-01,Mathura,KP2BUB1npih,Agra Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2020
Mathura Faraha,txI2jZXppyQ,p,2019-07-01,Mathura,KP2BUB1npih,Agra Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2020
Mathura Faraha,txI2jZXppyQ,p,2019-10-01,Mathura,KP2BUB1npih,Agra Division,ANC,% of severe anaemic PW treated,indicator_4,6.25,3,ANC,2020
Fatehpur  Vijaipur,X3gyut5H2FR,p,2017-10-01,Fatehpur,ibLiLcaKzw2,Prayagraj Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,3,ANC,2018
Fatehpur  Vijaipur,X3gyut5H2FR,p,2018-01-01,Fatehpur,ibLiLcaKzw2,Prayagraj Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,4,ANC,2018
Fatehpur  Vijaipur,X3gyut5H2FR,p,2018-07-01,Fatehpur,ibLiLcaKzw2,Prayagraj Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2019
Fatehpur  Vijaipur,X3gyut5H2FR,p,2018-10-01,Fatehpur,ibLiLcaKzw2,Prayagraj Division,ANC,% of severe anaemic PW treated,indicator_4,50.0,3,ANC,2019
Fatehpur  Vijaipur,X3gyut5H2FR,p,2019-04-01,Fatehpur,ibLiLcaKzw2,Prayagraj Division,ANC,% of severe anaemic PW treated,indicator_4,43.75,1,ANC,2020
Fatehpur  Vijaipur,X3gyut5H2FR,p,2019-07-01,Fatehpur,ibLiLcaKzw2,Prayagraj Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,2,ANC,2020
Fatehpur  Vijaipur,X3gyut5H2FR,p,2019-10-01,Fatehpur,ibLiLcaKzw2,Prayagraj Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,3,ANC,2020
Kushinagar Fajilnagar,B3CnhXWWije,p,2018-01-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,100.0,4,ANC,2018
Kushinagar Fajilnagar,B3CnhXWWije,p,2018-04-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2019
Kushinagar Fajilnagar,B3CnhXWWije,p,2018-07-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2019
Kushinagar Fajilnagar,B3CnhXWWije,p,2019-01-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2019
Kushinagar Fajilnagar,B3CnhXWWije,p,2019-04-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2020
Kushinagar Fajilnagar,B3CnhXWWije,p,2019-07-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,2,ANC,2020
Kushinagar Fajilnagar,B3CnhXWWije,p,2019-10-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,ANC,% of severe anaemic PW treated,indicator_4,10.526315789473683,3,ANC,2020
Auraiya Achhalda,iT6mwbFSnli,p,2017-10-01,Auraiya,Bd6E8zkVvVt,Kanpur Nagar Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,3,ANC,2018
Auraiya Achhalda,iT6mwbFSnli,p,2018-01-01,Auraiya,Bd6E8zkVvVt,Kanpur Nagar Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,4,ANC,2018
Auraiya Achhalda,iT6mwbFSnli,p,2018-04-01,Auraiya,Bd6E8zkVvVt,Kanpur Nagar Division,ANC,% of severe anaemic PW treated,indicator_4,0.0,1,ANC,2019
