calc_type,date,district_name,district_id,div_map_id,division,domain_name,indicator_name,indicator_id,map_id,perc_point,quarter,type_name,year,district_id_num
p,2023-01-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,TB,Treatment Success Rate  as per total cases notified,37,198,91.2,4,TB,2023,50
p,2023-01-01,Amroha,hgquAmZaNBu,134,Moradabad Division,JSY,% JSY Incentive,36,137,20.921658986175114,4,JSY,2023,33
p,2023-01-01,Amroha,hgquAmZaNBu,134,Moradabad Division,Fund,% of fund utilized against approved budget,35,137,39.0,4,Fund,2023,33
p,2023-01-01,Amroha,hgquAmZaNBu,134,Moradabad Division,TB,Treatment Success Rate  as per total cases notified,37,137,85.5,4,TB,2023,33
p,2023-01-01,Agra,N5WWbRtsjWp,146,Agra Division,JSY,% JSY Incentive,36,146,36.249251048532045,4,JSY,2023,12
p,2023-01-01,Agra,N5WWbRtsjWp,146,Agra Division,Fund,% of fund utilized against approved budget,35,146,30.0,4,Fund,2023,12
p,2023-01-01,Agra,N5WWbRtsjWp,146,Agra Division,TB,Treatment Success Rate  as per total cases notified,37,146,86.4,4,TB,2023,12
p,2023-01-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,JSY,% JSY Incentive,36,135,23.75,4,JSY,2023,51
p,2023-01-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,Fund,% of fund utilized against approved budget,35,135,34.1,4,Fund,2023,51
p,2023-01-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,TB,Treatment Success Rate  as per total cases notified,37,135,86.8,4,TB,2023,51
p,2023-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,JSY,% JSY Incentive,36,140,19.864559819413085,4,JSY,2023,39
p,2023-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,Fund,% of fund utilized against approved budget,35,140,37.3,4,Fund,2023,39
p,2023-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,TB,Treatment Success Rate  as per total cases notified,37,140,86.9,4,TB,2023,39
p,2023-01-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,JSY,% JSY Incentive,36,197,16.01615074024226,4,JSY,2023,55
p,2023-01-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,Fund,% of fund utilized against approved budget,35,197,26.9,4,Fund,2023,55
p,2023-01-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,TB,Treatment Success Rate  as per total cases notified,37,197,88.8,4,TB,2023,55
p,2023-01-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,JSY,% JSY Incentive,36,201,38.551759306476285,4,JSY,2023,21
p,2023-01-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,Fund,% of fund utilized against approved budget,35,201,32.4,4,Fund,2023,21
p,2023-01-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,TB,Treatment Success Rate  as per total cases notified,37,201,87.8,4,TB,2023,21
p,2023-01-01,Hathras,m1IAjmqkoFC,201,Alligarh Division,JSY,% JSY Incentive,36,144,50.21520803443329,4,JSY,2023,48
p,2023-01-01,Hathras,m1IAjmqkoFC,201,Alligarh Division,Fund,% of fund utilized against approved budget,35,144,35.1,4,Fund,2023,48
p,2023-01-01,Hathras,m1IAjmqkoFC,201,Alligarh Division,TB,Treatment Success Rate  as per total cases notified,37,144,81.7,4,TB,2023,48
p,2023-01-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,JSY,% JSY Incentive,36,191,73.36215497173265,4,JSY,2023,14
p,2023-01-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,Fund,% of fund utilized against approved budget,35,191,30.1,4,Fund,2023,14
p,2023-01-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,TB,Treatment Success Rate  as per total cases notified,37,191,82.3,4,TB,2023,14
p,2023-01-01,Bareilly,vVqY3DPcpHf,150,Bareilly Division,JSY,% JSY Incentive,36,150,62.423398328690794,4,JSY,2023,56
p,2023-01-01,Bareilly,vVqY3DPcpHf,150,Bareilly Division,Fund,% of fund utilized against approved budget,35,150,30.1,4,Fund,2023,56
p,2023-01-01,Bareilly,vVqY3DPcpHf,150,Bareilly Division,TB,Treatment Success Rate  as per total cases notified,37,150,83.8,4,TB,2023,56
p,2023-01-01,Hamirpur,VSI7HobT5qL,170,Chitrakoot Division,JSY,% JSY Incentive,36,168,40.67114093959732,4,JSY,2023,36
p,2023-01-01,Hamirpur,VSI7HobT5qL,170,Chitrakoot Division,Fund,% of fund utilized against approved budget,35,168,32.8,4,Fund,2023,36
p,2023-01-01,Hamirpur,VSI7HobT5qL,170,Chitrakoot Division,TB,Treatment Success Rate  as per total cases notified,37,168,89.1,4,TB,2023,36
p,2023-01-01,Ballia,oNDvGBE5fLq,193,Azamgarh Division,JSY,% JSY Incentive,36,193,29.46627131208303,4,JSY,2023,5
p,2023-01-01,Ballia,oNDvGBE5fLq,193,Azamgarh Division,Fund,% of fund utilized against approved budget,35,193,30.3,4,Fund,2023,5
p,2023-01-01,Ballia,oNDvGBE5fLq,193,Azamgarh Division,TB,Treatment Success Rate  as per total cases notified,37,193,85.9,4,TB,2023,5
p,2023-01-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,JSY,% JSY Incentive,36,171,72.38658777120315,4,JSY,2023,38
p,2023-01-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,Fund,% of fund utilized against approved budget,35,171,32.7,4,Fund,2023,38
p,2023-01-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,TB,Treatment Success Rate  as per total cases notified,37,171,90.6,4,TB,2023,38
p,2023-01-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,JSY,% JSY Incentive,36,203,66.72413793103448,4,JSY,2023,32
p,2023-01-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,Fund,% of fund utilized against approved budget,35,203,39.5,4,Fund,2023,32
p,2023-01-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,TB,Treatment Success Rate  as per total cases notified,37,203,81.6,4,TB,2023,32
p,2023-01-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,JSY,% JSY Incentive,36,181,21.79337231968811,4,JSY,2023,18
p,2023-01-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,Fund,% of fund utilized against approved budget,35,181,29.3,4,Fund,2023,18
p,2023-01-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,TB,Treatment Success Rate  as per total cases notified,37,181,90.4,4,TB,2023,18
