date,district,district_id,sub_indicator_id,value,quarter,year,sub_id,calc_type,division,div_map_id,map_id,indicator_id_var,district_id_num,division_id,division_id_num,indicator_id,sub_indicator_type
2023-09-01,Bahraich,iE0E3nLioFr,GXgfTS67qxe.Ti9FJqkSK6J,671.0,2.0,2024,10b,p,Gonda Division,182,180,indicator_10,45,K7kAZbm3Vf3,1,10,Denominator
2023-09-01,Bhadohi,PeUY1vj02UQ,ixBYYYjxXPP,804.0,2.0,2024,36a,p,Mirzapur Division,200,198,indicator_36,54,B5Cr0KNsqMm,3,36,Numerator
2023-09-01,Bhadohi,PeUY1vj02UQ,aRueVYr35yM.Ti9FJqkSK6J,2580.0,2.0,2024,36b,p,Mirzapur Division,200,198,indicator_36,54,B5Cr0KNsqMm,3,36,Denominator
2023-09-01,Bhadohi,PeUY1vj02UQ,dwGorjVGkD9,19.2,2.0,2024,35a,p,Mirzapur Division,200,198,indicator_35,54,B5Cr0KNsqMm,3,35,Numerator
2023-09-01,Bhadohi,PeUY1vj02UQ,m7ggqyMXhyL,91.7,2.0,2024,37a,p,Mirzapur Division,200,198,indicator_37,54,B5Cr0KNsqMm,3,37,Numerator
2023-09-01,Bhadohi,PeUY1vj02UQ,indicator_2a,1900.0,2.0,2024,2a,p,Mirzapur Division,200,198,indicator_2,54,B5Cr0KNsqMm,3,2,Numerator
2023-09-01,Bhadohi,PeUY1vj02UQ,GJKYhq2wR9L,3125.0,2.0,2024,7a,p,Mirzapur Division,200,198,indicator_7,54,B5Cr0KNsqMm,3,7,Numerator
2023-09-01,Bhadohi,PeUY1vj02UQ,B2A7x36qEry.Ti9FJqkSK6J,1750.0,2.0,2024,10a,p,Mirzapur Division,200,198,indicator_10,54,B5Cr0KNsqMm,3,10,Numerator
2023-09-01,Bhadohi,PeUY1vj02UQ,GXgfTS67qxe.Ti9FJqkSK6J,217.0,2.0,2024,10b,p,Mirzapur Division,200,198,indicator_10,54,B5Cr0KNsqMm,3,10,Denominator
2023-09-01,Amroha,hgquAmZaNBu,ixBYYYjxXPP,831.0,2.0,2024,36a,p,Moradabad Division,134,137,indicator_36,39,wUoXnBEvyKP,5,36,Numerator
2023-09-01,Amroha,hgquAmZaNBu,aRueVYr35yM.Ti9FJqkSK6J,4742.0,2.0,2024,36b,p,Moradabad Division,134,137,indicator_36,39,wUoXnBEvyKP,5,36,Denominator
2023-09-01,Amroha,hgquAmZaNBu,dwGorjVGkD9,23.8,2.0,2024,35a,p,Moradabad Division,134,137,indicator_35,39,wUoXnBEvyKP,5,35,Numerator
2023-09-01,Amroha,hgquAmZaNBu,m7ggqyMXhyL,87.9,2.0,2024,37a,p,Moradabad Division,134,137,indicator_37,39,wUoXnBEvyKP,5,37,Numerator
2023-09-01,Amroha,hgquAmZaNBu,indicator_2a,1722.0,2.0,2024,2a,p,Moradabad Division,134,137,indicator_2,39,wUoXnBEvyKP,5,2,Numerator
2023-09-01,Amroha,hgquAmZaNBu,GJKYhq2wR9L,6284.0,2.0,2024,7a,p,Moradabad Division,134,137,indicator_7,39,wUoXnBEvyKP,5,7,Numerator
2023-09-01,Amroha,hgquAmZaNBu,B2A7x36qEry.Ti9FJqkSK6J,2503.0,2.0,2024,10a,p,Moradabad Division,134,137,indicator_10,39,wUoXnBEvyKP,5,10,Numerator
2023-09-01,Amroha,hgquAmZaNBu,GXgfTS67qxe.Ti9FJqkSK6J,275.0,2.0,2024,10b,p,Moradabad Division,134,137,indicator_10,39,wUoXnBEvyKP,5,10,Denominator
2023-09-01,Agra,N5WWbRtsjWp,ixBYYYjxXPP,3431.0,2.0,2024,36a,p,Agra Division,146,146,indicator_36,65,XJMggNJYBFG,9,36,Numerator
2023-09-01,Agra,N5WWbRtsjWp,aRueVYr35yM.Ti9FJqkSK6J,10489.0,2.0,2024,36b,p,Agra Division,146,146,indicator_36,65,XJMggNJYBFG,9,36,Denominator
2023-09-01,Agra,N5WWbRtsjWp,dwGorjVGkD9,19.7,2.0,2024,35a,p,Agra Division,146,146,indicator_35,65,XJMggNJYBFG,9,35,Numerator
2023-09-01,Agra,N5WWbRtsjWp,m7ggqyMXhyL,88.2,2.0,2024,37a,p,Agra Division,146,146,indicator_37,65,XJMggNJYBFG,9,37,Numerator
2023-09-01,Agra,N5WWbRtsjWp,indicator_2a,5893.0,2.0,2024,2a,p,Agra Division,146,146,indicator_2,65,XJMggNJYBFG,9,2,Numerator
2023-09-01,Agra,N5WWbRtsjWp,GJKYhq2wR9L,8635.0,2.0,2024,7a,p,Agra Division,146,146,indicator_7,65,XJMggNJYBFG,9,7,Numerator
2023-09-01,Agra,N5WWbRtsjWp,B2A7x36qEry.Ti9FJqkSK6J,17566.0,2.0,2024,10a,p,Agra Division,146,146,indicator_10,65,XJMggNJYBFG,9,10,Numerator
2023-09-01,Agra,N5WWbRtsjWp,GXgfTS67qxe.Ti9FJqkSK6J,1917.0,2.0,2024,10b,p,Agra Division,146,146,indicator_10,65,XJMggNJYBFG,9,10,Denominator
2023-09-01,Moradabad,YQNQoPjAIpV,ixBYYYjxXPP,1180.0,2.0,2024,36a,p,Moradabad Division,134,135,indicator_36,19,wUoXnBEvyKP,5,36,Numerator
