block_name,block_id,calc_type,date,district,district_id,division,domain_name,indicator_name,indicator_id,perc_point,type_name,year,block_id_num,district_id_num
Sarojninagar,ciUK1Y4Eaxf,p,2023-04-01,Lucknow,MfHac5N78aK,Lucknow Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,77.4214271193332,coverage,2024.0,651,53
Sarojninagar,ciUK1Y4Eaxf,p,2023-04-01,Lucknow,MfHac5N78aK,Lucknow Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,100.0,coverage,2024.0,651,53
Kakori,iK1PfQ9wLbz,p,2023-04-01,Lucknow,MfHac5N78aK,Lucknow Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,90.96205890156538,coverage,2024.0,842,53
Kakori,iK1PfQ9wLbz,p,2023-04-01,Lucknow,MfHac5N78aK,Lucknow Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,100.0,coverage,2024.0,842,53
Mall,ksTeBOfYw9L,p,2023-04-01,Lucknow,MfHac5N78aK,Lucknow Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,100.0,coverage,2024.0,491,53
Mall,ksTeBOfYw9L,p,2023-04-01,Lucknow,MfHac5N78aK,Lucknow Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,93.54144241119484,coverage,2024.0,491,53
Gosaiganj,qnglbY5alFS,p,2023-04-01,Lucknow,MfHac5N78aK,Lucknow Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,97.70370370370372,coverage,2024.0,395,53
Gosaiganj,qnglbY5alFS,p,2023-04-01,Lucknow,MfHac5N78aK,Lucknow Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,96.13466334164588,coverage,2024.0,395,53
Sahabganj,Aq89pvDpWBA,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,73.10152284263958,coverage,2024.0,365,61
Sahabganj,Aq89pvDpWBA,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,94.29609057893612,coverage,2024.0,365,61
Dhanapur,F1Ddi7jawvX,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,71.22094691535152,coverage,2024.0,203,61
Dhanapur,F1Ddi7jawvX,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,88.47993044486307,coverage,2024.0,203,61
Niyamtabad,FyHWyWYiq51,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,61.700745473908405,coverage,2024.0,552,61
Niyamtabad,FyHWyWYiq51,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,100.0,coverage,2024.0,552,61
Sakaldeeha,J2ufTjaikuE,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,65.60257195345989,coverage,2024.0,808,61
Sakaldeeha,J2ufTjaikuE,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,96.7837704106878,coverage,2024.0,808,61
Chaniya,P0KHYXl7qFF,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,70.48492159227985,coverage,2024.0,224,61
Chaniya,P0KHYXl7qFF,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,96.23876960560379,coverage,2024.0,224,61
Chandauli,QglkJx8TDdn,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,60.43386243386244,coverage,2024.0,211,61
Chandauli,QglkJx8TDdn,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,70.43420173680694,coverage,2024.0,211,61
Naugarh,UuA1Z7kFP5w,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,78.88509316770184,coverage,2024.0,690,61
Naugarh,UuA1Z7kFP5w,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,100.0,coverage,2024.0,690,61
Chakiya,VpPC8KPVwrC,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,68.20391517128874,coverage,2024.0,713,61
Chakiya,VpPC8KPVwrC,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,98.40171362662713,coverage,2024.0,713,61
Barhani,kneJKc3fNtp,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,74.74078780177891,coverage,2024.0,837,61
Barhani,kneJKc3fNtp,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,91.56239974334295,coverage,2024.0,837,61
Chandauli DHQ,kqqVceYxMn2,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,100.0,coverage,2024.0,792,61
Chandauli DHQ,kqqVceYxMn2,p,2023-04-01,Chandauli,ClbehnmwSec,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,71.875,coverage,2024.0,792,61
Deoria Bhttni,AzV6zQXaRba,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,54.92317137344326,coverage,2024.0,441,19
Deoria Bhttni,AzV6zQXaRba,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,77.90965456155891,coverage,2024.0,441,19
Deoria Barhaz,E5A2kSTc3PM,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,50.41791918797579,coverage,2024.0,301,19
Deoria Barhaz,E5A2kSTc3PM,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,80.93830080820028,coverage,2024.0,301,19
Deoria Bankata,EmKRIMSIXim,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,50.159722222222214,coverage,2024.0,782,19
Deoria Bankata,EmKRIMSIXim,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,80.72944064527442,coverage,2024.0,782,19
Deoria DHQ,Kr0p5SNoG3J,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,100.0,coverage,2024.0,867,19
Deoria DHQ,Kr0p5SNoG3J,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,100.0,coverage,2024.0,867,19
Deoria Desai Deoria,KsXL0whELQG,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,53.180657830142366,coverage,2024.0,879,19
Deoria Desai Deoria,KsXL0whELQG,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,80.912245909767,coverage,2024.0,879,19
Deoria Bethalpur,LPTjBQ9rRWx,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,45.53756112016595,coverage,2024.0,510,19
Deoria Bethalpur,LPTjBQ9rRWx,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,86.8901526489075,coverage,2024.0,510,19
Deoria Larr,NVFxlXHdSmv,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,56.44396177237186,coverage,2024.0,52,19
Deoria Larr,NVFxlXHdSmv,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,100.0,coverage,2024.0,52,19
Deoria Rampur Karkhna,S0dqgoK82zn,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,52.837685817597425,coverage,2024.0,635,19
Deoria Rampur Karkhna,S0dqgoK82zn,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,84.96652465003042,coverage,2024.0,635,19
Deoria Bhagelpur,ULhLz5tR5rr,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,2,43.478616924476796,coverage,2024.0,451,19
Deoria Bhagelpur,ULhLz5tR5rr,p,2023-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,92.1875,coverage,2024.0,451,19
