block_name,block_id,calc_type,date,district,district_id,division,domain_name,indicator_name,indicator_id,perc_point,type_name,year,block_id_num,district_id_num
Ballia Bairiya,WZYAC5DYYJk,p,2022-04-01,Ballia,oNDvGBE5fLq,,JSY,% JSY Incentive,36,0.0,JSY,2023.0,832,5
Dhanupur,ooMZMhdhlnd,p,2022-04-01,Prayagraj,tXgaew1Pd2Y,,JSY,% JSY Incentive,36,0.0,JSY,2023.0,809,34
Sidhauli,NAhNn2JVtnF,p,2022-04-01,Sitapur,XxaOowFtkiJ,,JSY,% JSY Incentive,36,0.9600915930650964,JSY,2023.0,865,60
Kushinagar Seavrahi,p7wG9B3Zqol,p,2022-04-01,Kushinagar,xUeHwd9FQkg,,JSY,% JSY Incentive,36,0.017006802721088437,JSY,2023.0,406,9
Binauli,h3yrIIH1cGT,p,2022-04-01,Bagpat,HJIS3IrQ0Nj,,JSY,% JSY Incentive,36,0.2974167233174711,JSY,2023.0,475,66
Chjlate,MIhBWjsHb4j,p,2022-04-01,Moradabad,YQNQoPjAIpV,,JSY,% JSY Incentive,36,0.9667630057803468,JSY,2023.0,749,51
Unnav Sumerpur,Fy5oqtT0JAR,p,2022-04-01,Unnav,aT03mfdlNiF,,JSY,% JSY Incentive,36,0.5121951219512195,JSY,2023.0,671,7
Agra Khaundali,NWLheaE7Ac4,p,2022-04-01,Agra,N5WWbRtsjWp,,JSY,% JSY Incentive,36,0.7074255224544241,JSY,2023.0,601,12
Dumaria,nH12F0E43cT,p,2022-04-01,Siddharth Nagar,cP0p8qfm3il,,JSY,% JSY Incentive,36,0.0,JSY,2023.0,118,1
Maunathbhanjan Ranipur,s9bnhPCNlnj,p,2022-04-01,Maunathbhanjan,CBSB9v92AwT,,JSY,% JSY Incentive,36,0.594920634920635,JSY,2023.0,2,6
Etawah Thakha,vVEYFNLCthf,p,2022-04-01,Etawah,Pm0jLk6EAiE,,JSY,% JSY Incentive,36,0.9766467065868264,JSY,2023.0,130,62
C S M Nagar Bhadar,l02BWTHnGkg,p,2022-04-01,Amethi,StsLkYw1G0m,,JSY,% JSY Incentive,36,0.9741051028179741,JSY,2023.0,424,75
Fatehpur Khaga,uEEKeL3UnB2,p,2022-04-01,Fatehpur,ibLiLcaKzw2,,JSY,% JSY Incentive,36,0.3349178910976664,JSY,2023.0,218,16
Phardhan,deLO0JKgzP6,p,2022-04-01,Lakhimpur Kheri,d9ZuMopgX29,,JSY,% JSY Incentive,36,0.0,JSY,2023.0,206,22
Banki,zrtAHVhGVAe,p,2022-04-01,Barabanki,tzH6nJu9SwS,,JSY,% JSY Incentive,36,0.043182301637949366,JSY,2023.0,707,41
Etawah DHQ,H82DYZCKRwR,p,2022-04-01,Etawah,Pm0jLk6EAiE,,JSY,% JSY Incentive,36,0.3940102948058025,JSY,2023.0,46,62
Asafpur,A8jhC64rvlS,p,2022-04-01,Budaun,eA37kyBRRuZ,,JSY,% JSY Incentive,36,0.7717671303451829,JSY,2023.0,183,58
Ballia Beruarbari,MTIyIVsTiFD,p,2022-04-01,Ballia,oNDvGBE5fLq,,JSY,% JSY Incentive,36,0.3583081570996979,JSY,2023.0,128,5
Madhouganj,iBHysCEYPjb,p,2022-04-01,Hardoi,MTIkUw5q5pX,,JSY,% JSY Incentive,36,0.9421750663129972,JSY,2023.0,212,64
Fatehpur Khjuha,O3U9QEmpjTV,p,2022-04-01,Fatehpur,ibLiLcaKzw2,,JSY,% JSY Incentive,36,0.521875,JSY,2023.0,292,16
Marouri,B6BzDe4ryaa,p,2022-04-01,Pilibhit,c96jwckSd6j,,JSY,% JSY Incentive,36,0.0,JSY,2023.0,92,29
Sandi,OG07uORb7i2,p,2022-04-01,Hardoi,MTIkUw5q5pX,,JSY,% JSY Incentive,36,0.7471554993678887,JSY,2023.0,723,64
Payagpur,m1nYwKqPcyp,p,2022-04-01,Bahraich,iE0E3nLioFr,,JSY,% JSY Incentive,36,0.5524475524475524,JSY,2023.0,727,23
Ghazipur Saidpur,OFvD8TPE8bU,p,2022-04-01,Ghazipur,dScWdMRN8PL,,JSY,% JSY Incentive,36,0.8013485477178424,JSY,2023.0,893,67
Chittaura,jNYEM4EP98K,p,2022-04-01,Bahraich,iE0E3nLioFr,,JSY,% JSY Incentive,36,0.030091743119266056,JSY,2023.0,132,23
Saharanpur Sadholi Kadeem,y5bGR23eUwH,p,2022-04-01,Saharanpur,FKYZ3JbWq84,,JSY,% JSY Incentive,36,0.4826361483820048,JSY,2023.0,877,31
Bareily DHQ,fRl1gRWCXvz,p,2022-04-01,Bareilly,vVqY3DPcpHf,,JSY,% JSY Incentive,36,0.15873706604777102,JSY,2023.0,428,56
Saharanpur Muzzafrabad,dTPUQF80iDV,p,2022-04-01,Saharanpur,FKYZ3JbWq84,,JSY,% JSY Incentive,36,0.6926751592356688,JSY,2023.0,892,31
Rae Bareli Khiaro,Q889SJwv9Ok,p,2022-04-01,Rae Bareli,lLvTDpBDY8u,,JSY,% JSY Incentive,36,0.4369300911854103,JSY,2023.0,144,59
Muzaffarnagar Sadar,xInsVC065RU,p,2022-04-01,Muzaffarnagar,MVQs2RrS1Nw,,JSY,% JSY Incentive,36,0.9892058596761758,JSY,2023.0,556,17
Rudauli,AAOPzLEjW4T,p,2022-04-01,Ayodhya,b4XkXzoGqFY,,JSY,% JSY Incentive,36,0.1299093655589124,JSY,2023.0,444,69
Bijnor Kotwali,j5nQ6oNNVnX,p,2022-04-01,Bijnor,uCYjHW7FuGG,,JSY,% JSY Incentive,36,0.9978279756733276,JSY,2023.0,537,15
Jahangir Ganj,oB6hTaKvzgv,p,2022-04-01,Ambedkar Nagar,jM27ji8tyrM,,JSY,% JSY Incentive,36,0.45305676855895205,JSY,2023.0,389,8
Unnav Asoha,CpShKssApxk,p,2022-04-01,Unnav,aT03mfdlNiF,,JSY,% JSY Incentive,36,0.7415730337078652,JSY,2023.0,107,7
Meerut Machra,qeUdKRqslg0,p,2022-04-01,Meerut,v8YGmR7nOdj,,JSY,% JSY Incentive,36,0.8778409090909091,JSY,2023.0,95,30
Muzaffarnagar Jansath,IClJwvvGCfX,p,2022-04-01,Muzaffarnagar,MVQs2RrS1Nw,,JSY,% JSY Incentive,36,0.11415313225058005,JSY,2023.0,327,17
Bijnor Haldaur,R2Jott0TJjX,p,2022-04-01,Bijnor,uCYjHW7FuGG,,JSY,% JSY Incentive,36,0.4835566382460414,JSY,2023.0,544,15
City,qFq9YH9cPE2,p,2022-04-01,Mirzapur,UAicdMLyuk4,,JSY,% JSY Incentive,36,0.795727136431784,JSY,2023.0,885,20
Firozabad Firozabad,R0tPbvDqGLH,p,2022-04-01,Firozabad,eJTsuE56XDF,,JSY,% JSY Incentive,36,0.7435797056060132,JSY,2023.0,427,27
Atrauli,O5BIieG3GQR,p,2022-04-01,Aligarh,frD2HOp3wAs,,JSY,% JSY Incentive,36,0.627643115007736,JSY,2023.0,654,44
C S M Nagar Sangrampur,KwM7Z0rplba,p,2022-04-01,Amethi,StsLkYw1G0m,,JSY,% JSY Incentive,36,0.9977728285077953,JSY,2023.0,766,75
Rae Bareli Sarani,H1W08wOkXWC,p,2022-04-01,Rae Bareli,lLvTDpBDY8u,,JSY,% JSY Incentive,36,0.0,JSY,2023.0,609,59
Behedi,fO0hzktt79F,p,2022-04-01,Bareilly,vVqY3DPcpHf,,JSY,% JSY Incentive,36,0.3518796992481203,JSY,2023.0,140,56
Patti,QGFqwtIZDnf,p,2022-04-01,Pratapgarh,fz7bJo3egPX,,JSY,% JSY Incentive,36,0.44601469756924816,JSY,2023.0,580,3
Unnav Auras,wk2JVEOAFPl,p,2022-04-01,Unnav,aT03mfdlNiF,,JSY,% JSY Incentive,36,0.0,JSY,2023.0,855,7
Risia,wgoGe5KFMCX,p,2022-04-01,Bahraich,iE0E3nLioFr,,JSY,% JSY Incentive,36,0.0,JSY,2023.0,76,23
Saharanpur Sarsawa,J4lOM1HGEln,p,2022-04-01,Saharanpur,FKYZ3JbWq84,,JSY,% JSY Incentive,36,0.8175211949939443,JSY,2023.0,374,31
Agra Shashambad,CSr734nIeVU,p,2022-04-01,Agra,N5WWbRtsjWp,,JSY,% JSY Incentive,36,0.9874191229331416,JSY,2023.0,249,12
Barkhani,pkRX2naWpN3,p,2022-04-01,Hardoi,MTIkUw5q5pX,,JSY,% JSY Incentive,36,0.0,JSY,2023.0,305,64
Maunathbhanjan F.Mandaon,YXOk9K2OqNI,p,2022-04-01,Maunathbhanjan,CBSB9v92AwT,,JSY,% JSY Incentive,36,0.06633291614518147,JSY,2023.0,459,6
Mitoli,Owih8es2MY7,p,2022-04-01,Lakhimpur Kheri,d9ZuMopgX29,,JSY,% JSY Incentive,36,0.9494949494949496,JSY,2023.0,222,22
Azamgarh Jahanaganj,O2VQy7yy72b,p,2022-04-01,Azamgarh,NjckKfm3g0k,,JSY,% JSY Incentive,36,1.0896708286038592,JSY,2023.0,268,14
Dadroul,CzrcP2SLElb,p,2022-04-01,Shahjahanpur,GaiLSoQq1ue,,JSY,% JSY Incentive,36,0.9174964438122332,JSY,2023.0,502,28
Mathura Faraha,txI2jZXppyQ,p,2022-04-01,Mathura,KP2BUB1npih,,JSY,% JSY Incentive,36,0.618632707774799,JSY,2023.0,633,24
Bilhari,B1rNgGH3FaM,p,2022-04-01,Moradabad,YQNQoPjAIpV,,JSY,% JSY Incentive,36,1.1443975621190812,JSY,2023.0,620,51
Unnav Safipur,iudStsVG8zs,p,2022-04-01,Unnav,aT03mfdlNiF,,JSY,% JSY Incentive,36,0.5568882796435916,JSY,2023.0,62,7
Deoria Majhgawon,UlR3pGm65VX,p,2022-04-01,Deoria,Tf9b9qcbghH,,JSY,% JSY Incentive,36,0.0,JSY,2023.0,54,19
Sitalpur,PUVxtkWZlNI,p,2022-04-01,Etah,ZLcx4iOVyN5,,JSY,% JSY Incentive,36,0.2860770207363521,JSY,2023.0,390,21
Saltova,tLE0KpRqOMk,p,2022-04-01,Basti,J1P16zQEOUT,,JSY,% JSY Incentive,36,0.5509578544061303,JSY,2023.0,208,71
Mauaima,dawiYinsnkV,p,2022-04-01,Prayagraj,tXgaew1Pd2Y,,JSY,% JSY Incentive,36,0.6133968038082285,JSY,2023.0,207,34
Hamirpur DHQ,KZozTRTvHgU,p,2022-04-01,Hamirpur,VSI7HobT5qL,,JSY,% JSY Incentive,36,0.9875957679678948,JSY,2023.0,902,36
