calc_type,date,district,district_id,div_map_id,division,domain,indicator,indicator_id,map_id,perc_point,type,year
p,2017-04-01,Meerut,v8YGmR7nOdj,140,Meerut Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,138,70.7825366557857,coverage,2018
p,2017-04-01,Meerut,v8YGmR7nOdj,140,Meerut Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,138,100.0,coverage,2018
p,2017-04-01,Meerut,v8YGmR7nOdj,140,Meerut Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,138,100.0,quality,2018
p,2018-04-01,Meerut,v8YGmR7nOdj,140,Meerut Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,138,69.3346196524568,coverage,2019
p,2018-04-01,Meerut,v8YGmR7nOdj,140,Meerut Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,138,54.9077787559642,coverage,2019
p,2018-04-01,Meerut,v8YGmR7nOdj,140,Meerut Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,138,34.2730664376287,quality,2019
p,2017-04-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,199,75.0628530397319,coverage,2018
p,2017-04-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,199,100.0,coverage,2018
p,2017-04-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,199,100.0,quality,2018
p,2018-04-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,199,58.219068134673606,coverage,2019
p,2018-04-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,199,10.355845815733101,coverage,2019
p,2018-04-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,199,22.4408696525211,quality,2019
p,2017-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,135,60.6363097510047,coverage,2018
p,2017-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,135,100.0,coverage,2018
p,2017-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,135,100.0,quality,2018
p,2018-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,135,66.43123105592841,coverage,2019
p,2018-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,135,100.0,coverage,2019
p,2018-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,135,39.9632709764591,quality,2019
p,2017-04-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,133,67.2858753240897,coverage,2018
p,2017-04-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,133,100.0,coverage,2018
p,2017-04-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,133,100.0,quality,2018
p,2018-04-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,133,89.67906662157591,coverage,2019
p,2018-04-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,133,100.0,coverage,2019
p,2018-04-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,133,26.072191177138706,quality,2019
p,2017-04-01,Pilibhit,c96jwckSd6j,150,Bareilly Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,151,58.3847928235795,coverage,2018
p,2017-04-01,Pilibhit,c96jwckSd6j,150,Bareilly Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,151,100.0,coverage,2018
p,2017-04-01,Pilibhit,c96jwckSd6j,150,Bareilly Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,151,100.0,quality,2018
p,2018-04-01,Pilibhit,c96jwckSd6j,150,Bareilly Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,151,64.1481418197351,coverage,2019
p,2018-04-01,Pilibhit,c96jwckSd6j,150,Bareilly Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,151,77.1788756388414,coverage,2019
p,2018-04-01,Pilibhit,c96jwckSd6j,150,Bareilly Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,151,30.0554587228648,quality,2019
p,2017-04-01,Pratapgarh,fz7bJo3egPX,172,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,173,69.7334265603878,coverage,2018
p,2017-04-01,Pratapgarh,fz7bJo3egPX,172,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,173,100.0,coverage,2018
p,2017-04-01,Pratapgarh,fz7bJo3egPX,172,Prayagraj Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,173,100.0,quality,2018
p,2018-04-01,Pratapgarh,fz7bJo3egPX,172,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,173,63.2786183750523,coverage,2019
p,2018-04-01,Pratapgarh,fz7bJo3egPX,172,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,173,99.37983238086392,coverage,2019
p,2018-04-01,Pratapgarh,fz7bJo3egPX,172,Prayagraj Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,173,22.112897044028106,quality,2019
p,2017-04-01,Prayagraj,tXgaew1Pd2Y,172,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,175,67.2372527844202,coverage,2018
p,2017-04-01,Prayagraj,tXgaew1Pd2Y,172,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,175,100.0,coverage,2018
p,2017-04-01,Prayagraj,tXgaew1Pd2Y,172,Prayagraj Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,175,100.0,quality,2018
p,2018-04-01,Prayagraj,tXgaew1Pd2Y,172,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,175,68.6162603025033,coverage,2019
p,2018-04-01,Prayagraj,tXgaew1Pd2Y,172,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,175,100.0,coverage,2019
p,2018-04-01,Prayagraj,tXgaew1Pd2Y,172,Prayagraj Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,175,17.310540541970102,quality,2019
p,2017-04-01,Rae Bareli,lLvTDpBDY8u,155,Lucknow Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,158,67.2428210750116,coverage,2018
p,2017-04-01,Rae Bareli,lLvTDpBDY8u,155,Lucknow Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,158,100.0,coverage,2018
p,2017-04-01,Rae Bareli,lLvTDpBDY8u,155,Lucknow Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,158,99.9661985680484,quality,2018
p,2018-04-01,Rae Bareli,lLvTDpBDY8u,155,Lucknow Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,158,78.9603149292406,coverage,2019
p,2018-04-01,Rae Bareli,lLvTDpBDY8u,155,Lucknow Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,158,100.0,coverage,2019
p,2018-04-01,Rae Bareli,lLvTDpBDY8u,155,Lucknow Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,158,18.4408464492808,quality,2019
p,2017-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,136,65.7344267549951,coverage,2018
p,2017-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,136,100.0,coverage,2018
p,2017-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,136,100.0,quality,2018
p,2018-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,136,62.208409018057296,coverage,2019
p,2018-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,136,100.0,coverage,2019
p,2018-04-01,Rampur,IU006h5U7jj,134,Moradabad Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,136,30.7826075713694,quality,2019
p,2017-04-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,132,62.047764346907606,coverage,2018
p,2017-04-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,132,100.0,coverage,2018
p,2017-04-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,132,100.0,quality,2018
p,2018-04-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,132,63.4922348707115,coverage,2019
p,2018-04-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,132,100.0,coverage,2019
p,2018-04-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,132,33.8878083844744,quality,2019
p,2017-04-01,Sambhal,YzHpzrN0eLv,134,Moradabad Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,205,36.013986013986,coverage,2018
p,2017-04-01,Sambhal,YzHpzrN0eLv,134,Moradabad Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,205,100.0,coverage,2018
p,2017-04-01,Sambhal,YzHpzrN0eLv,134,Moradabad Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,205,100.0,quality,2018
p,2018-04-01,Sambhal,YzHpzrN0eLv,134,Moradabad Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,205,44.2176981896607,coverage,2019
p,2018-04-01,Sambhal,YzHpzrN0eLv,134,Moradabad Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,205,100.0,coverage,2019
p,2018-04-01,Sambhal,YzHpzrN0eLv,134,Moradabad Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,205,21.4679074882527,quality,2019
p,2017-04-01,Sant Kabir Nagar,fe1yBApr2sl,185,Basti Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,186,63.91778171413,coverage,2018
p,2017-04-01,Sant Kabir Nagar,fe1yBApr2sl,185,Basti Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,186,100.0,coverage,2018
p,2017-04-01,Sant Kabir Nagar,fe1yBApr2sl,185,Basti Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,186,100.0,quality,2018
p,2018-04-01,Sant Kabir Nagar,fe1yBApr2sl,185,Basti Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,186,60.2609483580869,coverage,2019
p,2018-04-01,Sant Kabir Nagar,fe1yBApr2sl,185,Basti Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,186,100.0,coverage,2019
p,2018-04-01,Sant Kabir Nagar,fe1yBApr2sl,185,Basti Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,186,24.8093019160991,quality,2019
p,2017-04-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,152,55.561613461236,coverage,2018
p,2017-04-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,152,100.0,coverage,2018
p,2017-04-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,152,100.0,quality,2018
p,2018-04-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,152,62.0993290349635,coverage,2019
p,2018-04-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,152,72.1768273543736,coverage,2019
p,2018-04-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,152,30.2976255231922,quality,2019
p,2017-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,203,44.50259067357511,coverage,2018
p,2017-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,203,100.0,coverage,2018
p,2017-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,203,100.0,quality,2018
p,2018-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,203,47.2305699481865,coverage,2019
p,2018-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,203,100.0,coverage,2019
p,2018-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,203,18.8013596517383,quality,2019
p,2017-04-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,181,59.601700496976214,coverage,2018
p,2017-04-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,181,98.9765163214228,coverage,2018
p,2017-04-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,181,100.0,quality,2018
p,2018-04-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,181,64.3658862742749,coverage,2019
p,2018-04-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,181,87.7793714482832,coverage,2019
p,2018-04-01,Shrawasti,oyTwneTbWDx,182,Gonda Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,181,15.3931942191417,quality,2019
p,2017-04-01,Siddharth Nagar,cP0p8qfm3il,185,Basti Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,184,41.0133677546139,coverage,2018
p,2017-04-01,Siddharth Nagar,cP0p8qfm3il,185,Basti Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,184,100.0,coverage,2018
p,2017-04-01,Siddharth Nagar,cP0p8qfm3il,185,Basti Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,184,87.1724137931034,quality,2018
p,2018-04-01,Siddharth Nagar,cP0p8qfm3il,185,Basti Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,184,35.011272814913,coverage,2019
p,2018-04-01,Siddharth Nagar,cP0p8qfm3il,185,Basti Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,184,93.46942177847342,coverage,2019
p,2018-04-01,Siddharth Nagar,cP0p8qfm3il,185,Basti Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,184,19.6140089011858,quality,2019
p,2017-04-01,Sitapur,XxaOowFtkiJ,155,Lucknow Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,154,65.6766876381567,coverage,2018
p,2017-04-01,Sitapur,XxaOowFtkiJ,155,Lucknow Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,154,100.0,coverage,2018
p,2017-04-01,Sitapur,XxaOowFtkiJ,155,Lucknow Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,154,100.0,quality,2018
p,2018-04-01,Sitapur,XxaOowFtkiJ,155,Lucknow Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,154,66.4028963328232,coverage,2019
p,2018-04-01,Sitapur,XxaOowFtkiJ,155,Lucknow Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,154,100.0,coverage,2019
p,2018-04-01,Sitapur,XxaOowFtkiJ,155,Lucknow Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,154,22.1198104086128,quality,2019
p,2017-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,200,53.7296577946768,coverage,2018
p,2017-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,200,100.0,coverage,2018
p,2017-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,200,100.0,quality,2018
p,2018-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,200,61.0739754964089,coverage,2019
p,2018-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,200,100.0,coverage,2019
p,2018-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,200,29.4018061733387,quality,2019
p,2017-04-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,179,88.7821090047393,coverage,2018
p,2017-04-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,179,100.0,coverage,2018
p,2017-04-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,179,100.0,quality,2018
p,2018-04-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,179,84.0964603080567,coverage,2019
p,2018-04-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,179,100.0,coverage,2019
p,2018-04-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,179,19.7794250587597,quality,2019
p,2017-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,156,59.17871507772581,coverage,2018
p,2017-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,156,100.0,coverage,2018
p,2017-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,156,98.2028764851417,quality,2018
p,2018-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,156,57.6078921621915,coverage,2019
p,2018-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,156,100.0,coverage,2019
p,2018-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,156,18.0547748041332,quality,2019
p,2017-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,197,74.2204069011649,coverage,2018
p,2017-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,197,100.0,coverage,2018
p,2017-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,197,100.0,quality,2018
p,2018-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,197,65.463954412934,coverage,2019
p,2018-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,197,100.0,coverage,2019
p,2018-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,197,30.03951264353789,quality,2019
p,2019-04-01,Balrampur,uS0pNSxN3sS,182,Gonda Division,JSY,% JSY Incentive,indicator_36,182,27.669760829570198,JSY,2020
p,2019-04-01,Balrampur,uS0pNSxN3sS,182,Gonda Division,Fund,% of fund utilized against approved budget,indicator_35,182,100.0,Fund,2020
p,2019-04-01,Balrampur,uS0pNSxN3sS,182,Gonda Division,TB,Treatment Success Rate  as per total cases notified,indicator_37,182,100.0,TB,2020
p,2019-04-01,Banda,DggJGxqbWHn,170,Chitrakoot Division,JSY,% JSY Incentive,indicator_36,170,32.1232838013447,JSY,2020
p,2019-04-01,Banda,DggJGxqbWHn,170,Chitrakoot Division,Fund,% of fund utilized against approved budget,indicator_35,170,100.0,Fund,2020
p,2019-04-01,Banda,DggJGxqbWHn,170,Chitrakoot Division,TB,Treatment Success Rate  as per total cases notified,indicator_37,170,100.0,TB,2020
p,2019-04-01,Meerut,v8YGmR7nOdj,140,Meerut Division,JSY,% JSY Incentive,indicator_36,138,21.832676680620494,JSY,2020
p,2019-04-01,Meerut,v8YGmR7nOdj,140,Meerut Division,Fund,% of fund utilized against approved budget,indicator_35,138,100.0,Fund,2020
p,2019-04-01,Meerut,v8YGmR7nOdj,140,Meerut Division,TB,Treatment Success Rate  as per total cases notified,indicator_37,138,100.0,TB,2020
p,2019-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,JSY,% JSY Incentive,indicator_36,171,33.3904023364721,JSY,2020
p,2019-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,Fund,% of fund utilized against approved budget,indicator_35,171,100.0,Fund,2020
p,2019-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,TB,Treatment Success Rate  as per total cases notified,indicator_37,171,100.0,TB,2020
p,2019-04-01,Mahoba,sUQMxIc3yXj,170,Chitrakoot Division,JSY,% JSY Incentive,indicator_36,169,40.3242890898721,JSY,2020
p,2019-04-01,Mahoba,sUQMxIc3yXj,170,Chitrakoot Division,Fund,% of fund utilized against approved budget,indicator_35,169,100.0,Fund,2020
p,2019-04-01,Mahoba,sUQMxIc3yXj,170,Chitrakoot Division,TB,Treatment Success Rate  as per total cases notified,indicator_37,169,100.0,TB,2020
p,2019-04-01,Prayagraj,tXgaew1Pd2Y,172,Prayagraj Division,JSY,% JSY Incentive,indicator_36,175,31.0491853205421,JSY,2020
p,2019-04-01,Prayagraj,tXgaew1Pd2Y,172,Prayagraj Division,Fund,% of fund utilized against approved budget,indicator_35,175,100.0,Fund,2020
p,2019-04-01,Prayagraj,tXgaew1Pd2Y,172,Prayagraj Division,TB,Treatment Success Rate  as per total cases notified,indicator_37,175,100.0,TB,2020
p,2019-04-01,Barabanki,tzH6nJu9SwS,176,Ayodhya Division,JSY,% JSY Incentive,indicator_36,176,26.562796523323307,JSY,2020
p,2019-04-01,Barabanki,tzH6nJu9SwS,176,Ayodhya Division,Fund,% of fund utilized against approved budget,indicator_35,176,100.0,Fund,2020
p,2019-04-01,Barabanki,tzH6nJu9SwS,176,Ayodhya Division,TB,Treatment Success Rate  as per total cases notified,indicator_37,176,100.0,TB,2020
p,2019-04-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,JSY,% JSY Incentive,indicator_36,204,11.529088724901301,JSY,2020
p,2019-04-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,Fund,% of fund utilized against approved budget,indicator_35,204,100.0,Fund,2020
p,2019-04-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,TB,Treatment Success Rate  as per total cases notified,indicator_37,204,100.0,TB,2020
p,2019-04-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,JSY,% JSY Incentive,indicator_36,139,19.6937397854047,JSY,2020
p,2019-04-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,Fund,% of fund utilized against approved budget,indicator_35,139,100.0,Fund,2020
p,2019-04-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,TB,Treatment Success Rate  as per total cases notified,indicator_37,139,100.0,TB,2020
p,2019-04-01,Maunathbhanjan,CBSB9v92AwT,193,Azamgarh Division,JSY,% JSY Incentive,indicator_36,192,6.68445655671001,JSY,2020
p,2019-04-01,Maunathbhanjan,CBSB9v92AwT,193,Azamgarh Division,Fund,% of fund utilized against approved budget,indicator_35,192,100.0,Fund,2020
p,2019-04-01,Maunathbhanjan,CBSB9v92AwT,193,Azamgarh Division,TB,Treatment Success Rate  as per total cases notified,indicator_37,192,100.0,TB,2020
p,2019-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,JSY,% JSY Incentive,indicator_36,165,33.64806866952789,JSY,2020
p,2019-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,Fund,% of fund utilized against approved budget,indicator_35,165,100.0,Fund,2020
p,2019-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,TB,Treatment Success Rate  as per total cases notified,indicator_37,165,100.0,TB,2020
p,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,JSY,% JSY Incentive,indicator_36,142,21.5881785873584,JSY,2020
p,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,Fund,% of fund utilized against approved budget,indicator_35,142,100.0,Fund,2020
p,2019-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,TB,Treatment Success Rate  as per total cases notified,indicator_37,142,100.0,TB,2020
p,2019-04-01,Varanasi,LeuBT7KfuuA,195,Varanasi Division,JSY,% JSY Incentive,indicator_36,197,8.47207141995416,JSY,2020
