block,block_id,calc_type,date,district,district_id,division,domain,indicator,indicator_id,perc_point,type,year
Kanpur Dehat Derapur,Dt0dgcTvEpm,p,2021-04-01,Kanpur Dehat,k3D0AumUCiC,Kanpur Nagar Division,ante_natal,ANC registered within first trimester,indicator_1,79.0834312573443,ante_natal,2022
Unnav Hilauli,oeicJPH2lIq,p,2021-04-01,Unnav,aT03mfdlNiF,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,72.7863525588952,ante_natal,2022
Sahawar,KjLfuqjRVec,p,2021-04-01,Kasganj,hITp09XOBLZ,Alligarh Division,ante_natal,ANC registered within first trimester,indicator_1,50.74563272262462,ante_natal,2022
Puradali,ctD8xxTsymJ,p,2021-04-01,Barabanki,tzH6nJu9SwS,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,58.03971812940423,ante_natal,2022
Ghazipur Jamania,hepZfdzFqgL,p,2021-04-01,Ghazipur,dScWdMRN8PL,Varanasi Division,ante_natal,ANC registered within first trimester,indicator_1,79.12359550561798,ante_natal,2022
Azamgarh Biliria Ganj,YpJFFqOo3Eh,p,2021-04-01,Azamgarh,NjckKfm3g0k,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,61.01417666303163,ante_natal,2022
Rae Bareli Chtoh,mbfOsRukNYs,p,2021-04-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,99.87113402061856,ante_natal,2022
Nighasan,K3Wk4SSTOVC,p,2021-04-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,63.04286915102269,ante_natal,2022
Ballia Maniyar,eFwNuT9zZod,p,2021-04-01,Ballia,oNDvGBE5fLq,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,42.30477634571645,ante_natal,2022
Machrehta,eiVpF4VfZGS,p,2021-04-01,Sitapur,XxaOowFtkiJ,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,92.46339362618431,ante_natal,2022
Usawan,HJ6IPhQigva,p,2021-04-01,Budaun,eA37kyBRRuZ,Bareilly Division,ante_natal,ANC registered within first trimester,indicator_1,90.91295116772824,ante_natal,2022
Ballia Chilkahar,lLzGu8T43H8,p,2021-04-01,Ballia,oNDvGBE5fLq,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,59.59252971137521,ante_natal,2022
Firozabad Tundla,TJrLeyFzLWY,p,2021-04-01,Firozabad,eJTsuE56XDF,Agra Division,ante_natal,ANC registered within first trimester,indicator_1,47.97738147020444,ante_natal,2022
Reharabazar,ow9RguNdOD4,p,2021-04-01,Balrampur,uS0pNSxN3sS,Gonda Division,ante_natal,ANC registered within first trimester,indicator_1,93.4451219512195,ante_natal,2022
Shivrajpur,krPd5gR8BjY,p,2021-04-01,Kanpur Nagar,QVMRMhzVrrS,Kanpur Nagar Division,ante_natal,ANC registered within first trimester,indicator_1,30.826271186440678,ante_natal,2022
Agra Shashambad,CSr734nIeVU,p,2021-04-01,Agra,N5WWbRtsjWp,Agra Division,ante_natal,ANC registered within first trimester,indicator_1,78.03468208092485,ante_natal,2022
Semariyawa,T2yKNxqQdgI,p,2021-04-01,Sant Kabir Nagar,fe1yBApr2sl,Basti Division,ante_natal,ANC registered within first trimester,indicator_1,91.03123950285521,ante_natal,2022
Deoria Bhagelpur,ULhLz5tR5rr,p,2021-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,ante_natal,ANC registered within first trimester,indicator_1,40.11159330440174,ante_natal,2022
Ballia Ballia Sadar,og5bU7elwf9,p,2021-04-01,Ballia,oNDvGBE5fLq,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,90.7750472589792,ante_natal,2022
Bijnor Seohara,X5WeRBwPtNl,p,2021-04-01,Bijnor,uCYjHW7FuGG,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,80.4661487236404,ante_natal,2022
Feranda,PgG4CRGzrlZ,p,2021-04-01,Maharajganj,AcnMkNGgc3S,Gorakhpur Division,ante_natal,ANC registered within first trimester,indicator_1,63.838120104438644,ante_natal,2022
Ramnagar,M1F33pLSfxi,p,2021-04-01,Ambedkar Nagar,jM27ji8tyrM,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,0.0,ante_natal,2022
Nawabganj,BWxu1bDp2ht,p,2021-04-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ante_natal,ANC registered within first trimester,indicator_1,0.0,ante_natal,2022
Fatehpur DHQ,HHTQ2caXrBL,p,2021-04-01,Fatehpur,ibLiLcaKzw2,Prayagraj Division,ante_natal,ANC registered within first trimester,indicator_1,0.0,ante_natal,2022
Sersoul,o9odKTTIYVk,p,2021-04-01,Kanpur Nagar,QVMRMhzVrrS,Kanpur Nagar Division,ante_natal,PW received 4 or more ANC,indicator_2,44.49841843651153,ante_natal,2022
Ballia Reoti,ZEh2syBgHks,p,2021-04-01,Ballia,oNDvGBE5fLq,Azamgarh Division,ante_natal,PW received 4 or more ANC,indicator_2,29.449500223780394,ante_natal,2022
Ujhani,EjPcZNiYzP2,p,2021-04-01,Budaun,eA37kyBRRuZ,Bareilly Division,ante_natal,PW received 4 or more ANC,indicator_2,33.18629697525206,ante_natal,2022
Amaniganj,pYWjwOoijbJ,p,2021-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ante_natal,PW received 4 or more ANC,indicator_2,32.81402936378467,ante_natal,2022
Jaithra,mK3aOsGURLr,p,2021-04-01,Etah,ZLcx4iOVyN5,Alligarh Division,ante_natal,PW received 4 or more ANC,indicator_2,32.3129683729201,ante_natal,2022
Muzaffarnagar Purkaji,kE3pd8aET6C,p,2021-04-01,Muzaffarnagar,MVQs2RrS1Nw,Saharanpur Division,ante_natal,PW received 4 or more ANC,indicator_2,58.044806517311606,ante_natal,2022
Deoria Bethalpur,LPTjBQ9rRWx,p,2021-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,ante_natal,PW received 4 or more ANC,indicator_2,51.05386416861827,ante_natal,2022
Bhadaiyan,vXwJYqDZIzf,p,2021-04-01,Sultanpur,o4ZQTVcMI7U,Ayodhya Division,ante_natal,PW received 4 or more ANC,indicator_2,65.99108658743633,ante_natal,2022
Kanpur Dehat Ghinjhak,HddGvNsPs8y,p,2021-04-01,Kanpur Dehat,k3D0AumUCiC,Kanpur Nagar Division,ante_natal,PW received 4 or more ANC,indicator_2,31.798436142484793,ante_natal,2022
Auraiya Bhagyanagar,UqkEQavyage,p,2021-04-01,Auraiya,Bd6E8zkVvVt,Kanpur Nagar Division,ante_natal,PW received 4 or more ANC,indicator_2,28.958442924776435,ante_natal,2022
Rampur DHQ,TfKrN4hWv8C,p,2021-04-01,Rampur,IU006h5U7jj,Moradabad Division,ante_natal,PW received 4 or more ANC,indicator_2,40.02801610926283,ante_natal,2022
Rae Bareli Uchahar,tv4Qque6scf,p,2021-04-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,81.53171527636141,ante_natal,2022
Khsrha,RtFh5dTx40I,p,2021-04-01,Siddharth Nagar,cP0p8qfm3il,Basti Division,ante_natal,PW received 4 or more ANC,indicator_2,37.31920449979912,ante_natal,2022
Kanpur Dehat Melasa,QavHaYYE31I,p,2021-04-01,Kanpur Dehat,k3D0AumUCiC,Kanpur Nagar Division,ante_natal,PW received 4 or more ANC,indicator_2,48.19306930693069,ante_natal,2022
Gangeshwari,bkkdTIrC9mc,p,2021-04-01,Amroha,hgquAmZaNBu,Moradabad Division,ante_natal,PW received 4 or more ANC,indicator_2,38.249625187406295,ante_natal,2022
Joya,ouPBHlLzBAu,p,2021-04-01,Amroha,hgquAmZaNBu,Moradabad Division,ante_natal,PW received 4 or more ANC,indicator_2,33.06085765642386,ante_natal,2022
Bheetargaon,prVsNzGqemV,p,2021-04-01,Kanpur Nagar,QVMRMhzVrrS,Kanpur Nagar Division,ante_natal,PW received 4 or more ANC,indicator_2,35.69566247926049,ante_natal,2022
Ballia Bellhri,s2dEYvDCkAZ,p,2021-04-01,Ballia,oNDvGBE5fLq,Azamgarh Division,ante_natal,PW received 4 or more ANC,indicator_2,30.879298407569816,ante_natal,2022
Hamirpur Gohand,SEb6dTDNGdm,p,2021-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,ante_natal,PW received 4 or more ANC,indicator_2,33.523995535714285,ante_natal,2022
Auraiya Airwa Katra,JUDfktiXVjn,p,2021-04-01,Auraiya,Bd6E8zkVvVt,Kanpur Nagar Division,ante_natal,PW received 4 or more ANC,indicator_2,23.1862292051756,ante_natal,2022
Bisanda,emjMgvubuGe,p,2021-04-01,Banda,DggJGxqbWHn,Chitrakoot Division,ante_natal,PW received 4 or more ANC,indicator_2,21.53692614770459,ante_natal,2022
Ballia Dubhar,bmh3vNuN7xM,p,2021-04-01,Ballia,oNDvGBE5fLq,Azamgarh Division,ante_natal,PW received 4 or more ANC,indicator_2,22.053817474469117,ante_natal,2022
Badlapur,HU9Fxw66kJA,p,2021-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,ante_natal,PW received 4 or more ANC,indicator_2,34.81192334989353,ante_natal,2022
Rae Bareli Salon,Gr3MErPlauk,p,2021-04-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,60.9271523178808,ante_natal,2022
Azamgarh Lalganj,CqNwKYL7iqH,p,2021-04-01,Azamgarh,NjckKfm3g0k,Azamgarh Division,ante_natal,PW received 4 or more ANC,indicator_2,33.726443048476945,ante_natal,2022
Ghaziabad Loni,isevBbVYacc,p,2021-04-01,Ghaziabad,M5NHlfAaKYI,Meerut Division,ante_natal,PW received 4 or more ANC,indicator_2,18.872965751760994,ante_natal,2022
Nawada,CUfl7clOb3K,p,2021-04-01,Kaushambi,PAj0oVY0Dxu,Prayagraj Division,ante_natal,PW received 4 or more ANC,indicator_2,39.957716701902754,ante_natal,2022
Saharanpur Nangal,TkRtB84gkNd,p,2021-04-01,Saharanpur,FKYZ3JbWq84,Saharanpur Division,ante_natal,PW received 4 or more ANC,indicator_2,47.71754636233951,ante_natal,2022
Kauriram,W4M075uGpIs,p,2021-04-01,Gorakhpur,vR85cHdsw1w,Gorakhpur Division,ante_natal,PW received 4 or more ANC,indicator_2,62.100103199174406,ante_natal,2022
Maharajganj,d5GGshi37vh,p,2021-04-01,Maharajganj,AcnMkNGgc3S,Gorakhpur Division,ante_natal,PW received 4 or more ANC,indicator_2,47.922355455300966,ante_natal,2022
Chaka,hty8pfH1ySe,p,2021-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,ante_natal,PW received 4 or more ANC,indicator_2,40.722214608743315,ante_natal,2022
Balrampur DHQ,G7snWO0Hmy7,p,2021-04-01,Balrampur,uS0pNSxN3sS,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,41.08031272210377,ante_natal,2022
Gaura,b29DRuniQju,p,2021-04-01,Pratapgarh,fz7bJo3egPX,Prayagraj Division,ante_natal,PW received 4 or more ANC,indicator_2,29.387842465753423,ante_natal,2022
Hathras Sasni,Sy6tfTi18KA,p,2021-04-01,Hathras,m1IAjmqkoFC,Alligarh Division,ante_natal,PW received 4 or more ANC,indicator_2,43.253694241126915,ante_natal,2022
Khiarabad,ch0hBYu0VuS,p,2021-04-01,Sitapur,XxaOowFtkiJ,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,59.82769623484365,ante_natal,2022
Bidhuna,dbmh0v75n2G,p,2021-04-01,Kanpur Nagar,QVMRMhzVrrS,Kanpur Nagar Division,ante_natal,PW received 4 or more ANC,indicator_2,38.97249000705384,ante_natal,2022
Kara,UBoDZuuvpRs,p,2021-04-01,Kaushambi,PAj0oVY0Dxu,Prayagraj Division,ante_natal,PW received 4 or more ANC,indicator_2,51.57751156446447,ante_natal,2022
Kushinagar Tamkuhi,CApqqM6FvRV,p,2021-04-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,ante_natal,PW received 4 or more ANC,indicator_2,30.480109739369,ante_natal,2022
Jaitipur,l14UZLO07Q9,p,2021-04-01,Shahjahanpur,GaiLSoQq1ue,Bareilly Division,ante_natal,PW received 4 or more ANC,indicator_2,40.6751212234241,ante_natal,2022
Kushinagar Nabu Naurangia,vgRr0JIJR7M,p,2021-04-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,ante_natal,PW received 4 or more ANC,indicator_2,40.25202620184301,ante_natal,2022
Shahbad,Bgu9MPGC8NW,p,2021-04-01,Rampur,IU006h5U7jj,Moradabad Division,ante_natal,PW received 4 or more ANC,indicator_2,46.02749876502553,ante_natal,2022
Kanth,eRgWsRn98MG,p,2021-04-01,Shahjahanpur,GaiLSoQq1ue,Bareilly Division,ante_natal,PW received 4 or more ANC,indicator_2,42.264498826684544,ante_natal,2022
Charkhari,voVPLJSfahW,p,2021-04-01,Mahoba,sUQMxIc3yXj,Chitrakoot Division,ante_natal,PW received 4 or more ANC,indicator_2,23.886446186197666,ante_natal,2022
Hathras Sadabad,nGMlBiXPa8W,p,2021-04-01,Hathras,m1IAjmqkoFC,Alligarh Division,ante_natal,PW received 4 or more ANC,indicator_2,38.76091000143082,ante_natal,2022
Agra Pinhat,sGuuKBoA9Rh,p,2021-04-01,Agra,N5WWbRtsjWp,Agra Division,ante_natal,PW received 4 or more ANC,indicator_2,34.36761863860855,ante_natal,2022
Chamraua,zph89qUJBah,p,2021-04-01,Rampur,IU006h5U7jj,Moradabad Division,ante_natal,PW received 4 or more ANC,indicator_2,43.04139540596979,ante_natal,2022
Pahla,I2ZGoBUtTtO,p,2021-04-01,Sitapur,XxaOowFtkiJ,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,50.75541037158023,ante_natal,2022
Muzaffarnagar Badhara,hiCT4rPYCVr,p,2021-04-01,Muzaffarnagar,MVQs2RrS1Nw,Saharanpur Division,ante_natal,PW received 4 or more ANC,indicator_2,54.68011126564674,ante_natal,2022
Saharanpur Gangoha,BHNN3R3Nfyk,p,2021-04-01,Saharanpur,FKYZ3JbWq84,Saharanpur Division,ante_natal,PW received 4 or more ANC,indicator_2,47.781065088757394,ante_natal,2022
Chaniya,P0KHYXl7qFF,p,2021-04-01,Chandauli,ClbehnmwSec,Varanasi Division,ante_natal,PW received 4 or more ANC,indicator_2,16.28491989937773,ante_natal,2022
Shamli Shamli,QgLrwudkb0M,p,2021-04-01,Shamli,AdiUcz9BXhx,Saharanpur Division,ante_natal,PW received 4 or more ANC,indicator_2,43.026644462947544,ante_natal,2022
Maunathbhanjan Doharighat,y2tYqTLUS24,p,2021-04-01,Maunathbhanjan,CBSB9v92AwT,Azamgarh Division,ante_natal,PW received 4 or more ANC,indicator_2,21.047483549706563,ante_natal,2022
Uttroula,uReShtGh7bZ,p,2021-04-01,Balrampur,uS0pNSxN3sS,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,53.25124515771997,ante_natal,2022
Hapur,MoftawJk2Oh,p,2021-04-01,Hapur,CZ8kLjgqvSH,Meerut Division,ante_natal,PW received 4 or more ANC,indicator_2,57.668425954672465,ante_natal,2022
Aligarh DHQ,Ae6KfBl84FW,p,2021-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,ante_natal,PW received 4 or more ANC,indicator_2,42.85583607757044,ante_natal,2022
Jalsar,MGuYssW76Oy,p,2021-04-01,Etah,ZLcx4iOVyN5,Alligarh Division,ante_natal,PW received 4 or more ANC,indicator_2,39.54468802698145,ante_natal,2022
Gagiri,S842tHqLUI1,p,2021-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,ante_natal,PW received 4 or more ANC,indicator_2,52.949695857873905,ante_natal,2022
Gautam Buddha Nagar Bisrakh,y9wSctfMKAu,p,2021-04-01,Gautam Buddha Nagar,bNmwkrQeP3e,Meerut Division,ante_natal,PW received 4 or more ANC,indicator_2,100.0,ante_natal,2022
Azamgarh Mehnagar,KjTOOkkFXwn,p,2021-04-01,Azamgarh,NjckKfm3g0k,Azamgarh Division,ante_natal,PW received 4 or more ANC,indicator_2,11.33350495559274,ante_natal,2022
Sadar Tahsil,zR4XqMKHbJG,p,2021-04-01,Banda,DggJGxqbWHn,Chitrakoot Division,ante_natal,PW received 4 or more ANC,indicator_2,0.0,ante_natal,2022
Dostpur,AGFzimgfzIo,p,2021-04-01,Sultanpur,o4ZQTVcMI7U,Ayodhya Division,ante_natal,PW received 4 or more ANC,indicator_2,53.18308550185873,ante_natal,2022
Bawan,tbi6Bsb6jlU,p,2021-04-01,Hardoi,MTIkUw5q5pX,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,64.43330111164815,ante_natal,2022
Sultanpur,ES7nfQzse06,p,2021-04-01,Sultanpur,o4ZQTVcMI7U,Ayodhya Division,ante_natal,PW received 4 or more ANC,indicator_2,0.0,ante_natal,2022
Varanasi Chiraigoan,pzUMM4ITvbI,p,2021-04-01,Varanasi,LeuBT7KfuuA,Varanasi Division,ante_natal,PW received 4 or more ANC,indicator_2,38.48334514528703,ante_natal,2022
Jalaun Kuthound,V1ktVWnBTTW,p,2021-04-01,Jalaun,NL5xiiHZQSC,Jhansi Division,ante_natal,PW received 4 or more ANC,indicator_2,27.16756251460622,ante_natal,2022
Kasganj DHQ,UuNK1H4MurF,p,2021-04-01,Kasganj,hITp09XOBLZ,Alligarh Division,ante_natal,PW received 4 or more ANC,indicator_2,37.439109255393184,ante_natal,2022
Chhanve,T5YmZQx2cme,p,2021-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ante_natal,PW received 4 or more ANC,indicator_2,45.45722019536307,ante_natal,2022
Kumbhi,lbRa62r2r1d,p,2021-04-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,45.291723202170964,ante_natal,2022
Gilaula,LNX0N5jnA5h,p,2021-04-01,Shrawasti,oyTwneTbWDx,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,38.67553809055997,ante_natal,2022
Nereani,PPxFR8laHqe,p,2021-04-01,Banda,DggJGxqbWHn,Chitrakoot Division,ante_natal,PW received 4 or more ANC,indicator_2,14.886845827439888,ante_natal,2022
Huzoorpur,CjshmDK5t8E,p,2021-04-01,Bahraich,iE0E3nLioFr,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,39.63657678780773,ante_natal,2022
Fatehganj(West),KRQvi7JBiuf,p,2021-04-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ante_natal,PW received 4 or more ANC,indicator_2,36.73039077874613,ante_natal,2022
Agra Etmadpur,xiUPA06ix22,p,2021-04-01,Agra,N5WWbRtsjWp,Agra Division,ante_natal,PW received 4 or more ANC,indicator_2,53.53131381892443,ante_natal,2022
Agra DHQ,CUTzCqh1nRn,p,2021-04-01,Agra,N5WWbRtsjWp,Agra Division,ante_natal,PW received 4 or more ANC,indicator_2,20.013626298756602,ante_natal,2022
Lalitpur  DHQ,OlW82qQAtpe,p,2021-04-01,Lalitpur,fagfcadhxej,Jhansi Division,ante_natal,PW received 4 or more ANC,indicator_2,42.44823386114495,ante_natal,2022
Maunathbhanjan Ratanpura,u9ZAWcpGHu9,p,2021-04-01,Maunathbhanjan,CBSB9v92AwT,Azamgarh Division,ante_natal,PW received 4 or more ANC,indicator_2,58.898836168307966,ante_natal,2022
Ballia Hanumanganj,cu4HLxXXRm1,p,2021-04-01,Ballia,oNDvGBE5fLq,Azamgarh Division,ante_natal,PW received 4 or more ANC,indicator_2,27.729989794430672,ante_natal,2022
Basti DHQ,hIlEZsYKlhK,p,2021-04-01,Basti,J1P16zQEOUT,Basti Division,ante_natal,PW received 4 or more ANC,indicator_2,13.649188807900305,ante_natal,2022
Harpalpur,TY7glMGf9aG,p,2021-04-01,Hardoi,MTIkUw5q5pX,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,43.07540285801156,ante_natal,2022
Deoria Patherdewa,uwDViZiXmha,p,2021-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,ante_natal,PW received 4 or more ANC,indicator_2,49.17395529640427,ante_natal,2022
Meerut Hastinapur,MK6uVgXBbvK,p,2021-04-01,Meerut,v8YGmR7nOdj,Meerut Division,ante_natal,PW received 4 or more ANC,indicator_2,28.27346465816918,ante_natal,2022
Hathras Maho,tisCSlmEcvz,p,2021-04-01,Hathras,m1IAjmqkoFC,Alligarh Division,ante_natal,PW received 4 or more ANC,indicator_2,45.73691705233179,ante_natal,2022
Chakiya,VpPC8KPVwrC,p,2021-04-01,Chandauli,ClbehnmwSec,Varanasi Division,ante_natal,PW received 4 or more ANC,indicator_2,45.81005586592179,ante_natal,2022
Kurwar,Sz7oQppp6s9,p,2021-04-01,Sultanpur,o4ZQTVcMI7U,Ayodhya Division,ante_natal,PW received 4 or more ANC,indicator_2,29.91195173650742,ante_natal,2022
Kanpur Nagar,OHJ1V3HQczi,p,2021-04-01,Kanpur Nagar,QVMRMhzVrrS,Kanpur Nagar Division,ante_natal,PW received 4 or more ANC,indicator_2,0.0,ante_natal,2022
Kasmanda,E8Ds6nIiHXM,p,2021-04-01,Sitapur,XxaOowFtkiJ,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,50.8248730964467,ante_natal,2022
Pahadi,y74T9TfUPuz,p,2021-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ante_natal,PW received 4 or more ANC,indicator_2,43.64585923899528,ante_natal,2022
Kerakat,joT95cJHrTQ,p,2021-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,ante_natal,PW received 4 or more ANC,indicator_2,47.71263418662263,ante_natal,2022
Ramnagar Basti,jiDSxIFBh1G,p,2021-04-01,Basti,J1P16zQEOUT,Basti Division,ante_natal,PW received 4 or more ANC,indicator_2,49.79459630273345,ante_natal,2022
Unnav Auras,wk2JVEOAFPl,p,2021-04-01,Unnav,aT03mfdlNiF,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,32.82954545454545,ante_natal,2022
Ramia Behar,yl4FsPXJXvw,p,2021-04-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,41.44932320897986,ante_natal,2022
Behedi,fO0hzktt79F,p,2021-04-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ante_natal,PW received 4 or more ANC,indicator_2,30.193459235375403,ante_natal,2022
Manjhwan,BLgq44ZJkKh,p,2021-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ante_natal,PW received 4 or more ANC,indicator_2,52.02715809893308,ante_natal,2022
Rae Bareli Lalganj,sd2I8M3xhLQ,p,2021-04-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,100.0,ante_natal,2022
Ghazipur Birona,zv6Gc6aGnXd,p,2021-04-01,Ghazipur,dScWdMRN8PL,Varanasi Division,ante_natal,PW received 4 or more ANC,indicator_2,47.46126563375023,ante_natal,2022
Firozabad Narkhi,GcLGdTGiU8M,p,2021-04-01,Firozabad,eJTsuE56XDF,Agra Division,ante_natal,PW received 4 or more ANC,indicator_2,92.92059966685174,ante_natal,2022
Deoria Goribazar,x6V2gbPDLjh,p,2021-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,ante_natal,PW received 4 or more ANC,indicator_2,62.11825487944891,ante_natal,2022
Lalitpur Bar,qMddUgnDzYX,p,2021-04-01,Lalitpur,fagfcadhxej,Jhansi Division,ante_natal,PW received 4 or more ANC,indicator_2,23.197903014416777,ante_natal,2022
Awagarh,vXfCZfdMkdf,p,2021-04-01,Etah,ZLcx4iOVyN5,Alligarh Division,ante_natal,PW received 4 or more ANC,indicator_2,25.732217573221757,ante_natal,2022
Sohawal,CUsMlPeoyMI,p,2021-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ante_natal,PW received 4 or more ANC,indicator_2,28.37150127226463,ante_natal,2022
Barhalganj,h0bQr9x9gzJ,p,2021-04-01,Gorakhpur,vR85cHdsw1w,Gorakhpur Division,ante_natal,PW received 4 or more ANC,indicator_2,44.00696864111499,ante_natal,2022
Bikapur,pw5oJhc8fpc,p,2021-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ante_natal,PW received 4 or more ANC,indicator_2,34.989648033126294,ante_natal,2022
Harington Ganj,XEfvLa6Zzxn,p,2021-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ante_natal,PW received 4 or more ANC,indicator_2,43.38277239018825,ante_natal,2022
Haisar Bazar,K98xeQTVavi,p,2021-04-01,Sant Kabir Nagar,fe1yBApr2sl,Basti Division,ante_natal,PW received 4 or more ANC,indicator_2,38.104838709677416,ante_natal,2022
Bilsi,FBjTmOT2uLU,p,2021-04-01,Budaun,eA37kyBRRuZ,Bareilly Division,ante_natal,PW received 4 or more ANC,indicator_2,26.91440171422127,ante_natal,2022
Fakharpur,C9qOAPWGoUS,p,2021-04-01,Bahraich,iE0E3nLioFr,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,33.742859733430045,ante_natal,2022
Mathura Faraha,txI2jZXppyQ,p,2021-04-01,Mathura,KP2BUB1npih,Agra Division,ante_natal,PW received 4 or more ANC,indicator_2,50.364747634069396,ante_natal,2022
Fatehpur  Vijaipur,X3gyut5H2FR,p,2021-04-01,Fatehpur,ibLiLcaKzw2,Prayagraj Division,ante_natal,PW received 4 or more ANC,indicator_2,26.8102424961845,ante_natal,2022
Kushinagar Fajilnagar,B3CnhXWWije,p,2021-04-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,ante_natal,PW received 4 or more ANC,indicator_2,31.85796028273309,ante_natal,2022
Auraiya Achhalda,iT6mwbFSnli,p,2021-04-01,Auraiya,Bd6E8zkVvVt,Kanpur Nagar Division,ante_natal,PW received 4 or more ANC,indicator_2,33.75454388090704,ante_natal,2022
Behta,nKJmMxPaEZ9,p,2021-04-01,Sitapur,XxaOowFtkiJ,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,55.285182889026665,ante_natal,2022
Dobhi,OTeT1SgY1F7,p,2021-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,ante_natal,PW received 4 or more ANC,indicator_2,51.31042516016308,ante_natal,2022
C S M Nagar Bhadar,l02BWTHnGkg,p,2021-04-01,Amethi,StsLkYw1G0m,Ayodhya Division,ante_natal,PW received 4 or more ANC,indicator_2,50.252391073326244,ante_natal,2022
Chittaura,jNYEM4EP98K,p,2021-04-01,Bahraich,iE0E3nLioFr,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,45.840570436054485,ante_natal,2022
Pasgawa,el8CoMxhsji,p,2021-04-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,42.534557848892256,ante_natal,2022
Lalganj Mirzapur,udEnBPS78Sf,p,2021-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ante_natal,PW received 4 or more ANC,indicator_2,59.662356321839084,ante_natal,2022
Babina,jtzi71zh7X8,p,2021-04-01,Jhansi,Mq751wBMqGF,Jhansi Division,ante_natal,PW received 4 or more ANC,indicator_2,44.32574077806893,ante_natal,2022
Colonalganj,SxFTKbP1SXZ,p,2021-04-01,Gonda,y8WarEkWCul,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,71.60755589822668,ante_natal,2022
Ballia Nagra,L91X7r5wkfW,p,2021-04-01,Ballia,oNDvGBE5fLq,Azamgarh Division,ante_natal,PW received 4 or more ANC,indicator_2,17.101465364120784,ante_natal,2022
Qaderchowk,aDSCuqsggsN,p,2021-04-01,Budaun,eA37kyBRRuZ,Bareilly Division,ante_natal,PW received 4 or more ANC,indicator_2,41.60458452722063,ante_natal,2022
