block,block_id,calc_type,date,district,district_id,division,domain,indicator,indicator_id,perc_point,type,year
Sersoul,o9odKTTIYVk,p,2021-04-01,Kanpur Nagar,QVMRMhzVrrS,Kanpur Nagar Division,ante_natal,ANC registered within first trimester,indicator_1,4.338070306656694,ante_natal,2022
Ballia Reoti,ZEh2syBgHks,p,2021-04-01,Ballia,oNDvGBE5fLq,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,61.957950065703024,ante_natal,2022
Ujhani,EjPcZNiYzP2,p,2021-04-01,Budaun,eA37kyBRRuZ,Bareilly Division,ante_natal,ANC registered within first trimester,indicator_1,41.04903078677309,ante_natal,2022
Amaniganj,pYWjwOoijbJ,p,2021-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,82.7250608272506,ante_natal,2022
Jaithra,mK3aOsGURLr,p,2021-04-01,Etah,ZLcx4iOVyN5,Alligarh Division,ante_natal,ANC registered within first trimester,indicator_1,49.25828970331588,ante_natal,2022
Muzaffarnagar Purkaji,kE3pd8aET6C,p,2021-04-01,Muzaffarnagar,MVQs2RrS1Nw,Saharanpur Division,ante_natal,ANC registered within first trimester,indicator_1,37.70022883295194,ante_natal,2022
Deoria Bethalpur,LPTjBQ9rRWx,p,2021-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,ante_natal,ANC registered within first trimester,indicator_1,69.83326870880187,ante_natal,2022
Bhadaiyan,vXwJYqDZIzf,p,2021-04-01,Sultanpur,o4ZQTVcMI7U,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,48.22857142857143,ante_natal,2022
Kanpur Dehat Ghinjhak,HddGvNsPs8y,p,2021-04-01,Kanpur Dehat,k3D0AumUCiC,Kanpur Nagar Division,ante_natal,ANC registered within first trimester,indicator_1,36.74698795180723,ante_natal,2022
Auraiya Bhagyanagar,UqkEQavyage,p,2021-04-01,Auraiya,Bd6E8zkVvVt,Kanpur Nagar Division,ante_natal,ANC registered within first trimester,indicator_1,52.55431591309454,ante_natal,2022
Ramnagar,svsS1G8o1pm,p,2021-04-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ante_natal,ANC registered within first trimester,indicator_1,0.0,ante_natal,2022
Rampur DHQ,TfKrN4hWv8C,p,2021-04-01,Rampur,IU006h5U7jj,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,88.82931188561216,ante_natal,2022
Rae Bareli Uchahar,tv4Qque6scf,p,2021-04-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,56.28140703517588,ante_natal,2022
Khsrha,RtFh5dTx40I,p,2021-04-01,Siddharth Nagar,cP0p8qfm3il,Basti Division,ante_natal,ANC registered within first trimester,indicator_1,60.25414754677021,ante_natal,2022
Kanpur Dehat Melasa,QavHaYYE31I,p,2021-04-01,Kanpur Dehat,k3D0AumUCiC,Kanpur Nagar Division,ante_natal,ANC registered within first trimester,indicator_1,74.68239564428312,ante_natal,2022
Gangeshwari,bkkdTIrC9mc,p,2021-04-01,Amroha,hgquAmZaNBu,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,43.57563850687623,ante_natal,2022
Joya,ouPBHlLzBAu,p,2021-04-01,Amroha,hgquAmZaNBu,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,67.34324030445813,ante_natal,2022
Bheetargaon,prVsNzGqemV,p,2021-04-01,Kanpur Nagar,QVMRMhzVrrS,Kanpur Nagar Division,ante_natal,ANC registered within first trimester,indicator_1,45.20856820744081,ante_natal,2022
Ballia Bellhri,s2dEYvDCkAZ,p,2021-04-01,Ballia,oNDvGBE5fLq,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,54.30327868852459,ante_natal,2022
Hamirpur Gohand,SEb6dTDNGdm,p,2021-04-01,Hamirpur,VSI7HobT5qL,Chitrakoot Division,ante_natal,ANC registered within first trimester,indicator_1,51.82232346241457,ante_natal,2022
Auraiya Airwa Katra,JUDfktiXVjn,p,2021-04-01,Auraiya,Bd6E8zkVvVt,Kanpur Nagar Division,ante_natal,ANC registered within first trimester,indicator_1,61.5919629057187,ante_natal,2022
Bisanda,emjMgvubuGe,p,2021-04-01,Banda,DggJGxqbWHn,Chitrakoot Division,ante_natal,ANC registered within first trimester,indicator_1,23.75500858614768,ante_natal,2022
Ballia Dubhar,bmh3vNuN7xM,p,2021-04-01,Ballia,oNDvGBE5fLq,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,84.26443202979516,ante_natal,2022
Badlapur,HU9Fxw66kJA,p,2021-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,ante_natal,ANC registered within first trimester,indicator_1,84.9015317286652,ante_natal,2022
Rae Bareli Salon,Gr3MErPlauk,p,2021-04-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,88.2183908045977,ante_natal,2022
Azamgarh Lalganj,CqNwKYL7iqH,p,2021-04-01,Azamgarh,NjckKfm3g0k,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,62.732615083251716,ante_natal,2022
Ghaziabad Loni,isevBbVYacc,p,2021-04-01,Ghaziabad,M5NHlfAaKYI,Meerut Division,ante_natal,ANC registered within first trimester,indicator_1,92.17363751584284,ante_natal,2022
Nawada,CUfl7clOb3K,p,2021-04-01,Kaushambi,PAj0oVY0Dxu,Prayagraj Division,ante_natal,ANC registered within first trimester,indicator_1,40.3921568627451,ante_natal,2022
Saharanpur Nangal,TkRtB84gkNd,p,2021-04-01,Saharanpur,FKYZ3JbWq84,Saharanpur Division,ante_natal,ANC registered within first trimester,indicator_1,94.59876543209876,ante_natal,2022
Kauriram,W4M075uGpIs,p,2021-04-01,Gorakhpur,vR85cHdsw1w,Gorakhpur Division,ante_natal,ANC registered within first trimester,indicator_1,58.760863470703676,ante_natal,2022
Maharajganj,d5GGshi37vh,p,2021-04-01,Maharajganj,AcnMkNGgc3S,Gorakhpur Division,ante_natal,ANC registered within first trimester,indicator_1,61.49500217296827,ante_natal,2022
Chaka,hty8pfH1ySe,p,2021-04-01,Prayagraj,tXgaew1Pd2Y,Prayagraj Division,ante_natal,ANC registered within first trimester,indicator_1,46.056395586432366,ante_natal,2022
Balrampur DHQ,G7snWO0Hmy7,p,2021-04-01,Balrampur,uS0pNSxN3sS,Gonda Division,ante_natal,ANC registered within first trimester,indicator_1,58.2039911308204,ante_natal,2022
Gaura,b29DRuniQju,p,2021-04-01,Pratapgarh,fz7bJo3egPX,Prayagraj Division,ante_natal,ANC registered within first trimester,indicator_1,80.55391868002357,ante_natal,2022
Hathras Sasni,Sy6tfTi18KA,p,2021-04-01,Hathras,m1IAjmqkoFC,Alligarh Division,ante_natal,ANC registered within first trimester,indicator_1,56.051541647491945,ante_natal,2022
Khiarabad,ch0hBYu0VuS,p,2021-04-01,Sitapur,XxaOowFtkiJ,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,63.109540636042404,ante_natal,2022
Bidhuna,dbmh0v75n2G,p,2021-04-01,Kanpur Nagar,QVMRMhzVrrS,Kanpur Nagar Division,ante_natal,ANC registered within first trimester,indicator_1,13.709677419354838,ante_natal,2022
Kara,UBoDZuuvpRs,p,2021-04-01,Kaushambi,PAj0oVY0Dxu,Prayagraj Division,ante_natal,ANC registered within first trimester,indicator_1,38.86830582687774,ante_natal,2022
Kushinagar Tamkuhi,CApqqM6FvRV,p,2021-04-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,ante_natal,ANC registered within first trimester,indicator_1,72.69031781226903,ante_natal,2022
Jaitipur,l14UZLO07Q9,p,2021-04-01,Shahjahanpur,GaiLSoQq1ue,Bareilly Division,ante_natal,ANC registered within first trimester,indicator_1,71.83673469387755,ante_natal,2022
Kushinagar Nabu Naurangia,vgRr0JIJR7M,p,2021-04-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,ante_natal,ANC registered within first trimester,indicator_1,76.55731662366384,ante_natal,2022
Shahbad,Bgu9MPGC8NW,p,2021-04-01,Rampur,IU006h5U7jj,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,92.20148299667605,ante_natal,2022
Kanth,eRgWsRn98MG,p,2021-04-01,Shahjahanpur,GaiLSoQq1ue,Bareilly Division,ante_natal,ANC registered within first trimester,indicator_1,63.1843926998112,ante_natal,2022
Charkhari,voVPLJSfahW,p,2021-04-01,Mahoba,sUQMxIc3yXj,Chitrakoot Division,ante_natal,ANC registered within first trimester,indicator_1,57.58426966292135,ante_natal,2022
Hathras Sadabad,nGMlBiXPa8W,p,2021-04-01,Hathras,m1IAjmqkoFC,Alligarh Division,ante_natal,ANC registered within first trimester,indicator_1,78.87662025924148,ante_natal,2022
Agra Pinhat,sGuuKBoA9Rh,p,2021-04-01,Agra,N5WWbRtsjWp,Agra Division,ante_natal,ANC registered within first trimester,indicator_1,90.17699115044248,ante_natal,2022
Chamraua,zph89qUJBah,p,2021-04-01,Rampur,IU006h5U7jj,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,86.03351955307262,ante_natal,2022
Pahla,I2ZGoBUtTtO,p,2021-04-01,Sitapur,XxaOowFtkiJ,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,98.84139033160207,ante_natal,2022
Muzaffarnagar Badhara,hiCT4rPYCVr,p,2021-04-01,Muzaffarnagar,MVQs2RrS1Nw,Saharanpur Division,ante_natal,ANC registered within first trimester,indicator_1,61.782708492731444,ante_natal,2022
Saharanpur Gangoha,BHNN3R3Nfyk,p,2021-04-01,Saharanpur,FKYZ3JbWq84,Saharanpur Division,ante_natal,ANC registered within first trimester,indicator_1,67.34750979294908,ante_natal,2022
Chaniya,P0KHYXl7qFF,p,2021-04-01,Chandauli,ClbehnmwSec,Varanasi Division,ante_natal,ANC registered within first trimester,indicator_1,54.434100930916216,ante_natal,2022
Shamli Shamli,QgLrwudkb0M,p,2021-04-01,Shamli,AdiUcz9BXhx,Saharanpur Division,ante_natal,ANC registered within first trimester,indicator_1,71.20743034055728,ante_natal,2022
Maunathbhanjan Doharighat,y2tYqTLUS24,p,2021-04-01,Maunathbhanjan,CBSB9v92AwT,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,58.62341772151899,ante_natal,2022
Uttroula,uReShtGh7bZ,p,2021-04-01,Balrampur,uS0pNSxN3sS,Gonda Division,ante_natal,ANC registered within first trimester,indicator_1,94.66820099731493,ante_natal,2022
Hapur,MoftawJk2Oh,p,2021-04-01,Hapur,CZ8kLjgqvSH,Meerut Division,ante_natal,ANC registered within first trimester,indicator_1,90.34209913893415,ante_natal,2022
Aligarh DHQ,Ae6KfBl84FW,p,2021-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,ante_natal,ANC registered within first trimester,indicator_1,35.983467055677124,ante_natal,2022
Jalsar,MGuYssW76Oy,p,2021-04-01,Etah,ZLcx4iOVyN5,Alligarh Division,ante_natal,ANC registered within first trimester,indicator_1,51.7077045274027,ante_natal,2022
Gagiri,S842tHqLUI1,p,2021-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,ante_natal,ANC registered within first trimester,indicator_1,51.6633064516129,ante_natal,2022
Gautam Buddha Nagar Bisrakh,y9wSctfMKAu,p,2021-04-01,Gautam Buddha Nagar,bNmwkrQeP3e,Meerut Division,ante_natal,ANC registered within first trimester,indicator_1,71.69971191323505,ante_natal,2022
Azamgarh Mehnagar,KjTOOkkFXwn,p,2021-04-01,Azamgarh,NjckKfm3g0k,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,35.709090909090904,ante_natal,2022
Sadar Tahsil,zR4XqMKHbJG,p,2021-04-01,Banda,DggJGxqbWHn,Chitrakoot Division,ante_natal,ANC registered within first trimester,indicator_1,55.819477434679335,ante_natal,2022
Dostpur,AGFzimgfzIo,p,2021-04-01,Sultanpur,o4ZQTVcMI7U,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,75.97597597597597,ante_natal,2022
Bawan,tbi6Bsb6jlU,p,2021-04-01,Hardoi,MTIkUw5q5pX,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,75.34992223950233,ante_natal,2022
Sultanpur,ES7nfQzse06,p,2021-04-01,Sultanpur,o4ZQTVcMI7U,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,29.172602739726027,ante_natal,2022
Varanasi Chiraigoan,pzUMM4ITvbI,p,2021-04-01,Varanasi,LeuBT7KfuuA,Varanasi Division,ante_natal,ANC registered within first trimester,indicator_1,44.27750773309766,ante_natal,2022
Jalaun Kuthound,V1ktVWnBTTW,p,2021-04-01,Jalaun,NL5xiiHZQSC,Jhansi Division,ante_natal,ANC registered within first trimester,indicator_1,62.323943661971825,ante_natal,2022
Kasganj DHQ,UuNK1H4MurF,p,2021-04-01,Kasganj,hITp09XOBLZ,Alligarh Division,ante_natal,ANC registered within first trimester,indicator_1,56.132596685082866,ante_natal,2022
Chhanve,T5YmZQx2cme,p,2021-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ante_natal,ANC registered within first trimester,indicator_1,85.9159901164843,ante_natal,2022
Kumbhi,lbRa62r2r1d,p,2021-04-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,88.23705477401975,ante_natal,2022
Gilaula,LNX0N5jnA5h,p,2021-04-01,Shrawasti,oyTwneTbWDx,Gonda Division,ante_natal,ANC registered within first trimester,indicator_1,83.3993399339934,ante_natal,2022
Nereani,PPxFR8laHqe,p,2021-04-01,Banda,DggJGxqbWHn,Chitrakoot Division,ante_natal,ANC registered within first trimester,indicator_1,34.82041587901701,ante_natal,2022
Huzoorpur,CjshmDK5t8E,p,2021-04-01,Bahraich,iE0E3nLioFr,Gonda Division,ante_natal,ANC registered within first trimester,indicator_1,89.14141414141415,ante_natal,2022
Fatehganj(West),KRQvi7JBiuf,p,2021-04-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ante_natal,ANC registered within first trimester,indicator_1,44.00256574727389,ante_natal,2022
Agra Etmadpur,xiUPA06ix22,p,2021-04-01,Agra,N5WWbRtsjWp,Agra Division,ante_natal,ANC registered within first trimester,indicator_1,76.65805340223945,ante_natal,2022
Agra DHQ,CUTzCqh1nRn,p,2021-04-01,Agra,N5WWbRtsjWp,Agra Division,ante_natal,ANC registered within first trimester,indicator_1,29.832303618711386,ante_natal,2022
Lalitpur  DHQ,OlW82qQAtpe,p,2021-04-01,Lalitpur,fagfcadhxej,Jhansi Division,ante_natal,ANC registered within first trimester,indicator_1,35.52870090634441,ante_natal,2022
Maunathbhanjan Ratanpura,u9ZAWcpGHu9,p,2021-04-01,Maunathbhanjan,CBSB9v92AwT,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,16.21125143513203,ante_natal,2022
Ballia Hanumanganj,cu4HLxXXRm1,p,2021-04-01,Ballia,oNDvGBE5fLq,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,64.07766990291263,ante_natal,2022
Basti DHQ,hIlEZsYKlhK,p,2021-04-01,Basti,J1P16zQEOUT,Basti Division,ante_natal,ANC registered within first trimester,indicator_1,59.89473684210527,ante_natal,2022
Harpalpur,TY7glMGf9aG,p,2021-04-01,Hardoi,MTIkUw5q5pX,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,73.2029117379436,ante_natal,2022
Deoria Patherdewa,uwDViZiXmha,p,2021-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,ante_natal,ANC registered within first trimester,indicator_1,29.008498583569402,ante_natal,2022
Meerut Hastinapur,MK6uVgXBbvK,p,2021-04-01,Meerut,v8YGmR7nOdj,Meerut Division,ante_natal,ANC registered within first trimester,indicator_1,79.74683544303798,ante_natal,2022
Hathras Maho,tisCSlmEcvz,p,2021-04-01,Hathras,m1IAjmqkoFC,Alligarh Division,ante_natal,ANC registered within first trimester,indicator_1,76.55367231638418,ante_natal,2022
Chakiya,VpPC8KPVwrC,p,2021-04-01,Chandauli,ClbehnmwSec,Varanasi Division,ante_natal,ANC registered within first trimester,indicator_1,83.04928604329803,ante_natal,2022
Kurwar,Sz7oQppp6s9,p,2021-04-01,Sultanpur,o4ZQTVcMI7U,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,79.1740412979351,ante_natal,2022
Kanpur Nagar,OHJ1V3HQczi,p,2021-04-01,Kanpur Nagar,QVMRMhzVrrS,Kanpur Nagar Division,ante_natal,ANC registered within first trimester,indicator_1,35.32410779315368,ante_natal,2022
Kasmanda,E8Ds6nIiHXM,p,2021-04-01,Sitapur,XxaOowFtkiJ,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,84.53947368421053,ante_natal,2022
Pahadi,y74T9TfUPuz,p,2021-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ante_natal,ANC registered within first trimester,indicator_1,80.08,ante_natal,2022
Kerakat,joT95cJHrTQ,p,2021-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,ante_natal,ANC registered within first trimester,indicator_1,29.452332657200813,ante_natal,2022
Ramnagar Basti,jiDSxIFBh1G,p,2021-04-01,Basti,J1P16zQEOUT,Basti Division,ante_natal,ANC registered within first trimester,indicator_1,73.49457058242844,ante_natal,2022
Unnav Auras,wk2JVEOAFPl,p,2021-04-01,Unnav,aT03mfdlNiF,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,48.32347140039448,ante_natal,2022
Ramia Behar,yl4FsPXJXvw,p,2021-04-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,71.39917695473251,ante_natal,2022
Behedi,fO0hzktt79F,p,2021-04-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ante_natal,ANC registered within first trimester,indicator_1,73.55425601039636,ante_natal,2022
Manjhwan,BLgq44ZJkKh,p,2021-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ante_natal,ANC registered within first trimester,indicator_1,82.25529479107041,ante_natal,2022
Rae Bareli Lalganj,sd2I8M3xhLQ,p,2021-04-01,Rae Bareli,lLvTDpBDY8u,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,43.43434343434344,ante_natal,2022
Ghazipur Birona,zv6Gc6aGnXd,p,2021-04-01,Ghazipur,dScWdMRN8PL,Varanasi Division,ante_natal,ANC registered within first trimester,indicator_1,84.82532751091702,ante_natal,2022
Firozabad Narkhi,GcLGdTGiU8M,p,2021-04-01,Firozabad,eJTsuE56XDF,Agra Division,ante_natal,ANC registered within first trimester,indicator_1,38.19307627357163,ante_natal,2022
Deoria Goribazar,x6V2gbPDLjh,p,2021-04-01,Deoria,Tf9b9qcbghH,Gorakhpur Division,ante_natal,ANC registered within first trimester,indicator_1,62.04460966542751,ante_natal,2022
Lalitpur Bar,qMddUgnDzYX,p,2021-04-01,Lalitpur,fagfcadhxej,Jhansi Division,ante_natal,ANC registered within first trimester,indicator_1,88.88888888888889,ante_natal,2022
Awagarh,vXfCZfdMkdf,p,2021-04-01,Etah,ZLcx4iOVyN5,Alligarh Division,ante_natal,ANC registered within first trimester,indicator_1,57.521186440677965,ante_natal,2022
Sohawal,CUsMlPeoyMI,p,2021-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,81.1623246492986,ante_natal,2022
Barhalganj,h0bQr9x9gzJ,p,2021-04-01,Gorakhpur,vR85cHdsw1w,Gorakhpur Division,ante_natal,ANC registered within first trimester,indicator_1,50.488997555012226,ante_natal,2022
Bikapur,pw5oJhc8fpc,p,2021-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,58.82352941176471,ante_natal,2022
Harington Ganj,XEfvLa6Zzxn,p,2021-04-01,Ayodhya,b4XkXzoGqFY,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,65.65008025682182,ante_natal,2022
Haisar Bazar,K98xeQTVavi,p,2021-04-01,Sant Kabir Nagar,fe1yBApr2sl,Basti Division,ante_natal,ANC registered within first trimester,indicator_1,72.41523650062788,ante_natal,2022
Bilsi,FBjTmOT2uLU,p,2021-04-01,Budaun,eA37kyBRRuZ,Bareilly Division,ante_natal,ANC registered within first trimester,indicator_1,73.66825465569511,ante_natal,2022
Fakharpur,C9qOAPWGoUS,p,2021-04-01,Bahraich,iE0E3nLioFr,Gonda Division,ante_natal,ANC registered within first trimester,indicator_1,81.18107435076485,ante_natal,2022
Mathura Faraha,txI2jZXppyQ,p,2021-04-01,Mathura,KP2BUB1npih,Agra Division,ante_natal,ANC registered within first trimester,indicator_1,67.17123935666982,ante_natal,2022
Fatehpur  Vijaipur,X3gyut5H2FR,p,2021-04-01,Fatehpur,ibLiLcaKzw2,Prayagraj Division,ante_natal,ANC registered within first trimester,indicator_1,61.48148148148148,ante_natal,2022
Kushinagar Fajilnagar,B3CnhXWWije,p,2021-04-01,Kushinagar,xUeHwd9FQkg,Gorakhpur Division,ante_natal,ANC registered within first trimester,indicator_1,82.91435875585854,ante_natal,2022
Auraiya Achhalda,iT6mwbFSnli,p,2021-04-01,Auraiya,Bd6E8zkVvVt,Kanpur Nagar Division,ante_natal,ANC registered within first trimester,indicator_1,89.77183320220298,ante_natal,2022
Behta,nKJmMxPaEZ9,p,2021-04-01,Sitapur,XxaOowFtkiJ,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,65.12017887087758,ante_natal,2022
Dobhi,OTeT1SgY1F7,p,2021-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,ante_natal,ANC registered within first trimester,indicator_1,72.96116504854369,ante_natal,2022
C S M Nagar Bhadar,l02BWTHnGkg,p,2021-04-01,Amethi,StsLkYw1G0m,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,85.17049960348929,ante_natal,2022
Chittaura,jNYEM4EP98K,p,2021-04-01,Bahraich,iE0E3nLioFr,Gonda Division,ante_natal,ANC registered within first trimester,indicator_1,77.64905340491664,ante_natal,2022
Pasgawa,el8CoMxhsji,p,2021-04-01,Lakhimpur Kheri,d9ZuMopgX29,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,88.65295288652952,ante_natal,2022
Lalganj Mirzapur,udEnBPS78Sf,p,2021-04-01,Mirzapur,UAicdMLyuk4,Mirzapur Division,ante_natal,ANC registered within first trimester,indicator_1,89.14417001723147,ante_natal,2022
Babina,jtzi71zh7X8,p,2021-04-01,Jhansi,Mq751wBMqGF,Jhansi Division,ante_natal,ANC registered within first trimester,indicator_1,48.36829836829837,ante_natal,2022
Colonalganj,SxFTKbP1SXZ,p,2021-04-01,Gonda,y8WarEkWCul,Gonda Division,ante_natal,ANC registered within first trimester,indicator_1,37.537993920972646,ante_natal,2022
Ballia Nagra,L91X7r5wkfW,p,2021-04-01,Ballia,oNDvGBE5fLq,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,66.47975077881621,ante_natal,2022
Qaderchowk,aDSCuqsggsN,p,2021-04-01,Budaun,eA37kyBRRuZ,Bareilly Division,ante_natal,ANC registered within first trimester,indicator_1,74.29577464788733,ante_natal,2022
Bijnor Nehtaur,rAeHXnn5JSw,p,2021-04-01,Bijnor,uCYjHW7FuGG,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,68.68223519599667,ante_natal,2022
Agra Jaitpur Kala,PlRYdgqkTLD,p,2021-04-01,Agra,N5WWbRtsjWp,Agra Division,ante_natal,ANC registered within first trimester,indicator_1,52.751196172248804,ante_natal,2022
Jawan,nYlhMfttxtb,p,2021-04-01,Aligarh,frD2HOp3wAs,Alligarh Division,ante_natal,ANC registered within first trimester,indicator_1,98.46435100548446,ante_natal,2022
Badani,fvt1qfVGM3G,p,2021-04-01,Siddharth Nagar,cP0p8qfm3il,Basti Division,ante_natal,ANC registered within first trimester,indicator_1,64.84765802637563,ante_natal,2022
C S M Nagar Sangrampur,KwM7Z0rplba,p,2021-04-01,Amethi,StsLkYw1G0m,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,89.40628637951106,ante_natal,2022
Sohartgarh,fhrJdvxaNc3,p,2021-04-01,Siddharth Nagar,cP0p8qfm3il,Basti Division,ante_natal,ANC registered within first trimester,indicator_1,68.3288409703504,ante_natal,2022
Lalganj Pratapgarh,lZg8HzmVg9D,p,2021-04-01,Pratapgarh,fz7bJo3egPX,Prayagraj Division,ante_natal,ANC registered within first trimester,indicator_1,44.70284237726098,ante_natal,2022
Suratganj,HLaiapcp8KF,p,2021-04-01,Barabanki,tzH6nJu9SwS,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,48.81481481481482,ante_natal,2022
Saharanpur Punwarka,PqdYyxvXbjJ,p,2021-04-01,Saharanpur,FKYZ3JbWq84,Saharanpur Division,ante_natal,ANC registered within first trimester,indicator_1,74.8338502436863,ante_natal,2022
Persendi,qyrJ0VLceRJ,p,2021-04-01,Sitapur,XxaOowFtkiJ,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,93.54469060351414,ante_natal,2022
Agra Khaundali,NWLheaE7Ac4,p,2021-04-01,Agra,N5WWbRtsjWp,Agra Division,ante_natal,ANC registered within first trimester,indicator_1,44.44922547332186,ante_natal,2022
Shamli Kandhla,bJF2UI9uVXK,p,2021-04-01,Shamli,AdiUcz9BXhx,Saharanpur Division,ante_natal,ANC registered within first trimester,indicator_1,78.3882783882784,ante_natal,2022
Bhojipura,m5Tn9LTc2Dy,p,2021-04-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ante_natal,ANC registered within first trimester,indicator_1,35.92920353982301,ante_natal,2022
Bilhari,B1rNgGH3FaM,p,2021-04-01,Moradabad,YQNQoPjAIpV,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,63.50332594235033,ante_natal,2022
Azamgarh Jahanaganj,O2VQy7yy72b,p,2021-04-01,Azamgarh,NjckKfm3g0k,Azamgarh Division,ante_natal,ANC registered within first trimester,indicator_1,24.312796208530806,ante_natal,2022
Faridpur,Hi4F69xrBS5,p,2021-04-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ante_natal,ANC registered within first trimester,indicator_1,48.8819144762652,ante_natal,2022
MoBadshahpur,Y1OSp1Ck66B,p,2021-04-01,Jaunpur,gmw76vAUMqz,Varanasi Division,ante_natal,ANC registered within first trimester,indicator_1,87.8774222622803,ante_natal,2022
Bulandshahar Janhgirabad,VhF9wHMOsI2,p,2021-04-01,Bulandshahar,ogBt4gWCiem,Meerut Division,ante_natal,ANC registered within first trimester,indicator_1,48.18181818181818,ante_natal,2022
Lalitpur Jakhaura,cBlMjL2O6oW,p,2021-04-01,Lalitpur,fagfcadhxej,Jhansi Division,ante_natal,ANC registered within first trimester,indicator_1,46.07425441265977,ante_natal,2022
Meerut DHQ,yzzRWFcfXzt,p,2021-04-01,Meerut,v8YGmR7nOdj,Meerut Division,ante_natal,ANC registered within first trimester,indicator_1,32.696294049244145,ante_natal,2022
Basti Sader,zshpWWwvLd3,p,2021-04-01,Basti,J1P16zQEOUT,Basti Division,ante_natal,ANC registered within first trimester,indicator_1,53.091013165426446,ante_natal,2022
Harakh,zM7L5Up3Rp4,p,2021-04-01,Barabanki,tzH6nJu9SwS,Ayodhya Division,ante_natal,ANC registered within first trimester,indicator_1,49.79348324919688,ante_natal,2022
Saharanpur Nanota,ZUTLEFlviBI,p,2021-04-01,Saharanpur,FKYZ3JbWq84,Saharanpur Division,ante_natal,ANC registered within first trimester,indicator_1,90.35148173673329,ante_natal,2022
Shargarh,FjccMEGL0Hr,p,2021-04-01,Bareilly,vVqY3DPcpHf,Bareilly Division,ante_natal,ANC registered within first trimester,indicator_1,44.21820975797157,ante_natal,2022
