block_id,perc_point,indicator_id,district_id,district,block,division,type,domain,indicator,calc_type,year,quarter,date
o9odKTTIYVk,,indicator_1,QVMRMhzVrrS,Kanpur Nagar,Sersoul,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
ZEh2syBgHks,,indicator_1,oNDvGBE5fLq,Ballia,Ballia Reoti,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
EjPcZNiYzP2,,indicator_1,eA37kyBRRuZ,Budaun,Ujhani,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
pYWjwOoijbJ,,indicator_1,b4XkXzoGqFY,Ayodhya,Amaniganj,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
mK3aOsGURLr,,indicator_1,ZLcx4iOVyN5,Etah,Jaithra,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
kE3pd8aET6C,,indicator_1,MVQs2RrS1Nw,Muzaffarnagar,Muzaffarnagar Purkaji,Saharanpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
LPTjBQ9rRWx,,indicator_1,Tf9b9qcbghH,Deoria,Deoria Bethalpur,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
vXwJYqDZIzf,,indicator_1,o4ZQTVcMI7U,Sultanpur,Bhadaiyan,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
HddGvNsPs8y,,indicator_1,k3D0AumUCiC,Kanpur Dehat,Kanpur Dehat Ghinjhak,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
UqkEQavyage,,indicator_1,Bd6E8zkVvVt,Auraiya,Auraiya Bhagyanagar,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
svsS1G8o1pm,,indicator_1,vVqY3DPcpHf,Bareilly,Ramnagar,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
TfKrN4hWv8C,,indicator_1,IU006h5U7jj,Rampur,Rampur DHQ,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
tv4Qque6scf,,indicator_1,lLvTDpBDY8u,Rae Bareli,Rae Bareli Uchahar,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
RtFh5dTx40I,,indicator_1,cP0p8qfm3il,Siddharth Nagar,Khsrha,Basti Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
QavHaYYE31I,,indicator_1,k3D0AumUCiC,Kanpur Dehat,Kanpur Dehat Melasa,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
bkkdTIrC9mc,,indicator_1,hgquAmZaNBu,Amroha,Gangeshwari,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
ouPBHlLzBAu,,indicator_1,hgquAmZaNBu,Amroha,Joya,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
prVsNzGqemV,,indicator_1,QVMRMhzVrrS,Kanpur Nagar,Bheetargaon,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
s2dEYvDCkAZ,,indicator_1,oNDvGBE5fLq,Ballia,Ballia Bellhri,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
SEb6dTDNGdm,,indicator_1,VSI7HobT5qL,Hamirpur,Hamirpur Gohand,Chitrakoot Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
JUDfktiXVjn,,indicator_1,Bd6E8zkVvVt,Auraiya,Auraiya Airwa Katra,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
emjMgvubuGe,,indicator_1,DggJGxqbWHn,Banda,Bisanda,Chitrakoot Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
bmh3vNuN7xM,,indicator_1,oNDvGBE5fLq,Ballia,Ballia Dubhar,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
HU9Fxw66kJA,,indicator_1,gmw76vAUMqz,Jaunpur,Badlapur,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Gr3MErPlauk,,indicator_1,lLvTDpBDY8u,Rae Bareli,Rae Bareli Salon,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
CqNwKYL7iqH,,indicator_1,NjckKfm3g0k,Azamgarh,Azamgarh Lalganj,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
isevBbVYacc,,indicator_1,M5NHlfAaKYI,Ghaziabad,Ghaziabad Loni,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
CUfl7clOb3K,,indicator_1,PAj0oVY0Dxu,Kaushambi,Nawada,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
TkRtB84gkNd,,indicator_1,FKYZ3JbWq84,Saharanpur,Saharanpur Nangal,Saharanpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
W4M075uGpIs,,indicator_1,vR85cHdsw1w,Gorakhpur,Kauriram,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
d5GGshi37vh,,indicator_1,AcnMkNGgc3S,Maharajganj,Maharajganj,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
hty8pfH1ySe,,indicator_1,tXgaew1Pd2Y,Prayagraj,Chaka,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
G7snWO0Hmy7,,indicator_1,uS0pNSxN3sS,Balrampur,Balrampur DHQ,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
b29DRuniQju,,indicator_1,fz7bJo3egPX,Pratapgarh,Gaura,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Sy6tfTi18KA,,indicator_1,m1IAjmqkoFC,Hathras,Hathras Sasni,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
ch0hBYu0VuS,,indicator_1,XxaOowFtkiJ,Sitapur,Khiarabad,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
dbmh0v75n2G,,indicator_1,QVMRMhzVrrS,Kanpur Nagar,Bidhuna,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
UBoDZuuvpRs,,indicator_1,PAj0oVY0Dxu,Kaushambi,Kara,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
CApqqM6FvRV,,indicator_1,xUeHwd9FQkg,Kushinagar,Kushinagar Tamkuhi,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
l14UZLO07Q9,,indicator_1,GaiLSoQq1ue,Shahjahanpur,Jaitipur,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
vgRr0JIJR7M,,indicator_1,xUeHwd9FQkg,Kushinagar,Kushinagar Nabu Naurangia,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Bgu9MPGC8NW,,indicator_1,IU006h5U7jj,Rampur,Shahbad,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
eRgWsRn98MG,,indicator_1,GaiLSoQq1ue,Shahjahanpur,Kanth,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
voVPLJSfahW,,indicator_1,sUQMxIc3yXj,Mahoba,Charkhari,Chitrakoot Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
nGMlBiXPa8W,,indicator_1,m1IAjmqkoFC,Hathras,Hathras Sadabad,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
sGuuKBoA9Rh,,indicator_1,N5WWbRtsjWp,Agra,Agra Pinhat,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
zph89qUJBah,,indicator_1,IU006h5U7jj,Rampur,Chamraua,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
I2ZGoBUtTtO,,indicator_1,XxaOowFtkiJ,Sitapur,Pahla,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
hiCT4rPYCVr,,indicator_1,MVQs2RrS1Nw,Muzaffarnagar,Muzaffarnagar Badhara,Saharanpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
BHNN3R3Nfyk,,indicator_1,FKYZ3JbWq84,Saharanpur,Saharanpur Gangoha,Saharanpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
P0KHYXl7qFF,,indicator_1,ClbehnmwSec,Chandauli,Chaniya,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
QgLrwudkb0M,,indicator_1,AdiUcz9BXhx,Shamli,Shamli Shamli,Saharanpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
y2tYqTLUS24,,indicator_1,CBSB9v92AwT,Maunathbhanjan,Maunathbhanjan Doharighat,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
uReShtGh7bZ,,indicator_1,uS0pNSxN3sS,Balrampur,Uttroula,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
MoftawJk2Oh,,indicator_1,CZ8kLjgqvSH,Hapur,Hapur,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Ae6KfBl84FW,,indicator_1,frD2HOp3wAs,Aligarh,Aligarh DHQ,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
MGuYssW76Oy,,indicator_1,ZLcx4iOVyN5,Etah,Jalsar,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
S842tHqLUI1,,indicator_1,frD2HOp3wAs,Aligarh,Gagiri,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
y9wSctfMKAu,,indicator_1,bNmwkrQeP3e,Gautam Buddha Nagar,Gautam Buddha Nagar Bisrakh,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
KjTOOkkFXwn,,indicator_1,NjckKfm3g0k,Azamgarh,Azamgarh Mehnagar,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
zR4XqMKHbJG,,indicator_1,DggJGxqbWHn,Banda,Sadar Tahsil,Chitrakoot Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
AGFzimgfzIo,,indicator_1,o4ZQTVcMI7U,Sultanpur,Dostpur,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
tbi6Bsb6jlU,,indicator_1,MTIkUw5q5pX,Hardoi,Bawan,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
ES7nfQzse06,,indicator_1,o4ZQTVcMI7U,Sultanpur,Sultanpur,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
pzUMM4ITvbI,,indicator_1,LeuBT7KfuuA,Varanasi,Varanasi Chiraigoan,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
V1ktVWnBTTW,,indicator_1,NL5xiiHZQSC,Jalaun,Jalaun Kuthound,Jhansi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
UuNK1H4MurF,,indicator_1,hITp09XOBLZ,Kasganj,Kasganj DHQ,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
T5YmZQx2cme,,indicator_1,UAicdMLyuk4,Mirzapur,Chhanve,Mirzapur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
lbRa62r2r1d,,indicator_1,d9ZuMopgX29,Lakhimpur Kheri,Kumbhi,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
LNX0N5jnA5h,,indicator_1,oyTwneTbWDx,Shrawasti,Gilaula,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
PPxFR8laHqe,,indicator_1,DggJGxqbWHn,Banda,Nereani,Chitrakoot Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
CjshmDK5t8E,,indicator_1,iE0E3nLioFr,Bahraich,Huzoorpur,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
KRQvi7JBiuf,,indicator_1,vVqY3DPcpHf,Bareilly,Fatehganj(West),Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
xiUPA06ix22,,indicator_1,N5WWbRtsjWp,Agra,Agra Etmadpur,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
CUTzCqh1nRn,,indicator_1,N5WWbRtsjWp,Agra,Agra DHQ,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
OlW82qQAtpe,,indicator_1,fagfcadhxej,Lalitpur,Lalitpur  DHQ,Jhansi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
u9ZAWcpGHu9,,indicator_1,CBSB9v92AwT,Maunathbhanjan,Maunathbhanjan Ratanpura,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
cu4HLxXXRm1,,indicator_1,oNDvGBE5fLq,Ballia,Ballia Hanumanganj,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
hIlEZsYKlhK,,indicator_1,J1P16zQEOUT,Basti,Basti DHQ,Basti Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
TY7glMGf9aG,,indicator_1,MTIkUw5q5pX,Hardoi,Harpalpur,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
uwDViZiXmha,,indicator_1,Tf9b9qcbghH,Deoria,Deoria Patherdewa,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
MK6uVgXBbvK,,indicator_1,v8YGmR7nOdj,Meerut,Meerut Hastinapur,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
tisCSlmEcvz,,indicator_1,m1IAjmqkoFC,Hathras,Hathras Maho,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
VpPC8KPVwrC,,indicator_1,ClbehnmwSec,Chandauli,Chakiya,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Sz7oQppp6s9,,indicator_1,o4ZQTVcMI7U,Sultanpur,Kurwar,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
OHJ1V3HQczi,,indicator_1,QVMRMhzVrrS,Kanpur Nagar,Kanpur Nagar,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
E8Ds6nIiHXM,,indicator_1,XxaOowFtkiJ,Sitapur,Kasmanda,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
y74T9TfUPuz,,indicator_1,UAicdMLyuk4,Mirzapur,Pahadi,Mirzapur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
joT95cJHrTQ,,indicator_1,gmw76vAUMqz,Jaunpur,Kerakat,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
jiDSxIFBh1G,,indicator_1,J1P16zQEOUT,Basti,Ramnagar Basti,Basti Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
wk2JVEOAFPl,,indicator_1,aT03mfdlNiF,Unnav,Unnav Auras,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
yl4FsPXJXvw,,indicator_1,d9ZuMopgX29,Lakhimpur Kheri,Ramia Behar,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
fO0hzktt79F,,indicator_1,vVqY3DPcpHf,Bareilly,Behedi,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
BLgq44ZJkKh,,indicator_1,UAicdMLyuk4,Mirzapur,Manjhwan,Mirzapur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
sd2I8M3xhLQ,,indicator_1,lLvTDpBDY8u,Rae Bareli,Rae Bareli Lalganj,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
zv6Gc6aGnXd,,indicator_1,dScWdMRN8PL,Ghazipur,Ghazipur Birona,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
GcLGdTGiU8M,,indicator_1,eJTsuE56XDF,Firozabad,Firozabad Narkhi,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
x6V2gbPDLjh,,indicator_1,Tf9b9qcbghH,Deoria,Deoria Goribazar,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
qMddUgnDzYX,,indicator_1,fagfcadhxej,Lalitpur,Lalitpur Bar,Jhansi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
vXfCZfdMkdf,,indicator_1,ZLcx4iOVyN5,Etah,Awagarh,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
CUsMlPeoyMI,,indicator_1,b4XkXzoGqFY,Ayodhya,Sohawal,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
h0bQr9x9gzJ,,indicator_1,vR85cHdsw1w,Gorakhpur,Barhalganj,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
pw5oJhc8fpc,,indicator_1,b4XkXzoGqFY,Ayodhya,Bikapur,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
XEfvLa6Zzxn,,indicator_1,b4XkXzoGqFY,Ayodhya,Harington Ganj,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
K98xeQTVavi,,indicator_1,fe1yBApr2sl,Sant Kabir Nagar,Haisar Bazar,Basti Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
FBjTmOT2uLU,,indicator_1,eA37kyBRRuZ,Budaun,Bilsi,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
C9qOAPWGoUS,,indicator_1,iE0E3nLioFr,Bahraich,Fakharpur,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
txI2jZXppyQ,,indicator_1,KP2BUB1npih,Mathura,Mathura Faraha,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
X3gyut5H2FR,,indicator_1,ibLiLcaKzw2,Fatehpur,Fatehpur  Vijaipur,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
B3CnhXWWije,,indicator_1,xUeHwd9FQkg,Kushinagar,Kushinagar Fajilnagar,Gorakhpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
iT6mwbFSnli,,indicator_1,Bd6E8zkVvVt,Auraiya,Auraiya Achhalda,Kanpur Nagar Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
nKJmMxPaEZ9,,indicator_1,XxaOowFtkiJ,Sitapur,Behta,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
OTeT1SgY1F7,,indicator_1,gmw76vAUMqz,Jaunpur,Dobhi,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
l02BWTHnGkg,,indicator_1,StsLkYw1G0m,Amethi,C S M Nagar Bhadar,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
jNYEM4EP98K,,indicator_1,iE0E3nLioFr,Bahraich,Chittaura,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
el8CoMxhsji,,indicator_1,d9ZuMopgX29,Lakhimpur Kheri,Pasgawa,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
udEnBPS78Sf,,indicator_1,UAicdMLyuk4,Mirzapur,Lalganj Mirzapur,Mirzapur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
jtzi71zh7X8,,indicator_1,Mq751wBMqGF,Jhansi,Babina,Jhansi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
SxFTKbP1SXZ,,indicator_1,y8WarEkWCul,Gonda,Colonalganj,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
L91X7r5wkfW,,indicator_1,oNDvGBE5fLq,Ballia,Ballia Nagra,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
aDSCuqsggsN,,indicator_1,eA37kyBRRuZ,Budaun,Qaderchowk,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
rAeHXnn5JSw,,indicator_1,uCYjHW7FuGG,Bijnor,Bijnor Nehtaur,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
PlRYdgqkTLD,,indicator_1,N5WWbRtsjWp,Agra,Agra Jaitpur Kala,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
nYlhMfttxtb,,indicator_1,frD2HOp3wAs,Aligarh,Jawan,Alligarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
fvt1qfVGM3G,,indicator_1,cP0p8qfm3il,Siddharth Nagar,Badani,Basti Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
KwM7Z0rplba,,indicator_1,StsLkYw1G0m,Amethi,C S M Nagar Sangrampur,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
fhrJdvxaNc3,,indicator_1,cP0p8qfm3il,Siddharth Nagar,Sohartgarh,Basti Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
lZg8HzmVg9D,,indicator_1,fz7bJo3egPX,Pratapgarh,Lalganj Pratapgarh,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
HLaiapcp8KF,,indicator_1,tzH6nJu9SwS,Barabanki,Suratganj,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
PqdYyxvXbjJ,,indicator_1,FKYZ3JbWq84,Saharanpur,Saharanpur Punwarka,Saharanpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
qyrJ0VLceRJ,,indicator_1,XxaOowFtkiJ,Sitapur,Persendi,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
NWLheaE7Ac4,,indicator_1,N5WWbRtsjWp,Agra,Agra Khaundali,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
bJF2UI9uVXK,,indicator_1,AdiUcz9BXhx,Shamli,Shamli Kandhla,Saharanpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
m5Tn9LTc2Dy,,indicator_1,vVqY3DPcpHf,Bareilly,Bhojipura,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
B1rNgGH3FaM,,indicator_1,YQNQoPjAIpV,Moradabad,Bilhari,Moradabad Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
O2VQy7yy72b,,indicator_1,NjckKfm3g0k,Azamgarh,Azamgarh Jahanaganj,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Hi4F69xrBS5,,indicator_1,vVqY3DPcpHf,Bareilly,Faridpur,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
Y1OSp1Ck66B,,indicator_1,gmw76vAUMqz,Jaunpur,MoBadshahpur,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
VhF9wHMOsI2,,indicator_1,ogBt4gWCiem,Bulandshahar,Bulandshahar Janhgirabad,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
cBlMjL2O6oW,,indicator_1,fagfcadhxej,Lalitpur,Lalitpur Jakhaura,Jhansi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
yzzRWFcfXzt,,indicator_1,v8YGmR7nOdj,Meerut,Meerut DHQ,Meerut Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
zshpWWwvLd3,,indicator_1,J1P16zQEOUT,Basti,Basti Sader,Basti Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
zM7L5Up3Rp4,,indicator_1,tzH6nJu9SwS,Barabanki,Harakh,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
ZUTLEFlviBI,,indicator_1,FKYZ3JbWq84,Saharanpur,Saharanpur Nanota,Saharanpur Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
FjccMEGL0Hr,,indicator_1,vVqY3DPcpHf,Bareilly,Shargarh,Bareilly Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
ISeQXIbXref,,indicator_1,dScWdMRN8PL,Ghazipur,Ghazipur Mahmudabad,Varanasi Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
yFYFE5vVAAA,,indicator_1,lLvTDpBDY8u,Rae Bareli,Rae Bareli Jagatpur,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
a2rjHSkns9X,,indicator_1,b4XkXzoGqFY,Ayodhya,Maya Bazar,Ayodhya Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
HkZSq61JwqL,,indicator_1,uS0pNSxN3sS,Balrampur,Balrampur,Gonda Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
HNZwOODMyul,,indicator_1,XBLhrSWGytu,Mainpuri,Mainpuri Kerhal,Agra Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
G4HRu37srJN,,indicator_1,oNDvGBE5fLq,Ballia,Ballia Bansdih,Azamgarh Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
OC6qHC6pCm8,,indicator_1,aT03mfdlNiF,Unnav,Unnav Sikanderpur Sirausi,Lucknow Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
yepP1LEwWeE,,indicator_1,fz7bJo3egPX,Pratapgarh,Babaganj,Prayagraj Division,ante_natal,ante_natal,ANC registered within first trimester,p,2022,2,2021-07-01
