block_id,perc_point,indicator_id,district_id,district,block,division,type,domain,indicator,calc_type,year,quarter,date
DCamfBCJMSi,,indicator_3,hITp09XOBLZ,Kasganj,Sidhpura,Alligarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
W9mkfkYcPh8,,indicator_3,Mq751wBMqGF,Jhansi,Bangra,Jhansi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
JIEAUI17z3o,,indicator_3,HJIS3IrQ0Nj,Bagpat,Baraut,Meerut Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
KkUxdrYeeXC,,indicator_3,dScWdMRN8PL,Ghazipur,Ghazipur Badhora,Varanasi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
NHwhqnwjZ0d,,indicator_3,m1IAjmqkoFC,Hathras,Hathras Mursan,Alligarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
iK1PfQ9wLbz,,indicator_3,MfHac5N78aK,Lucknow,Kakori,Lucknow Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
JBG7yZn3ZhD,,indicator_3,Pm0jLk6EAiE,Etawah,Etawah Basrehar,Kanpur Nagar Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
DQg8KWOYf9m,,indicator_3,fagfcadhxej,Lalitpur,Lalitpur Madawara,Jhansi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
entrhoaBv1i,,indicator_3,AcnMkNGgc3S,Maharajganj,Maharajganj DHQ,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
kaWQCx3sgxl,,indicator_3,HJIS3IrQ0Nj,Bagpat,Bagpat DHQ,Meerut Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
Ae5sVkqEY53,,indicator_3,y8WarEkWCul,Gonda,Parsupur,Gonda Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
ciUK1Y4Eaxf,,indicator_3,MfHac5N78aK,Lucknow,Sarojninagar,Lucknow Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
jvUzHuel9I6,,indicator_3,hITp09XOBLZ,Kasganj,kasganj,Alligarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
XuOunfUuyUX,,indicator_3,MVQs2RrS1Nw,Muzaffarnagar,Muzaffarnagar Shahpur,Saharanpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
Xj8oMwQWDUl,,indicator_3,i2fSZZ3QAJJ,Chitrakoot,Pahari,Chitrakoot Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
eV15qufBx79,,indicator_3,N5WWbRtsjWp,Agra,Agra Achnera,Agra Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
UBw5aJTPmZ3,,indicator_3,tXgaew1Pd2Y,Prayagraj,Kaundhiyara,Prayagraj Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
xmoNxfjNe2l,,indicator_3,uEEwlAGZXWW,Farrukhabad,Kamalganj,Kanpur Nagar Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
aHuzZgGIslk,,indicator_3,uCYjHW7FuGG,Bijnor,Bijnor Noorpur,Moradabad Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
qzyZ63I1bIh,,indicator_3,NjckKfm3g0k,Azamgarh,Azamgarh Fhoolpur,Azamgarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
dIVl43wpljo,,indicator_3,NjckKfm3g0k,Azamgarh,Azamgarh Palhani,Azamgarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
EXoRpuAixOF,,indicator_3,PAj0oVY0Dxu,Kaushambi,Sarswan,Prayagraj Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
p6cTEKZv0Bb,,indicator_3,gmw76vAUMqz,Jaunpur,Machhalishahar,Varanasi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
ziD9Ib1XELX,,indicator_3,aT03mfdlNiF,Unnav,Unnav Nawabganj,Lucknow Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
XZ4UCP8boX8,,indicator_3,xUeHwd9FQkg,Kushinagar,Kushinagar Ramkola,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
YPsEnS75cQ8,,indicator_3,NNk3JP90QZ5,Sonbhadra,Nagawa,Mirzapur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
Mt3m2kDHXcq,,indicator_3,CZ8kLjgqvSH,Hapur,Hapur DHQ,Meerut Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
EdO6OYkMy4n,,indicator_3,uCYjHW7FuGG,Bijnor,Bijnor Jalilpur,Moradabad Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
kRWfFb08HmE,,indicator_3,bNmwkrQeP3e,Gautam Buddha Nagar,Gautam Buddha Nagar Dadri,Meerut Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
rvgyhTDiBPh,,indicator_3,cP0p8qfm3il,Siddharth Nagar,Lotan,Basti Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
OHnlTAIgKxY,,indicator_3,xUeHwd9FQkg,Kushinagar,Kushinagar Khadda,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
sxmq7Z4MO2H,,indicator_3,sUQMxIc3yXj,Mahoba,DWH Mahoba,Chitrakoot Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
TqhQTNCu0rW,,indicator_3,MTIkUw5q5pX,Hardoi,Bilgram,Lucknow Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
QAfsawYvIW0,,indicator_3,DggJGxqbWHn,Banda,Baberu,Chitrakoot Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
FXjd8I3tis1,,indicator_3,ogBt4gWCiem,Bulandshahar,Bulandshahar Gulaothi,Meerut Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
Y5b8fuW0nqo,,indicator_3,GaiLSoQq1ue,Shahjahanpur,Khudaganj,Bareilly Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
njhb7CY73zh,,indicator_3,eJTsuE56XDF,Firozabad,Firozabad Araon,Agra Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
oZ8M2HNNfYK,,indicator_3,PeUY1vj02UQ,Bhadohi,Sant Ravidas Nagar Suriyawa,Mirzapur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
n9AVoLqOsfk,,indicator_3,uS0pNSxN3sS,Balrampur,Sridattganj,Gonda Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
zFNrX1gsn6L,,indicator_3,IhQbDYRiF8w,Kannauj,Talgram,Kanpur Nagar Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
KNS89BltpLw,,indicator_3,tzH6nJu9SwS,Barabanki,Ramnagar Barabanki,Ayodhya Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
hYGI5A3Mq94,,indicator_3,AdiUcz9BXhx,Shamli,Shamli Unn,Saharanpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
F1Ddi7jawvX,,indicator_3,ClbehnmwSec,Chandauli,Dhanapur,Varanasi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
iRCOLiyhze6,,indicator_3,tzH6nJu9SwS,Barabanki,Fatehpur,Ayodhya Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
KocU1z4MS42,,indicator_3,hgquAmZaNBu,Amroha,Dhanaura,Moradabad Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
btuo0MWP5ET,,indicator_3,StsLkYw1G0m,Amethi,C S M Nagar Jagdishpur,Ayodhya Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
Cge552Satby,,indicator_3,ibLiLcaKzw2,Fatehpur,Fatehpur Deomai,Prayagraj Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
NBKbLavdozm,,indicator_3,NNk3JP90QZ5,Sonbhadra,Sonbhadra DHQ,Mirzapur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
dnrD7zqEOQ2,,indicator_3,bNmwkrQeP3e,Gautam Buddha Nagar,Gautam Buddha Nagar Jever,Meerut Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
TY8SzPsUCPQ,,indicator_3,m1IAjmqkoFC,Hathras,Hathras Hasayan,Alligarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
OWrTCTjWjzI,,indicator_3,IhQbDYRiF8w,Kannauj,Jalalabad Kannauj,Kanpur Nagar Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
h9b0ymhftGb,,indicator_3,Mq751wBMqGF,Jhansi,Gursaria,Jhansi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
KV5wZ2pPQe1,,indicator_3,vR85cHdsw1w,Gorakhpur,Gola,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
vAlop9evcWY,,indicator_3,tXgaew1Pd2Y,Prayagraj,Jasra,Prayagraj Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
Bc5VrfyFJO4,,indicator_3,k3D0AumUCiC,Kanpur Dehat,Kanpur Dehat Sandalpur,Kanpur Nagar Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
ABuWCL4zW6t,,indicator_3,jM27ji8tyrM,Ambedkar Nagar,Baskhari,Ayodhya Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
FPqrFlrWiLm,,indicator_3,YQNQoPjAIpV,Moradabad,Mundapanday,Moradabad Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
RiVugbfNzS2,,indicator_3,KP2BUB1npih,Mathura,Mathura Nandganv,Agra Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
QvnprpIbIJp,,indicator_3,tzH6nJu9SwS,Barabanki,Nindura,Ayodhya Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
hSxXTcaWSE8,,indicator_3,fagfcadhxej,Lalitpur,Lalitpur Mahroni,Jhansi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
omKjHTDECWY,,indicator_3,tXgaew1Pd2Y,Prayagraj,Shankargarh,Prayagraj Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
mqJOhnNW2ce,,indicator_3,N5WWbRtsjWp,Agra,Agra Sainya,Agra Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
rBDpTYpQ340,,indicator_3,ogBt4gWCiem,Bulandshahar,Bulandshahar Anoopshahr,Meerut Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
SmB8HLGFIyw,,indicator_3,NL5xiiHZQSC,Jalaun,Jalaun JALAUN,Jhansi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
WFVLpMb2xKo,,indicator_3,frD2HOp3wAs,Aligarh,Akrabad,Alligarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
KtYM7svxHgY,,indicator_3,lLvTDpBDY8u,Rae Bareli,Rae Bareli Dalamau,Lucknow Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
RXv1GaQ6IyV,,indicator_3,iE0E3nLioFr,Bahraich,Keaserganj,Gonda Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
kBVkJI1qaWb,,indicator_3,MTIkUw5q5pX,Hardoi,Hardoi DHQ,Lucknow Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
kvn8lGZHRgM,,indicator_3,fe1yBApr2sl,Sant Kabir Nagar,Bghouli,Basti Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
ApSm0CuGVfL,,indicator_3,MfHac5N78aK,Lucknow,BKTalabe,Lucknow Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
GGmtoqpI9Je,,indicator_3,NL5xiiHZQSC,Jalaun,Jalaun Madhougarh,Jhansi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
rzAzyO3UWpL,,indicator_3,uCYjHW7FuGG,Bijnor,Bijnor Kiratpur,Moradabad Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
H1Z5zG9mjfG,,indicator_3,uS0pNSxN3sS,Balrampur,Heryasethghrwa,Gonda Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
sfvcD32u4kK,,indicator_3,gmw76vAUMqz,Jaunpur,Muftiganj,Varanasi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
CJnQGhWTHo0,,indicator_3,GaiLSoQq1ue,Shahjahanpur,Jalalabad,Bareilly Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
tZXCzgn6lut,,indicator_3,MTIkUw5q5pX,Hardoi,Sandila,Lucknow Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
O0G9BMkbU7f,,indicator_3,o4ZQTVcMI7U,Sultanpur,Lambhua,Ayodhya Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
FhvPjqLG12y,,indicator_3,DggJGxqbWHn,Banda,Kemasin,Chitrakoot Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
XW2FOqHQemu,,indicator_3,YzHpzrN0eLv,Sambhal,Sambhal,Moradabad Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
Jmwf6ICjPJQ,,indicator_3,d9ZuMopgX29,Lakhimpur Kheri,Bijua,Lucknow Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
ww1Qb6eAFFD,,indicator_3,iE0E3nLioFr,Bahraich,Balha,Gonda Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
axbfDth7CE1,,indicator_3,iE0E3nLioFr,Bahraich,Shivpur,Gonda Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
fDgjRPtNpqt,,indicator_3,frD2HOp3wAs,Aligarh,Lodha,Alligarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
gspBjXC9nc5,,indicator_3,YzHpzrN0eLv,Sambhal,Junawai,Moradabad Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
fAXjUK5F5Xr,,indicator_3,eJTsuE56XDF,Firozabad,Firozabad DHQ,Agra Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
BYiQDRJhWWk,,indicator_3,xUeHwd9FQkg,Kushinagar,Kushinagar Hata,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
wzWcav8jSNr,,indicator_3,o4ZQTVcMI7U,Sultanpur,Kurebhar,Ayodhya Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
at47ZXktqxv,,indicator_3,hITp09XOBLZ,Kasganj,Patiyali,Alligarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
tZd8rrGLhlU,,indicator_3,N5WWbRtsjWp,Agra,Agra Fatehpur Sikhri,Agra Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
sGcpaNGqN8u,,indicator_3,ibLiLcaKzw2,Fatehpur,Fatehpur Teliyani,Prayagraj Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
pb5hWAn45Rk,,indicator_3,gmw76vAUMqz,Jaunpur,Sikrara,Varanasi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
UKkd5HV5vPT,,indicator_3,jM27ji8tyrM,Ambedkar Nagar,Katehari,Ayodhya Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
arETnjnVPdJ,,indicator_3,AcnMkNGgc3S,Maharajganj,Barzmanganj,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
NeyEJQ4zV6i,,indicator_3,QVMRMhzVrrS,Kanpur Nagar,Kanpur Nagar DHQ,Kanpur Nagar Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
dlErcN5wTNz,,indicator_3,fz7bJo3egPX,Pratapgarh,Sadar,Prayagraj Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
JTRnaTY9yhN,,indicator_3,xUeHwd9FQkg,Kushinagar,Kushinagar Kesya,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
QdKW8E0HxRg,,indicator_3,eA37kyBRRuZ,Budaun,Binawar,Bareilly Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
WFDYOeK31Ef,,indicator_3,AcnMkNGgc3S,Maharajganj,Nichlol,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
ESC202G5t07,,indicator_3,sUQMxIc3yXj,Mahoba,Panwari,Chitrakoot Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
ayWFJQ6ulBH,,indicator_3,hITp09XOBLZ,Kasganj,Amapur,Alligarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
o2TR0og834Q,,indicator_3,Mq751wBMqGF,Jhansi,Jhansi DHQ,Jhansi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
rUTBm0fGdMX,,indicator_3,oyTwneTbWDx,Shrawasti,Sirsiya,Gonda Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
iqYgALY5y5A,,indicator_3,N5WWbRtsjWp,Agra,Agra Akola,Agra Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
NEdgkoHIHTS,,indicator_3,vR85cHdsw1w,Gorakhpur,Sahjanwa,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
YhzzNFiy1cg,,indicator_3,AcnMkNGgc3S,Maharajganj,Mithora,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
RzW4W8GzuhH,,indicator_3,aT03mfdlNiF,Unnav,Unnav Ganj Moardabad,Lucknow Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
yQrRCA2ngHE,,indicator_3,gmw76vAUMqz,Jaunpur,Khuthan,Varanasi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
MTIyIVsTiFD,,indicator_3,oNDvGBE5fLq,Ballia,Ballia Beruarbari,Azamgarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
oB6hTaKvzgv,,indicator_3,jM27ji8tyrM,Ambedkar Nagar,Jahangir Ganj,Ayodhya Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
rqYozNDUgyg,,indicator_3,NNk3JP90QZ5,Sonbhadra,Chopen,Mirzapur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
F4fL0v4ObFM,,indicator_3,VSI7HobT5qL,Hamirpur,Hamirpur Nauranga,Chitrakoot Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
nxstNxWEDHb,,indicator_3,vR85cHdsw1w,Gorakhpur,Pali,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
SgYEydzGGbJ,,indicator_3,xUeHwd9FQkg,Kushinagar,Kushinagar Sukhroli,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
ooMZMhdhlnd,,indicator_3,tXgaew1Pd2Y,Prayagraj,Dhanupur,Prayagraj Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
miCbY8KENnd,,indicator_3,aT03mfdlNiF,Unnav,Unnav C.Karen,Lucknow Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
DeIlv8osqJa,,indicator_3,frD2HOp3wAs,Aligarh,Dhnipur,Alligarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
iQBAMBoxYul,,indicator_3,NL5xiiHZQSC,Jalaun,Jalaun Rampura,Jhansi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
fPJnAq2xoTU,,indicator_3,QVMRMhzVrrS,Kanpur Nagar,Kakwan,Kanpur Nagar Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
RHjnoE1DdVp,,indicator_3,oNDvGBE5fLq,Ballia,Ballia DHQ,Azamgarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
Yn3eQ5gagvS,,indicator_3,PeUY1vj02UQ,Bhadohi,Sant Ravidas Nagar DHQ,Mirzapur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
bMszXRRjCCv,,indicator_3,ogBt4gWCiem,Bulandshahar,Bulandshahar Bulandshahr,Meerut Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
e6v2BeJjdF0,,indicator_3,MVQs2RrS1Nw,Muzaffarnagar,Muzaffarnagar Khthauli,Saharanpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
hFYPDvQ1x7I,,indicator_3,uCYjHW7FuGG,Bijnor,Bijnor Dhampur,Moradabad Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
rnqodqKeG71,,indicator_3,tXgaew1Pd2Y,Prayagraj,Pratappur,Prayagraj Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
v4LM2W1q50L,,indicator_3,eJTsuE56XDF,Firozabad,Firozabad Aeka,Agra Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
gh2z6ozRHvl,,indicator_3,MVQs2RrS1Nw,Muzaffarnagar,Muzaffarnagar Budana,Saharanpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
qQSBi5m4QpM,,indicator_3,b4XkXzoGqFY,Ayodhya,Milkipur,Ayodhya Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
jc9CoHdLFLu,,indicator_3,k3D0AumUCiC,Kanpur Dehat,Kanpur Dehat Rasulabad,Kanpur Nagar Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
laYVNN7jnnN,,indicator_3,QVMRMhzVrrS,Kanpur Nagar,Kalyanpur,Kanpur Nagar Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
vlW7Ky7ubGA,,indicator_3,ogBt4gWCiem,Bulandshahar,Bulandshahar Uncha gaon,Meerut Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
aoQgD2b6JtI,,indicator_3,NL5xiiHZQSC,Jalaun,Jalaun Kadaura,Jhansi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
w0PTR0Qc2H7,,indicator_3,ibLiLcaKzw2,Fatehpur,Fatehpur Dhata,Prayagraj Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
pNfKKA9YCVD,,indicator_3,AcnMkNGgc3S,Maharajganj,Ghughali,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
S5qj59ohege,,indicator_3,NL5xiiHZQSC,Jalaun,Jalaun Nadigaun,Jhansi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
Sl9Xsytpbd8,,indicator_3,v8YGmR7nOdj,Meerut,Meerut Jani Khurd,Meerut Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
AvDeCxhTMWB,,indicator_3,sUQMxIc3yXj,Mahoba,Kulphar,Chitrakoot Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
RjTiJ3wL4Ir,,indicator_3,N5WWbRtsjWp,Agra,Agra Bichpuri,Agra Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
zpWs8PEVrYv,,indicator_3,v8YGmR7nOdj,Meerut,Meerut Sardhana,Meerut Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
gfXniA8E2yB,,indicator_3,vVqY3DPcpHf,Bareilly,Mirganj,Bareilly Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
QlnYDSaHYHx,,indicator_3,IhQbDYRiF8w,Kannauj,Umarda,Kanpur Nagar Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
YIfO8FmqA6j,,indicator_3,xUeHwd9FQkg,Kushinagar,Kushinagar Kaptanganj,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
Zkst7ZD9ogq,,indicator_3,y8WarEkWCul,Gonda,Itiathok,Gonda Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
JZJD7vQ6YIE,,indicator_3,ogBt4gWCiem,Bulandshahar,Bulandshahar DHQ,Meerut Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
EcaeGqA47MY,,indicator_3,gmw76vAUMqz,Jaunpur,Sondhi,Varanasi Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
ZfE3mnPPu5Y,,indicator_3,tzH6nJu9SwS,Barabanki,Sirauli Gaus Pur,Ayodhya Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
ws066anR0wR,,indicator_3,m1IAjmqkoFC,Hathras,Hathras Sikandra Rao,Alligarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
IiY5fP1UuFV,,indicator_3,xUeHwd9FQkg,Kushinagar,Kushinagar DHQ,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
jkV9lhxAuuK,,indicator_3,frD2HOp3wAs,Aligarh,Gonda,Alligarh Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
bztOHPUBTjU,,indicator_3,KP2BUB1npih,Mathura,Mathura Goverdhan,Agra Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
r1D91q65KwQ,,indicator_3,J1P16zQEOUT,Basti,Vikramjot,Basti Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
UlR3pGm65VX,,indicator_3,Tf9b9qcbghH,Deoria,Deoria Majhgawon,Gorakhpur Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
wgoGe5KFMCX,,indicator_3,iE0E3nLioFr,Bahraich,Risia,Gonda Division,ante_natal,ante_natal,PW treated with severe anemia,p,2022,2,2021-07-01
