calc_type,category,date,district,district_id,div_map_id,division,domain,indicator,indicator_id,map_id,perc_point,type,weight,year
p,Outcome Indicator ,2019-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,Birth Registration ,Birth registeration CRS ,indicator_19,160,0.0,Birth Registration ,5.0,2020
p,Outcome Indicator ,2019-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,Institutional delivery ,Institutional delivery (private) ,indicator_4,160,100.0,Institutional delivery ,2.0,2020
p,Outcome Indicator ,2019-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,communicable_diseases,Success rate of positive tuberculosis cases,indicator_8,160,100.0,communicable_diseases,5.0,2020
p,Process Indicator ,2019-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,communicable_diseases,% of positive malaria cases identified against total tested in the district up to the month,indicator_9,160,2.291180963099928,communicable_diseases,3.0,2020
p,Outcome Indicator ,2019-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,Institutional delivery ,Institutional delivery (public + private) ,indicator_11,160,44.73140940214146,Institutional delivery ,5.0,2020
p,Outcome Indicator ,2019-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,Family Planning,Couple Accepted Modern FP ,indicator_13,160,65.33279978658129,Family Planning,5.0,2020
p,Process Indicator ,2019-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,Asha Incentive,Asha Incentive percentile ,indicator_14,160,87.61106920529761,Asha Incentive,4.0,2020
p,Process Indicator ,2019-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,MDR ,Maternal Death audited ,indicator_18,160,6.8181818181818175,MDR ,3.0,2020
p,Process Indicator ,2019-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,IDSP ,RU Reporting ,indicator_20,160,96.96969696969695,IDSP ,3.0,2020
p,Outcome Indicator ,2019-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,Ayushman Bharat ,Golden Card percentile ,indicator_23,160,0.0,Ayushman Bharat ,5.0,2020
p,Process Indicator ,2019-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,BMW Management ,CHC with BMW management ,indicator_26,160,0.0,BMW Management ,1.5,2020
p,Outcome Indicator ,2019-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,HWC ,Activated HWC ,indicator_15,160,78.57142857142857,HWC ,5.0,2020
p,Outcome Indicator ,2019-04-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,LaQshya ,LaQshya certified CHC's ,indicator_21,160,0.0,LaQshya ,5.0,2020
p,Process Indicator ,2017-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,156,30.60980708355731,ante_natal,3.0,2018
p,Process Indicator ,2018-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,156,32.08077395577396,ante_natal,3.0,2019
p,Process Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,ante_natal,ANC registered within first trimester,indicator_1,156,62.79676564517225,ante_natal,3.0,2020
p,Outcome Indicator ,2017-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,156,43.448827292110884,ante_natal,4.0,2018
p,Outcome Indicator ,2018-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,156,47.13068537777221,ante_natal,4.0,2019
p,Outcome Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,ante_natal,PW received 4 or more ANC,indicator_2,156,84.0231467251126,ante_natal,4.0,2020
p,Process Indicator ,2017-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,ante_natal,PW treated with severe anemia,indicator_3,156,52.713815789473685,ante_natal,3.0,2018
p,Process Indicator ,2018-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,ante_natal,PW treated with severe anemia,indicator_3,156,3.5776581926145847,ante_natal,3.0,2019
p,Process Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,ante_natal,PW treated with severe anemia,indicator_3,156,60.25487853444843,ante_natal,3.0,2020
p,Process Indicator ,2017-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,new_born_care,HBNC visits,indicator_5,156,41.49203688181056,new_born_care,3.0,2018
p,Process Indicator ,2018-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,new_born_care,HBNC visits,indicator_5,156,55.3952888913264,new_born_care,3.0,2019
p,Process Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,new_born_care,HBNC visits,indicator_5,156,89.02420800956365,new_born_care,3.0,2020
p,Outcome Indicator ,2017-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,Immunization,Full immunization,indicator_6,156,44.98502886778126,Immunization,5.0,2018
p,Outcome Indicator ,2018-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,Immunization,Full immunization,indicator_6,156,67.6695978167985,Immunization,5.0,2019
p,Outcome Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,Immunization,Full immunization,indicator_6,156,100.0,Immunization,5.0,2020
p,Outcome Indicator ,2017-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,communicable_diseases,Communicable disease,indicator_7,156,98.20287648514179,communicable_diseases,5.0,2018
p,Outcome Indicator ,2018-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,communicable_diseases,Communicable disease,indicator_7,156,18.054774804133228,communicable_diseases,5.0,2019
p,Outcome Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,communicable_diseases,Communicable disease,indicator_7,156,90.47940691927514,communicable_diseases,5.0,2020
p,Process Indicator ,2017-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,CDR,Child Death Reported (U5) ,indicator_10,156,0.0,CDR,3.0,2018
p,Process Indicator ,2018-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,CDR,Child Death Reported (U5) ,indicator_10,156,0.0,CDR,3.0,2019
p,Process Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,CDR,Child Death Reported (U5) ,indicator_10,156,0.09407199447327033,CDR,3.0,2020
p,Process Indicator ,2017-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,RCH Portal ,Mother Registeration RCH ,indicator_17,156,0.0,RCH Portal ,3.0,2018
p,Process Indicator ,2018-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,RCH Portal ,Mother Registeration RCH ,indicator_17,156,0.0,RCH Portal ,3.0,2019
p,Process Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,RCH Portal ,Mother Registeration RCH ,indicator_17,156,62.501503467999534,RCH Portal ,3.0,2020
p,Outcome Indicator ,2017-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,Birth Registration ,Birth registeration CRS ,indicator_19,156,0.0,Birth Registration ,5.0,2018
p,Outcome Indicator ,2018-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,Birth Registration ,Birth registeration CRS ,indicator_19,156,0.0,Birth Registration ,5.0,2019
p,Outcome Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,Birth Registration ,Birth registeration CRS ,indicator_19,156,0.0,Birth Registration ,5.0,2020
p,Outcome Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,Institutional delivery ,Institutional delivery (private) ,indicator_4,156,100.0,Institutional delivery ,2.0,2020
p,Outcome Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,communicable_diseases,Success rate of positive tuberculosis cases,indicator_8,156,100.0,communicable_diseases,5.0,2020
p,Process Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,communicable_diseases,% of positive malaria cases identified against total tested in the district up to the month,indicator_9,156,0.2236106543900033,communicable_diseases,3.0,2020
p,Outcome Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,Institutional delivery ,Institutional delivery (public + private) ,indicator_11,156,32.05076638765083,Institutional delivery ,5.0,2020
p,Outcome Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,Family Planning,Couple Accepted Modern FP ,indicator_13,156,51.374557505460565,Family Planning,5.0,2020
p,Process Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,Asha Incentive,Asha Incentive percentile ,indicator_14,156,82.91532507857471,Asha Incentive,4.0,2020
p,Process Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,MDR ,Maternal Death audited ,indicator_18,156,6.25,MDR ,3.0,2020
p,Process Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,IDSP ,RU Reporting ,indicator_20,156,57.60869565217392,IDSP ,3.0,2020
p,Outcome Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,Ayushman Bharat ,Golden Card percentile ,indicator_23,156,0.0,Ayushman Bharat ,5.0,2020
p,Process Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,BMW Management ,CHC with BMW management ,indicator_26,156,0.0,BMW Management ,1.5,2020
p,Outcome Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,HWC ,Activated HWC ,indicator_15,156,83.33333333333334,HWC ,5.0,2020
p,Outcome Indicator ,2019-04-01,Unnav,aT03mfdlNiF,155,Lucknow Division,LaQshya ,LaQshya certified CHC's ,indicator_21,156,0.0,LaQshya ,5.0,2020
p,Process Indicator ,2017-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,135,47.08589326587158,ante_natal,3.0,2018
p,Process Indicator ,2018-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,135,48.06023571521082,ante_natal,3.0,2019
p,Process Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,135,50.26617241283202,ante_natal,3.0,2020
p,Outcome Indicator ,2017-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,ante_natal,PW received 4 or more ANC,indicator_2,135,47.54297332904551,ante_natal,4.0,2018
p,Outcome Indicator ,2018-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,ante_natal,PW received 4 or more ANC,indicator_2,135,51.92796795977432,ante_natal,4.0,2019
p,Outcome Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,ante_natal,PW received 4 or more ANC,indicator_2,135,90.16574473689545,ante_natal,4.0,2020
p,Process Indicator ,2017-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,ante_natal,PW treated with severe anemia,indicator_3,135,13.18435754189944,ante_natal,3.0,2018
p,Process Indicator ,2018-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,ante_natal,PW treated with severe anemia,indicator_3,135,15.998197386210006,ante_natal,3.0,2019
p,Process Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,ante_natal,PW treated with severe anemia,indicator_3,135,20.15968063872256,ante_natal,3.0,2020
p,Process Indicator ,2017-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,new_born_care,HBNC visits,indicator_5,135,72.13152013333837,new_born_care,3.0,2018
p,Process Indicator ,2018-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,new_born_care,HBNC visits,indicator_5,135,64.66273550985187,new_born_care,3.0,2019
p,Process Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,new_born_care,HBNC visits,indicator_5,135,53.61556808326105,new_born_care,3.0,2020
p,Outcome Indicator ,2017-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,Immunization,Full immunization,indicator_6,135,41.564485916868726,Immunization,5.0,2018
p,Outcome Indicator ,2018-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,Immunization,Full immunization,indicator_6,135,68.10161860863973,Immunization,5.0,2019
p,Outcome Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,Immunization,Full immunization,indicator_6,135,100.0,Immunization,5.0,2020
p,Outcome Indicator ,2017-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,communicable_diseases,Communicable disease,indicator_7,135,100.0,communicable_diseases,5.0,2018
p,Outcome Indicator ,2018-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,communicable_diseases,Communicable disease,indicator_7,135,39.96327097645917,communicable_diseases,5.0,2019
p,Outcome Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,communicable_diseases,Communicable disease,indicator_7,135,71.58376623376623,communicable_diseases,5.0,2020
p,Process Indicator ,2017-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,CDR,Child Death Reported (U5) ,indicator_10,135,0.0,CDR,3.0,2018
p,Process Indicator ,2018-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,CDR,Child Death Reported (U5) ,indicator_10,135,0.0,CDR,3.0,2019
p,Process Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,CDR,Child Death Reported (U5) ,indicator_10,135,0.030087923598961407,CDR,3.0,2020
p,Process Indicator ,2017-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,RCH Portal ,Mother Registeration RCH ,indicator_17,135,0.0,RCH Portal ,3.0,2018
p,Process Indicator ,2018-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,RCH Portal ,Mother Registeration RCH ,indicator_17,135,0.0,RCH Portal ,3.0,2019
p,Process Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,RCH Portal ,Mother Registeration RCH ,indicator_17,135,63.19777926367193,RCH Portal ,3.0,2020
p,Outcome Indicator ,2017-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,Birth Registration ,Birth registeration CRS ,indicator_19,135,0.0,Birth Registration ,5.0,2018
p,Outcome Indicator ,2018-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,Birth Registration ,Birth registeration CRS ,indicator_19,135,0.0,Birth Registration ,5.0,2019
p,Outcome Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,Birth Registration ,Birth registeration CRS ,indicator_19,135,0.0,Birth Registration ,5.0,2020
p,Outcome Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,Institutional delivery ,Institutional delivery (private) ,indicator_4,135,44.486355867271776,Institutional delivery ,2.0,2020
p,Outcome Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,communicable_diseases,Success rate of positive tuberculosis cases,indicator_8,135,100.0,communicable_diseases,5.0,2020
p,Process Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,communicable_diseases,% of positive malaria cases identified against total tested in the district up to the month,indicator_9,135,1.305627068775285,communicable_diseases,3.0,2020
p,Outcome Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,Institutional delivery ,Institutional delivery (public + private) ,indicator_11,135,52.34694537371743,Institutional delivery ,5.0,2020
p,Outcome Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,Family Planning,Couple Accepted Modern FP ,indicator_13,135,50.12771789919631,Family Planning,5.0,2020
p,Process Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,Asha Incentive,Asha Incentive percentile ,indicator_14,135,81.28378883779058,Asha Incentive,4.0,2020
p,Process Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,MDR ,Maternal Death audited ,indicator_18,135,2.9702970297029703,MDR ,3.0,2020
p,Process Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,IDSP ,RU Reporting ,indicator_20,135,80.26315789473685,IDSP ,3.0,2020
p,Outcome Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,Ayushman Bharat ,Golden Card percentile ,indicator_23,135,0.0,Ayushman Bharat ,5.0,2020
p,Process Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,BMW Management ,CHC with BMW management ,indicator_26,135,0.0,BMW Management ,1.5,2020
p,Outcome Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,HWC ,Activated HWC ,indicator_15,135,81.81818181818183,HWC ,5.0,2020
p,Outcome Indicator ,2019-04-01,Moradabad,YQNQoPjAIpV,134,Moradabad Division,LaQshya ,LaQshya certified CHC's ,indicator_21,135,0.0,LaQshya ,5.0,2020
p,Process Indicator ,2017-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,134,51.515730074884914,ante_natal,3.0,2018
p,Process Indicator ,2018-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,134,51.45223464753254,ante_natal,3.0,2019
p,Process Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,ante_natal,ANC registered within first trimester,indicator_1,134,65.6291700026688,ante_natal,3.0,2020
p,Outcome Indicator ,2017-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,ante_natal,PW received 4 or more ANC,indicator_2,134,56.28875782743725,ante_natal,4.0,2018
p,Outcome Indicator ,2018-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,ante_natal,PW received 4 or more ANC,indicator_2,134,60.738513439184466,ante_natal,4.0,2019
p,Outcome Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,ante_natal,PW received 4 or more ANC,indicator_2,134,92.4948743370328,ante_natal,4.0,2020
p,Process Indicator ,2017-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,ante_natal,PW treated with severe anemia,indicator_3,134,30.00554631170272,ante_natal,3.0,2018
p,Process Indicator ,2018-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,ante_natal,PW treated with severe anemia,indicator_3,134,23.031088082901555,ante_natal,3.0,2019
p,Process Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,ante_natal,PW treated with severe anemia,indicator_3,134,27.691947565543074,ante_natal,3.0,2020
p,Process Indicator ,2017-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,new_born_care,HBNC visits,indicator_5,134,36.96120956748048,new_born_care,3.0,2018
p,Process Indicator ,2018-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,new_born_care,HBNC visits,indicator_5,134,37.186931276540435,new_born_care,3.0,2019
p,Process Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,new_born_care,HBNC visits,indicator_5,134,45.931285903667685,new_born_care,3.0,2020
p,Outcome Indicator ,2017-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,Immunization,Full immunization,indicator_6,134,39.718435778260094,Immunization,5.0,2018
p,Outcome Indicator ,2018-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,Immunization,Full immunization,indicator_6,134,61.99277992900936,Immunization,5.0,2019
p,Outcome Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,Immunization,Full immunization,indicator_6,134,100.0,Immunization,5.0,2020
p,Outcome Indicator ,2017-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,communicable_diseases,Communicable disease,indicator_7,134,100.0,communicable_diseases,5.0,2018
p,Outcome Indicator ,2018-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,communicable_diseases,Communicable disease,indicator_7,134,16.78543117115875,communicable_diseases,5.0,2019
p,Outcome Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,communicable_diseases,Communicable disease,indicator_7,134,88.17616033755274,communicable_diseases,5.0,2020
p,Process Indicator ,2017-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,CDR,Child Death Reported (U5) ,indicator_10,134,0.0,CDR,3.0,2018
p,Process Indicator ,2018-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,CDR,Child Death Reported (U5) ,indicator_10,134,0.0,CDR,3.0,2019
p,Process Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,CDR,Child Death Reported (U5) ,indicator_10,134,0.026469311480269767,CDR,3.0,2020
p,Process Indicator ,2017-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,RCH Portal ,Mother Registeration RCH ,indicator_17,134,0.0,RCH Portal ,3.0,2018
p,Process Indicator ,2018-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,RCH Portal ,Mother Registeration RCH ,indicator_17,134,0.0,RCH Portal ,3.0,2019
p,Process Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,RCH Portal ,Mother Registeration RCH ,indicator_17,134,100.0,RCH Portal ,3.0,2020
p,Outcome Indicator ,2017-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,Birth Registration ,Birth registeration CRS ,indicator_19,134,0.0,Birth Registration ,5.0,2018
p,Outcome Indicator ,2018-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,Birth Registration ,Birth registeration CRS ,indicator_19,134,0.0,Birth Registration ,5.0,2019
p,Outcome Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,Birth Registration ,Birth registeration CRS ,indicator_19,134,0.0,Birth Registration ,5.0,2020
p,Outcome Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,Institutional delivery ,Institutional delivery (private) ,indicator_4,134,79.39997135901477,Institutional delivery ,2.0,2020
p,Outcome Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,communicable_diseases,Success rate of positive tuberculosis cases,indicator_8,134,100.0,communicable_diseases,5.0,2020
p,Process Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,communicable_diseases,% of positive malaria cases identified against total tested in the district up to the month,indicator_9,134,0.19739757482979486,communicable_diseases,3.0,2020
p,Outcome Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,Institutional delivery ,Institutional delivery (public + private) ,indicator_11,134,75.3795747911921,Institutional delivery ,5.0,2020
p,Outcome Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,Family Planning,Couple Accepted Modern FP ,indicator_13,134,39.73120537589248,Family Planning,5.0,2020
p,Process Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,Asha Incentive,Asha Incentive percentile ,indicator_14,134,68.00596407337979,Asha Incentive,4.0,2020
p,Process Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,MDR ,Maternal Death audited ,indicator_18,134,4.672897196261682,MDR ,3.0,2020
p,Process Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,IDSP ,RU Reporting ,indicator_20,134,86.59793814432993,IDSP ,3.0,2020
p,Outcome Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,Ayushman Bharat ,Golden Card percentile ,indicator_23,134,0.0,Ayushman Bharat ,5.0,2020
p,Process Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,BMW Management ,CHC with BMW management ,indicator_26,134,0.0,BMW Management ,1.5,2020
p,Outcome Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,HWC ,Activated HWC ,indicator_15,134,91.07142857142857,HWC ,5.0,2020
p,Outcome Indicator ,2019-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,LaQshya ,LaQshya certified CHC's ,indicator_21,134,0.0,LaQshya ,5.0,2020
p,Process Indicator ,2017-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,ante_natal,ANC registered within first trimester,indicator_1,203,55.81121848954339,ante_natal,3.0,2018
p,Process Indicator ,2018-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,ante_natal,ANC registered within first trimester,indicator_1,203,59.43719265724364,ante_natal,3.0,2019
p,Process Indicator ,2019-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,ante_natal,ANC registered within first trimester,indicator_1,203,64.2714666794838,ante_natal,3.0,2020
p,Outcome Indicator ,2017-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,ante_natal,PW received 4 or more ANC,indicator_2,203,73.57307434304545,ante_natal,4.0,2018
p,Outcome Indicator ,2018-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,ante_natal,PW received 4 or more ANC,indicator_2,203,81.24821293961686,ante_natal,4.0,2019
p,Outcome Indicator ,2019-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,ante_natal,PW received 4 or more ANC,indicator_2,203,100.0,ante_natal,4.0,2020
p,Process Indicator ,2017-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,ante_natal,PW treated with severe anemia,indicator_3,203,54.52298566485418,ante_natal,3.0,2018
p,Process Indicator ,2018-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,ante_natal,PW treated with severe anemia,indicator_3,203,87.50778816199377,ante_natal,3.0,2019
p,Process Indicator ,2019-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,ante_natal,PW treated with severe anemia,indicator_3,203,81.29476584022038,ante_natal,3.0,2020
p,Process Indicator ,2017-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,new_born_care,HBNC visits,indicator_5,203,48.46066134549601,new_born_care,3.0,2018
p,Process Indicator ,2018-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,new_born_care,HBNC visits,indicator_5,203,49.42971133536728,new_born_care,3.0,2019
p,Process Indicator ,2019-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,new_born_care,HBNC visits,indicator_5,203,64.40611524892199,new_born_care,3.0,2020
p,Outcome Indicator ,2017-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,Immunization,Full immunization,indicator_6,203,54.042637853721246,Immunization,5.0,2018
p,Outcome Indicator ,2018-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,Immunization,Full immunization,indicator_6,203,83.23277957281331,Immunization,5.0,2019
p,Outcome Indicator ,2019-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,Immunization,Full immunization,indicator_6,203,100.0,Immunization,5.0,2020
p,Outcome Indicator ,2017-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,communicable_diseases,Communicable disease,indicator_7,203,100.0,communicable_diseases,5.0,2018
p,Outcome Indicator ,2018-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,communicable_diseases,Communicable disease,indicator_7,203,18.80135965173833,communicable_diseases,5.0,2019
p,Outcome Indicator ,2019-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,communicable_diseases,Communicable disease,indicator_7,203,85.44057971014495,communicable_diseases,5.0,2020
p,Process Indicator ,2017-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,CDR,Child Death Reported (U5) ,indicator_10,203,0.0,CDR,3.0,2018
p,Process Indicator ,2018-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,CDR,Child Death Reported (U5) ,indicator_10,203,0.0,CDR,3.0,2019
p,Process Indicator ,2019-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,CDR,Child Death Reported (U5) ,indicator_10,203,0.014508734258023329,CDR,3.0,2020
p,Process Indicator ,2017-04-01,Shamli,AdiUcz9BXhx,132,Saharanpur Division,RCH Portal ,Mother Registeration RCH ,indicator_17,203,0.0,RCH Portal ,3.0,2018
