calc_type,category,date,district,district_id,div_map_id,division,domain,indicator,indicator_id,map_id,perc_point,quarter,type,weight,year
p,Process Indicator ,2019-01-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,ANC registered within first trimester,indicator_1,180,59.657619101250134,4,ante_natal,3.0,2019
p,Process Indicator ,2019-04-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,ANC registered within first trimester,indicator_1,180,62.549600402391995,1,ante_natal,3.0,2020
p,Process Indicator ,2019-07-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,ANC registered within first trimester,indicator_1,180,65.28706252457728,2,ante_natal,3.0,2020
p,Process Indicator ,2019-10-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,ANC registered within first trimester,indicator_1,180,72.30824202000953,3,ante_natal,3.0,2020
p,Process Indicator ,2020-01-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,ANC registered within first trimester,indicator_1,180,72.61283941737099,4,ante_natal,3.0,2020
p,Outcome Indicator ,2017-10-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,180,30.31615790681661,3,ante_natal,4.0,2018
p,Outcome Indicator ,2018-01-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,180,34.14620151480377,4,ante_natal,4.0,2018
p,Outcome Indicator ,2018-04-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,180,33.22321095540044,1,ante_natal,4.0,2019
p,Outcome Indicator ,2018-07-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,180,50.97245164384292,2,ante_natal,4.0,2019
p,Outcome Indicator ,2018-10-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,180,60.86748015132946,3,ante_natal,4.0,2019
p,Outcome Indicator ,2019-01-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,180,74.94538285288006,4,ante_natal,4.0,2019
p,Outcome Indicator ,2019-04-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,180,70.10195941733646,1,ante_natal,4.0,2020
p,Outcome Indicator ,2019-07-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,180,80.85428718904389,2,ante_natal,4.0,2020
p,Outcome Indicator ,2019-10-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,180,83.60538152664286,3,ante_natal,4.0,2020
p,Outcome Indicator ,2020-01-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,PW received 4 or more ANC,indicator_2,180,88.79921167472195,4,ante_natal,4.0,2020
p,Process Indicator ,2017-10-01,Bahraich,iE0E3nLioFr,182,Gonda Division,ante_natal,PW treated with severe anemia,indicator_3,180,4.615384615384616,3,ante_natal,3.0,2018
