calc_type,composite_index,composite_rank,date,district_name,district_id,div_map_id,division,domain_name,domain_index,domain_rank,indicator_name,indicator_id,indicator_ids,indicator_index,indicator_rank,map_id,perc_point,type_name,type_index,type_rank,value,year,district_id_num
n,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,delivery_care,0.5963732766254887,33.0,Still birth ratio,4,indicator_4,0.5556943080526732,48.0,200,7.795698924731183,quality,1.1775939180882866,53.0,7.795698924731183,2025,74
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,delivery_care,0.5963732766254887,33.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.3556545682806668,22.0,200,2.0676885094126116,quality,1.1775939180882866,53.0,13.531707826050475,2025,74
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,delivery_care,0.5963732766254887,33.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.3556545682806668,22.0,200,40.28108623153883,quality,1.1775939180882866,53.0,13.531707826050475,2025,74
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,post_natal_care,0.8019540940115899,29.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,0.8019540940115899,29.0,200,87.90994623655916,coverage,5.254767418411445,20.0,87.90994623655916,2025,74
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,immunization,0.3723697825556508,72.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,0.5754023210676324,49.0,200,89.02453390056027,coverage,5.254767418411445,20.0,89.02453390056027,2025,74
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,immunization,0.3723697825556508,72.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.16933724404366915,57.0,200,0.9286612252556524,quality,1.1775939180882866,53.0,0.9286612252556524,2025,74
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,communicable_diseases,0.5484538988556388,44.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,200,100.0,coverage,5.254767418411445,20.0,100.0,2025,74
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,communicable_diseases,0.5484538988556388,44.0,Total case notification rate of TB against expected TB cases,10,indicator_10,0.0969077977112775,49.0,200,17.81756180733163,quality,1.1775939180882866,53.0,17.81756180733163,2025,74
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,family_planning,0.3476261919636737,7.0,Permanent Method accepted per 1000 EC,8,indicator_8,0.4023824305155728,2.0,200,30.49347828380152,coverage,5.254767418411445,20.0,30.49347828380152,2025,74
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,family_planning,0.3476261919636737,7.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.29286995341177474,23.0,200,93.63733322943979,coverage,5.254767418411445,20.0,93.63733322943979,2025,74
p,0.5623444787757099,33.0,2024-04-01,Sonbhadra,NNk3JP90QZ5,200,Mirzapur Division,finance,0.6600422341424151,21.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.6600422341424151,21.0,200,5430.061232300038,coverage,5.254767418411445,20.0,5430.061232300038,2025,74
p,0.5784350936731679,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,ante_natal,0.9687094475059046,3.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,0.9687094475059046,3.0,165,99.58942927045021,coverage,4.434000447441062,66.0,99.58942927045021,2025,4
p,0.5784350936731679,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,delivery_care,0.43824906463446506,58.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.3749097834603594,53.0,165,60.51805449168267,coverage,4.434000447441062,66.0,60.51805449168267,2025,4
n,0.5784350936731679,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,delivery_care,0.43824906463446506,58.0,Still birth ratio,4,indicator_4,0.6412289315448724,42.0,165,6.384124298130912,quality,1.4841008757393888,28.0,6.384124298130912,2025,4
p,0.5784350936731679,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,delivery_care,0.43824906463446506,58.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.14930423944908167,50.0,165,1.2132746520756512,quality,1.4841008757393888,28.0,6.745734665752004,2025,4
p,0.5784350936731679,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,delivery_care,0.43824906463446506,58.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.14930423944908167,50.0,165,19.65480803099683,quality,1.4841008757393888,28.0,6.745734665752004,2025,4
p,0.5784350936731679,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,post_natal_care,0.6652254514435415,38.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,0.6652254514435415,38.0,165,79.56311052995923,coverage,4.434000447441062,66.0,79.56311052995923,2025,4
p,0.5784350936731679,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,immunization,0.40903387126570623,69.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,0.2733918103371176,54.0,165,81.21783526167009,coverage,4.434000447441062,66.0,81.21783526167009,2025,4
p,0.5784350936731679,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,immunization,0.40903387126570623,69.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.5446759321942948,10.0,165,1.1581785303304288,quality,1.4841008757393888,28.0,1.1581785303304288,2025,4
p,0.5784350936731679,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,communicable_diseases,0.5744458862755699,30.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,165,100.0,coverage,4.434000447441062,66.0,100.0,2025,4
p,0.5784350936731679,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,communicable_diseases,0.5744458862755699,30.0,Total case notification rate of TB against expected TB cases,10,indicator_10,0.14889177255114003,32.0,165,18.847736625514408,quality,1.4841008757393888,28.0,18.847736625514408,2025,4
p,0.5784350936731679,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,family_planning,0.3037753775188297,13.0,Permanent Method accepted per 1000 EC,8,indicator_8,0.1696870274910939,18.0,165,13.980721654064356,coverage,4.434000447441062,66.0,13.980721654064356,2025,4
p,0.5784350936731679,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,family_planning,0.3037753775188297,13.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.4378637275465655,9.0,165,120.1893430790806,coverage,4.434000447441062,66.0,120.1893430790806,2025,4
p,0.5784350936731679,24.0,2024-04-01,Jalaun,NL5xiiHZQSC,165,Jhansi Division,finance,0.5442131996564792,34.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.5442131996564792,34.0,165,5170.295924064768,coverage,4.434000447441062,66.0,5170.295924064768,2025,4
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,1.0,1.0,163,100.0,coverage,4.440411594905727,65.0,100.0,2025,57
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,delivery_care,0.37077463004072975,66.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.3993556721353609,50.0,163,61.856404174629745,coverage,4.440411594905727,65.0,61.856404174629745,2025,57
n,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,delivery_care,0.37077463004072975,66.0,Still birth ratio,4,indicator_4,0.4957227319364042,58.0,163,8.785407556238427,quality,1.142552641939131,56.0,8.785407556238427,2025,57
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,delivery_care,0.37077463004072975,66.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.10862274302521206,60.0,163,0.9120886830842628,quality,1.142552641939131,56.0,5.407895543244623,2025,57
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,delivery_care,0.37077463004072975,66.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.10862274302521206,60.0,163,15.898111550285464,quality,1.142552641939131,56.0,5.407895543244623,2025,57
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,post_natal_care,0.8098801645737207,26.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,0.8098801645737207,26.0,163,88.39380687861956,coverage,4.440411594905727,65.0,88.39380687861956,2025,57
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,immunization,0.5776214900681974,34.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,0.7288978426422061,37.0,163,92.99225434993629,coverage,4.440411594905727,65.0,92.99225434993629,2025,57
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,immunization,0.5776214900681974,34.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.4263451374941886,16.0,163,1.0858199753390876,quality,1.142552641939131,56.0,1.0858199753390876,2025,57
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,communicable_diseases,0.5559310147416631,39.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,163,100.0,coverage,4.440411594905727,65.0,100.0,2025,57
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,communicable_diseases,0.5559310147416631,39.0,Total case notification rate of TB against expected TB cases,10,indicator_10,0.11186202948332616,42.0,163,18.11391223155929,quality,1.142552641939131,56.0,18.11391223155929,2025,57
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,family_planning,0.0383758169068182,72.0,Permanent Method accepted per 1000 EC,8,indicator_8,0.033661477149497666,66.0,163,4.327944766243535,coverage,4.440411594905727,65.0,4.327944766243535,2025,57
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,family_planning,0.0383758169068182,72.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.04309015666413872,70.0,163,47.89636494952554,coverage,4.440411594905727,65.0,47.89636494952554,2025,57
p,0.5424159001461184,48.0,2024-04-01,Kanpur Dehat,k3D0AumUCiC,161,Kanpur Nagar Division,finance,0.4255262817408028,48.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.4255262817408028,48.0,163,4904.121350887234,coverage,4.440411594905727,65.0,4904.121350887234,2025,57
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,ante_natal,0.7586454363195312,7.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,0.7586454363195312,7.0,164,96.83312976627188,coverage,4.4439865514724435,64.0,96.83312976627188,2025,65
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,delivery_care,0.6047258779468105,29.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.31920584878527963,65.0,164,57.46840699052497,coverage,4.4439865514724435,64.0,57.46840699052497,2025,65
n,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,delivery_care,0.6047258779468105,29.0,Still birth ratio,4,indicator_4,0.5548722917994819,49.0,164,7.809264627580903,quality,1.6530770133856376,17.0,7.809264627580903,2025,65
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,delivery_care,0.6047258779468105,29.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.4700497466278351,12.0,164,5.208275862068965,quality,1.6530770133856376,17.0,17.29367231782995,2025,65
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,delivery_care,0.6047258779468105,29.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.4700497466278351,12.0,164,45.4929307146056,quality,1.6530770133856376,17.0,17.29367231782995,2025,65
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,post_natal_care,0.8048532034432054,28.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,0.8048532034432054,28.0,164,88.08692736989487,coverage,4.4439865514724435,64.0,88.08692736989487,2025,65
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,immunization,0.7021437804952866,8.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,0.8257984772675568,17.0,164,95.4970481420713,coverage,4.4439865514724435,64.0,95.4970481420713,2025,65
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,immunization,0.7021437804952866,8.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.5784890837230164,7.0,164,1.1788550650441725,quality,1.6530770133856376,17.0,1.1788550650441725,2025,65
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,communicable_diseases,0.5147342730498039,64.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,0.9798026548643036,2.0,164,99.71103317008429,coverage,4.4439865514724435,64.0,99.71103317008429,2025,65
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,communicable_diseases,0.5147342730498039,64.0,Total case notification rate of TB against expected TB cases,10,indicator_10,0.04966589123530407,64.0,164,16.881361323155218,quality,1.6530770133856376,17.0,16.881361323155218,2025,65
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,family_planning,0.12068885410669987,55.0,Permanent Method accepted per 1000 EC,8,indicator_8,0.02749352228112713,69.0,164,3.890248377226813,coverage,4.4439865514724435,64.0,3.890248377226813,2025,65
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,family_planning,0.12068885410669987,55.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.21388418593227265,45.0,164,79.17305096206789,coverage,4.4439865514724435,64.0,79.17305096206789,2025,65
p,0.4200162220284699,75.0,2024-04-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,finance,0.5143032225791663,40.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.5143032225791663,40.0,164,5103.217972070431,coverage,4.4439865514724435,64.0,5103.217972070431,2025,65
p,0.5191403836182813,60.0,2024-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,1.0,1.0,190,100.0,coverage,5.051456424474668,31.0,100.0,2025,19
p,0.5191403836182813,60.0,2024-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,delivery_care,0.5984217026701817,32.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.34493948598317986,60.0,190,58.87725760106154,coverage,5.051456424474668,31.0,58.87725760106154,2025,19
n,0.5191403836182813,60.0,2024-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,delivery_care,0.5984217026701817,32.0,Still birth ratio,4,indicator_4,0.9498428966327574,9.0,190,1.2910798122065728,quality,1.544448139831396,24.0,1.2910798122065728,2025,19
p,0.5191403836182813,60.0,2024-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,delivery_care,0.5984217026701817,32.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.2502413626973039,38.0,190,2.0480422104970843,quality,1.544448139831396,24.0,10.065121715526027,2025,19
p,0.5191403836182813,60.0,2024-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,delivery_care,0.5984217026701817,32.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.2502413626973039,38.0,190,28.77164056059357,quality,1.544448139831396,24.0,10.065121715526027,2025,19
p,0.5191403836182813,60.0,2024-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,post_natal_care,1.0,1.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,1.0,1.0,190,100.0,coverage,5.051456424474668,31.0,100.0,2025,19
p,0.5191403836182813,60.0,2024-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,immunization,0.6566237804703149,20.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,1.0,1.0,190,100.0,coverage,5.051456424474668,31.0,100.0,2025,19
p,0.5191403836182813,60.0,2024-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,immunization,0.6566237804703149,20.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.31324756094063005,32.0,190,1.0166615011381974,quality,1.544448139831396,24.0,1.0166615011381974,2025,19
p,0.5191403836182813,60.0,2024-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,communicable_diseases,0.5155581597803524,63.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,190,100.0,coverage,5.051456424474668,31.0,100.0,2025,19
p,0.5191403836182813,60.0,2024-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,communicable_diseases,0.5155581597803524,63.0,Total case notification rate of TB against expected TB cases,10,indicator_10,0.031116319560704618,69.0,190,16.51376146788991,quality,1.544448139831396,24.0,16.51376146788991,2025,19
p,0.5191403836182813,60.0,2024-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,family_planning,0.1210764099232908,54.0,Permanent Method accepted per 1000 EC,8,indicator_8,0.08640069314750633,37.0,190,8.070476106781642,coverage,5.051456424474668,31.0,8.070476106781642,2025,19
p,0.5191403836182813,60.0,2024-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,family_planning,0.1210764099232908,54.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.15575212669907526,57.0,190,68.52760760734252,coverage,5.051456424474668,31.0,68.52760760734252,2025,19
p,0.5191403836182813,60.0,2024-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,finance,0.4643641186449065,45.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.4643641186449065,45.0,190,4991.221469776774,coverage,5.051456424474668,31.0,4991.221469776774,2025,19
p,0.5767715411155179,26.0,2024-04-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,1.0,1.0,166,100.0,coverage,4.691731009375345,50.0,100.0,2025,25
p,0.5767715411155179,26.0,2024-04-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,delivery_care,0.6327004154427162,25.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.35205116366721595,58.0,166,59.26660370748411,coverage,4.691731009375345,50.0,59.26660370748411,2025,25
n,0.5767715411155179,26.0,2024-04-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,delivery_care,0.6327004154427162,25.0,Still birth ratio,4,indicator_4,0.8162675091032691,23.0,166,3.4954693339786513,quality,1.2678619516868752,47.0,3.4954693339786513,2025,25
p,0.5767715411155179,26.0,2024-04-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,delivery_care,0.6327004154427162,25.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.3648912867788317,21.0,166,4.2203214587837214,quality,1.2678619516868752,47.0,13.835463696819827,2025,25
p,0.5767715411155179,26.0,2024-04-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,delivery_care,0.6327004154427162,25.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.3648912867788317,21.0,166,36.27079558557074,quality,1.2678619516868752,47.0,13.835463696819827,2025,25
p,0.5767715411155179,26.0,2024-04-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,post_natal_care,0.5299483325843084,42.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,0.5299483325843084,42.0,166,71.30488559059987,coverage,4.691731009375345,50.0,71.30488559059987,2025,25
p,0.5767715411155179,26.0,2024-04-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,immunization,0.4406240670417809,60.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,0.7986148566242861,25.0,166,94.79437612657551,coverage,4.691731009375345,50.0,94.79437612657551,2025,25
p,0.5767715411155179,26.0,2024-04-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,immunization,0.4406240670417809,60.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.08263327745927576,67.0,166,0.8756422816242477,quality,1.2678619516868752,47.0,0.8756422816242477,2025,25
p,0.5767715411155179,26.0,2024-04-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,communicable_diseases,0.5020349391727493,67.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,166,100.0,coverage,4.691731009375345,50.0,100.0,2025,25
p,0.5767715411155179,26.0,2024-04-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,communicable_diseases,0.5020349391727493,67.0,Total case notification rate of TB against expected TB cases,10,indicator_10,0.004069878345498722,74.0,166,15.977777777777774,quality,1.2678619516868752,47.0,15.977777777777774,2025,25
p,0.5767715411155179,26.0,2024-04-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,family_planning,0.2734292062370612,15.0,Permanent Method accepted per 1000 EC,8,indicator_8,0.3227934665014328,8.0,166,24.84560911192901,coverage,4.691731009375345,50.0,24.84560911192901,2025,25
p,0.5767715411155179,26.0,2024-04-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,family_planning,0.2734292062370612,15.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.2240649459726896,42.0,166,81.03740439712423,coverage,4.691731009375345,50.0,81.03740439712423,2025,25
p,0.5767715411155179,26.0,2024-04-01,Jhansi,Mq751wBMqGF,165,Jhansi Division,finance,0.4642582440254116,46.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.4642582440254116,46.0,166,4990.984028851108,coverage,4.691731009375345,50.0,4990.984028851108,2025,25
p,0.5274877206316235,57.0,2024-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,ante_natal,0.0,18.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,0.0,18.0,167,86.87876381769699,coverage,4.397416407987665,68.0,86.87876381769699,2025,68
p,0.5274877206316235,57.0,2024-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,delivery_care,0.296463932015079,72.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.34447667838031265,61.0,167,58.85192007225261,coverage,4.397416407987665,68.0,58.85192007225261,2025,68
n,0.5274877206316235,57.0,2024-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,delivery_care,0.296463932015079,72.0,Still birth ratio,4,indicator_4,0.4678021696455053,64.0,167,9.246179529985872,quality,0.9770846991752644,64.0,9.246179529985872,2025,68
p,0.5274877206316235,57.0,2024-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,delivery_care,0.296463932015079,72.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.03855647400970952,70.0,167,0.573901589989651,quality,0.9770846991752644,64.0,3.1037178679596438,2025,68
p,0.5274877206316235,57.0,2024-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,delivery_care,0.296463932015079,72.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.03855647400970952,70.0,167,9.006622516556291,quality,0.9770846991752644,64.0,3.1037178679596438,2025,68
p,0.5274877206316235,57.0,2024-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,post_natal_care,0.9484612896987528,5.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,0.9484612896987528,5.0,167,96.85373057660203,coverage,4.397416407987665,68.0,96.85373057660203,2025,68
p,0.5274877206316235,57.0,2024-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,immunization,0.20465447585306712,75.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,0.0,55.0,167,74.15090415228585,coverage,4.397416407987665,68.0,74.15090415228585,2025,68
p,0.5274877206316235,57.0,2024-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,immunization,0.20465447585306712,75.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.40930895170613424,18.0,167,1.0754024522478942,quality,0.9770846991752644,64.0,1.0754024522478942,2025,68
p,0.5274877206316235,57.0,2024-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,communicable_diseases,0.5307085519069576,55.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,167,100.0,coverage,4.397416407987665,68.0,100.0,2025,68
p,0.5274877206316235,57.0,2024-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,communicable_diseases,0.5307085519069576,55.0,Total case notification rate of TB against expected TB cases,10,indicator_10,0.06141710381391537,60.0,167,17.11423699914749,quality,0.9770846991752644,64.0,17.11423699914749,2025,68
p,0.5274877206316235,57.0,2024-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,family_planning,0.7863345062248424,1.0,Permanent Method accepted per 1000 EC,8,indicator_8,1.0,1.0,167,72.90219523431763,coverage,4.397416407987665,68.0,72.90219523431763,2025,68
p,0.5274877206316235,57.0,2024-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,family_planning,0.7863345062248424,1.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.5726690124496848,5.0,167,144.87558408418604,coverage,4.397416407987665,68.0,144.87558408418604,2025,68
p,0.5274877206316235,57.0,2024-04-01,Lalitpur,fagfcadhxej,165,Jhansi Division,finance,0.5318094274589149,39.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.5318094274589149,39.0,167,5142.478462557985,coverage,4.397416407987665,68.0,5142.478462557985,2025,68
p,0.5671459100721504,31.0,2024-04-01,Gorakhpur,vR85cHdsw1w,188,Gorakhpur Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,1.0,1.0,188,100.0,coverage,5.513194404414418,11.0,100.0,2025,45
p,0.5671459100721504,31.0,2024-04-01,Gorakhpur,vR85cHdsw1w,188,Gorakhpur Division,delivery_care,0.7920749778879586,6.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.4066831181070304,48.0,188,62.25756304119303,coverage,5.513194404414418,11.0,62.25756304119303,2025,45
n,0.5671459100721504,31.0,2024-04-01,Gorakhpur,vR85cHdsw1w,188,Gorakhpur Division,delivery_care,0.7920749778879586,6.0,Still birth ratio,4,indicator_4,0.8974228347481495,13.0,188,2.1561660925930948,quality,2.013087236271605,5.0,2.1561660925930948,2025,45
