calc_type,composite_index,composite_rank,date,district_name,district_id,div_map_id,division,domain_name,domain_index,domain_rank,indicator_name,indicator_id,indicator_ids,indicator_index,indicator_rank,map_id,perc_point,quarter,type_name,type_index,type_rank,value,year,district_id_num
p,0.6246416984141928,8.0,2025-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,1.0,1.0,156,100.0,4,coverage,5.039579597337977,53.0,100.0,2025,7
p,0.6246416984141928,8.0,2025-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,delivery_care,0.5686496384546661,36.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.2951849593372625,53.0,156,62.94515064116777,4,coverage,5.039579597337977,53.0,62.94515064116777,2025,7
n,0.6246416984141928,8.0,2025-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,delivery_care,0.5686496384546661,36.0,Still birth ratio,4,indicator_4,0.8745446283062611,25.0,156,2.46573355573283,4,quality,1.8054960215314075,6.0,2.46573355573283,2025,7
p,0.6246416984141928,8.0,2025-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,delivery_care,0.5686496384546661,36.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.2681096638602373,37.0,156,2.109500805152979,4,quality,1.8054960215314075,6.0,11.252543961547728,2025,7
p,0.6246416984141928,8.0,2025-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,delivery_care,0.5686496384546661,36.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.2681096638602373,37.0,156,32.58631132646881,4,quality,1.8054960215314075,6.0,11.252543961547728,2025,7
p,0.6246416984141928,8.0,2025-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,post_natal_care,1.0,1.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,1.0,1.0,156,100.0,4,coverage,5.039579597337977,53.0,100.0,2025,7
p,0.6246416984141928,8.0,2025-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,immunization,0.7959889669141228,3.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,0.9291362044633366,17.0,156,97.97694798853392,4,coverage,5.039579597337977,53.0,97.97694798853392,2025,7
p,0.6246416984141928,8.0,2025-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,immunization,0.7959889669141228,3.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.6628417293649089,5.0,156,1.3031512036786583,4,quality,1.8054960215314075,6.0,1.3031512036786583,2025,7
p,0.6246416984141928,8.0,2025-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,communicable_diseases,0.5,1.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,156,100.0,4,coverage,5.039579597337977,53.0,100.0,2025,7
p,0.6246416984141928,8.0,2025-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,family_planning,0.11792660055841622,66.0,Permanent Method accepted per 1000 EC,8,indicator_8,0.1097587267543426,47.0,156,2.4752090293007654,4,coverage,5.039579597337977,53.0,2.4752090293007654,2025,7
p,0.6246416984141928,8.0,2025-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,family_planning,0.11792660055841622,66.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.12609447436248986,64.0,156,17.48481625800807,4,coverage,5.039579597337977,53.0,17.48481625800807,2025,7
p,0.6246416984141928,8.0,2025-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,finance,0.5794052324205444,53.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.5794052324205444,53.0,156,5533.864541832669,4,coverage,5.039579597337977,53.0,5533.864541832669,2025,7
p,0.5734314807828187,33.0,2025-01-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,1.0,1.0,139,100.0,4,coverage,5.530573621195607,20.0,100.0,2025,66
p,0.5734314807828187,33.0,2025-01-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,delivery_care,0.5785645026097973,35.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.5485477817455808,19.0,139,76.26541294521984,4,coverage,5.530573621195607,20.0,76.26541294521984,2025,66
n,0.5734314807828187,33.0,2025-01-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,delivery_care,0.5785645026097973,35.0,Still birth ratio,4,indicator_4,0.8583202425772493,30.0,139,2.755543891877706,4,quality,1.2315694521200131,45.0,2.755543891877706,2025,66
p,0.5734314807828187,33.0,2025-01-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,delivery_care,0.5785645026097973,35.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.16441274175328086,49.0,139,0.8355488036460311,4,quality,1.2315694521200131,45.0,7.560408638076698,2025,66
p,0.5734314807828187,33.0,2025-01-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,delivery_care,0.5785645026097973,35.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.16441274175328086,49.0,139,23.251748251748253,4,quality,1.2315694521200131,45.0,7.560408638076698,2025,66
p,0.5734314807828187,33.0,2025-01-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,post_natal_care,1.0,1.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,1.0,1.0,139,100.0,4,coverage,5.530573621195607,20.0,100.0,2025,66
p,0.5734314807828187,33.0,2025-01-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,immunization,0.6044182338947416,42.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,1.0,1.0,139,100.0,4,coverage,5.530573621195607,20.0,100.0,2025,66
p,0.5734314807828187,33.0,2025-01-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,immunization,0.6044182338947416,42.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.20883646778948325,53.0,139,0.9804501743633096,4,quality,1.2315694521200131,45.0,0.9804501743633096,2025,66
p,0.5734314807828187,33.0,2025-01-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,communicable_diseases,0.5,1.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,139,100.0,4,coverage,5.530573621195607,20.0,100.0,2025,66
p,0.5734314807828187,33.0,2025-01-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,family_planning,0.22026133129671235,30.0,Permanent Method accepted per 1000 EC,8,indicator_8,0.08212183343356358,63.0,139,1.945120154908729,4,coverage,5.530573621195607,20.0,1.945120154908729,2025,66
p,0.5734314807828187,33.0,2025-01-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,family_planning,0.22026133129671235,30.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.35840082915986105,10.0,139,33.188612643130185,4,coverage,5.530573621195607,20.0,33.188612643130185,2025,66
p,0.5734314807828187,33.0,2025-01-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,finance,0.5415031768566003,62.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.5415031768566003,62.0,139,5309.446254071662,4,coverage,5.530573621195607,20.0,5309.446254071662,2025,66
p,0.4963040807071774,68.0,2025-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,1.0,1.0,142,100.0,4,coverage,5.0418566454706655,52.0,100.0,2025,52
p,0.4963040807071774,68.0,2025-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,delivery_care,0.4793350085953276,52.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.44369363345322427,32.0,142,70.7528253222762,4,coverage,5.0418566454706655,52.0,70.7528253222762,2025,52
n,0.4963040807071774,68.0,2025-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,delivery_care,0.4793350085953276,52.0,Still birth ratio,4,indicator_4,0.8820020278073603,22.0,142,2.332524724762082,4,quality,1.0191493378426428,61.0,2.332524724762082,2025,52
p,0.4963040807071774,68.0,2025-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,delivery_care,0.4793350085953276,52.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.05615468226269907,69.0,142,1.910187667560321,4,quality,1.0191493378426428,61.0,3.7058737360345937,2025,52
p,0.4963040807071774,68.0,2025-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,delivery_care,0.4793350085953276,52.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.05615468226269907,69.0,142,7.895807895807898,4,quality,1.0191493378426428,61.0,3.7058737360345937,2025,52
p,0.4963040807071774,68.0,2025-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,post_natal_care,0.5687738263409623,23.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,0.5687738263409623,23.0,142,77.00597126329541,4,coverage,5.0418566454706655,52.0,77.00597126329541,2025,52
p,0.4963040807071774,68.0,2025-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,immunization,0.5404963138862917,58.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,1.0,1.0,142,100.0,4,coverage,5.0418566454706655,52.0,100.0,2025,52
p,0.4963040807071774,68.0,2025-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,immunization,0.5404963138862917,58.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.08099262777258337,72.0,142,0.8895804372551498,4,quality,1.0191493378426428,61.0,0.8895804372551498,2025,52
p,0.4963040807071774,68.0,2025-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,communicable_diseases,0.5,1.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,142,100.0,4,coverage,5.0418566454706655,52.0,100.0,2025,52
p,0.4963040807071774,68.0,2025-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,family_planning,0.11882924905076392,64.0,Permanent Method accepted per 1000 EC,8,indicator_8,0.10518619188992044,48.0,142,2.3875056166462936,4,coverage,5.0418566454706655,52.0,2.3875056166462936,2025,52
p,0.4963040807071774,68.0,2025-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,family_planning,0.11882924905076392,64.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.13247230621160744,60.0,142,17.91595458319272,4,coverage,5.0418566454706655,52.0,17.91595458319272,2025,52
p,0.4963040807071774,68.0,2025-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,finance,0.7917306875749501,11.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.7917306875749501,11.0,142,6791.0447761194055,4,coverage,5.0418566454706655,52.0,6791.0447761194055,2025,52
p,0.5274317017968171,60.0,2025-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,1.0,1.0,141,100.0,4,coverage,5.111888607196727,49.0,100.0,2025,35
p,0.5274317017968171,60.0,2025-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,delivery_care,0.6537009842576772,21.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.9427366218219496,2.0,141,96.9894430031313,4,coverage,5.111888607196727,49.0,96.9894430031313,2025,35
n,0.5274317017968171,60.0,2025-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,delivery_care,0.6537009842576772,21.0,Still birth ratio,4,indicator_4,0.5695541013953788,57.0,141,7.913669064748201,4,quality,1.0114778110225202,62.0,7.913669064748201,2025,35
p,0.5274317017968171,60.0,2025-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,delivery_care,0.6537009842576772,21.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.22440611477785166,43.0,141,2.181457610312345,4,quality,1.0114778110225202,62.0,9.696476394164247,2025,35
p,0.5274317017968171,60.0,2025-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,delivery_care,0.6537009842576772,21.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.22440611477785166,43.0,141,27.231520223152017,4,quality,1.0114778110225202,62.0,9.696476394164247,2025,35
p,0.5274317017968171,60.0,2025-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,post_natal_care,0.0,29.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,0.0,29.0,141,46.677567037279275,4,coverage,5.111888607196727,49.0,46.677567037279275,2025,35
p,0.5274317017968171,60.0,2025-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,immunization,0.6087587974246449,41.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,1.0,1.0,141,100.0,4,coverage,5.111888607196727,49.0,100.0,2025,35
p,0.5274317017968171,60.0,2025-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,immunization,0.6087587974246449,41.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.2175175948492899,52.0,141,0.9866206064593958,4,quality,1.0114778110225202,62.0,0.9866206064593958,2025,35
p,0.5274317017968171,60.0,2025-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,communicable_diseases,0.5,1.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,141,100.0,4,coverage,5.111888607196727,49.0,100.0,2025,35
p,0.5274317017968171,60.0,2025-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,family_planning,0.18289940509772284,38.0,Permanent Method accepted per 1000 EC,8,indicator_8,0.15216818707756094,37.0,141,3.2886428268472567,4,coverage,5.111888607196727,49.0,3.2886428268472567,2025,35
p,0.5274317017968171,60.0,2025-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,family_planning,0.18289940509772284,38.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.21363062311788475,36.0,141,23.40221725890414,4,coverage,5.111888607196727,49.0,23.40221725890414,2025,35
p,0.5274317017968171,60.0,2025-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,finance,0.8033531751793322,7.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.8033531751793322,7.0,141,6859.861591695501,4,coverage,5.111888607196727,49.0,6859.861591695501,2025,35
p,0.5823326089103384,24.0,2025-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,1.0,1.0,140,100.0,4,coverage,5.295432324957312,35.0,100.0,2025,39
p,0.5823326089103384,24.0,2025-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,delivery_care,0.8707542271746482,4.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.4007308630456034,40.0,140,68.49410651855212,4,coverage,5.295432324957312,35.0,68.49410651855212,2025,39
n,0.5823326089103384,24.0,2025-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,delivery_care,0.8707542271746482,4.0,Still birth ratio,4,indicator_4,0.9247858942552152,15.0,140,1.568291987453664,4,quality,2.0577011750879146,2.0,1.568291987453664,2025,39
p,0.5823326089103384,24.0,2025-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,delivery_care,0.8707542271746482,4.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.643372962111563,4.0,140,18.32873472605439,4,quality,2.0577011750879146,2.0,24.61381689930079,2025,39
p,0.5823326089103384,24.0,2025-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,delivery_care,0.8707542271746482,4.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.643372962111563,4.0,140,39.27900863687571,4,quality,2.0577011750879146,2.0,24.61381689930079,2025,39
p,0.5823326089103384,24.0,2025-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,post_natal_care,0.8532990731520204,13.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,0.8532990731520204,13.0,140,92.1775496625796,4,coverage,5.295432324957312,35.0,92.1775496625796,2025,39
p,0.5823326089103384,24.0,2025-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,immunization,0.7447711593605683,10.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,1.0,1.0,140,100.0,4,coverage,5.295432324957312,35.0,100.0,2025,39
p,0.5823326089103384,24.0,2025-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,immunization,0.7447711593605683,10.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.4895423187211366,14.0,140,1.1799722387467777,4,quality,2.0577011750879146,2.0,1.1799722387467777,2025,39
p,0.5823326089103384,24.0,2025-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,communicable_diseases,0.5,1.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,140,100.0,4,coverage,5.295432324957312,35.0,100.0,2025,39
p,0.5823326089103384,24.0,2025-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,family_planning,0.12090960408436358,61.0,Permanent Method accepted per 1000 EC,8,indicator_8,0.06679199028960235,68.0,140,1.6510864079723775,4,coverage,5.295432324957312,35.0,1.6510864079723775,2025,39
p,0.5823326089103384,24.0,2025-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,family_planning,0.12090960408436358,61.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.1750272178791248,48.0,140,20.792645875587414,4,coverage,5.295432324957312,35.0,20.792645875587414,2025,39
p,0.5823326089103384,24.0,2025-01-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,finance,0.7995831805909607,9.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.7995831805909607,9.0,140,6837.539432176654,4,coverage,5.295432324957312,35.0,6837.539432176654,2025,39
p,0.5539512989237234,51.0,2025-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,1.0,1.0,204,100.0,4,coverage,5.4882458398824525,21.0,100.0,2025,46
p,0.5539512989237234,51.0,2025-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,delivery_care,0.5097582412636102,48.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.5906055272412024,15.0,204,78.47655109324654,4,coverage,5.4882458398824525,21.0,78.47655109324654,2025,46
n,0.5539512989237234,51.0,2025-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,delivery_care,0.5097582412636102,48.0,Still birth ratio,4,indicator_4,0.9249503984220095,14.0,204,1.5653535090007826,4,quality,0.9318097974858188,66.0,1.5653535090007826,2025,46
p,0.5539512989237234,51.0,2025-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,delivery_care,0.5097582412636102,48.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.0068593990638092465,73.0,204,1.6210173281162659,4,quality,0.9318097974858188,66.0,1.9507121296813863,2025,46
p,0.5539512989237234,51.0,2025-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,delivery_care,0.5097582412636102,48.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.0068593990638092465,73.0,204,2.72,4,quality,0.9318097974858188,66.0,1.9507121296813863,2025,46
p,0.5539512989237234,51.0,2025-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,post_natal_care,1.0,1.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,1.0,1.0,204,100.0,4,coverage,5.4882458398824525,21.0,100.0,2025,46
p,0.5539512989237234,51.0,2025-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,immunization,0.5,63.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,1.0,1.0,204,100.0,4,coverage,5.4882458398824525,21.0,100.0,2025,46
p,0.5539512989237234,51.0,2025-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,immunization,0.5,63.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.0,75.0,204,0.8320119318627835,4,quality,0.9318097974858188,66.0,0.8320119318627835,2025,46
p,0.5539512989237234,51.0,2025-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,communicable_diseases,0.5,1.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,204,100.0,4,coverage,5.4882458398824525,21.0,100.0,2025,46
p,0.5539512989237234,51.0,2025-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,family_planning,0.1465075439006044,51.0,Permanent Method accepted per 1000 EC,8,indicator_8,0.08940963939815026,58.0,204,2.0849037700826805,4,coverage,5.4882458398824525,21.0,2.0849037700826805,2025,46
p,0.5539512989237234,51.0,2025-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,family_planning,0.1465075439006044,51.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.20360544840305853,40.0,204,22.724520333289572,4,coverage,5.4882458398824525,21.0,22.724520333289572,2025,46
p,0.5539512989237234,51.0,2025-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,finance,0.6046252248400426,46.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.6046252248400426,46.0,204,5683.192261185006,4,coverage,5.4882458398824525,21.0,5683.192261185006,2025,46
p,0.5511906688485689,53.0,2025-01-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,ante_natal,1.0,1.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,1.0,1.0,143,100.0,4,coverage,5.3242826678520965,33.0,100.0,2025,44
p,0.5511906688485689,53.0,2025-01-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,delivery_care,0.5278473138508128,43.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.6854857495945587,8.0,143,83.4647709007158,4,coverage,5.3242826678520965,33.0,83.4647709007158,2025,44
n,0.5511906688485689,53.0,2025-01-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,delivery_care,0.5278473138508128,43.0,Still birth ratio,4,indicator_4,0.4354412549547991,70.0,143,10.309278350515463,4,quality,0.8208730228084404,73.0,10.309278350515463,2025,44
p,0.5511906688485689,53.0,2025-01-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,delivery_care,0.5278473138508128,43.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.23130746850154035,42.0,143,2.2263450834879404,4,quality,0.8208730228084404,73.0,9.942199520224998,2025,44
p,0.5511906688485689,53.0,2025-01-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,delivery_care,0.5278473138508128,43.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.23130746850154035,42.0,143,27.94585987261147,4,quality,0.8208730228084404,73.0,9.942199520224998,2025,44
p,0.5511906688485689,53.0,2025-01-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,post_natal_care,0.8446878055325482,14.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,0.8446878055325482,14.0,143,91.71837592221624,4,coverage,5.3242826678520965,33.0,91.71837592221624,2025,44
p,0.5511906688485689,53.0,2025-01-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,immunization,0.4243926995198968,71.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,0.6946610996876925,30.0,143,91.28304556963705,4,coverage,5.3242826678520965,33.0,91.28304556963705,2025,44
p,0.5511906688485689,53.0,2025-01-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,immunization,0.4243926995198968,71.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.15412429935210106,66.0,143,0.9415614773258532,4,quality,0.8208730228084404,73.0,0.9415614773258532,2025,44
p,0.5511906688485689,53.0,2025-01-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,communicable_diseases,0.5,1.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,143,100.0,4,coverage,5.3242826678520965,33.0,100.0,2025,44
p,0.5511906688485689,53.0,2025-01-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,family_planning,0.15558433722739595,49.0,Permanent Method accepted per 1000 EC,8,indicator_8,0.18168735633293734,32.0,143,3.854834656802528,4,coverage,5.3242826678520965,33.0,3.854834656802528,2025,44
p,0.5511906688485689,53.0,2025-01-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,family_planning,0.15558433722739595,49.0,Reversible Method accepted per 1000 EC,9,indicator_9,0.12948131812185454,61.0,143,17.7137652457862,4,coverage,5.3242826678520965,33.0,17.7137652457862,2025,44
p,0.5511906688485689,53.0,2025-01-01,Aligarh,frD2HOp3wAs,201,Alligarh Division,finance,0.7882793385825059,12.0,Per ASHA expenditure of ASHA incentive fund,12,indicator_12,0.7882793385825059,12.0,143,6770.609318996419,4,coverage,5.3242826678520965,33.0,6770.609318996419,2025,44
p,0.5561572722386401,49.0,2025-01-01,Meerut,v8YGmR7nOdj,140,Meerut Division,ante_natal,0.6373141601419503,8.0,% of pregnant women received 4 or more ANC and tested for Hb against estimated PW,1,indicator_1,0.6373141601419503,8.0,138,93.21277835168743,4,coverage,5.179808353496831,45.0,93.21277835168743,2025,30
p,0.5561572722386401,49.0,2025-01-01,Meerut,v8YGmR7nOdj,140,Meerut Division,delivery_care,0.6379792767810432,22.0,% of pregnant women delivered in institution against estimated delivery,2,indicator_2,0.6312048809712502,11.0,138,80.61101595245026,4,coverage,5.179808353496831,45.0,80.61101595245026,2025,30
n,0.5561572722386401,49.0,2025-01-01,Meerut,v8YGmR7nOdj,140,Meerut Division,delivery_care,0.6379792767810432,22.0,Still birth ratio,4,indicator_4,0.2013012571085193,73.0,138,14.491636475757346,4,quality,0.8376027928505188,71.0,14.491636475757346,2025,30
p,0.5561572722386401,49.0,2025-01-01,Meerut,v8YGmR7nOdj,140,Meerut Division,delivery_care,0.6379792767810432,22.0,% of C-section delivery against reported delivery (70% weightage to CHC),31,indicator_31,0.54071584613168,6.0,138,7.552447552447552,4,quality,0.8376027928505188,71.0,20.95870393727815,2025,30
p,0.5561572722386401,49.0,2025-01-01,Meerut,v8YGmR7nOdj,140,Meerut Division,delivery_care,0.6379792767810432,22.0,% of C-section delivery against reported delivery (30% to DH),32,indicator_32,0.54071584613168,6.0,138,52.23996883521621,4,quality,0.8376027928505188,71.0,20.95870393727815,2025,30
p,0.5561572722386401,49.0,2025-01-01,Meerut,v8YGmR7nOdj,140,Meerut Division,post_natal_care,1.0,1.0,% of newborns received HBNC visits (Institutional Delivery and Home Delivery),5,indicator_5,1.0,1.0,138,100.0,4,coverage,5.179808353496831,45.0,100.0,2025,30
p,0.5561572722386401,49.0,2025-01-01,Meerut,v8YGmR7nOdj,140,Meerut Division,immunization,0.4669771385634362,66.0,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",7,indicator_7,0.838368587516553,23.0,138,95.38567258972796,4,coverage,5.179808353496831,45.0,95.38567258972796,2025,30
p,0.5561572722386401,49.0,2025-01-01,Meerut,v8YGmR7nOdj,140,Meerut Division,immunization,0.4669771385634362,66.0,Ratio of Pentavalent 3 to BCG,6,indicator_6,0.09558568961031948,70.0,138,0.8999529956249774,4,quality,0.8376027928505188,71.0,0.8999529956249774,2025,30
p,0.5561572722386401,49.0,2025-01-01,Meerut,v8YGmR7nOdj,140,Meerut Division,communicable_diseases,0.5,1.0,% of PW screened for HIV against estimated pregnancy,11,indicator_11,1.0,1.0,138,100.0,4,coverage,5.179808353496831,45.0,100.0,2025,30
