calc_type,date,district_name,district_id,div_map_id,division,domain_name,indicator_name,indicator_id,map_id,perc_point,quarter,type_name,year,district_id_num
p,2025-03-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,PNC,% of new born breastfed within one hour of birth,5,132,93.49509063444108,4,PNC,2025,31
p,2025-03-01,Saharanpur,FKYZ3JbWq84,132,Saharanpur Division,delivery_care,% of live babies weighted at birth,6,132,99.78285498489427,4,delivery_care,2025,31
p,2025-03-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,ANC,% ANC registered in First trimester,1,152,88.32578478838045,4,ANC,2025,28
p,2025-03-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,communicable_diseases,Success rate of positive tuberculosis cases,2,152,81.8,4,communicable_diseases,2025,28
p,2025-03-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,ANC,% of severe anaemic PW treated,4,152,44.62474645030426,4,ANC,2025,28
p,2025-03-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,PNC,% of new born breastfed within one hour of birth,5,152,84.61187214611871,4,PNC,2025,28
p,2025-03-01,Shahjahanpur,GaiLSoQq1ue,150,Bareilly Division,delivery_care,% of live babies weighted at birth,6,152,92.8538812785388,4,delivery_care,2025,28
p,2025-03-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,ANC,% ANC registered in First trimester,1,139,93.33169894582005,4,ANC,2025,66
p,2025-03-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,communicable_diseases,Success rate of positive tuberculosis cases,2,139,89.2,4,communicable_diseases,2025,66
p,2025-03-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,ANC,% of severe anaemic PW treated,4,139,61.05263157894736,4,ANC,2025,66
p,2025-03-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,PNC,% of new born breastfed within one hour of birth,5,139,93.70885149963422,4,PNC,2025,66
p,2025-03-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,delivery_care,% of live babies weighted at birth,6,139,96.4155084125823,4,delivery_care,2025,66
p,2025-03-01,Rampur,IU006h5U7jj,134,Moradabad Division,ANC,% ANC registered in First trimester,1,136,94.34589800443459,4,ANC,2025,26
p,2025-03-01,Rampur,IU006h5U7jj,134,Moradabad Division,communicable_diseases,Success rate of positive tuberculosis cases,2,136,95.8,4,communicable_diseases,2025,26
p,2025-03-01,Rampur,IU006h5U7jj,134,Moradabad Division,ANC,% of severe anaemic PW treated,4,136,66.66666666666666,4,ANC,2025,26
p,2025-03-01,Rampur,IU006h5U7jj,134,Moradabad Division,PNC,% of new born breastfed within one hour of birth,5,136,96.56371446103499,4,PNC,2025,26
p,2025-03-01,Rampur,IU006h5U7jj,134,Moradabad Division,delivery_care,% of live babies weighted at birth,6,136,98.97729597054614,4,delivery_care,2025,26
p,2025-03-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,ANC,% ANC registered in First trimester,1,160,77.53019220955944,4,ANC,2025,73
p,2025-03-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,communicable_diseases,Success rate of positive tuberculosis cases,2,160,88.4,4,communicable_diseases,2025,73
p,2025-03-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,ANC,% of severe anaemic PW treated,4,160,89.69072164948454,4,ANC,2025,73
p,2025-03-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,PNC,% of new born breastfed within one hour of birth,5,160,92.52582985271488,4,PNC,2025,73
p,2025-03-01,Kannauj,IhQbDYRiF8w,161,Kanpur Nagar Division,delivery_care,% of live babies weighted at birth,6,160,95.77929215212136,4,delivery_care,2025,73
p,2025-03-01,Basti,J1P16zQEOUT,185,Basti Division,ANC,% ANC registered in First trimester,1,185,89.48075748320097,4,ANC,2025,71
p,2025-03-01,Basti,J1P16zQEOUT,185,Basti Division,communicable_diseases,Success rate of positive tuberculosis cases,2,185,83.3,4,communicable_diseases,2025,71
p,2025-03-01,Basti,J1P16zQEOUT,185,Basti Division,ANC,% of severe anaemic PW treated,4,185,88.46153846153845,4,ANC,2025,71
p,2025-03-01,Basti,J1P16zQEOUT,185,Basti Division,PNC,% of new born breastfed within one hour of birth,5,185,87.41845293569432,4,PNC,2025,71
p,2025-03-01,Basti,J1P16zQEOUT,185,Basti Division,delivery_care,% of live babies weighted at birth,6,185,92.54426840633735,4,delivery_care,2025,71
p,2025-03-01,Mathura,KP2BUB1npih,146,Agra Division,ANC,% ANC registered in First trimester,1,145,55.459973686873795,4,ANC,2025,24
p,2025-03-01,Mathura,KP2BUB1npih,146,Agra Division,communicable_diseases,Success rate of positive tuberculosis cases,2,145,90.7,4,communicable_diseases,2025,24
p,2025-03-01,Mathura,KP2BUB1npih,146,Agra Division,ANC,% of severe anaemic PW treated,4,145,59.8705501618123,4,ANC,2025,24
p,2025-03-01,Mathura,KP2BUB1npih,146,Agra Division,PNC,% of new born breastfed within one hour of birth,5,145,67.90914385556202,4,PNC,2025,24
p,2025-03-01,Mathura,KP2BUB1npih,146,Agra Division,delivery_care,% of live babies weighted at birth,6,145,69.01572510192196,4,delivery_care,2025,24
