block,block_id,calc_type,date,district,district_id,indicator_id,map_id,quarter,sub_id,subindicator_id,value,year
Ballia Reoti,ZEh2syBgHks,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,724.0,4,36a,ixBYYYjxXPP,110.0,2023
Ballia Sohaw,aNOBGjwlNho,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,718.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,113.0,2023
Ballia Dubhar,bmh3vNuN7xM,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,720.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,112.0,2023
Ballia Dubhar,bmh3vNuN7xM,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,720.0,4,36a,ixBYYYjxXPP,0.0,2023
Ballia Hanumanganj,cu4HLxXXRm1,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,719.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,496.0,2023
Ballia Hanumanganj,cu4HLxXXRm1,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,719.0,4,36a,ixBYYYjxXPP,462.0,2023
Ballia Maniyar,eFwNuT9zZod,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,714.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,110.0,2023
Ballia Garwar,jh6PK3SOcHL,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,717.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,164.0,2023
Ballia Garwar,jh6PK3SOcHL,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,717.0,4,36a,ixBYYYjxXPP,112.0,2023
Ballia Navanagar,kepTOn7He9W,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,712.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,190.0,2023
Ballia Navanagar,kepTOn7He9W,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,712.0,4,36a,ixBYYYjxXPP,0.0,2023
Ballia Chilkahar,lLzGu8T43H8,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,716.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,89.0,2023
Ballia Siar,mH7MZIxUv1s,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,710.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,187.0,2023
Ballia Siar,mH7MZIxUv1s,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,710.0,4,36a,ixBYYYjxXPP,87.0,2023
Ballia Bellhri,s2dEYvDCkAZ,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,721.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,123.0,2023
Ballia Rasra,tws6xITzNhV,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,715.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,223.0,2023
Ballia Rasra,tws6xITzNhV,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,715.0,4,36a,ixBYYYjxXPP,0.0,2023
Ballia Murli Chhapra,wn2e7ufbuPd,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,726.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,130.0,2023
Ballia Murli Chhapra,wn2e7ufbuPd,p,2023-01-01,Ballia,oNDvGBE5fLq,indicator_36,726.0,4,36a,ixBYYYjxXPP,0.0,2023
Gautam Buddha Nagar Dankaur,FGqvmr1orP5,p,2023-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,indicator_36,90.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,100.0,2023
Gautam Buddha Nagar Dankaur,FGqvmr1orP5,p,2023-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,indicator_36,90.0,4,36a,ixBYYYjxXPP,58.0,2023
Gautam Buddha Nagar DHQ,H3RUhD0AAjW,p,2023-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,2334.0,2023
Gautam Buddha Nagar DHQ,H3RUhD0AAjW,p,2023-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,indicator_36,,4,36a,ixBYYYjxXPP,485.0,2023
Gautam Buddha Nagar Jever,dnrD7zqEOQ2,p,2023-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,indicator_36,91.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,196.0,2023
Gautam Buddha Nagar Jever,dnrD7zqEOQ2,p,2023-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,indicator_36,91.0,4,36a,ixBYYYjxXPP,158.0,2023
Gautam Buddha Nagar Dadri,kRWfFb08HmE,p,2023-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,indicator_36,89.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,82.0,2023
Gautam Buddha Nagar Dadri,kRWfFb08HmE,p,2023-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,indicator_36,89.0,4,36a,ixBYYYjxXPP,76.0,2023
Gautam Buddha Nagar Bisrakh,y9wSctfMKAu,p,2023-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,indicator_36,88.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,395.0,2023
Gautam Buddha Nagar Bisrakh,y9wSctfMKAu,p,2023-01-01,Gautam Buddha Nagar,bNmwkrQeP3e,indicator_36,88.0,4,36a,ixBYYYjxXPP,195.0,2023
Meerut MEERUT,FX5OPO64IaR,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,71.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,69.0,2023
Meerut MEERUT,FX5OPO64IaR,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,71.0,4,36a,ixBYYYjxXPP,81.0,2023
Meerut Kharkhoda,KHpYLDYW8Pp,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,73.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,78.0,2023
Meerut Kharkhoda,KHpYLDYW8Pp,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,73.0,4,36a,ixBYYYjxXPP,104.0,2023
Meerut Hastinapur,MK6uVgXBbvK,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,66.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,56.0,2023
Meerut Hastinapur,MK6uVgXBbvK,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,66.0,4,36a,ixBYYYjxXPP,35.0,2023
Meerut Jani Khurd,Sl9Xsytpbd8,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,70.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,108.0,2023
Meerut Jani Khurd,Sl9Xsytpbd8,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,70.0,4,36a,ixBYYYjxXPP,92.0,2023
Meerut Rajpura,Vqeqm6XaBle,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,72.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,71.0,2023
Meerut Rajpura,Vqeqm6XaBle,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,72.0,4,36a,ixBYYYjxXPP,50.0,2023
Meerut Daurala,adk9clLdGC3,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,64.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,126.0,2023
Meerut Daurala,adk9clLdGC3,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,64.0,4,36a,ixBYYYjxXPP,105.0,2023
Meerut Saroorpur,cRH5g6dZ1xf,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,62.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,147.0,2023
Meerut Saroorpur,cRH5g6dZ1xf,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,62.0,4,36a,ixBYYYjxXPP,144.0,2023
Meerut Rohta,nSWcYd5JkhS,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,69.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,90.0,2023
Meerut Rohta,nSWcYd5JkhS,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,69.0,4,36a,ixBYYYjxXPP,52.0,2023
Meerut Parikshatgarh,oNOcph5dm8a,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,67.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,91.0,2023
Meerut Parikshatgarh,oNOcph5dm8a,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,67.0,4,36a,ixBYYYjxXPP,58.0,2023
Meerut Machra,qeUdKRqslg0,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,68.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,81.0,2023
Meerut Machra,qeUdKRqslg0,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,68.0,4,36a,ixBYYYjxXPP,105.0,2023
Meerut DHQ,yzzRWFcfXzt,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,768.0,2023
Meerut DHQ,yzzRWFcfXzt,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,,4,36a,ixBYYYjxXPP,336.0,2023
Meerut MAWANA,zoMU7oDZFvZ,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,65.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,238.0,2023
Meerut MAWANA,zoMU7oDZFvZ,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,65.0,4,36a,ixBYYYjxXPP,205.0,2023
Meerut Sardhana,zpWs8PEVrYv,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,63.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,195.0,2023
Meerut Sardhana,zpWs8PEVrYv,p,2023-01-01,Meerut,v8YGmR7nOdj,indicator_36,63.0,4,36a,ixBYYYjxXPP,178.0,2023
Pilana,FXgVpTS1KKY,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,78.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,310.0,2023
Pilana,FXgVpTS1KKY,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,78.0,4,36a,ixBYYYjxXPP,188.0,2023
Khekra,Ga0Whh9BsGr,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,79.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,268.0,2023
Khekra,Ga0Whh9BsGr,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,79.0,4,36a,ixBYYYjxXPP,54.0,2023
Baraut,JIEAUI17z3o,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,75.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,758.0,2023
Baraut,JIEAUI17z3o,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,75.0,4,36a,ixBYYYjxXPP,197.0,2023
Binauli,h3yrIIH1cGT,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,76.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,118.0,2023
Binauli,h3yrIIH1cGT,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,76.0,4,36a,ixBYYYjxXPP,119.0,2023
Bagpat DHQ,kaWQCx3sgxl,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,252.0,2023
Bagpat DHQ,kaWQCx3sgxl,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,,4,36a,ixBYYYjxXPP,210.0,2023
Chaprauli,koZRGrwQvrl,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,74.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,237.0,2023
Chaprauli,koZRGrwQvrl,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,74.0,4,36a,ixBYYYjxXPP,75.0,2023
Baghpat,q2bkBgTq2b1,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,77.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,617.0,2023
Baghpat,q2bkBgTq2b1,p,2023-01-01,Bagpat,HJIS3IrQ0Nj,indicator_36,77.0,4,36a,ixBYYYjxXPP,112.0,2023
Jalaun Madhougarh,GGmtoqpI9Je,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,375.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,122.0,2023
Jalaun Madhougarh,GGmtoqpI9Je,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,375.0,4,36a,ixBYYYjxXPP,256.0,2023
Jalaun Mahewa,IG6BUMkoNfw,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,378.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,46.0,2023
Jalaun Mahewa,IG6BUMkoNfw,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,378.0,4,36a,ixBYYYjxXPP,0.0,2023
Jalaun  DHQ,L75X9VvSfGc,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,474.0,2023
Jalaun  DHQ,L75X9VvSfGc,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,,4,36a,ixBYYYjxXPP,440.0,2023
Jalaun Nadigaun,S5qj59ohege,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,376.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,49.0,2023
Jalaun JALAUN,SmB8HLGFIyw,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,377.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,169.0,2023
Jalaun JALAUN,SmB8HLGFIyw,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,377.0,4,36a,ixBYYYjxXPP,116.0,2023
Jalaun Kuthound,V1ktVWnBTTW,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,374.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,172.0,2023
Jalaun Kuthound,V1ktVWnBTTW,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,374.0,4,36a,ixBYYYjxXPP,182.0,2023
Jalaun Dakor,V41lCBcSsRJ,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,380.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,53.0,2023
Jalaun Dakor,V41lCBcSsRJ,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,380.0,4,36a,ixBYYYjxXPP,43.0,2023
Jalaun Kadaura,aoQgD2b6JtI,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,379.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,118.0,2023
Jalaun Kadaura,aoQgD2b6JtI,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,379.0,4,36a,ixBYYYjxXPP,166.0,2023
Jalaun Rampura,iQBAMBoxYul,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,373.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,148.0,2023
Jalaun Rampura,iQBAMBoxYul,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,373.0,4,36a,ixBYYYjxXPP,185.0,2023
Jalaun Konch,vMmgCa5r21L,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,381.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,187.0,2023
Jalaun Konch,vMmgCa5r21L,p,2023-01-01,Jalaun,NL5xiiHZQSC,indicator_36,381.0,4,36a,ixBYYYjxXPP,97.0,2023
Shrawasti DHQ,GK26msJSJoZ,p,2023-01-01,Shrawasti,oyTwneTbWDx,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,579.0,2023
Gilaula,LNX0N5jnA5h,p,2023-01-01,Shrawasti,oyTwneTbWDx,indicator_36,554.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,383.0,2023
Gilaula,LNX0N5jnA5h,p,2023-01-01,Shrawasti,oyTwneTbWDx,indicator_36,554.0,4,36a,ixBYYYjxXPP,0.0,2023
Ikauna,a5QF4ok7kUq,p,2023-01-01,Shrawasti,oyTwneTbWDx,indicator_36,555.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,262.0,2023
Ikauna,a5QF4ok7kUq,p,2023-01-01,Shrawasti,oyTwneTbWDx,indicator_36,555.0,4,36a,ixBYYYjxXPP,180.0,2023
Jmunaha,lbYsetq7442,p,2023-01-01,Shrawasti,oyTwneTbWDx,indicator_36,551.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,394.0,2023
Jmunaha,lbYsetq7442,p,2023-01-01,Shrawasti,oyTwneTbWDx,indicator_36,551.0,4,36a,ixBYYYjxXPP,0.0,2023
Hariharpur Rani,miFaxMESSJ2,p,2023-01-01,Shrawasti,oyTwneTbWDx,indicator_36,552.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,406.0,2023
Hariharpur Rani,miFaxMESSJ2,p,2023-01-01,Shrawasti,oyTwneTbWDx,indicator_36,552.0,4,36a,ixBYYYjxXPP,214.0,2023
Sirsiya,rUTBm0fGdMX,p,2023-01-01,Shrawasti,oyTwneTbWDx,indicator_36,553.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,541.0,2023
Sirsiya,rUTBm0fGdMX,p,2023-01-01,Shrawasti,oyTwneTbWDx,indicator_36,553.0,4,36a,ixBYYYjxXPP,165.0,2023
Skiit,H5UJopTvZPy,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,812.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,203.0,2023
Skiit,H5UJopTvZPy,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,812.0,4,36a,ixBYYYjxXPP,161.0,2023
Jalsar,MGuYssW76Oy,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,813.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,314.0,2023
Jalsar,MGuYssW76Oy,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,813.0,4,36a,ixBYYYjxXPP,240.0,2023
Etah DHQ,MoUVR7OhsJp,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,215.0,2023
Etah DHQ,MoUVR7OhsJp,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,,4,36a,ixBYYYjxXPP,190.0,2023
Marhera,PS1fneX0UVV,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,809.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,138.0,2023
Marhera,PS1fneX0UVV,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,809.0,4,36a,ixBYYYjxXPP,0.0,2023
Sitalpur,PUVxtkWZlNI,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,811.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,287.0,2023
Sitalpur,PUVxtkWZlNI,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,811.0,4,36a,ixBYYYjxXPP,0.0,2023
Jaithra,mK3aOsGURLr,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,807.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,247.0,2023
Jaithra,mK3aOsGURLr,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,807.0,4,36a,ixBYYYjxXPP,0.0,2023
Aliganj,uHgTlwfqKI8,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,808.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,203.0,2023
Aliganj,uHgTlwfqKI8,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,808.0,4,36a,ixBYYYjxXPP,120.0,2023
Awagarh,vXfCZfdMkdf,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,814.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,176.0,2023
Awagarh,vXfCZfdMkdf,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,814.0,4,36a,ixBYYYjxXPP,45.0,2023
Nidholikala,w3fNposwL8t,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,810.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,178.0,2023
Nidholikala,w3fNposwL8t,p,2023-01-01,Etah,ZLcx4iOVyN5,indicator_36,810.0,4,36a,ixBYYYjxXPP,0.0,2023
Suratganj,HLaiapcp8KF,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,480.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,339.0,2023
Suratganj,HLaiapcp8KF,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,480.0,4,36a,ixBYYYjxXPP,142.0,2023
Siddhaur,IdkC83lgdBj,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,490.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,297.0,2023
Siddhaur,IdkC83lgdBj,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,490.0,4,36a,ixBYYYjxXPP,239.0,2023
Ramnagar Barabanki,KNS89BltpLw,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,481.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,134.0,2023
Ramnagar Barabanki,KNS89BltpLw,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,481.0,4,36a,ixBYYYjxXPP,109.0,2023
Dewa,LsCBHm1wj5S,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,482.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,215.0,2023
Dewa,LsCBHm1wj5S,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,482.0,4,36a,ixBYYYjxXPP,212.0,2023
Nindura,QvnprpIbIJp,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,478.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,333.0,2023
Nindura,QvnprpIbIJp,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,478.0,4,36a,ixBYYYjxXPP,300.0,2023
Dariyabad,Rf7c1xtIt4m,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,487.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,169.0,2023
Dariyabad,Rf7c1xtIt4m,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,487.0,4,36a,ixBYYYjxXPP,160.0,2023
Masouli,YsCQwRlNGrw,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,485.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,266.0,2023
Masouli,YsCQwRlNGrw,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,485.0,4,36a,ixBYYYjxXPP,0.0,2023
Sirauli Gaus Pur,ZfE3mnPPu5Y,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,486.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,409.0,2023
Sirauli Gaus Pur,ZfE3mnPPu5Y,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,486.0,4,36a,ixBYYYjxXPP,380.0,2023
Puradali,ctD8xxTsymJ,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,488.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,227.0,2023
Puradali,ctD8xxTsymJ,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,488.0,4,36a,ixBYYYjxXPP,155.0,2023
Trivadi Ganj,gDpxx6NrC99,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,491.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,183.0,2023
Trivadi Ganj,gDpxx6NrC99,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,491.0,4,36a,ixBYYYjxXPP,173.0,2023
Fatehpur,iRCOLiyhze6,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,479.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,213.0,2023
Fatehpur,iRCOLiyhze6,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,479.0,4,36a,ixBYYYjxXPP,175.0,2023
Barabanki DHQ,jqG1GfySEy7,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,452.0,2023
Barabanki DHQ,jqG1GfySEy7,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,,4,36a,ixBYYYjxXPP,470.0,2023
Haidergarh,rFyFe7T2XXz,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,492.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,209.0,2023
Haidergarh,rFyFe7T2XXz,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,492.0,4,36a,ixBYYYjxXPP,0.0,2023
Banikoder,sCFJS0l4C5z,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,489.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,255.0,2023
Banikoder,sCFJS0l4C5z,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,489.0,4,36a,ixBYYYjxXPP,200.0,2023
Harakh,zM7L5Up3Rp4,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,484.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,175.0,2023
Harakh,zM7L5Up3Rp4,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,484.0,4,36a,ixBYYYjxXPP,189.0,2023
Banki,zrtAHVhGVAe,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,483.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,457.0,2023
Banki,zrtAHVhGVAe,p,2023-01-01,Barabanki,tzH6nJu9SwS,indicator_36,483.0,4,36a,ixBYYYjxXPP,18.0,2023
Ghaziabad DHQ,HYVom1xMtdc,p,2023-01-01,Ghaziabad,M5NHlfAaKYI,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,5774.0,2023
Ghaziabad DHQ,HYVom1xMtdc,p,2023-01-01,Ghaziabad,M5NHlfAaKYI,indicator_36,,4,36a,ixBYYYjxXPP,412.0,2023
Ghaziabad Rjapur,Ne0VFmnLotb,p,2023-01-01,Ghaziabad,M5NHlfAaKYI,indicator_36,82.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,183.0,2023
Ghaziabad Rjapur,Ne0VFmnLotb,p,2023-01-01,Ghaziabad,M5NHlfAaKYI,indicator_36,82.0,4,36a,ixBYYYjxXPP,169.0,2023
Ghaziabad Loni,isevBbVYacc,p,2023-01-01,Ghaziabad,M5NHlfAaKYI,indicator_36,83.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,436.0,2023
Ghaziabad Loni,isevBbVYacc,p,2023-01-01,Ghaziabad,M5NHlfAaKYI,indicator_36,83.0,4,36a,ixBYYYjxXPP,506.0,2023
Ghaziabad Muradnagar,qpjXx2KEA28,p,2023-01-01,Ghaziabad,M5NHlfAaKYI,indicator_36,80.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,112.0,2023
Ghaziabad Muradnagar,qpjXx2KEA28,p,2023-01-01,Ghaziabad,M5NHlfAaKYI,indicator_36,80.0,4,36a,ixBYYYjxXPP,97.0,2023
Ghaziabad Bhojpur,r0L9AlrGA7C,p,2023-01-01,Ghaziabad,M5NHlfAaKYI,indicator_36,81.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,140.0,2023
Ghaziabad Bhojpur,r0L9AlrGA7C,p,2023-01-01,Ghaziabad,M5NHlfAaKYI,indicator_36,81.0,4,36a,ixBYYYjxXPP,136.0,2023
