block,block_id,calc_type,date,district,district_id,indicator_id,map_id,quarter,sub_id,subindicator_id,value,year
Machhalishahar,p6cTEKZv0Bb,p,2023-01-01,Jaunpur,gmw76vAUMqz,indicator_36,735.0,4,36a,ixBYYYjxXPP,352.0,2023
Sikrara,pb5hWAn45Rk,p,2023-01-01,Jaunpur,gmw76vAUMqz,indicator_36,740.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,113.0,2023
Sikrara,pb5hWAn45Rk,p,2023-01-01,Jaunpur,gmw76vAUMqz,indicator_36,740.0,4,36a,ixBYYYjxXPP,103.0,2023
Suithakala,qyXPcuW4JMr,p,2023-01-01,Jaunpur,gmw76vAUMqz,indicator_36,727.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,175.0,2023
Suithakala,qyXPcuW4JMr,p,2023-01-01,Jaunpur,gmw76vAUMqz,indicator_36,727.0,4,36a,ixBYYYjxXPP,156.0,2023
Muftiganj,sfvcD32u4kK,p,2023-01-01,Jaunpur,gmw76vAUMqz,indicator_36,744.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,120.0,2023
Muftiganj,sfvcD32u4kK,p,2023-01-01,Jaunpur,gmw76vAUMqz,indicator_36,744.0,4,36a,ixBYYYjxXPP,0.0,2023
Khuthan,yQrRCA2ngHE,p,2023-01-01,Jaunpur,gmw76vAUMqz,indicator_36,729.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,77.0,2023
Khuthan,yQrRCA2ngHE,p,2023-01-01,Jaunpur,gmw76vAUMqz,indicator_36,729.0,4,36a,ixBYYYjxXPP,101.0,2023
Mathura Chatta,BEiGzI07UOM,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,128.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,82.0,2023
Mathura Chatta,BEiGzI07UOM,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,128.0,4,36a,ixBYYYjxXPP,70.0,2023
Mathura Raya,CGmxoB5JV9G,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,132.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,181.0,2023
Mathura Raya,CGmxoB5JV9G,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,132.0,4,36a,ixBYYYjxXPP,0.0,2023
Mathura Mant,EWInJymroFJ,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,131.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,66.0,2023
Mathura Mant,EWInJymroFJ,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,131.0,4,36a,ixBYYYjxXPP,6.0,2023
Mathura DHQ,K2r1bjs4mb5,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,1339.0,2023
Mathura DHQ,K2r1bjs4mb5,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,,4,36a,ixBYYYjxXPP,423.0,2023
Mathura Nandganv,RiVugbfNzS2,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,127.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,296.0,2023
Mathura Nandganv,RiVugbfNzS2,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,127.0,4,36a,ixBYYYjxXPP,135.0,2023
Mathura Goverdhan,bztOHPUBTjU,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,134.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,250.0,2023
Mathura Goverdhan,bztOHPUBTjU,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,134.0,4,36a,ixBYYYjxXPP,0.0,2023
Mathura Mathura,gucZ0cBoa0r,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,135.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,197.0,2023
Mathura Mathura,gucZ0cBoa0r,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,135.0,4,36a,ixBYYYjxXPP,102.0,2023
Mathura Baldav,j3WnhnsAIht,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,133.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,176.0,2023
Mathura Baldav,j3WnhnsAIht,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,133.0,4,36a,ixBYYYjxXPP,150.0,2023
Mathura Nauhjheel,r2eMDAoHzuI,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,130.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,289.0,2023
Mathura Nauhjheel,r2eMDAoHzuI,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,130.0,4,36a,ixBYYYjxXPP,162.0,2023
Mathura Chaumuha,sbVBq9HPEgp,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,129.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,115.0,2023
Mathura Chaumuha,sbVBq9HPEgp,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,129.0,4,36a,ixBYYYjxXPP,0.0,2023
Mathura Faraha,txI2jZXppyQ,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,136.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,141.0,2023
Mathura Faraha,txI2jZXppyQ,p,2023-01-01,Mathura,KP2BUB1npih,indicator_36,136.0,4,36a,ixBYYYjxXPP,121.0,2023
Bulandshahar Pahasu,BFS0IOjIJM6,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,105.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,258.0,2023
Bulandshahar Pahasu,BFS0IOjIJM6,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,105.0,4,36a,ixBYYYjxXPP,698.0,2023
Bulandshahar Arniya,BWEaFP6tBWO,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,107.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,77.0,2023
Bulandshahar Arniya,BWEaFP6tBWO,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,107.0,4,36a,ixBYYYjxXPP,0.0,2023
Bulandshahar Gulaothi,FXjd8I3tis1,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,93.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,638.0,2023
Bulandshahar Gulaothi,FXjd8I3tis1,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,93.0,4,36a,ixBYYYjxXPP,97.0,2023
Bulandshahar Sikandrabad,IjocfjQxUOy,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,92.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,151.0,2023
Bulandshahar Sikandrabad,IjocfjQxUOy,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,92.0,4,36a,ixBYYYjxXPP,145.0,2023
Bulandshahar DHQ,JZJD7vQ6YIE,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,0.0,2023
Bulandshahar Danpur,RyFHMa78ezE,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,102.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,175.0,2023
Bulandshahar Danpur,RyFHMa78ezE,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,102.0,4,36a,ixBYYYjxXPP,175.0,2023
Bulandshahar Janhgirabad,VhF9wHMOsI2,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,100.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,223.0,2023
Bulandshahar Janhgirabad,VhF9wHMOsI2,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,100.0,4,36a,ixBYYYjxXPP,100.0,2023
Bulandshahar Dibai,YDOGtOLeFg1,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,103.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,367.0,2023
Bulandshahar Dibai,YDOGtOLeFg1,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,103.0,4,36a,ixBYYYjxXPP,450.0,2023
Bulandshahar Shikarpur,a3X4KgFjlsz,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,104.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,127.0,2023
Bulandshahar Shikarpur,a3X4KgFjlsz,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,104.0,4,36a,ixBYYYjxXPP,122.0,2023
Bulandshahar Khurja,a5WBFfhetVT,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,106.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,347.0,2023
Bulandshahar Khurja,a5WBFfhetVT,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,106.0,4,36a,ixBYYYjxXPP,0.0,2023
Bulandshahar Bulandshahr,bMszXRRjCCv,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,96.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,3924.0,2023
Bulandshahar Bulandshahr,bMszXRRjCCv,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,96.0,4,36a,ixBYYYjxXPP,222.0,2023
Bulandshahar B.B.Nagar,cp2Je1Z1Zo6,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,97.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,111.0,2023
Bulandshahar B.B.Nagar,cp2Je1Z1Zo6,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,97.0,4,36a,ixBYYYjxXPP,98.0,2023
Bulandshahar Siyana,jJP9OWvYMuH,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,98.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,710.0,2023
Bulandshahar Siyana,jJP9OWvYMuH,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,98.0,4,36a,ixBYYYjxXPP,135.0,2023
Bulandshahar Agota,mQeabczYlwZ,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,94.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,50.0,2023
Bulandshahar Anoopshahr,rBDpTYpQ340,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,101.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,183.0,2023
Bulandshahar Anoopshahr,rBDpTYpQ340,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,101.0,4,36a,ixBYYYjxXPP,183.0,2023
Bulandshahar Lakhaothi,u7AfLScMrQL,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,95.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,176.0,2023
Bulandshahar Lakhaothi,u7AfLScMrQL,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,95.0,4,36a,ixBYYYjxXPP,171.0,2023
Bulandshahar Uncha gaon,vlW7Ky7ubGA,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,99.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,245.0,2023
Bulandshahar Uncha gaon,vlW7Ky7ubGA,p,2023-01-01,Bulandshahar,ogBt4gWCiem,indicator_36,99.0,4,36a,ixBYYYjxXPP,0.0,2023
Unnav Bangarmau,BGRBILNZiPW,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,279.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,268.0,2023
Unnav Bangarmau,BGRBILNZiPW,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,279.0,4,36a,ixBYYYjxXPP,241.0,2023
Unnav DHQ,CYb7f3DOpb0,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,1759.0,2023
Unnav DHQ,CYb7f3DOpb0,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,,4,36a,ixBYYYjxXPP,408.0,2023
Unnav Asoha,CpShKssApxk,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,289.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,79.0,2023
Unnav Asoha,CpShKssApxk,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,289.0,4,36a,ixBYYYjxXPP,72.0,2023
Unnav Bichhiya,EVsunDfk1Xx,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,287.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,56.0,2023
Unnav Bichhiya,EVsunDfk1Xx,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,287.0,4,36a,ixBYYYjxXPP,55.0,2023
Unnav Sumerpur,Fy5oqtT0JAR,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,293.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,164.0,2023
Unnav Sumerpur,Fy5oqtT0JAR,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,293.0,4,36a,ixBYYYjxXPP,101.0,2023
Unnav Sikanderpur Sirausi,OC6qHC6pCm8,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,286.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,64.0,2023
Unnav Sikanderpur Sirausi,OC6qHC6pCm8,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,286.0,4,36a,ixBYYYjxXPP,64.0,2023
Unnav Purwa,RLKVIOQ3q6x,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,290.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,150.0,2023
Unnav Purwa,RLKVIOQ3q6x,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,290.0,4,36a,ixBYYYjxXPP,147.0,2023
Unnav Ganj Moardabad,RzW4W8GzuhH,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,278.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,154.0,2023
Unnav Ganj Moardabad,RzW4W8GzuhH,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,278.0,4,36a,ixBYYYjxXPP,129.0,2023
Unnav Bighapur,SvNkFaLvfio,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,292.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,90.0,2023
Unnav Bighapur,SvNkFaLvfio,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,292.0,4,36a,ixBYYYjxXPP,72.0,2023
Unnav Hasanganj,g9AzjVVJKJh,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,284.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,170.0,2023
Unnav Hasanganj,g9AzjVVJKJh,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,284.0,4,36a,ixBYYYjxXPP,145.0,2023
Unnav Safipur,iudStsVG8zs,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,281.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,292.0,2023
Unnav Safipur,iudStsVG8zs,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,281.0,4,36a,ixBYYYjxXPP,184.0,2023
Unnav C.Karen,miCbY8KENnd,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,288.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,147.0,2023
Unnav C.Karen,miCbY8KENnd,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,288.0,4,36a,ixBYYYjxXPP,111.0,2023
Unnav Miyaganj,odvvm2fnyz9,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,283.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,180.0,2023
Unnav Miyaganj,odvvm2fnyz9,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,283.0,4,36a,ixBYYYjxXPP,168.0,2023
Unnav Hilauli,oeicJPH2lIq,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,291.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,97.0,2023
Unnav Hilauli,oeicJPH2lIq,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,291.0,4,36a,ixBYYYjxXPP,85.0,2023
Unnav Fatehpur -84,uhbQ7To0pN9,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,280.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,91.0,2023
Unnav Fatehpur -84,uhbQ7To0pN9,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,280.0,4,36a,ixBYYYjxXPP,82.0,2023
Unnav Auras,wk2JVEOAFPl,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,282.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,142.0,2023
Unnav Auras,wk2JVEOAFPl,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,282.0,4,36a,ixBYYYjxXPP,0.0,2023
Unnav Nawabganj,ziD9Ib1XELX,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,285.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,183.0,2023
Unnav Nawabganj,ziD9Ib1XELX,p,2023-01-01,Unnav,aT03mfdlNiF,indicator_36,285.0,4,36a,ixBYYYjxXPP,162.0,2023
Saharanpur Gangoha,BHNN3R3Nfyk,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,7.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,354.0,2023
Saharanpur Gangoha,BHNN3R3Nfyk,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,7.0,4,36a,ixBYYYjxXPP,220.0,2023
Saharanpur Nukkur,Il5dY2TsnrT,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,6.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,167.0,2023
Saharanpur Nukkur,Il5dY2TsnrT,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,6.0,4,36a,ixBYYYjxXPP,135.0,2023
Saharanpur Sarsawa,J4lOM1HGEln,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,5.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,231.0,2023
Saharanpur Sarsawa,J4lOM1HGEln,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,5.0,4,36a,ixBYYYjxXPP,0.0,2023
Saharanpur Punwarka,PqdYyxvXbjJ,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,3.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,216.0,2023
Saharanpur Punwarka,PqdYyxvXbjJ,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,3.0,4,36a,ixBYYYjxXPP,159.0,2023
Saharanpur Nangal,TkRtB84gkNd,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,10.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,204.0,2023
Saharanpur Nangal,TkRtB84gkNd,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,10.0,4,36a,ixBYYYjxXPP,78.0,2023
Saharanpur Nanota,ZUTLEFlviBI,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,9.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,136.0,2023
Saharanpur Nanota,ZUTLEFlviBI,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,9.0,4,36a,ixBYYYjxXPP,0.0,2023
Saharanpur Muzzafrabad,dTPUQF80iDV,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,2.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,290.0,2023
Saharanpur Muzzafrabad,dTPUQF80iDV,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,2.0,4,36a,ixBYYYjxXPP,175.0,2023
Saharanpur DHQ,oJLTrPrhs93,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,6318.0,2023
Saharanpur DHQ,oJLTrPrhs93,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,,4,36a,ixBYYYjxXPP,21.0,2023
Saharanpur Daoband,oNfXWvtDaWv,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,11.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,257.0,2023
Saharanpur Daoband,oNfXWvtDaWv,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,11.0,4,36a,ixBYYYjxXPP,135.0,2023
Saharanpur Rampur Maniharan,obGw4WWLMlw,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,8.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,77.0,2023
Saharanpur Rampur Maniharan,obGw4WWLMlw,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,8.0,4,36a,ixBYYYjxXPP,82.0,2023
Saharanpur Balliyakhare,qxErDQBKuLE,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,4.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,108.0,2023
Saharanpur Balliyakhare,qxErDQBKuLE,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,4.0,4,36a,ixBYYYjxXPP,32.0,2023
Saharanpur Sadholi Kadeem,y5bGR23eUwH,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,1.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,217.0,2023
Saharanpur Sadholi Kadeem,y5bGR23eUwH,p,2023-01-01,Saharanpur,FKYZ3JbWq84,indicator_36,1.0,4,36a,ixBYYYjxXPP,155.0,2023
Manjhwan,BLgq44ZJkKh,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,789.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,203.0,2023
Jamalpur,Dga9ieikVr5,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,798.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,245.0,2023
Jamalpur,Dga9ieikVr5,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,798.0,4,36a,ixBYYYjxXPP,0.0,2023
Chhanve,T5YmZQx2cme,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,787.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,350.0,2023
Chhanve,T5YmZQx2cme,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,787.0,4,36a,ixBYYYjxXPP,302.0,2023
Mirzapur DHQ,WxMksp7j6w7,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,,4,36b,aRueVYr35yM.Ti9FJqkSK6J,691.0,2023
Naraynpur,cGCEhMelufW,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,797.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,245.0,2023
Naraynpur,cGCEhMelufW,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,797.0,4,36a,ixBYYYjxXPP,38.0,2023
Hallia,dzvrdlSVdNw,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,793.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,377.0,2023
Hallia,dzvrdlSVdNw,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,793.0,4,36a,ixBYYYjxXPP,0.0,2023
Rajgarh,fi3XI1IhyQO,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,795.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,251.0,2023
Rajgarh,fi3XI1IhyQO,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,795.0,4,36a,ixBYYYjxXPP,233.0,2023
Sikhar,moqnzHZCfQg,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,796.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,97.0,2023
Sikhar,moqnzHZCfQg,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,796.0,4,36a,ixBYYYjxXPP,0.0,2023
City,qFq9YH9cPE2,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,790.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,319.0,2023
City,qFq9YH9cPE2,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,790.0,4,36a,ixBYYYjxXPP,248.0,2023
Marihan Patehara,sh5GrKleZLD,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,794.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,218.0,2023
Marihan Patehara,sh5GrKleZLD,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,794.0,4,36a,ixBYYYjxXPP,123.0,2023
Lalganj Mirzapur,udEnBPS78Sf,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,792.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,225.0,2023
Lalganj Mirzapur,udEnBPS78Sf,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,792.0,4,36a,ixBYYYjxXPP,221.0,2023
Pahadi,y74T9TfUPuz,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,791.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,280.0,2023
Pahadi,y74T9TfUPuz,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,791.0,4,36a,ixBYYYjxXPP,0.0,2023
Kone,zBM33fSxbqN,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,788.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,120.0,2023
Kone,zBM33fSxbqN,p,2023-01-01,Mirzapur,UAicdMLyuk4,indicator_36,788.0,4,36a,ixBYYYjxXPP,109.0,2023
Nawabganj,BWxu1bDp2ht,p,2023-01-01,Bareilly,vVqY3DPcpHf,indicator_36,199.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,179.0,2023
Nawabganj,BWxu1bDp2ht,p,2023-01-01,Bareilly,vVqY3DPcpHf,indicator_36,199.0,4,36a,ixBYYYjxXPP,179.0,2023
Shargarh,FjccMEGL0Hr,p,2023-01-01,Bareilly,vVqY3DPcpHf,indicator_36,189.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,239.0,2023
Shargarh,FjccMEGL0Hr,p,2023-01-01,Bareilly,vVqY3DPcpHf,indicator_36,189.0,4,36a,ixBYYYjxXPP,110.0,2023
Dalelnagar,G7D5lGOMxxz,p,2023-01-01,Bareilly,vVqY3DPcpHf,indicator_36,200.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,126.0,2023
Dalelnagar,G7D5lGOMxxz,p,2023-01-01,Bareilly,vVqY3DPcpHf,indicator_36,200.0,4,36a,ixBYYYjxXPP,60.0,2023
Bhamora,HZQTgHfOykd,p,2023-01-01,Bareilly,vVqY3DPcpHf,indicator_36,198.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,187.0,2023
Bhamora,HZQTgHfOykd,p,2023-01-01,Bareilly,vVqY3DPcpHf,indicator_36,198.0,4,36a,ixBYYYjxXPP,0.0,2023
Faridpur,Hi4F69xrBS5,p,2023-01-01,Bareilly,vVqY3DPcpHf,indicator_36,202.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,205.0,2023
Faridpur,Hi4F69xrBS5,p,2023-01-01,Bareilly,vVqY3DPcpHf,indicator_36,202.0,4,36a,ixBYYYjxXPP,384.0,2023
Fatehganj(West),KRQvi7JBiuf,p,2023-01-01,Bareilly,vVqY3DPcpHf,indicator_36,195.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,199.0,2023
Fatehganj(West),KRQvi7JBiuf,p,2023-01-01,Bareilly,vVqY3DPcpHf,indicator_36,195.0,4,36a,ixBYYYjxXPP,92.0,2023
Majhganwa,XmU9noLyhIA,p,2023-01-01,Bareilly,vVqY3DPcpHf,indicator_36,197.0,4,36b,aRueVYr35yM.Ti9FJqkSK6J,17.0,2023
